osmid,street_count,highway,ref,geometry,casino_osmid,casino_dist,casino_nearestnode
5027405046,3,,,POINT (-77.00660790000001 -11.8611091),4155811689,0.04844023290488468,4288541074
416652536,3,,,POINT (-77.0247851 -12.0585868),4139069972,0.008272335621813655,416637968
3213073656,4,,,POINT (-76.97184679999999 -11.940089),437508602,0.014259002418300491,1343447350
416652538,4,,,POINT (-77.0266733 -12.0588292),4139069972,0.007209102781899212,416637968
9143819511,3,,,POINT (-76.89285719999999 -12.042974),438031676,0.0591715030248829,1273875162
416652540,3,,,POINT (-77.02654 -12.0601317),4139069972,0.006064480292654694,416637968
3213073660,3,,,POINT (-76.9725208 -11.9388036),437508602,0.014393751296483346,1343447350
1273765116,3,,,POINT (-76.9522479 -12.1570954),437647280,0.0075555188021046845,1273804105
5574925559,3,,,POINT (-77.1307482 -11.8306457),435198459,0.06469365204755761,2460656270
5574925568,3,,,POINT (-77.1351251 -11.8248917),435198459,0.07153952154871092,2460656270
416652547,4,,,POINT (-77.0284241 -12.0587593),4139069972,0.006864167210230723,416637968
416652548,4,,,POINT (-77.0283841 -12.0590476),4139069972,0.006582699194100555,416637968
416652549,3,,,POINT (-77.0282911 -12.0597336),4139069972,0.005916352092294424,416637968
416652550,4,,,POINT (-77.0282089 -12.0603143),4139069972,0.0053580751441171205,416637968
416652551,4,,,POINT (-77.02891200000001 -12.0604122),4139069972,0.005174952441327499,416637968
4578581771,3,,,POINT (-77.0489474 -12.08547),436905818,0.010428337102439551,263389392
3707018513,4,,,POINT (-77.0240185 -12.1290709),435344456,0.005540902677443483,108183458
2469993750,3,,,POINT (-77.0609106 -12.0091778),438038238,0.011643675363162204,3501069195
1403460893,4,traffic_signals,,POINT (-77.09825050000001 -12.0497582),435879639,0.016896129397063957,4337745396
263396644,3,,,POINT (-77.04419780000001 -12.0750756),436314052,0.002129538816632619,263395068
5209333028,3,,,POINT (-77.0145655 -11.8632489),4336173733,0.042665605962292484,5762815525
273947942,3,,,POINT (-77.1540411 -11.7584636),4155811689,0.13179335187728694,4288541074
8211340591,3,,,POINT (-76.9969529 -11.9421944),437508602,0.013730500494335595,1343447350
1273896240,4,,,POINT (-76.9144847 -12.0254659),438031676,0.03879543893677608,1273875162
5027405115,3,,,POINT (-77.00296659999999 -11.8524721),4155811689,0.04614411240722256,4288541074
1273470268,4,,,POINT (-76.9193058 -12.0025228),438031676,0.0469354324293394,1273875162
5027405122,3,,,POINT (-77.0029239 -11.8523648),4155811689,0.04612468042436682,4288541074
1273568581,4,,,POINT (-76.950737 -12.1459085),437647280,0.0161268733506061,1273804105
606182727,3,,,POINT (-77.0641562 -12.0858394),4139697975,0.004617229174520017,316810075
1804901704,4,,,POINT (-76.99320400000001 -12.0165654),437360405,0.01570145961813068,823974191
273423689,4,,,POINT (-77.0681834 -11.9665849),4366593002,0.01574488358833229,2732363830
1403460938,3,,,POINT (-77.0966873 -12.0496505),435879639,0.016966293568853968,4337745396
1403460939,4,,,POINT (-77.0962492 -12.0520223),435879639,0.014613042315349503,4337745396
1403460941,4,,,POINT (-77.0960911 -12.0529892),435879639,0.013658102591158034,4337745396
1804901710,4,,,POINT (-76.99828909999999 -12.0166783),437360405,0.012119266195021109,823974191
606182735,4,,,POINT (-77.067601 -12.0840662),4139697975,0.0013733061312038186,316810075
606182733,3,,,POINT (-77.06650310000001 -12.0844401),4139697975,0.0020287428250031084,316810075
606182739,4,traffic_signals,,POINT (-77.06638719999999 -12.083459),4139697975,0.0013805663366986405,316810075
606182740,4,traffic_signals,,POINT (-77.0661707 -12.08354),4139697975,0.001606547652580492,316810075
606182747,4,,,POINT (-77.0645971 -12.0848302),4139697975,0.003633578098793818,316810075
2469993820,3,,,POINT (-77.0610861 -12.0098325),438038238,0.011652939349913613,3501069195
1804901725,3,,,POINT (-76.9943925 -12.016697),437360405,0.014852991841108363,823974191
2179702111,4,,,POINT (-76.9344279 -12.0285276),438031676,0.019004847747013852,1273875162
1804901730,4,,,POINT (-76.99331119999999 -12.016752),437360405,0.015729309055475267,823974191
1804901732,3,,,POINT (-76.9931266 -12.016764),437360405,0.015883041307731133,823974191
1330494643,3,,,POINT (-77.0584372 -11.9810642),4493353239,0.008619928568731264,842641937
846634344,4,,,POINT (-77.0861637 -12.025545),4368266233,0.006889372056291092,846599935
1804901736,3,,,POINT (-76.9895904 -12.0166878),437360405,0.018778617963991943,823974191
1273863533,4,,,POINT (-76.9664403 -12.1509822),437376427,0.0056823432279372995,3238752139
1273699694,4,,,POINT (-77.0081402 -12.1445981),435838405,0.014225250737834932,263622404
5027405169,3,,,POINT (-77.0021227 -11.8499066),4155811689,0.04560096251714239,4288541074
4053998970,4,,,POINT (-77.1162604 -11.9767288),4366593002,0.033988405998812705,2732363830
4053998971,5,,,POINT (-77.0997072 -11.9836849),4366593002,0.02351085728445317,2732363830
5734473084,3,,,POINT (-76.89069480000001 -12.0352898),438031676,0.06099209754636354,1273875162
5734473086,3,,,POINT (-76.89106870000001 -12.0358011),438031676,0.06061012907933524,1273875162
4053998977,4,,,POINT (-77.0115113 -12.0720448),4412523312,0.008360555046768685,416635664
1273732482,3,,,POINT (-77.07022360000001 -12.0281885),4368266233,0.009896443606159856,846599935
4365524355,3,,,POINT (-77.0758227 -11.9712708),4366593002,0.009527265931521306,2732363830
263630442,4,traffic_signals,,POINT (-77.0268959 -12.1248229),408470422,0.0007558791911470716,108191737
1273503116,4,,,POINT (-76.962878 -12.1981073),481692453,0.03049860419884515,4234707459
603757967,4,traffic_signals,,POINT (-77.0945541 -12.0300537),4368266233,0.01620107223673476,846599935
603757969,4,traffic_signals,,POINT (-77.09450699999999 -12.0298487),4368266233,0.016086432780756752,846599935
499588497,5,,,POINT (-77.0102454 -12.0257569),437360405,0.019157463969588864,823974191
603757972,3,,,POINT (-77.09404619999999 -12.0245241),4368266233,0.014677668722580884,846599935
4376370583,3,,,POINT (-76.761956 -11.9740243),4377990018,0.077241126616846,4365169027
3401227674,4,,,POINT (-77.0148363 -12.1029313),406255075,0.008941692609421506,475736371
273423771,3,,,POINT (-77.0743793 -11.9672208),4366593002,0.009593982522910645,2732363830
499588507,4,,,POINT (-77.01988780000001 -12.0274676),4384740080,0.017072296867732078,1273874381
3401227675,4,,,POINT (-77.01504060000001 -12.1032649),406255075,0.009078919749131529,475736371
1273896350,4,traffic_signals,,POINT (-77.0522445 -12.0570815),435563989,0.0043758033297411495,2053915143
1941642654,3,,,POINT (-76.99719450000001 -12.0138593),437360405,0.010888128844862434,823974191
603757985,4,,,POINT (-77.09152349999999 -12.0226514),4368266233,0.012280606638511434,846599935
1273634210,4,,,POINT (-76.915312 -12.2414246),481692453,0.0355764265442089,4234707459
3401227678,4,,,POINT (-77.01555860000001 -12.1025),406255075,0.008156278430316334,475736371
3401227679,4,,,POINT (-77.0156959 -12.1027518),406255075,0.008278295907280957,475736371
606182822,5,traffic_signals,,POINT (-77.0724208 -12.0969326),435499357,0.004293094320178111,605041174
1273830822,3,,,POINT (-77.13633710000001 -12.0210034),4368266233,0.05706967276207809,846599935
603757996,4,,,POINT (-77.0897693 -12.0305545),4368266233,0.01208140949475713,846599935
638361010,3,,,POINT (-77.06312490000001 -12.0782516),435498880,0.0016697299389594074,1273589372
606182839,3,,,POINT (-77.0633729 -12.0864708),4139697975,0.005621247850790357,316810075
