osmid,street_count,highway,ref,geometry,casino_osmid,casino_dist
1746796546,4,,,POINT (-76.97923710000001 -12.0449597),437866700,0.014581392799138013
4284776453,4,,,POINT (-77.0198858 -12.2007022),435838405,0.05978910056264468
4200497160,3,,,POINT (-77.094624 -12.0622377),435879639,0.005009301395070223
5497389066,3,,,POINT (-76.8093762 -12.0237946),438031676,0.14286552982699824
1746796556,4,,,POINT (-76.97493590000001 -12.0452296),437866700,0.011108077620482791
4335599630,3,,,POINT (-77.0275785 -12.119051),435834300,0.00028880783520242667
3738206223,4,,,POINT (-76.9170251 -11.9755075),438031676,0.07015702116439224
1482227728,3,,,POINT (-76.9879186 -12.0666517),3293687684,0.009653174477342623
5986648082,3,,,POINT (-76.8963775 -12.2283038),481692453,0.04264254386917657
1273757715,4,,,POINT (-76.9124822 -12.2086264),481692453,0.023794849434491703
1482227733,4,,,POINT (-76.9893649 -12.0620764),3293687684,0.014189197660544493
1482227734,4,,,POINT (-76.9938308 -12.0622365),3293687684,0.014870176343608694
1674117145,3,,,POINT (-76.9500695 -12.2020712),481692453,0.017515022592902548
821755929,4,,,POINT (-77.0062954 -12.0178307),437360405,0.0107114691248183
1674117147,3,,,POINT (-76.9505516 -12.2012952),481692453,0.01836651253374208
1482227739,4,,,POINT (-76.995155 -12.0638085),3293687684,0.013942235363454725
1674117149,3,,,POINT (-76.949607 -12.2028501),481692453,0.016684454771660463
1746796572,3,,,POINT (-76.9774705 -12.0464091),437866700,0.013838154830123968
1746796575,4,,,POINT (-76.9793056 -12.0465856),437866700,0.015453845804611135
3993075744,3,motorway_junction,,POINT (-76.9750526 -12.0547755),560845933,0.010032906430010141
1482227746,4,,,POINT (-76.993627 -12.0601419),3293687684,0.01680081230566146
1482227752,4,,,POINT (-76.993681 -12.0606892),3293687684,0.01629242037390256
1746796586,4,,,POINT (-76.9809176 -12.0465864),437866700,0.016834805041715414
1482227757,3,,,POINT (-76.99286909999999 -12.0640071),3293687684,0.012884231032544012
1482227759,4,,,POINT (-76.9935728 -12.0595921),3293687684,0.017314097551128324
1482227761,3,,,POINT (-76.98944849999999 -12.0640892),3293687684,0.01218142294192327
1746796594,3,,,POINT (-76.98007 -12.0468321),560845933,0.01616296299933905
4724817987,3,,,POINT (-76.9767379 -12.1300228),437346725,0.0061295876250140055
197656644,3,,,POINT (-77.0359239 -12.1267246),653820370,0.006257255370247354
197656646,4,,,POINT (-77.03590269999999 -12.1260125),653820370,0.005988480000029936
197656647,4,,,POINT (-77.035886 -12.1249702),183111783,0.0056478960283838486
197656648,4,,,POINT (-77.03588310000001 -12.1243763),183111783,0.005058284745698243
847511626,3,,,POINT (-77.0949877 -12.0309177),4368266233,0.016921454089414003
1273528397,3,,,POINT (-76.87292840000001 -12.0991282),7557707387,0.09541046144663311
1273528398,4,,,POINT (-76.90954120000001 -12.1962499),481692453,0.030999956904674098
847511631,3,,,POINT (-77.09600759999999 -12.0329692),4368266233,0.018712501268397654
1273462861,4,,,POINT (-76.99100230000001 -12.2011099),437511292,0.05043366610615529
1938227287,3,,,POINT (-76.9868484 -12.0192056),437360405,0.02243353932687539
6415319128,1,,,POINT (-76.8194919 -12.333688),481692453,0.16811629775002984
427589721,4,,,POINT (-77.1125693 -11.996814),4317633503,0.03771002471029111
847511646,4,,,POINT (-77.08634360000001 -12.0309514),4368266233,0.009564352268715815
391020638,4,,,POINT (-77.0131319 -12.1398036),435838405,0.008831215342525815
6415319136,3,,,POINT (-76.8188809 -12.3349038),481692453,0.16941681225926528
391020639,4,,,POINT (-77.013805 -12.1392387),435838405,0.008262287513829146
4785274979,3,,,POINT (-76.870014 -12.1021417),7557707387,0.09890698539987522
4785274985,3,,,POINT (-76.8715806 -12.0995186),7557707387,0.09680964738134487
1746075767,4,,,POINT (-76.9453322 -12.0252412),438031676,0.01293186309223241
1951268989,4,,,POINT (-77.0108256 -11.9937099),4503198893,0.0038188030912839786
1273692286,3,,,POINT (-76.9729071 -12.1936219),437647280,0.03668975263716213
4356276356,3,,,POINT (-76.9777239 -12.0465183),437866700,0.014107402073472568
4785275019,3,,,POINT (-76.8733982 -12.1057199),7557707387,0.09651939939126858
3335028877,4,,,POINT (-77.0538719 -12.0751143),435391634,0.000402852847787734
3501097102,3,,,POINT (-77.0591577 -11.9924677),432299823,0.002828800815702812
4785275024,4,,,POINT (-76.87226769999999 -12.1049003),7557707387,0.09739253700629041
1273626773,4,,,POINT (-76.96684070000001 -12.1391048),437376427,0.015195702694065009
2846425237,3,,,POINT (-77.1087844 -12.0601805),435879639,0.013369427342937118
3738206362,4,,,POINT (-76.9169218 -11.9766777),438031676,0.06919374179485227
639107227,4,,,POINT (-77.0677008 -12.078234),435680619,0.002109688329963685
1746075803,4,,,POINT (-76.9476275 -12.0255973),438031676,0.01163985640459207
1369043001,3,,,POINT (-77.01403380000001 -12.0506524),438861899,0.012099232501690831
133922977,4,,,POINT (-77.0323439 -12.1257412),653820370,0.002635344937997188
627835042,4,,,POINT (-77.1215736 -12.0716412),435879639,0.025020208082520676
627835043,4,,,POINT (-77.1223047 -12.0729262),435879639,0.02601841769317649
133922980,4,,,POINT (-77.03173769999999 -12.1259895),653820370,0.0023472757860628743
4927553711,3,,,POINT (-77.0256431 -12.075558),437870803,0.002816623312859595
5583110321,3,,,POINT (-77.0607483 -12.0042417),432299820,0.00867390832030257
1273790642,4,,,POINT (-76.9269166 -12.2000189),481692453,0.015382765968884946
1746075826,4,,,POINT (-76.94761219999999 -12.0257511),438031676,0.011501172374473602
4948000948,4,,,POINT (-76.9803177 -12.1705066),437511292,0.01808076804658002
1746075828,4,,,POINT (-76.9500963 -12.0261323),438031676,0.010497932375853145
842596534,4,,,POINT (-77.0534396 -11.9981801),432299820,0.0014610532121715606
3738206393,4,,,POINT (-76.9168152 -11.9778837),438031676,0.06820800054878412
4329570490,4,,,POINT (-77.15457139999999 -11.7849227),435198459,0.112471984118191
1273462969,3,,,POINT (-77.0917975 -11.9556031),4366593002,0.013248221764448372
842596538,3,,,POINT (-77.0525428 -11.9981741),432299820,0.0023440758228554484
3740696772,3,,,POINT (-76.8735173 -12.2100957),481692453,0.0624939096007825
842596549,4,,,POINT (-77.0525456 -11.9977205),432299820,0.002325604413840865
3740696777,3,,,POINT (-76.87491319999999 -12.2118586),481692453,0.061056291621580897
4948000970,3,,,POINT (-76.9803313 -12.1709561),437511292,0.01849424767126593
3740696779,3,,,POINT (-76.8755044 -12.2123817),481692453,0.060462198632175
1273921739,4,,,POINT (-77.09739639999999 -12.0591705),435879639,0.007449535678256604
3738206411,4,,,POINT (-76.9165983 -11.9785528),438031676,0.0677457983969505
263389391,4,traffic_signals,,POINT (-77.0527302 -12.0759211),436905818,0.0007327687066104588
263389392,4,traffic_signals,,POINT (-77.0519232 -12.0749363),436905818,0.0006244410795518378
263389393,4,traffic_signals,,POINT (-77.0511095 -12.0739505),436905818,0.0018712494539221281
263389394,4,traffic_signals,,POINT (-77.050257 -12.0729814),436320564,0.0007509798320429722
821756112,4,,,POINT (-77.0047046 -12.0173985),437360405,0.010319436242942022
3738206418,3,,,POINT (-76.9038796 -11.9787371),438031676,0.07498120341253095
263389397,4,traffic_signals,,POINT (-77.04784770000001 -12.070033),436320564,0.003120112945211765
263389398,4,traffic_signals,,POINT (-77.04705800000001 -12.0690667),436320564,0.0043646239032179455
263389399,4,,,POINT (-77.04623170000001 -12.0680735),436320564,0.005654061354853433
263389400,4,,,POINT (-77.0454082 -12.0671015),436320564,0.006925871188201127
263389401,4,,,POINT (-77.0445972 -12.0661178),436750066,0.006447317013047229
3740696790,3,,,POINT (-76.8759036 -12.2108002),481692453,0.06008582111583181
3737747670,4,,,POINT (-77.0697699 -11.9303557),435197684,0.008070970534731117
1273921750,4,,,POINT (-77.1206373 -11.9968694),4317633503,0.045772154863960864
3737747678,3,,,POINT (-77.0678618 -11.9379018),435197684,0.004589085477785089
4948000991,4,,,POINT (-76.9791884 -12.1727139),437511292,0.01969614592087842
4948000992,3,,,POINT (-76.9789751 -12.1726442),437511292,0.01956019702730758
1814003938,4,,,POINT (-77.0296165 -11.8708335),4336173733,0.029012372544310848
1746075873,4,,,POINT (-76.9500025 -12.0268801),438031676,0.009774889106527766
3737747679,3,,,POINT (-77.06783660000001 -11.9380281),435197684,0.004614184287865096
2173173989,3,,,POINT (-76.9634095 -12.0319036),437866700,0.006977908762838939
3737747686,3,,,POINT (-77.06644009999999 -11.9451661),4337198303,0.006282709289784532
1746075880,3,,,POINT (-76.95328910000001 -12.0270828),438031676,0.009565324458132038
3737747680,4,,,POINT (-77.0671746 -11.9404774),435197684,0.00584195121191726
4346249450,3,,,POINT (-77.0078773 -12.1190673),4343432394,0.008504577452173229
4574281964,3,,,POINT (-76.8758867 -12.0414665),438031676,0.07594981758021573
1273692402,4,,,POINT (-76.95428269999999 -12.1309404),437512132,0.027729059082019652
2352414966,3,,,POINT (-77.1068037 -11.8247537),435323603,0.05095651014092402
3725525239,4,,,POINT (-77.0791124 -12.0600217),5591978324,0.018154445834836722
1746075899,3,,,POINT (-76.9475005 -12.0280296),438031676,0.009452838519614058
3725525244,4,,,POINT (-77.0790453 -12.0603403),5591978324,0.017841294540475748
3725525245,4,,,POINT (-77.0792452 -12.0603836),5591978324,0.017784768020416376
3737747708,3,,,POINT (-77.0663054 -11.9458672),4337198303,0.006519487651653655
2352414976,4,,,POINT (-77.108906 -11.8243649),435323603,0.05257935947748245
1273954563,4,,,POINT (-76.9460337 -12.1644307),437647280,0.014253053755299646
1746075907,4,,,POINT (-76.9496419 -12.0283849),438031676,0.008376397186138512
2352414979,3,,,POINT (-77.11004010000001 -11.8242144),435323603,0.05342480273124501
3725525255,3,,,POINT (-77.1331611 -12.0671984),435879639,0.036101926856339825
2352414983,3,,,POINT (-77.1041044 -11.8211677),435323603,0.05229099005241679
391020814,3,,,POINT (-77.0177607 -12.1372146),435838405,0.0055650440379370935
9168814354,3,,,POINT (-76.99907690000001 -12.1720956),437511292,0.031966022790165284
133955862,3,,,POINT (-77.1323756 -12.0562244),435879639,0.03680800579881164
3758457112,3,,,POINT (-76.96103720000001 -12.1924599),481692453,0.032069551189922274
3758457113,4,,,POINT (-76.962273 -12.1903878),437647280,0.031014890503782873
3758457114,4,,,POINT (-76.9630999 -12.1889679),437647280,0.029692769292140063
6032982299,3,,,POINT (-77.0726837 -11.9272954),435197684,0.010675699499916369
1814003996,4,,,POINT (-77.0288585 -11.8724638),4336173733,0.027734611851979122
3758457117,3,,,POINT (-76.9641159 -12.1874039),437647280,0.028292769703627454
133955870,3,,,POINT (-77.13602710000001 -12.0540241),435879639,0.04094630127615221
4284612890,3,,,POINT (-76.9184047 -12.0853975),7557707387,0.04826725444440203
563839256,3,,,POINT (-77.03406579999999 -12.0519062),4438338190,0.00521680054631112
1814004002,3,,,POINT (-77.0288182 -11.872605),4336173733,0.027617473127892173
4343202095,3,,,POINT (-77.0530711 -12.1085051),4343579376,0.01150254854021703
133955891,3,,,POINT (-77.13451739999999 -12.0517003),435879639,0.04031302262274713
821756215,3,,,POINT (-77.00348099999999 -12.0176435),437360405,0.010754164966336457
4343202104,3,,,POINT (-77.05288299999999 -12.1086943),4343579376,0.011731269200306212
1273725240,4,,,POINT (-76.9242078 -12.1983861),481692453,0.018338015789006876
133955898,3,,,POINT (-77.1341182 -12.0519892),435879639,0.03983545441941555
3738206527,4,,,POINT (-76.9160401 -11.9799452),438031676,0.06685432755632123
4341662016,3,,,POINT (-77.12363310000001 -12.0620638),435879639,0.026955754650234184
133955906,3,,,POINT (-77.1337717 -12.0513532),435879639,0.03975311756566632
1675395395,3,,,POINT (-76.9404534 -12.2356435),481692453,0.023615787692309757
1745486146,4,,,POINT (-76.9656009 -12.0492647),560845933,0.003841164042076208
4343202119,3,,,POINT (-77.047527 -12.1056778),456075097,0.0077252937540915004
133955913,3,,,POINT (-77.1342803 -12.0512046),435879639,0.040279838100211685
4343202121,3,,,POINT (-77.0479067 -12.1040638),456075097,0.006108346545829225
4348805454,3,,,POINT (-76.8524326 -12.2949185),481692453,0.11737834990771005
133955919,3,,,POINT (-77.1345255 -12.0514915),435879639,0.04039823738895482
427589967,3,,,POINT (-77.1096728 -12.0030042),4317633503,0.03568896822941646
427589968,4,,,POINT (-77.1094444 -12.0028884),4317633503,0.03544037181577637
821756241,3,,,POINT (-77.0076734 -12.018684),437360405,0.011709192154501849
3738206546,3,,,POINT (-76.9142739 -11.9810054),438031676,0.06693039859004005
3267592535,3,,,POINT (-76.91844759999999 -12.0440065),438031676,0.03406203741211752
3738206553,3,,,POINT (-76.9147485 -11.9811795),438031676,0.06652147009082933
3738206564,4,,,POINT (-76.9154707 -11.9814404),438031676,0.0659051404415981
1796866431,3,,,POINT (-76.97688170000001 -12.1518438),437511292,0.0048341661719564204
3738206599,3,,,POINT (-76.9277415 -11.9843536),438031676,0.05738624076280982
6047105415,3,,,POINT (-77.0604484 -11.9895711),432299823,0.0005968797580613718
6047105417,3,,,POINT (-77.0616047 -11.9895927),439241357,0.0005311560238901009
1745486222,3,,,POINT (-76.9635167 -12.0485221),560845933,0.004847255453806763
3738206607,3,,,POINT (-76.9244455 -11.9852671),438031676,0.05802891362078244
1745486227,4,,,POINT (-76.966224 -12.051379),560845933,0.0020051101103080514
3738206615,3,,,POINT (-76.9253945 -11.9854523),438031676,0.05742497751780445
412189084,4,,,POINT (-77.01633150000001 -12.0740954),437870803,0.006611556590848852
6129287592,3,,,POINT (-76.97341780000001 -12.0864539),7557707387,0.009834048601164583
4336189865,3,,,POINT (-77.0340587 -11.8902576),4336173733,0.009388420200434872
4336189866,3,,,POINT (-77.0339118 -11.889975),4336173733,0.009706482319047293
842695087,3,,,POINT (-77.0611224 -11.9859231),4493353239,0.0033686477791536134
412189107,3,,,POINT (-77.02134 -12.0777576),437870803,0.0031355924398053917
842695095,4,,,POINT (-77.0583393 -11.9854888),4493353239,0.004647860432503399
842695098,4,,,POINT (-77.0579388 -11.9854139),4493353239,0.004947766285914502
5589402044,3,,,POINT (-77.12695890000001 -11.8183003),435198459,0.06935772515028821
412189116,4,,,POINT (-77.0188533 -12.076144),437870803,0.004176854754097084
5589402046,3,,,POINT (-77.1236365 -11.8239853),435198459,0.06306820122322175
631734720,4,traffic_signals,,POINT (-77.142746 -12.0631727),435879639,0.04581140569409909
1993703873,3,,,POINT (-76.89292690000001 -12.2740705),481692453,0.07515669074311918
842695108,4,,,POINT (-77.0579647 -11.9853075),4493353239,0.005015767826569459
5589402054,3,,,POINT (-77.1034781 -11.839888),435198459,0.03746588820099861
1814004171,4,,,POINT (-77.032172 -11.8762081),4336173733,0.023115646909397422
387416528,3,,,POINT (-77.0022115 -12.1275151),438863142,0.007637454249513105
560562642,4,,,POINT (-77.09920049999999 -12.0406531),4368266233,0.0256365102137523
560562643,4,,,POINT (-77.09900399999999 -12.040634),4368266233,0.02547263717874139
3737747935,4,traffic_signals,,POINT (-77.08371320000001 -11.962213),4366593002,0.004051035317051519
3737747937,4,traffic_signals,,POINT (-77.0836941 -11.9623463),4366593002,0.003919002102576706
3627352550,3,,,POINT (-76.9725002 -12.0675289),7557707387,0.013593239902611685
442761704,3,traffic_signals,,POINT (-76.9993765 -12.1394529),4343432394,0.016025014751947918
3736732137,3,,,POINT (-77.0636873 -11.9897349),438893623,0.00162495094480862
263389679,4,,,POINT (-77.058302 -12.080689),435498880,0.006967133898714983
4406378995,3,,,POINT (-77.0258346 -12.036073),4384740080,0.0066168141352208314
914293237,3,,,POINT (-76.8580692 -12.2291742),481692453,0.0796707791647851
263389687,4,,,POINT (-77.0521074 -12.0831883),436905818,0.007655835887087945
263389688,4,,,POINT (-77.0505981 -12.0826054),436905818,0.0072325087680402324
263389689,3,,,POINT (-77.0497112 -12.0822705),436905818,0.0071519565297788025
3736732154,4,,,POINT (-77.06161350000001 -12.0083371),438038238,0.010776149740632913
263389691,4,traffic_signals,,POINT (-77.0487862 -12.0820081),436905818,0.007278374533426784
3736732156,4,,,POINT (-77.0615236 -12.0088528),438038238,0.010971156304723327
182419965,3,,,POINT (-76.6791102 -11.9230453),4377990018,0.020394643661513473
263389694,3,,,POINT (-77.0477825 -12.0819759),436314052,0.007300319481019251
263389695,3,,,POINT (-77.04761449999999 -12.0819909),436314052,0.007283113053287884
412189184,3,,,POINT (-77.0226057 -12.0764836),437870803,0.001483908736466252
263389697,3,,,POINT (-77.04697040000001 -12.0821193),436314052,0.007323803510244067
412189186,4,,,POINT (-77.0233942 -12.0749051),437870803,0.0005304669053728086
4234707459,4,,,POINT (-76.9367543 -12.2131886),481692453,0.0010744862985710357
1273758211,4,,,POINT (-76.9635629 -12.1328088),437346725,0.019589005365851155
3736732158,4,,,POINT (-77.0898873 -12.0116179),4375864312,0.015244566540571672
4276978176,4,,,POINT (-77.0860749 -12.0874256),435213831,0.00938531209816885
3738206731,3,,,POINT (-76.8957588 -11.98595),438031676,0.0753856044850836
627835408,3,,,POINT (-77.1228576 -12.0719839),435879639,0.02634699885139384
3738206739,3,,,POINT (-76.92393060000001 -11.9860505),438031676,0.05758459404135043
3738206740,3,,,POINT (-76.8364728 -11.9869823),438031676,0.1253975822449095
1273889301,3,,,POINT (-77.0038413 -12.20349),437511292,0.05839031671704705
4268392982,3,,,POINT (-77.12154150000001 -12.0732134),435879639,0.025351962927618342
6032949785,3,,,POINT (-77.0486313 -11.9772608),4493353239,0.017263558016823954
4357685789,4,,,POINT (-77.01325420000001 -11.9822273),437370736,0.006733090501178982
263389729,4,traffic_signals,,POINT (-77.0487808 -12.0818756),436905818,0.007163250926340043
1273594402,4,,,POINT (-76.93899020000001 -12.1340568),437647280,0.03262744771777313
8978825764,3,,,POINT (-76.9811521 -12.0477157),560845933,0.01686446162791402
263389733,4,,,POINT (-77.0521648 -12.0830692),436905818,0.0075369424210653575
1399063080,4,,,POINT (-77.0564677 -12.0579566),435563989,0.008535429267031809
462979629,3,,,POINT (-77.0815363 -12.0775011),5591978324,0.0013605478455385315
1399063094,4,,,POINT (-77.0545485 -12.062655),435563989,0.009956607160158374
1951269430,3,,,POINT (-77.0026824 -11.9962517),4503198893,0.007366523310897999
611484217,3,,,POINT (-77.0837021 -12.0780594),435213831,0.00072745594779194
1399063099,4,,,POINT (-77.0569026 -12.0610791),435563989,0.010492961495767747
821756480,4,,,POINT (-77.01209950000001 -12.0177061),437360405,0.012330042635283955
847512129,4,,,POINT (-77.0931458 -12.0296398),4368266233,0.01473718111580594
847512130,4,,,POINT (-77.0929357 -12.0291617),4368266233,0.014375827729211144
847512131,4,,,POINT (-77.0927416 -12.0286733),4368266233,0.01403671802843928
847512132,4,,,POINT (-77.0932825 -12.0299914),4368266233,0.014992439408249587
847512133,4,,,POINT (-77.0876943 -12.0292098),4368266233,0.009611421803767383
1256325701,4,traffic_signals,,POINT (-77.0477518 -11.9151491),436480411,0.01769910120004837
1814004295,4,,,POINT (-77.0300853 -11.8779767),4336173733,0.02216496200786306
821756488,4,,,POINT (-77.01114680000001 -12.0178157),437360405,0.011965828989790202
611484233,3,,,POINT (-77.0823372 -12.0780942),435213836,0.0004976217282678506
847512138,4,,,POINT (-77.08789899999999 -12.0296872),4368266233,0.010032124608470881
847512139,4,,,POINT (-77.0881129 -12.0301706),4368266233,0.01047268722200687
847512140,4,,,POINT (-77.0882574 -12.0305204),4368266233,0.010787945101828875
847512135,4,,,POINT (-77.0891254 -12.0290432),4368266233,0.010802015826687992
847512144,4,,,POINT (-77.08968590000001 -12.0303678),4368266233,0.011915198135580717
1951269457,3,,,POINT (-77.003694 -11.996303),4503198893,0.006360678671339026
4261053019,4,,,POINT (-77.08705569999999 -11.9964533),4317633503,0.01224331215072081
1399063132,3,,,POINT (-77.0588482 -12.0607028),435563989,0.01189861916205347
1399063134,4,,,POINT (-77.0573631 -12.0589885),435563989,0.009777252179792289
1399063151,4,,,POINT (-77.05366189999999 -12.0587091),435563989,0.006480022954296166
1844839026,4,,,POINT (-77.0023616 -12.1741533),437511292,0.035839692401178805
4796023415,3,,,POINT (-76.9265022 -12.1783552),481692453,0.03539160607150137
391021177,4,,,POINT (-77.0144837 -12.1413033),435838405,0.00741371038075598
391021178,4,,,POINT (-77.0151467 -12.140731),435838405,0.006745575604105369
391021179,4,,,POINT (-77.0160881 -12.1399016),435838405,0.00589411485515108
4202660476,4,,,POINT (-76.9664848 -12.1456191),437376427,0.009399237209530642
331597632,4,traffic_signals,,POINT (-77.1050475 -12.071973),435879639,0.00961619498571867
4337566340,3,,,POINT (-77.03172000000001 -12.0954218),436636549,0.007214417702159641
1843102342,3,,,POINT (-77.09962090000001 -12.0344995),4368266233,0.022627462228456748
2761654924,3,,,POINT (-76.98494650000001 -12.1602089),437511292,0.013730634309573745
1843102351,3,,,POINT (-77.099273 -12.0356168),4368266233,0.02284367124609958
5615223441,3,,,POINT (-76.8976218 -11.9754714),438031676,0.08153240783728406
5615223444,3,,,POINT (-76.89843190000001 -11.976185),438031676,0.0804612141151365
624493225,3,,,POINT (-77.11243810000001 -12.0726521),435879639,0.016517888308542512
4334474649,3,,,POINT (-77.03491219999999 -11.9011009),4336173733,0.004787329819430508
1399063217,3,,,POINT (-77.0553488 -12.0633756),436320564,0.010878472191211356
1399063223,3,,,POINT (-77.0548446 -12.0635445),436320564,0.010474220566818356
8982463159,3,,,POINT (-76.99089480000001 -12.0155773),437360405,0.017093148798081385
639107769,4,,,POINT (-77.0695173 -12.0776763),435680619,0.004004897856066547
1843102397,3,,,POINT (-77.0595287 -12.0491297),435563989,0.012270744875969677
316801727,4,traffic_signals,,POINT (-77.0716279 -12.0965559),435499357,0.0034959340427593113
316801728,4,traffic_signals,,POINT (-77.0718665 -12.0971215),435499357,0.004094038221076395
3042149058,4,,,POINT (-77.049986 -12.0233623),432299820,0.0259586844595795
1399063237,4,,,POINT (-77.0529906 -12.0630576),435563989,0.009463853380315529
817660614,3,,,POINT (-77.01017710000001 -11.9816008),437370736,0.0043489492110330204
1273594567,3,,,POINT (-76.9199613 -12.1646756),437647280,0.039784799921620255
1399063249,4,,,POINT (-77.05313990000001 -12.0635805),436320564,0.009700110293354032
1938227922,3,,,POINT (-76.9815476 -12.025095),437866700,0.02015665085307125
1342138346,3,,,POINT (-76.97726900000001 -11.965145),437508602,0.019193616201874774
1287422680,3,,,POINT (-77.02262469999999 -12.200434),435838405,0.059491890174565035
262573997,3,,,POINT (-77.0182427 -12.1194434),437349944,0.00746687069007458
1273889504,4,,,POINT (-76.9417274 -12.1412241),437647280,0.02543299699490281
3738206957,4,,,POINT (-76.8752374 -12.0032564),438031676,0.08335777341429823
3630203630,4,,,POINT (-77.000917 -12.1057999),416304612,0.0005860990278041353
627180271,4,,,POINT (-77.0877102 -12.0401887),4368266233,0.017850601811985913
885687025,4,,,POINT (-77.0649007 -12.0326593),4368266233,0.01665639400170827
262570744,4,,,POINT (-77.0368074 -12.1115747),435359273,0.002313078365393329
885687041,4,,,POINT (-77.06497899999999 -12.0332369),4368266233,0.016883209588528614
7556301576,3,,,POINT (-76.8139493 -12.1184021),437647280,0.15115532367244125
6829179665,3,,,POINT (-76.92836819999999 -12.2056812),481692453,0.010181264091230359
262570769,4,,,POINT (-77.0357796 -12.1140021),435359273,0.0003375191904215876
4927554323,3,,,POINT (-77.0251567 -12.0755623),437870803,0.0023418139613532686
4224615189,4,,,POINT (-76.92531719999999 -12.2322424),481692453,0.022468565690944742
1273725720,4,traffic_signals,,POINT (-77.017957 -12.0616338),438861899,0.0024924513816707576
370967339,4,traffic_signals,,POINT (-77.01858850000001 -12.1046911),406255075,0.008897814043150454
629048130,4,,,POINT (-77.130763 -12.0669917),435879639,0.033701206217556255
6162088771,3,,,POINT (-76.8901328 -12.2316),481692453,0.04967045382263118
1396409155,4,,,POINT (-77.06331849999999 -12.0628059),435498880,0.01418807558688319
1273889605,3,,,POINT (-76.9476866 -12.0343179),438031676,0.004551260283681422
844464967,4,,,POINT (-77.0782153 -12.0123171),4375864312,0.006984291337706174
821756744,3,,,POINT (-77.0106284 -12.0178797),437360405,0.011799682566563927
263390027,4,,,POINT (-77.0509588 -12.085315),436318203,0.008775016922672888
3996615508,3,,,POINT (-77.1158757 -12.0405774),435879639,0.032120322989135
4283138901,3,,,POINT (-76.9600749 -12.1216668),437512132,0.017027635186525412
370967384,4,traffic_signals,,POINT (-77.01860069999999 -12.1044521),406255075,0.008661777897053255
1573127001,4,,,POINT (-76.9648189 -12.1695731),437647280,0.01142923664777319
5577540442,3,,,POINT (-77.0134082 -12.1005592),406255075,0.008417044327689013
1573127003,4,traffic_signals,,POINT (-76.9718163 -12.1538612),437376427,0.00043095974817424464
387416929,3,,,POINT (-77.0012191 -12.128353),438863142,0.00787926102627519
1573127009,3,,,POINT (-76.9627151 -12.1796264),437647280,0.020390797133104804
3740697448,4,,,POINT (-76.89441619999999 -12.2287976),481692453,0.044647715932875434
263390056,4,,,POINT (-77.0520619 -12.0813513),436905818,0.005819026195188415
263390064,3,,,POINT (-77.0507387 -12.0852956),436318203,0.008971125681919606
1573127026,4,,,POINT (-76.9623388 -12.1728396),437647280,0.013652281676545875
1834091379,3,,,POINT (-76.9466762 -12.0926307),7557707387,0.023556990729085184
1834091381,3,,,POINT (-76.9466475 -12.0927139),7557707387,0.023626875241559812
1834091391,4,,,POINT (-76.9461761 -12.093958),7557707387,0.024720124925454254
1426686852,3,,,POINT (-77.032191 -12.0923859),436636549,0.005436275213779907
1426686853,3,,,POINT (-77.0331267 -12.0921918),436636549,0.006164181792319659
1573127046,4,,,POINT (-76.967602 -12.1724742),437647280,0.015340080211357989
1273824143,3,,,POINT (-76.9242023 -12.234109),481692453,0.02464080325765738
1573127058,3,,,POINT (-76.9704268 -12.1491812),437376427,0.004516717224531676
1396409237,4,traffic_signals,,POINT (-77.0757031 -12.0593211),436784563,0.01925491908091492
262570902,4,,,POINT (-77.03579430000001 -12.1158686),435359273,0.0021387979494647607
1426686872,3,,,POINT (-77.0350916 -12.0881992),436280301,0.0030405027333989415
1573127068,4,,,POINT (-76.96163850000001 -12.1702375),437647280,0.01096123690171671
1396409246,3,,,POINT (-77.0692389 -12.0545654),435563989,0.020653561315417495
1396409247,3,,,POINT (-77.0693581 -12.0545802),435563989,0.020772682086515646
2182644641,3,,,POINT (-77.07586259999999 -11.869173),435198459,0.003361608667562817
1781236643,4,,,POINT (-76.972561 -12.1559597),437511292,0.0018188279652922427
263390121,4,,,POINT (-77.0506506 -12.0836422),436905818,0.008239823451648986
4356244396,3,,,POINT (-77.0068321 -12.0743407),4412523312,0.012560841935161795
3738207151,4,,,POINT (-76.9007532 -12.0139415),438031676,0.055698960236498896
3738207153,3,,,POINT (-76.90103499999999 -12.0140689),438031676,0.055389708326058926
1814004659,3,,,POINT (-77.0293087 -11.884157),4336173733,0.01708497612582147
3758359479,3,,,POINT (-76.99272740000001 -12.187604),437511292,0.039033937630583715
1317143479,4,,,POINT (-76.9964141 -11.9664533),4749882821,0.009369483213068635
3758359483,3,,,POINT (-76.9923204 -12.1860926),437511292,0.0375311806613634
1273660349,4,,,POINT (-76.9238514 -12.1965806),481692453,0.019971591317910573
1573127105,4,,,POINT (-76.9616109 -12.1701258),437647280,0.010846258820494795
6016402370,3,,,POINT (-77.1285626 -11.9591104),4366593002,0.04520641099334924
1573127109,4,,,POINT (-76.959909 -12.1365425),437376427,0.020597009549035802
1404109773,3,,,POINT (-76.971391 -12.1924244),437647280,0.03503186934427726
825426894,3,,,POINT (-76.9674983 -12.0178499),437866700,0.020447460969581475
1317143509,3,,,POINT (-77.0044719 -11.9685652),4749882821,0.0016710685832686907
316802006,3,,,POINT (-77.06114340000001 -12.0682095),435498880,0.009272928953174095
107774936,3,traffic_signals,,POINT (-77.04167700000001 -12.0597063),721517266,0.00315497594284562
