osmid,street_count,highway,ref,geometry,bank_osmid,bank_dist
4334666525,4,,,POINT (-77.02391179999999 -11.8873922),435682276,0.009165798045552802
3736716062,4,,,POINT (-77.03576750000001 -12.0300697),5989511085,0.00023605427341995882
1273971486,3,,,POINT (-77.0613618 -12.0875668),436270969,0.004582117985272879
1295958814,3,,,POINT (-77.0583673 -11.9647802),4346610928,0.00283388515293398
1295958817,3,,,POINT (-77.05955520000001 -11.9779515),439816917,0.0034736691070150864
822493981,3,,,POINT (-77.010908 -12.0087749),438436894,0.004371994863327384
3736716069,3,,,POINT (-77.0541015 -12.0370689),1863374495,0.006723708087058164
1663845158,4,,,POINT (-76.9354041 -12.2264025),436951140,0.011991722890299499
417252135,3,,,POINT (-77.0007275 -12.1070988),437358075,0.002123907383512811
3736716071,3,,,POINT (-76.99760550000001 -12.0399385),1863374499,0.006719163377976953
3736716073,3,,,POINT (-76.9974399 -12.0399713),1863374499,0.006738567659373822
263406376,4,,,POINT (-77.0417102 -12.0751821),436314041,0.0009439773323416701
263406378,4,,,POINT (-77.03978650000001 -12.075077),1863374572,0.0017013406390258157
263406380,4,,,POINT (-77.0360457 -12.0745575),4753837524,0.0023846317619285002
263406377,4,,,POINT (-77.040735 -12.0751399),436314041,0.0018952212673800908
263406379,4,,,POINT (-77.0391544 -12.0750128),1863374572,0.0013705893185038747
1273938727,3,,,POINT (-76.88624489999999 -12.0227771),439816323,0.014539016735058367
1287275313,3,,,POINT (-77.010469 -12.2059058),4749878327,0.00881845758905681
1839448882,4,,,POINT (-77.0260622 -12.1282552),434674318,0.00030365526539295995
3736716083,4,,,POINT (-76.9976075 -12.0403416),1863374499,0.006334345476051172
1038172972,3,,,POINT (-77.0552974 -12.0369201),1863374495,0.0057590106728488905
2980070198,4,,,POINT (-77.0932957 -11.9922208),6077884588,0.015610614212453017
1839448887,3,,,POINT (-76.9627287 -12.1320739),6933311385,0.013268880489701866
1038172984,3,,,POINT (-77.0658449 -12.0355415),2737510301,0.004697684557307147
1809564473,3,,,POINT (-76.9733226 -12.1905009),5029258645,0.011465250541091505
1038172985,3,,,POINT (-77.0565057 -12.036888),1863374495,0.004992968056174587
442942264,3,,,POINT (-77.1096455 -12.0575718),2725999757,0.013625596185483856
3719054141,3,,,POINT (-76.8698043 -12.2006573),4812594989,0.03733844608510883
1663845182,4,,,POINT (-76.9431755 -12.2309272),436951140,0.01787512804341558
1038172992,3,,,POINT (-77.0660333 -12.036992),2737510301,0.005764060177510378
1709359937,4,,,POINT (-76.7999538 -12.0125833),4378103036,0.02338804131004637
6129009472,3,,,POINT (-77.12619599999999 -12.0411086),7335358985,0.0331045616267492
1809564483,3,,,POINT (-76.9728879 -12.1928385),5029258645,0.009791076419883539
1038172996,4,,,POINT (-77.0486775 -12.0407118),435183837,0.0027781954446727142
486228805,4,,,POINT (-77.03003579999999 -12.0693331),4351683614,0.004325141788424836
1038172995,3,,,POINT (-77.0578886 -12.0367129),1863374495,0.004237291919375199
4721263431,3,,,POINT (-76.97667420000001 -12.1331855),4422891290,0.005705222887847409
1175765831,4,,,POINT (-77.12320080000001 -12.072592),435840721,0.024506319319333645
1287275336,4,,,POINT (-77.0136021 -12.2043051),4749878327,0.007419741791328684
1175765827,4,,,POINT (-77.1085868 -12.063403),2725999757,0.011056372578736805
1038173005,3,,,POINT (-77.06597360000001 -12.0379919),2737510301,0.006671133859391902
1287275343,3,,,POINT (-77.0254089 -12.2031201),512156980,0.011596866269914841
4375757649,3,,,POINT (-77.0834701 -11.9931594),6077884588,0.005907065935811508
6290588501,3,,,POINT (-77.06349350000001 -11.9618374),4422580277,0.00478639509964894
6290621269,3,,,POINT (-77.0059364 -11.9672156),4916726721,0.0022674277805454237
1839448918,4,,,POINT (-77.0215539 -12.1643064),436952480,0.004964685287445102
1727185753,4,,,POINT (-76.9651667 -12.1814606),4353244487,0.0042429289140885305
7147504474,3,,,POINT (-77.05763 -12.0297631),1863374490,0.0018159384626150134
1273971547,4,,,POINT (-76.8171265 -12.0168531),4378103036,0.006432374029087196
1175765852,4,,,POINT (-77.1224497 -12.0629371),2725999757,0.02492704018089539
1287275357,3,,,POINT (-77.0249165 -12.203463),512156980,0.011675625784184402
1295958878,3,,,POINT (-77.0569066 -11.9656335),4346610928,0.0015113781790149898
4365370208,3,,,POINT (-77.09695929999999 -12.0155298),7335358985,0.015512589628104916
3719054177,3,,,POINT (-76.8351483 -12.1459665),7027424773,0.07239877574393022
7610778467,3,,,POINT (-77.031441 -11.8637994),4574298791,0.018927492760796527
4375757668,3,,,POINT (-77.08429150000001 -11.9950974),6077884588,0.006280542337259529
3501081447,3,,,POINT (-77.0576834 -12.0019084),448583379,0.0034227566609551585
1175765863,4,,,POINT (-77.1088201 -12.0573991),2725999757,0.0129823216945184
3719054187,3,,,POINT (-76.8367971 -12.1465949),7027424773,0.07184334021090666
4291281773,3,,,POINT (-76.96052899999999 -12.165231),7027431811,0.0038509700401339313
627819374,4,,,POINT (-77.1197148 -12.0664894),2900142401,0.02186892891797954
1038173039,3,,,POINT (-77.0620447 -12.035798),1863374495,0.004220101540249763
4810097520,3,,,POINT (-76.9668728 -12.204083),6416609277,0.0068011795837183454
417252212,3,,,POINT (-77.00080440000001 -12.1065715),437490656,0.001623647426482329
1038173044,3,,,POINT (-77.0629184 -12.0357044),1863374495,0.004793023131596898
4382868342,3,,,POINT (-76.9930435 -12.0665179),4862786622,0.005091864763522365
1038173045,3,,,POINT (-77.0594885 -12.0363144),1863374495,0.003643124605336419
1385874299,4,,,POINT (-77.11231290000001 -11.9869981),5064371778,0.02942673444404532
4382868350,3,,,POINT (-76.99028180000001 -12.0712165),4862786622,0.00305805901839189
4382868351,3,,,POINT (-76.9901879 -12.0711624),4862786622,0.0031583135151581304
1727185790,4,,,POINT (-76.9646048 -12.182968),4353244487,0.005319822331623323
1571275649,4,,,POINT (-76.92424080000001 -12.0001501),7516064786,0.025973718156051345
1727185797,3,,,POINT (-76.965512 -12.1833014),4353244487,0.005997269485361166
4366943112,4,,,POINT (-77.11417489999999 -12.0054354),7335358985,0.03203400800914015
1727185800,3,,,POINT (-76.9639624 -12.1843617),4353244487,0.00648900134150178
1727185804,3,,,POINT (-76.9626221 -12.1846069),4353244487,0.006615466467302146
1385874317,3,,,POINT (-77.11495739999999 -11.987183),5064371778,0.03142983764418627
4382868367,3,,,POINT (-76.99116050000001 -12.0717223),4862786622,0.0021582275250706553
847758229,4,,,POINT (-77.11039940000001 -12.0010139),4363097847,0.031596894112089276
1727185813,4,,,POINT (-76.9649402 -12.1847843),4353244487,0.007144892243416328
1295958935,3,,,POINT (-77.0576684 -11.9688373),436795783,0.00172636265381952
263111584,4,traffic_signals,,POINT (-77.0347129 -12.0907619),4337415477,0.0012688586524921047
5581489067,3,,,POINT (-76.977974 -12.174418),437685582,0.00911694520228494
1385874348,4,,,POINT (-77.1124832 -11.9874336),5064371778,0.029860633753825496
4375704579,3,,,POINT (-77.0682971 -11.9778283),439816917,0.010571244457727152
1727185842,3,,,POINT (-76.9647763 -12.1852066),4353244487,0.007500961912316119
1727185848,4,,,POINT (-76.96204640000001 -12.1855164),514314001,0.007393161570329534
1571275704,4,,,POINT (-76.9264818 -12.0122895),439785464,0.014927073076772743
2055553978,4,,,POINT (-77.06139779999999 -12.0706339),435486181,0.0010919759383784973
