osmid,street_count,highway,ref,geometry,marketplace_osmid,marketplace_dist
108152622,4,traffic_signals,,POINT (-77.0361949 -12.0594061),463344757,0.0060501930189561974
1756940078,4,,,POINT (-77.1619235 -11.831224),7393015986,0.016051543487777698
1756940080,4,,,POINT (-77.1670287 -11.8312499),7393015986,0.016680885199830964
331597615,4,traffic_signals,,POINT (-77.0817626 -12.078283),819611568,0.009663887685951994
331597613,4,traffic_signals,,POINT (-77.0811315 -12.0783346),819611568,0.009057328064315784
3023423275,3,,,POINT (-77.0430683 -12.0545585),463340443,0.003524011547232266
817710900,4,,,POINT (-76.9950348 -11.9822302),585074795,0.005979164411429352
1394788148,5,,,POINT (-77.1143407 -11.9880909),795781165,0.0021710139909435
1756940086,4,,,POINT (-77.1491841 -11.8313275),881669304,0.019401053617171385
1756251959,3,,,POINT (-77.1183073 -11.8297619),399069247,0.0020203038381371784
1756251951,4,,,POINT (-77.1231945 -11.8282216),882212752,0.0037940677872428294
1756940089,4,,,POINT (-77.16664230000001 -11.8313478),7393015986,0.01667595866929319
1756284730,4,,,POINT (-77.1381868 -11.8204997),881669304,0.004567285488189317
1756251962,4,,,POINT (-77.125409 -11.8301174),882212752,0.005891871366819925
3766535999,3,,,POINT (-76.9277917 -12.2153832),488590619,0.0032992367637514324
1756940095,4,,,POINT (-77.14875379999999 -11.8314328),881669304,0.019223708989882047
3766536001,3,,,POINT (-76.9275706 -12.2151082),488590619,0.0036319769702239874
1756940098,4,,,POINT (-77.1662852 -11.8314382),7393015986,0.016679801804875913
3766536004,3,,,POINT (-76.927271 -12.2147149),488590619,0.004107348692409389
1756940102,4,,,POINT (-77.1483453 -11.8315328),881669304,0.01906337775128669
4356654916,3,,,POINT (-76.9587152 -12.0673768),628139566,0.01104364630834023
1394788161,4,,,POINT (-77.1144074 -11.9886251),795781165,0.002470481863167052
1756940105,4,,,POINT (-77.1659113 -11.8315329),7393015986,0.01669258475041976
8742782794,3,,,POINT (-76.97203260000001 -12.1537741),512413289,0.0006243485344744556
8742782795,3,,,POINT (-76.9721555 -12.1540775),512413289,0.0009393727867567219
8237172553,3,,,POINT (-77.1249126 -11.8440097),399069247,0.017377468036576114
1756940110,4,,,POINT (-77.1479731 -11.8316239),881669304,0.018924238460259084
8237172558,3,,,POINT (-77.1224071 -11.8409443),399069247,0.01367571837026469
1756940112,4,,,POINT (-77.1655233 -11.8316312),7393015986,0.01671528038951134
5720885066,3,,,POINT (-76.9695804 -12.1332466),442105226,0.003322348068143062
817710930,4,,,POINT (-76.9935795 -11.9832379),585074797,0.006370586124022034
5984044880,3,,,POINT (-77.06148659999999 -11.8639717),468921336,0.013757098001379389
1756251983,4,,,POINT (-77.1259027 -11.8311519),882212752,0.007026171846832993
8742782805,3,,,POINT (-76.9716425 -12.1542823),512413289,0.0011882711527690958
8742782806,3,,,POINT (-76.97152319999999 -12.1539775),512413289,0.0009567692054570791
1756940119,3,,,POINT (-77.1475944 -11.8317167),881669304,0.01878972455262923
1756940120,4,,,POINT (-77.1651457 -11.8317269),7393015986,0.01674656046028324
8237172566,4,,,POINT (-77.12094159999999 -11.8415149),399069247,0.013916131191334198
1756251991,5,,,POINT (-77.12693470000001 -11.8314225),882212752,0.007654246373106474
1756251993,4,,,POINT (-77.1293087 -11.831577),882212752,0.009031385384107514
1756940124,4,,,POINT (-77.14723429999999 -11.8318048),881669304,0.018668352775883166
4441491293,3,,,POINT (-76.9461537 -12.1450156),805794903,0.0023580939210734444
608323421,4,,,POINT (-77.1000098 -12.0761133),628151964,0.005518729537722551
4777035616,3,,,POINT (-76.90296789999999 -12.0125349),560086472,0.004314115748770538
4137699169,3,,,POINT (-77.0322345 -12.0592442),437901909,0.0036983809342194173
1756940130,4,,,POINT (-77.1468751 -11.8318928),881669304,0.01855397681452239
1756251999,4,,,POINT (-77.1266461 -11.8317713),882212752,0.007861332592085733
1756252002,4,,,POINT (-77.1290247 -11.8319196),882212752,0.009136336206185591
1957545830,3,,,POINT (-77.0076121 -12.1434628),185197508,0.0031321834840163866
1756940135,4,,,POINT (-77.146496 -11.8319856),881669304,0.018440475630214864
