osmid,street_count,highway,ref,geometry,hospital_osmid,hospital_dist
262573483,4,,,POINT (-77.0184914 -12.1088381),780628452,0.005997276178253542
5003611564,4,,,POINT (-76.8820449 -12.2584976),525919060,0.01668136508727242
1296960942,3,,,POINT (-77.07128640000001 -11.9417287),111800007,0.014131582663593947
5003611568,3,,,POINT (-76.87681190000001 -12.2530402),525919060,0.009769405283170251
3672903089,4,,,POINT (-77.09951770000001 -11.983733),699674838,0.023081069903882753
1712328111,4,,,POINT (-76.9139437 -12.1595264),370798546,0.03237023993043343
817302963,3,,,POINT (-77.053524 -12.0080626),439241364,0.005430586725241573
5065149877,3,,,POINT (-77.08784249999999 -11.9369529),549170909,0.00600630764659728
4374007228,3,,,POINT (-76.8843249 -12.0954483),835415398,0.06939361640755176
1753910722,3,,,POINT (-76.9842008 -12.1623622),391969601,0.014376988987186765
3672903108,4,,,POINT (-77.1113606 -11.9780326),699674838,0.034504353073363345
1753910733,3,,,POINT (-76.9839858 -12.162664),437642241,0.014270489205234785
1839467984,4,,,POINT (-77.0178002 -12.1390005),618688385,0.010900611481793636
1839467992,4,,,POINT (-77.0201229 -12.1503435),6861695737,0.00995035651556453
1385631194,3,,,POINT (-77.10639740000001 -11.9768762),699674838,0.02961466084487315
817303007,3,,,POINT (-77.0548082 -12.0009212),439241364,0.012645050351335112
4286254560,3,,,POINT (-76.913544 -12.0010869),467541142,0.025216474072478096
1753910751,3,,,POINT (-76.98378219999999 -12.1629472),437642241,0.014050294336572757
1329794532,3,,,POINT (-77.0864614 -12.0515568),131940602,0.005990495257047887
1654984167,4,,,POINT (-76.9382066 -12.2108057),126861263,0.006215196166019335
4352904681,3,,,POINT (-76.9838216 -12.149376),391969601,0.001460222918694604
606937338,4,,,POINT (-77.075795 -12.0800785),866156340,0.008313486612677294
4352904685,3,,,POINT (-76.9836676 -12.1492749),391969601,0.0014220353622776266
4286254574,3,,,POINT (-76.9204634 -12.0019166),467541142,0.02429073918534069
847515122,3,,,POINT (-77.0976366 -12.0358296),133436884,0.006853928339975908
1273466355,4,,,POINT (-76.9903723 -12.1913689),419918941,0.012802911657231362
4286254578,3,,,POINT (-76.9196329 -12.0023496),467541142,0.023768147990333423
660671994,4,,,POINT (-77.0673872 -12.0724385),73954281,0.006352188771184286
1329794554,3,,,POINT (-77.0863525 -12.0515379),131940602,0.00592782998889103
371265022,3,,,POINT (-77.0221241 -12.151112),6861695737,0.009678808486628773
262573567,4,,,POINT (-77.0259109 -12.1103243),431592740,0.0037324964361209125
638356992,4,traffic_signals,,POINT (-77.0653982 -12.0788519),73954281,0.00788600166036674
262573569,4,,,POINT (-77.02359300000001 -12.1101829),431592740,0.005522485909398994
638356991,4,,,POINT (-77.0654657 -12.0788412),73954281,0.007914660952063196
4286254587,3,,,POINT (-76.9052879 -12.0093614),454698428,0.019319676733177686
474877436,3,,,POINT (-77.1076255 -12.0735496),1452866621,0.011096451637454688
262573574,4,,,POINT (-77.01847480000001 -12.1098524),445502597,0.006543642853994577
262573575,3,,,POINT (-77.02578699999999 -12.1113473),431592740,0.003068856371215862
638356998,4,,,POINT (-77.06532559999999 -12.0787093),73954281,0.007727064881629943
262573577,4,,,POINT (-77.0235249 -12.1112105),431592740,0.005072657986013079
371265034,4,,,POINT (-77.0138079 -12.1419077),185197319,0.008344384860123517
4363685384,3,,,POINT (-76.9887119 -12.1585799),391969601,0.011489183783726141
1836125703,3,,,POINT (-76.9470273 -12.1749728),370795534,0.003139941682773267
1836125706,4,,,POINT (-76.9459951 -12.1767382),370795534,0.0011154688300402487
262573582,4,,,POINT (-77.0184399 -12.110869),445502597,0.006749052068383951
679644686,4,,,POINT (-77.0608359 -12.0523686),398850206,0.008049011987044837
4363685390,3,,,POINT (-76.98870169999999 -12.1583288),391969601,0.011254032478686693
1273630230,3,,,POINT (-77.1053934 -12.0571581),436736892,0.001785627639722442
411307544,3,,,POINT (-76.9965527 -12.0869711),151303103,0.00456711074337477
1273695771,4,,,POINT (-77.16999490000001 -11.7643757),465231306,0.010494574501261839
262573598,4,,,POINT (-77.0244841 -12.1122833),431592740,0.003798381407390003
262573599,4,,,POINT (-77.02345339999999 -12.1122104),431592740,0.004814516861198287
3749285408,3,,,POINT (-76.9373033 -12.2069712),126861263,0.006847783524255481
631737891,4,,,POINT (-77.1428944 -12.0620926),428111371,0.009856477894707012
262573604,4,,,POINT (-77.0184156 -12.111888),445502597,0.007106328591778974
4351561252,4,traffic_signals,,POINT (-76.98174330000001 -12.1934084),419918941,0.021478062335540123
3749285413,4,traffic_signals,,POINT (-76.9417607 -12.199403),370242982,0.0043928424641617786
1273597480,3,,,POINT (-76.9536536 -12.1924407),9724186,0.0064652159590930305
8164445737,3,,,POINT (-76.9523957 -12.0191351),513990850,0.004898681602001394
262573613,4,traffic_signals,,POINT (-77.02337199999999 -12.1132485),431592740,0.004767025278528925
1273499181,4,,,POINT (-76.96004360000001 -12.1327956),160691934,0.02834166746785166
6129487414,4,,,POINT (-77.0265879 -12.047749),4151768139,0.004660777120848843
1273826875,3,,,POINT (-76.9806713 -12.0777989),151303103,0.013929186504210668
1296961088,4,,,POINT (-77.06674769999999 -11.9447962),111800007,0.009657766751899477
5497622081,4,,,POINT (-76.94274590000001 -12.1339208),160691934,0.03130644367518134
5497622083,4,,,POINT (-76.94220749999999 -12.1334043),160691934,0.03202295024711058
5120134727,3,,,POINT (-77.1036454 -11.9650954),4430998394,0.02670855687282178
5120134736,3,,,POINT (-77.10767 -11.9690394),4430998394,0.030263226666198826
1273826896,4,,,POINT (-76.9199838 -12.1675351),370798546,0.023124150805276147
1754173015,4,,,POINT (-76.8773624 -12.0843449),454698428,0.06206263892506589
1233096284,3,,,POINT (-77.0859919 -12.0407683),1904507931,0.01099464720305992
5589339743,4,traffic_signals,,POINT (-77.0844281 -11.8568805),178024165,0.007543262299485344
5589339744,4,traffic_signals,,POINT (-77.08436 -11.8568158),178024165,0.00754608637762178
474877535,3,,,POINT (-77.107192 -12.0737417),1452866621,0.011569791301223294
631737959,4,,,POINT (-77.1427619 -12.062074),428111371,0.009726894814169698
5434216044,4,,,POINT (-76.9935136 -12.0590208),4576632912,0.009630421891137326
5434216045,3,,,POINT (-76.99462149999999 -12.0587904),4576632912,0.00930416440175768
5120134770,3,,,POINT (-77.10164519999999 -11.956598),549170909,0.022612208687104313
499945077,4,,,POINT (-77.1185753 -11.9994621),439895202,0.026001770424162164
1273695873,3,,,POINT (-76.9549976 -12.1359726),160691934,0.02532913137925507
263360133,3,,,POINT (-77.04610529999999 -12.0845531),436278843,0.006614013833121222
1296961161,3,,,POINT (-77.0660335 -11.9471757),111800007,0.009674601141338484
5079404180,4,,,POINT (-76.9284143 -12.2392507),372661035,0.00957720760249051
1847299733,4,,,POINT (-77.0019144 -12.0132173),169309866,0.005139897718040621
5120134805,4,,,POINT (-77.10743960000001 -11.9630511),4430998394,0.030850113421802914
263392919,4,traffic_signals,,POINT (-77.0529117 -12.0741466),4552742992,0.0040691375885174045
1847299735,4,,,POINT (-77.0021428 -12.0132448),169309866,0.005093039602895505
560565916,3,,,POINT (-77.07747759999999 -12.0317548),4023439900,0.010178152334466756
1273597598,4,,,POINT (-77.0298939 -12.0592428),435485146,0.0012137279918337076
560565919,4,,,POINT (-77.07755779999999 -12.0319765),4023439900,0.010264768713865781
263360159,4,,,POINT (-77.04172459999999 -12.0797366),39413837,0.0022210661559535464
9490435743,3,,,POINT (-76.95523660000001 -12.073916),835415398,0.013875064144245022
263360158,4,,,POINT (-77.0417954 -12.0805899),39413837,0.0028815097144147847
5120134818,4,,,POINT (-77.1041671 -11.9704735),4430998394,0.026739508088852743
3757641389,3,,,POINT (-76.94652069999999 -12.1852799),370795534,0.0075205314568733035
4272328367,4,,,POINT (-76.96541089999999 -12.0419916),456121389,0.003603701771991432
263360179,4,,,POINT (-77.0411703 -12.0805071),39413837,0.0024668169200088154
4363194036,4,,,POINT (-76.90343660000001 -12.2107579),445599680,0.026437170418794287
1756499636,3,,,POINT (-77.09758890000001 -11.9542184),549170909,0.01918178464627573
8468762292,3,,,POINT (-76.8328144 -12.1454309),445599680,0.07854412186372406
4272328375,6,,,POINT (-76.9701845 -12.0433002),456121389,0.0024625370481620268
4363194039,4,,,POINT (-76.90407879999999 -12.2081718),445599680,0.027165254396017424
4363194041,4,,,POINT (-76.9044854 -12.2062955),445599680,0.02778291795888504
4363194042,4,,,POINT (-76.9048537 -12.2054247),126861263,0.027791108304459283
411307701,4,,,POINT (-77.0037877 -12.0874729),151303103,0.011747698998300622
263360180,3,,,POINT (-77.0412596 -12.0797987),39413837,0.001930133668354427
4363194038,4,,,POINT (-76.90390069999999 -12.209118),445599680,0.026927319840409778
262573758,4,traffic_signals,,POINT (-77.0233526 -12.1133714),431592740,0.004786186082371014
262573759,4,,,POINT (-77.0223151 -12.1133008),431592740,0.005823430242738602
1273597623,4,,,POINT (-76.95793980000001 -12.1322281),160691934,0.028858476436031254
4272328378,4,,,POINT (-76.9699706 -12.0434837),456121389,0.002525894914590335
4341632698,3,,,POINT (-77.03734489999999 -11.9164159),110061951,0.0020406491386108666
2469924541,3,,,POINT (-77.01293320000001 -11.8611383),9721207,0.045465406075966074
4060113075,3,,,POINT (-76.97009439999999 -12.2181621),436277181,0.02422422098624969
914296521,3,,,POINT (-76.87177 -12.2443542),525919060,0.0031213617000202887
914296522,3,,,POINT (-76.8732911 -12.2463655),525919060,0.0032355687014919148
4060113076,3,,,POINT (-76.970831 -12.2188563),436277181,0.024933773841306316
914296525,4,,,POINT (-76.8775984 -12.2516969),525919060,0.008684052425967344
6131453650,3,,,POINT (-77.0303112 -12.0358616),393487901,0.0034253001063407023
1756499667,5,,,POINT (-77.0987303 -11.9554446),549170909,0.020634119621391927
1405095636,4,,,POINT (-76.95150580000001 -12.2050906),370242982,0.008390695988783524
1273499346,3,,,POINT (-77.00354780000001 -11.9536097),288663199,0.007338972038934685
3371077339,3,,,POINT (-76.9209412 -12.0208103),320415894,0.0056766185533028805
1405095644,4,traffic_signals,,POINT (-76.9420483 -12.1991058),370242982,0.004067614708704637
3371077342,3,,,POINT (-76.9209802 -12.0206129),320415894,0.005877833421497111
1405095650,4,traffic_signals,,POINT (-76.94183769999999 -12.1994481),370242982,0.004324708180521439
1405095651,4,,,POINT (-76.9493308 -12.2033211),370242982,0.005659567706445978
4334620388,3,,,POINT (-77.0234799 -11.8851162),9721207,0.019449561596879893
1756499689,3,,,POINT (-77.0990585 -11.9560742),549170909,0.021325718798464083
31035113,3,,,POINT (-77.04306529999999 -12.0467044),291986361,0.002462283175743094
1756499692,3,,,POINT (-77.1014344 -11.956313),549170909,0.022271321353340517
1405095661,4,traffic_signals,,POINT (-76.9444783 -12.2005068),370242982,0.0024392654990597427
31035116,3,,,POINT (-77.0424409 -12.046689),291986361,0.002757829554935204
1405095663,4,traffic_signals,,POINT (-76.95276459999999 -12.2058313),370242982,0.009780667694643827
4060113083,3,,,POINT (-76.9683955 -12.2165525),436277181,0.022676566955715835
31035121,3,,,POINT (-77.0426099 -12.0459674),291986361,0.0020915272537731355
1047203569,4,,,POINT (-77.00796320000001 -12.0770342),4576632912,0.01358408583620398
1405095667,4,,,POINT (-76.94911519999999 -12.2036958),370242982,0.005856665257801073
31035123,3,,,POINT (-77.04266200000001 -12.0457623),291986361,0.001909277314455888
31035125,3,,,POINT (-77.0426684 -12.0437377),291986361,0.0015468306614656502
5079535348,3,,,POINT (-76.90497190000001 -11.9947213),467541142,0.033658370510556646
31035127,3,,,POINT (-77.04247049999999 -12.0432315),291986361,0.0019871186868323522
1405095672,4,,,POINT (-76.94662080000001 -12.2022534),370242982,0.003613216602989991
31035129,3,,,POINT (-77.04264809999999 -12.0429982),291986361,0.0020104491266572126
1756499707,3,,,POINT (-77.1002976 -11.9562329),549170909,0.02182390412116228
31035131,3,,,POINT (-77.0427972 -12.0429424),291986361,0.001952547281130976
31035133,3,,,POINT (-77.04334559999999 -12.0430397),291986361,0.0015692992660947729
31035134,3,,,POINT (-77.04345069999999 -12.0431226),291986361,0.0014494156597448886
6482792190,4,,,POINT (-77.03713190000001 -11.8542778),465561830,0.03711541821871216
5079535358,3,,,POINT (-76.90595070000001 -12.0002319),467541142,0.02819722669847887
1047203576,4,,,POINT (-77.0084416 -12.0771146),4576632912,0.013975626450396223
4270231298,4,,,POINT (-77.11462109999999 -11.981351),699674838,0.03780240508147042
5079535363,3,,,POINT (-76.9073216 -11.9988677),467541142,0.02894530166335031
263622404,4,,,POINT (-77.0221221 -12.1411176),618688385,0.013733891705067426
31035141,3,,,POINT (-77.0429888 -12.0457816),291986361,0.00170295355076815
31035142,3,,,POINT (-77.0431 -12.0460926),291986361,0.0018988983287690315
263622407,4,,,POINT (-77.0222563 -12.1394691),618688385,0.01223157153134934
1047203592,4,,,POINT (-77.0054397 -12.0765313),4576632912,0.011572443916065768
1047203591,3,,,POINT (-76.9968981 -12.0738233),4576632912,0.006825015993628958
263622412,4,traffic_signals,,POINT (-77.0224012 -12.1378688),618688385,0.01082187368015279
263622413,3,,,POINT (-77.02256060000001 -12.137076),618688385,0.010186366323804659
263622414,4,,,POINT (-77.0227477 -12.1358543),618688385,0.009228211419014436
31035148,4,traffic_signals,,POINT (-77.0419326 -12.0544607),720385352,0.0031791941789261345
31035152,4,,,POINT (-77.0431967 -12.0406225),291986361,0.003915291614973435
4080373520,4,,,POINT (-77.1139695 -11.9879706),439627528,0.03187641361044105
1047203600,4,,,POINT (-77.0027348 -12.0759834),4576632912,0.009707025931008207
263622419,3,,,POINT (-77.0232955 -12.1336522),618688385,0.007851068533620132
263622420,3,,,POINT (-77.02336219999999 -12.1326864),618688385,0.007252062969855234
1047203605,3,,,POINT (-77.0074529 -12.0769318),4576632912,0.013161005813372418
1047203603,4,,,POINT (-76.9978888 -12.0743694),4576632912,0.007193544944632472
1047203602,3,,,POINT (-76.996864 -12.0738814),4576632912,0.006889759610216132
273420056,4,,,POINT (-77.11277339999999 -11.9970214),439627528,0.023711443057509614
1047203610,4,,,POINT (-76.9969372 -12.073925),4576632912,0.006914208504233929
5762617115,3,,,POINT (-77.0264579 -11.8700513),435365523,0.031004552813919836
5762617116,3,,,POINT (-77.02639859999999 -11.8699629),435365523,0.03111099420133586
5079535387,3,,,POINT (-76.90926229999999 -11.9818096),513169741,0.033199989911685594
1047203614,3,,,POINT (-77.01023619999999 -12.0773714),4458459045,0.014564392484040133
1273794334,3,,,POINT (-76.9934532 -12.0584577),4576632912,0.010143965092118961
4080373536,3,,,POINT (-77.1000768 -11.9897995),699674838,0.025488036257152943
1756499747,4,,,POINT (-77.10302590000001 -11.9581295),549170909,0.02454422618252033
31035172,4,,,POINT (-77.0423158 -12.0501516),485244256,0.0005679736216841028
4080373539,3,,,POINT (-77.0989314 -11.9899647),699674838,0.024521868005074113
5762617127,3,,,POINT (-77.0306562 -11.8673081),435365523,0.0314003510239881
263360296,4,,,POINT (-77.0383748 -12.0748946),39413837,0.003805331456761458
263360295,4,,,POINT (-77.0382062 -12.0759233),450128393,0.0028602107161262804
4401434418,3,,,POINT (-77.0102601 -12.0349994),122541909,0.008635438074858615
1451822900,3,,,POINT (-77.0977218 -12.0497313),133436884,0.007186482828955284
9723875125,3,,,POINT (-76.8864197 -12.0150363),454698428,0.022884597602010726
3797225270,4,,,POINT (-76.9349864 -12.1949762),370242982,0.01170795951549888
289312567,3,,,POINT (-76.9792781 -12.2174635),9724186,0.029983969828054246
5433888564,3,,,POINT (-77.0610385 -12.08799),175012617,0.0016830916244043768
1278938940,3,,,POINT (-77.0132622 -12.0369471),122541909,0.006693527948529737
844402496,3,,,POINT (-77.0599593 -11.9779332),412251739,0.0028979064379765253
1451822913,3,,,POINT (-77.098249 -12.0498278),133436884,0.007233066691173296
5762617152,3,,,POINT (-77.0372402 -11.854274),465561830,0.03701766110876019
844402497,3,,,POINT (-77.0597336 -11.978987),412251739,0.0031042732357571836
2144234490,4,,,POINT (-77.0062746 -12.064016),4576632912,0.008328750219391445
1617071942,3,,,POINT (-77.04969060000001 -12.0437966),291986361,0.00568365682775031
844402503,4,,,POINT (-77.05886649999999 -11.9831155),412251739,0.006076582363970826
1617071946,4,,,POINT (-77.0459299 -12.0421067),291986361,0.003004010564295579
1617071953,3,,,POINT (-77.04980550000001 -12.0425196),291986361,0.006074658604619201
1273827157,3,,,POINT (-77.04338749999999 -11.9811445),118291969,0.009739936952406152
108171095,4,traffic_signals,,POINT (-77.0358957 -12.0755844),450128393,0.003247549780550644
1617071962,3,,,POINT (-77.0497764 -12.0424652),291986361,0.006064606372125036
1305382747,3,,,POINT (-77.0789858 -11.9630517),4430998394,0.007314946967310562
1305382748,4,,,POINT (-77.0800002 -11.9530223),4430998394,0.017368140872460584
108171101,4,traffic_signals,,POINT (-77.0352657 -12.0796758),450128393,0.002177938416379909
31035231,3,,,POINT (-77.043368 -12.0379627),291986361,0.006517457930494331
108171103,4,traffic_signals,,POINT (-77.0350208 -12.081377),450128393,0.0035136356111688184
108171104,4,traffic_signals,,POINT (-77.0348645 -12.0824479),450128393,0.004491227457333299
4126740322,4,,,POINT (-76.9453762 -12.2182036),436277181,0.0013491139139969542
108171106,4,traffic_signals,,POINT (-77.0355883 -12.0847879),436278843,0.003995854255763291
108171108,4,traffic_signals,,POINT (-77.0343853 -12.0856885),436278843,0.0053877535896904825
9432043365,3,,,POINT (-77.0198798 -12.0263109),604765913,0.013777461974704317
678989669,3,,,POINT (-77.01979300000001 -12.1518532),6861695737,0.008411372961081326
108171113,4,traffic_signals,,POINT (-77.0340197 -12.0882715),436278843,0.006938480899578762
108171114,4,traffic_signals,,POINT (-77.0339353 -12.088819),436278843,0.0073497873580700935
7792299884,4,,,POINT (-77.0970068 -12.0852261),866156340,0.01648518288071566
31035247,3,,,POINT (-77.0438133 -12.0331983),4029952232,0.002246899007503405
31035249,3,traffic_signals,,POINT (-77.04370950000001 -12.0374095),4029952232,0.006459107992496718
4266659697,4,traffic_signals,,POINT (-77.03992049999999 -12.1141426),431592740,0.01181073711053231
4266659700,4,traffic_signals,,POINT (-77.0431621 -12.1108928),431593693,0.015009438827452733
844402551,4,,,POINT (-77.07222590000001 -11.9800663),397720849,0.0016912199669080038
31035256,3,,,POINT (-77.0415297 -12.0372174),391908588,0.006392624108781568
4286779256,3,,,POINT (-76.85733430000001 -12.0076501),320125239,0.03784045017754006
1278939002,3,,,POINT (-77.0132234 -12.0371396),122541909,0.006497178570582413
108171129,4,traffic_signals,,POINT (-77.0329519 -12.0955334),431593693,0.008813330932909955
4286779260,3,,,POINT (-76.8596241 -12.0080707),320125239,0.04000257040593333
31035258,3,motorway_junction,10A,POINT (-77.0428828 -12.0369307),4029952232,0.00605312818851618
9119666044,3,,,POINT (-76.99011059999999 -12.0162494),4503252089,0.012556107810771176
1278939009,4,,,POINT (-77.0116199 -12.0284819),4503252089,0.01219432930351376
5686497156,4,,,POINT (-77.03393730000001 -11.8967077),9721207,0.004550808848611897
1273663365,4,,,POINT (-76.9624292 -12.1738023),437642241,0.01251300072563232
5686497158,4,,,POINT (-77.0338368 -11.8967926),9721207,0.004476873115489897
31035273,3,,,POINT (-77.0437593 -12.0370037),4029952232,0.00605262809720005
3308621705,4,,,POINT (-76.82497360000001 -12.0134899),320125239,0.0050758379735922335
4266659727,3,,,POINT (-77.0462588 -12.1104081),431593693,0.01761270841597719
4368666511,3,,,POINT (-76.96977099999999 -12.0842595),151303103,0.022455342139187446
486215569,4,,,POINT (-77.03012649999999 -12.0686674),437496535,0.00776046693058986
31035282,3,,,POINT (-77.04431390000001 -12.0365029),4029952232,0.005572905485181894
4266659731,3,,,POINT (-77.0463366 -12.1105489),431593693,0.017737868730586838
31035284,3,,,POINT (-77.0435471 -12.0360624),4029952232,0.005118544183134376
4375941012,4,,,POINT (-76.9249521 -12.1884239),370798546,0.019214953931276445
1834487704,3,,,POINT (-77.0205146 -12.0619674),412486776,0.0013242771670820578
3308621721,4,,,POINT (-76.821945 -12.0241194),320125239,0.008752012690558262
31035294,3,,,POINT (-77.04283820000001 -12.0365847),4029952232,0.005719135055786233
31035295,3,,,POINT (-77.0414365 -12.0371357),391908588,0.006296894571127309
8976142240,4,,,POINT (-76.88897299999999 -12.0879784),320413708,0.06108519408008322
3308621732,4,,,POINT (-76.8213035 -12.0292754),320125239,0.01379107802601386
1838387110,3,,,POINT (-77.00667679999999 -12.1396268),185197319,0.004604766199856691
31035304,4,motorway_junction,10B,POINT (-77.04453650000001 -12.0361043),4029952232,0.005201682567056501
1838387113,4,,,POINT (-77.00331749999999 -12.1442061),185197319,0.0024512886536004175
3261271978,3,,,POINT (-77.0167519 -12.106702),780628452,0.005157922861517485
262573994,3,,,POINT (-77.01818299999999 -12.1214663),618688385,0.006648201968648875
262573995,4,,,POINT (-77.0182106 -12.1206296),618688385,0.007484951783488262
1834487725,4,,,POINT (-77.0203276 -12.0634065),412486776,0.00239301271643272
3261271982,3,,,POINT (-77.0152248 -12.1082345),445502597,0.003256803290468973
31035305,3,,,POINT (-77.0449411 -12.0360804),4029952232,0.005248883953938924
1273466799,3,,,POINT (-76.97105999999999 -12.1467012),391969601,0.013269284703854975
262573999,4,,,POINT (-77.0182628 -12.11872),618688385,0.009394334478221194
262574000,4,,,POINT (-77.01826749999999 -12.1185979),618688385,0.009516508049856378
262574003,4,,,POINT (-77.01830579999999 -12.1170605),445502597,0.010384670103327555
262574004,4,,,POINT (-77.01831970000001 -12.1162155),445502597,0.009734708514761409
262574005,4,,,POINT (-77.0183447 -12.1154662),445502597,0.009193688430834662
262574006,4,,,POINT (-77.018354 -12.114772),445502597,0.008709972931606778
262574007,4,,,POINT (-77.018371 -12.1140655),445502597,0.008254415777795815
31035313,3,,,POINT (-77.04385790000001 -12.0357112),4029952232,0.004759875775575746
3308621750,4,,,POINT (-76.8255091 -12.0222612),320125239,0.008506907724975216
3308621749,4,,,POINT (-76.82507819999999 -12.0224253),320125239,0.008385807458253047
4356640695,4,,,POINT (-77.0151901 -11.9955866),817079360,0.007119276986655603
678989751,3,,,POINT (-77.0191734 -12.1499598),6861695737,0.010253976300522404
678989759,3,,,POINT (-77.01843839999999 -12.1485101),6861695737,0.011703461930086376
1305382849,3,,,POINT (-77.07204489999999 -11.969232),4430998394,0.005470260492769547
1273630658,3,,,POINT (-77.0722538 -12.0588075),398850206,0.010412279424738661
678989761,4,,,POINT (-77.018788 -12.1492248),6861695737,0.010982738668783208
1273696200,3,,,POINT (-76.9839118 -12.2014294),419918941,0.021499561703077465
632098761,3,,,POINT (-77.1477474 -12.0606842),428111371,0.014860390971912687
1832652746,3,,,POINT (-76.8131597 -12.3469293),699686753,0.023134754708966875
1273499596,4,,,POINT (-76.941092 -11.9767908),513169741,0.004387553581700675
1278939086,3,traffic_signals,,POINT (-77.01230049999999 -12.0320559),122541909,0.011441729434234518
31035344,3,,,POINT (-77.0438989 -12.0349947),4029952232,0.004043931330889566
1305382865,3,,,POINT (-77.0801115 -11.9571742),4430998394,0.01329822951107038
1278939089,3,traffic_signals,,POINT (-77.0114568 -12.0284835),4503252089,0.012051795216824797
31035346,3,,,POINT (-77.04591310000001 -12.0356994),4029952232,0.005186629095447681
678989790,4,,,POINT (-77.0174275 -12.1460642),185197319,0.01181712746932502
825429985,3,,,POINT (-76.9628725 -12.0162731),513990850,0.01497122584997692
678989795,3,,,POINT (-77.0173559 -12.1458871),185197319,0.011718794156873663
306319334,3,,,POINT (-77.1262476 -12.05108),436301268,0.011863430267425404
416649197,4,,,POINT (-77.01512750000001 -12.0584204),122554771,0.002600891539599998
416649198,3,,,POINT (-77.014612 -12.0596384),122554771,0.0038916140752476495
1758293427,3,,,POINT (-77.13121870000001 -11.8464871),1846294783,0.019535384971910864
416649200,4,,,POINT (-77.0159352 -12.0587074),122554771,0.0029039743152680835
416649201,4,,,POINT (-77.0154187 -12.0599428),122554771,0.0041014625945687885
416649202,4,,,POINT (-77.0155579 -12.0613164),122554771,0.005475565806083049
416649203,4,,,POINT (-77.01604399999999 -12.0601296),122554771,0.004326794334274925
1723437044,3,,,POINT (-76.9625278 -12.1810153),-9724186,0.014040334976891595
262574069,4,,,POINT (-77.0258857 -12.1166694),431592740,0.004037210584513764
416649207,4,,,POINT (-77.01659960000001 -12.0588456),122554771,0.0032108241642044505
1666682872,3,,,POINT (-76.9407418 -12.2175148),436277181,0.0055114659522398435
678989816,4,,,POINT (-77.014459 -12.144817),185197319,0.008717328404391718
263360505,3,,,POINT (-77.04231969999999 -12.0803252),39413837,0.0030552408425693327
262574070,4,,,POINT (-77.02594449999999 -12.1174978),431592740,0.004719585140119708
1666682876,3,,,POINT (-76.9412135 -12.2167315),436277181,0.005419054428588507
678989821,4,,,POINT (-77.0149997 -12.1443241),185197319,0.009233592495901955
1666682878,3,,,POINT (-76.9402801 -12.2182815),436277181,0.0057431922511465465
1723437047,4,,,POINT (-76.9558036 -12.1829256),370795534,0.011347828700743218
678989824,4,,,POINT (-77.01497759999999 -12.1432005),185197319,0.009257572172150447
678989817,3,,,POINT (-77.0167345 -12.1451937),185197319,0.011016987824255179
678989826,4,,,POINT (-77.0144779 -12.1426686),185197319,0.008833549200463307
1305382916,4,traffic_signals,,POINT (-77.0791464 -11.9576815),4430998394,0.01263482847457509
416649220,3,,,POINT (-77.0178311 -12.0563959),122554771,0.0024293461317871938
1836158982,3,,,POINT (-76.9624465 -12.1743841),437642241,0.012979564883560241
678989831,4,,,POINT (-77.015164 -12.1420856),185197319,0.009618255442731996
1273794567,3,,,POINT (-76.9655769 -11.9363688),513978220,0.013570819832096032
5762617353,3,,,POINT (-77.03709809999999 -11.854177),465561830,0.037186719238681755
678989833,4,,,POINT (-77.0156487 -12.1426203),185197319,0.009997110072825792
263393292,4,,,POINT (-77.05049529999999 -12.077733),4552742992,0.006284687897258235
263393294,4,,,POINT (-77.0537116 -12.0751363),4552742992,0.0053264303872287005
5762617358,3,,,POINT (-77.03635010000001 -11.8551527),465561830,0.03749968983851867
1305382928,4,,,POINT (-77.08002879999999 -11.9598331),4430998394,0.010687010110524591
1273696269,4,,,POINT (-77.0751372 -11.8723216),465561830,0.005122110378388948
134254601,4,,,POINT (-77.037774 -12.1039608),431593693,0.007847427677532775
416649235,4,,,POINT (-77.01698210000001 -12.0615086),412486776,0.004763410221900729
1305382932,3,,,POINT (-77.0759863 -11.9598818),4430998394,0.010417645468342389
1278939158,3,,,POINT (-77.01116020000001 -12.0300322),4503252089,0.012625263291495648
1273827354,3,,,POINT (-76.9454743 -12.148318),160691934,0.01810338666587054
4334489627,3,,,POINT (-77.0355303 -11.9063775),-9721207,0.005270412138040581
416649244,3,,,POINT (-77.017338 -12.0589572),122554771,0.003634820151080664
1278939165,3,,,POINT (-77.01202290000001 -12.0322351),122541909,0.01125482174203789
8164053021,3,,,POINT (-76.8987638 -12.0103196),454698428,0.019321072808457573
1273860127,4,,,POINT (-76.90644020000001 -12.2194131),371266564,0.020372350914536697
416649248,4,,,POINT (-77.0181376 -12.0603775),412486776,0.0037721403348783826
1836159007,4,,,POINT (-76.9624755 -12.1754697),437642241,0.013875222829954844
843092000,4,,,POINT (-77.07162099999999 -11.9909689),5324586422,0.0012341774951955809
1273597987,4,,,POINT (-76.9523492 -12.1521312),160691934,0.010755839014678333
416649252,4,,,POINT (-77.01832159999999 -12.0590759),485409220,0.0031879284575107593
843092005,3,,,POINT (-77.06486940000001 -11.9878291),2316632194,0.005740395051532443
678989862,5,,,POINT (-77.0090671 -12.1465992),185197319,0.004114293895002875
416649255,4,,,POINT (-77.0183937 -12.0584533),485409220,0.003044030974909496
6914281512,3,,,POINT (-76.9064358 -12.1526609),370798546,0.04245785916873125
5645930531,3,,,POINT (-77.1221314 -11.9720063),4430998394,0.044738916418656495
