u,v,key,osmid,oneway,lanes,highway,maxspeed,length,geometry,name,bridge,ref,tunnel,junction,access
412528285,412528293,0,35170437,False,,residential,,280.137,"LINESTRING (-77.00192389999999 -12.1045781, -77.00319519999999 -12.1045939, -77.0045004 -12.1045874)",Calle Sibelius,,,,,
412528286,412528287,0,438466802,False,,residential,,61.805,"LINESTRING (-77.0022082 -12.1025588, -77.00230740000001 -12.1020115)",Jirón Pietro Marchand,,,,,
412528286,791159779,0,438466802,False,,residential,,71.429,"LINESTRING (-77.0022082 -12.1025588, -77.00210629999999 -12.1031934)",Jirón Pietro Marchand,,,,,
412528286,412528280,0,35170435,False,,residential,,246.712,"LINESTRING (-77.0022082 -12.1025588, -77.0033723 -12.102564, -77.0044773 -12.1025744)",Calle Vivaldi,,,,,
412528287,412528286,0,438466802,False,,residential,,61.805,"LINESTRING (-77.00230740000001 -12.1020115, -77.0022082 -12.1025588)",Jirón Pietro Marchand,,,,,
412528287,412528281,0,35170444,False,,residential,40,234.77800000000002,"LINESTRING (-77.00230740000001 -12.1020115, -77.00337759999999 -12.1019922, -77.0044666 -12.1019975)",Jirón Gozzoli Norte,,,,,
412528287,412528299,0,35170444,False,,residential,40,71.771,"LINESTRING (-77.00230740000001 -12.1020115, -77.00181569999999 -12.1020074, -77.0017285 -12.1020079, -77.0016473 -12.1020087)",Jirón Gozzoli Norte,,,,,
412528287,4510814611,0,438466802,False,,residential,,87.475,"LINESTRING (-77.00230740000001 -12.1020115, -77.0024219 -12.1013223, -77.00243639999999 -12.101235)",Jirón Pietro Marchand,,,,,
412528293,791159916,0,35170438,False,,residential,,63.441,"LINESTRING (-77.0045004 -12.1045874, -77.0044934 -12.1040169)",Jirón Francesco Redi,,,,,
412528293,412528235,0,35170438,False,,residential,,64.916,"LINESTRING (-77.0045004 -12.1045874, -77.004498 -12.1051712)",Jirón Francesco Redi,,,,,
412528293,412528285,0,35170437,False,,residential,,280.137,"LINESTRING (-77.0045004 -12.1045874, -77.00319519999999 -12.1045939, -77.00192389999999 -12.1045781)",Calle Sibelius,,,,,
412528294,412528281,0,35170444,False,,residential,40,67.448,"LINESTRING (-77.00508689999999 -12.101989, -77.0044666 -12.1019975)",Jirón Gozzoli Norte,,,,,
412528294,412528246,0,35170439,False,,residential,,223.959,"LINESTRING (-77.00508689999999 -12.101989, -77.0050902 -12.1030098, -77.00508979999999 -12.1040031)",Jirón Toricelli,,,,,
412528294,412528296,0,35170444,False,,residential,40,62.762,"LINESTRING (-77.00508689999999 -12.101989, -77.00525519999999 -12.1019713, -77.005459 -12.1019241, -77.00564679999999 -12.1018611)",Jirón Gozzoli Norte,,,,,
412528295,4352989148,0,35170439,False,,residential,,73.109,"LINESTRING (-77.00509529999999 -12.1058224, -77.00508429999999 -12.105165)",Jirón Toricelli,,,,,
412528295,326022171,0,437653357,True,,residential,40,90.342,"LINESTRING (-77.00509529999999 -12.1058224, -77.0059255 -12.1057881)",Jirón Eduardo Ordoñez,,,,,
412528296,412528247,0,35170440,False,,residential,,237.39000000000001,"LINESTRING (-77.00564679999999 -12.1018611, -77.0056575 -12.1030151, -77.0056682 -12.1039959)",Jirón Gregorio Marañón,,,,,
412528296,412528303,0,35170444,False,,residential,40,71.943,"LINESTRING (-77.00564679999999 -12.1018611, -77.0058721 -12.1017824, -77.0062851 -12.1016955)",Jirón Gozzoli Norte,,,,,
412528296,412528294,0,35170444,False,,residential,40,62.762,"LINESTRING (-77.00564679999999 -12.1018611, -77.005459 -12.1019241, -77.00525519999999 -12.1019713, -77.00508689999999 -12.101989)",Jirón Gozzoli Norte,,,,,
412528297,412528226,0,35170441,False,,residential,,72.292,"LINESTRING (-77.00313559999999 -12.1058409, -77.0031426 -12.1051908)",Calle Las Magnolias,,,,,
412528297,3630222483,0,437653357,True,,residential,40,49.088,"LINESTRING (-77.00313559999999 -12.1058409, -77.0035871 -12.1058413)",Jirón Eduardo Ordoñez,,,,,
412528299,417251778,0,35170444,False,,residential,40,19.387,"LINESTRING (-77.0016473 -12.1020087, -77.001469 -12.1020063)",Jirón Gozzoli Norte,,,,,
412528299,412528287,0,35170444,False,,residential,40,71.771,"LINESTRING (-77.0016473 -12.1020087, -77.0017285 -12.1020079, -77.00181569999999 -12.1020074, -77.00230740000001 -12.1020115)",Jirón Gozzoli Norte,,,,,
412528299,412528284,0,404636461,True,3,primary,60,133.64600000000002,"LINESTRING (-77.0016473 -12.1020087, -77.0016392 -12.1020583, -77.001482 -12.1030366, -77.0014642 -12.1031499, -77.00145689999999 -12.1031961)",Avenida Aviación,,,,,
412528303,412528270,0,35170444,False,,residential,40,64.584,"LINESTRING (-77.0062851 -12.1016955, -77.0068699 -12.1015936)",Jirón Gozzoli Norte,,,,,
412528303,412528296,0,35170444,False,,residential,40,71.943,"LINESTRING (-77.0062851 -12.1016955, -77.0058721 -12.1017824, -77.00564679999999 -12.1018611)",Jirón Gozzoli Norte,,,,,
412528303,4069103434,0,1050680222,False,2,residential,40,75.66900000000001,"LINESTRING (-77.0062851 -12.1016955, -77.0062854 -12.1010938, -77.0062868 -12.101015)",Avenida De Las Artes Sur,,,,,
412528303,412528248,0,1050680222,False,2,residential,40,255.96300000000002,"LINESTRING (-77.0062851 -12.1016955, -77.0062897 -12.1030151, -77.0062909 -12.1034175, -77.00629139999999 -12.1035643, -77.006293 -12.1038674, -77.0062937 -12.1039974)",Avenida De Las Artes Sur,,,,,
412528304,391037802,0,35170429,False,,residential,,67.949,"LINESTRING (-77.00806129999999 -12.101345, -77.00792559999999 -12.1007485)",Avenida John Dalton,,,,,
412528304,412528264,0,35170429,False,,residential,,69.076,"LINESTRING (-77.00806129999999 -12.101345, -77.0081788 -12.1019555)",Avenida John Dalton,,,,,
412528304,412528270,0,35170444,False,,residential,40,132.451,"LINESTRING (-77.00806129999999 -12.101345, -77.0068699 -12.1015936)",Jirón Gozzoli Norte,,,,,
412528304,412528311,0,35170444,False,,residential,40,197.28699999999998,"LINESTRING (-77.00806129999999 -12.101345, -77.00831290000001 -12.1013104, -77.0085704 -12.1013156, -77.0088547 -12.1013733, -77.0091283 -12.1014782, -77.009359 -12.1016251, -77.0095467 -12.1017824, -77.00968210000001 -12.1019212)",Jirón Gozzoli Norte,,,,,
412528311,263935452,0,35170632,False,,residential,40,57.696,"LINESTRING (-77.00968210000001 -12.1019212, -77.0101142 -12.10162)",Jirón Copernico,,,,,
412528311,412528259,0,35170632,False,,residential,40,68.242,"LINESTRING (-77.00968210000001 -12.1019212, -77.00916580000001 -12.1022702)",Jirón Copernico,,,,,
412528311,412528304,0,35170444,False,,residential,40,197.287,"LINESTRING (-77.00968210000001 -12.1019212, -77.0095467 -12.1017824, -77.009359 -12.1016251, -77.0091283 -12.1014782, -77.0088547 -12.1013733, -77.0085704 -12.1013156, -77.00831290000001 -12.1013104, -77.00806129999999 -12.101345)",Jirón Gozzoli Norte,,,,,
412528311,412528254,0,119953810,False,,residential,40,268.18,"LINESTRING (-77.00968210000001 -12.1019212, -77.0097827 -12.1020919, -77.00981489999999 -12.102265, -77.0098042 -12.1024433, -77.00976129999999 -12.1026847, -77.0097023 -12.1029888, -77.0096581 -12.1031766, -77.0096455 -12.1032304, -77.0094126 -12.1042634)",Jirón Gozzoli Sur,,,,,
412528319,412528320,0,437591365,False,,residential,40,132.716,"LINESTRING (-77.0091015 -12.1058121, -77.0090045 -12.1062659, -77.00894169999999 -12.1065598, -77.00893840000001 -12.1065752, -77.0088518 -12.1069804)",Jirón Gozzoli Sur,,,,,
412528319,412528242,0,"[119953810, 437591365]",False,,residential,40,74.872,"LINESTRING (-77.0091015 -12.1058121, -77.0091503 -12.1056, -77.0092396 -12.1051525)",Jirón Gozzoli Sur,,,,,
412528320,412529891,0,952040072,False,,residential,40,79.704,"LINESTRING (-77.0088518 -12.1069804, -77.0095735 -12.1071063)",Calle 32,,,,,
412528320,412528321,0,"[437591364, 437591365]",False,,residential,40,65.208,"LINESTRING (-77.0088518 -12.1069804, -77.0087564 -12.1074139, -77.00872560000001 -12.1075537)",Jirón Gozzoli Sur,,,,,
412528320,412528319,0,437591365,False,,residential,40,132.716,"LINESTRING (-77.0088518 -12.1069804, -77.00893840000001 -12.1065752, -77.00894169999999 -12.1065598, -77.0090045 -12.1062659, -77.0091015 -12.1058121)",Jirón Gozzoli Sur,,,,,
412528320,412529889,0,952040072,False,,residential,40,147.38,"LINESTRING (-77.0088518 -12.1069804, -77.00851179999999 -12.1069354, -77.00839259999999 -12.1069276, -77.00821809999999 -12.1069325, -77.0077734 -12.1069492, -77.00759600000001 -12.1069558, -77.0075002 -12.1069594)",Calle 32,,,,,
412528321,412529892,0,"[35172848, 437653356]",False,,residential,,62.956,"LINESTRING (-77.00872560000001 -12.1075537, -77.0086494 -12.1075418, -77.00843020000001 -12.1075074, -77.00815369999999 -12.107465)",Jirón Rutherford,,,,,
412528321,412529893,0,35172848,False,,residential,,53.542,"LINESTRING (-77.00872560000001 -12.1075537, -77.0087552 -12.1075583, -77.0087704 -12.1075607, -77.0092088 -12.1076465)",Jirón Rutherford,,,,,
412528321,412528320,0,"[437591364, 437591365]",False,,residential,40,65.208,"LINESTRING (-77.00872560000001 -12.1075537, -77.0087564 -12.1074139, -77.0088518 -12.1069804)",Jirón Gozzoli Sur,,,,,
412528323,412528319,0,35170445,True,,residential,40,216.214,"LINESTRING (-77.0071169 -12.1057716, -77.0074218 -12.1057699, -77.0075168 -12.1057694, -77.0077529 -12.1057681, -77.00807589999999 -12.1057675, -77.0086519 -12.1057614, -77.00879569999999 -12.1057635, -77.0091015 -12.1058121)",Jirón Eduardo Ordoñez,,,,,
412528324,412528239,0,1050680222,False,2,residential,40,69.408,"LINESTRING (-77.0063047 -12.1057767, -77.0063033 -12.1051525)",Avenida De Las Artes Sur,,,,,
412528324,412528323,0,"[437653357, 35170445]",True,,residential,40,88.307,"LINESTRING (-77.0063047 -12.1057767, -77.00702889999999 -12.1057716, -77.0071169 -12.1057716)",Jirón Eduardo Ordoñez,,,,,
412529854,412528248,0,1050680222,False,2,residential,40,64.428,"LINESTRING (-77.0062978 -12.1045768, -77.0062937 -12.1039974)",Avenida De Las Artes Sur,,,,,
412529854,412528239,0,1050680222,False,2,residential,40,64.018,"LINESTRING (-77.0062978 -12.1045768, -77.0063033 -12.1051525)",Avenida De Las Artes Sur,,,,,
412529854,412528255,0,35170634,False,,residential,30,267.515,"LINESTRING (-77.0062978 -12.1045768, -77.0074001 -12.1045722, -77.0087583 -12.1045775)",Calle Avogrado,,,,,
412529863,412554253,0,64222866,True,2,residential,40,68.088,"LINESTRING (-77.00629050000001 -12.1002338, -77.00566980000001 -12.1003151)",Jirón Pedro López de Ayala,,,,,
412529863,412553943,0,426847285,False,2,tertiary,40,271.476,"LINESTRING (-77.00629050000001 -12.1002338, -77.0062891 -12.0995152, -77.0062825 -12.0991323, -77.00627040000001 -12.0989454, -77.0062569 -12.0988424, -77.00620670000001 -12.0985002, -77.0061537 -12.098238, -77.00608130000001 -12.097998, -77.00604509999999 -12.0978918, -77.0060221 -12.0978217)",Avenida De Las Artes Sur,,,,,
412529863,391038008,0,426847285,False,2,tertiary,40,70.08,"LINESTRING (-77.00629050000001 -12.1002338, -77.0062934 -12.1007924, -77.0062909 -12.100864)",Avenida De Las Artes Sur,,,,,
412529880,412529885,0,35170640,False,2,residential,40,11.337,"LINESTRING (-77.0069932 -12.1069279, -77.0070791 -12.1069857)",Jirón Claudio Galeno,,,,,
412529880,412528323,0,35170637,True,,residential,,132.125,"LINESTRING (-77.0069932 -12.1069279, -77.00711130000001 -12.1067129, -77.00712059999999 -12.1066869, -77.00712729999999 -12.1066612, -77.007132 -12.1066297, -77.0071332 -12.1066044, -77.0071274 -12.1062436, -77.0071169 -12.1057716)",Jirón Joseph Thompson,,,,,
412529880,326022171,0,35170640,False,2,residential,40,186.38900000000004,"LINESTRING (-77.0069932 -12.1069279, -77.0065014 -12.1066194, -77.00612289999999 -12.1063819, -77.00606519999999 -12.1063457, -77.00601260000001 -12.106301, -77.00598909999999 -12.1062706, -77.0059717 -12.1062392, -77.0059535 -12.1061944, -77.0059412 -12.106142, -77.0059255 -12.1057881)",Jirón Claudio Galeno,,,,,
412529885,412529886,0,35170640,False,2,residential,40,39.066,"LINESTRING (-77.0070791 -12.1069857, -77.00739350000001 -12.1071558)",Jirón Claudio Galeno,,,,,
412529885,412529880,0,35170640,False,2,residential,40,11.337,"LINESTRING (-77.0070791 -12.1069857, -77.0069932 -12.1069279)",Jirón Claudio Galeno,,,,,
412529885,412529889,0,952040072,False,,residential,40,45.876,"LINESTRING (-77.0070791 -12.1069857, -77.0075002 -12.1069594)",Calle 32,,,,,
412529886,412529887,0,35170640,False,2,residential,40,55.346,"LINESTRING (-77.00739350000001 -12.1071558, -77.0078322 -12.1074083)",Jirón Claudio Galeno,,,,,
412529886,412529885,0,35170640,False,2,residential,40,39.066,"LINESTRING (-77.00739350000001 -12.1071558, -77.0070791 -12.1069857)",Jirón Claudio Galeno,,,,,
412529887,412529886,0,35170640,False,2,residential,40,55.346,"LINESTRING (-77.0078322 -12.1074083, -77.00739350000001 -12.1071558)",Jirón Claudio Galeno,,,,,
412529887,412529892,0,437653356,False,,residential,,35.518,"LINESTRING (-77.0078322 -12.1074083, -77.00815369999999 -12.107465)",Jirón Rutherford,,,,,
412529887,4549868556,0,426840130,False,2,residential,30,29.585,"LINESTRING (-77.0078322 -12.1074083, -77.0079033 -12.107468, -77.0079241 -12.1074895, -77.00794449999999 -12.1075142, -77.0079669 -12.10755, -77.0080043 -12.107611)",Jirón Claudio Galeno,,,,,
412529888,4549868556,0,426840130,False,2,residential,30,95.153,"LINESTRING (-77.0079471 -12.1084649, -77.0080043 -12.107611)",Jirón Claudio Galeno,,,,,
412529888,316627676,0,35170645,True,,residential,30,25.979999999999997,"LINESTRING (-77.0079471 -12.1084649, -77.0080023 -12.1085313, -77.00801559999999 -12.1085421, -77.0080371 -12.1085555, -77.0080602 -12.1085648, -77.0081412 -12.1085853)",Jirón Claudio Galeno,,,,,
412529889,412529885,0,952040072,False,,residential,40,45.876,"LINESTRING (-77.0075002 -12.1069594, -77.0070791 -12.1069857)",Calle 32,,,,,
412529889,412529886,0,35170642,True,,residential,,24.731,"LINESTRING (-77.0075002 -12.1069594, -77.00743110000001 -12.1070833, -77.00739350000001 -12.1071558)",,,,,,
412529889,412528320,0,952040072,False,,residential,40,147.38,"LINESTRING (-77.0075002 -12.1069594, -77.00759600000001 -12.1069558, -77.0077734 -12.1069492, -77.00821809999999 -12.1069325, -77.00839259999999 -12.1069276, -77.00851179999999 -12.1069354, -77.0088518 -12.1069804)",Calle 32,,,,,
412529891,412528320,0,952040072,False,,residential,40,79.704,"LINESTRING (-77.0095735 -12.1071063, -77.0088518 -12.1069804)",Calle 32,,,,,
412529891,412549362,0,35172844,False,,residential,30,221.36,"LINESTRING (-77.0095735 -12.1071063, -77.0098735 -12.1057459, -77.0100027 -12.1051603)",Jirón Philipp Von Leonard,,,,,
412529891,4354022565,0,952040072,False,,residential,40,93.75200000000001,"LINESTRING (-77.0095735 -12.1071063, -77.0100734 -12.1071929, -77.0103134 -12.1072344, -77.01033099999999 -12.1072375, -77.010346 -12.1072401, -77.0104226 -12.1072534)",Calle 32,,,,,
412529892,412529887,0,437653356,False,,residential,,35.518,"LINESTRING (-77.00815369999999 -12.107465, -77.0078322 -12.1074083)",Jirón Rutherford,,,,,
412529892,412528321,0,"[35172848, 437653356]",False,,residential,,62.956,"LINESTRING (-77.00815369999999 -12.107465, -77.00843020000001 -12.1075074, -77.0086494 -12.1075418, -77.00872560000001 -12.1075537)",Jirón Rutherford,,,,,
412529892,4549868556,0,459071109,False,,residential,,23.936,"LINESTRING (-77.00815369999999 -12.107465, -77.00810180000001 -12.1074852, -77.0080853 -12.1074952, -77.0080693 -12.1075089, -77.0080555 -12.1075233, -77.00804189999999 -12.1075418, -77.0080043 -12.107611)",,,,,,
412529893,316627682,0,35172848,False,,residential,,115.296,"LINESTRING (-77.0092088 -12.1076465, -77.0102495 -12.1078458)",Jirón Rutherford,,,,,
412529893,3630420663,0,35170646,False,,residential,,109.25,"LINESTRING (-77.0092088 -12.1076465, -77.0091369 -12.1080728, -77.0090452 -12.1086159)",Calle Hans Oersted,,,,,
412529893,412528321,0,35172848,False,,residential,,53.542,"LINESTRING (-77.0092088 -12.1076465, -77.0087704 -12.1075607, -77.0087552 -12.1075583, -77.00872560000001 -12.1075537)",Jirón Rutherford,,,,,
412549362,412549373,0,35172844,False,,residential,30,84.528,"LINESTRING (-77.0100027 -12.1051603, -77.0101583 -12.1044155)",Jirón Philipp Von Leonard,,,,,
412549362,412549583,0,333008490,False,,residential,30,88.998,"LINESTRING (-77.0100027 -12.1051603, -77.0108037 -12.1053253)",Calle Gilbert,,,,,
412549362,412529891,0,35172844,False,,residential,30,221.36,"LINESTRING (-77.0100027 -12.1051603, -77.0098735 -12.1057459, -77.0095735 -12.1071063)",Jirón Philipp Von Leonard,,,,,
412549373,412549362,0,35172844,False,,residential,30,84.528,"LINESTRING (-77.0101583 -12.1044155, -77.0100027 -12.1051603)",Jirón Philipp Von Leonard,,,,,
412549373,412528254,0,35172847,False,,residential,40,82.82,"LINESTRING (-77.0101583 -12.1044155, -77.0094126 -12.1042634)",Jirón Alberto Barajas,,,,,
412549373,6129445753,0,35172844,False,,residential,30,135.426,"LINESTRING (-77.0101583 -12.1044155, -77.01025129999999 -12.1039977, -77.0104339 -12.1032278)",Jirón Philipp Von Leonard,,,,,
412549583,412549362,0,333008490,False,,residential,30,88.998,"LINESTRING (-77.0108037 -12.1053253, -77.0100027 -12.1051603)",Calle Gilbert,,,,,
412549583,263935441,0,333008489,True,2,secondary,60,190.758,"LINESTRING (-77.0108037 -12.1053253, -77.0110336 -12.1041625, -77.0111526 -12.1036442)",Avenida José Galvez Barrenechea,,,,,
412553899,485616314,0,40268517,False,,residential,30,71.279,"LINESTRING (-77.0060876 -12.0935534, -77.00544549999999 -12.0934241)",Jirón Mariano Belliure y Gil,,,,,
412553899,485616311,0,40268517,False,,residential,30,165.329,"LINESTRING (-77.0060876 -12.0935534, -77.0073167 -12.0938148, -77.0075724 -12.0938739)",Jirón Mariano Belliure y Gil,,,,,
412553899,391038513,0,633523989,False,2,tertiary,40,66.688,"LINESTRING (-77.0060876 -12.0935534, -77.0060222 -12.0940413, -77.0060166 -12.0940826, -77.00600919999999 -12.0941482)",Avenida De Las Artes Norte,,,,,
412553899,485616827,0,633523989,False,2,tertiary,40,58.889,"LINESTRING (-77.0060876 -12.0935534, -77.0061073 -12.0931259, -77.00609540000001 -12.0930249)",Avenida De Las Artes Norte,,,,,
412553905,412557584,0,426862811,True,,residential,40,65.267,"LINESTRING (-77.00585770000001 -12.0952227, -77.0064447 -12.0953455)",Jirón Pedro López de Ayala,,,,,
412553905,10363683930,0,426847285,False,2,tertiary,40,68.711,"LINESTRING (-77.00585770000001 -12.0952227, -77.0059194 -12.0947204, -77.0059242 -12.0946832, -77.00593480000001 -12.0946094)",Avenida De Las Artes Sur,,,,,
412553905,412553924,0,426847285,False,2,tertiary,40,162.45499999999998,"LINESTRING (-77.00585770000001 -12.0952227, -77.00579190000001 -12.0956729, -77.005726 -12.0961718, -77.00571840000001 -12.0963879, -77.00571739999999 -12.0966103, -77.00571979999999 -12.0966748)",Avenida De Las Artes Sur,,,,,
412553924,412557570,0,35173536,False,,residential,,68.244,"LINESTRING (-77.00571979999999 -12.0966748, -77.0051157 -12.0968414)",Jirón Crepi,,,,,
412553924,412553905,0,426847285,False,2,tertiary,40,162.45499999999998,"LINESTRING (-77.00571979999999 -12.0966748, -77.00571739999999 -12.0966103, -77.00571840000001 -12.0963879, -77.005726 -12.0961718, -77.00579190000001 -12.0956729, -77.00585770000001 -12.0952227)",Avenida De Las Artes Sur,,,,,
412553924,412553943,0,426847285,False,2,tertiary,40,132.154,"LINESTRING (-77.00571979999999 -12.0966748, -77.0057213 -12.0967338, -77.00573900000001 -12.0968584, -77.00577680000001 -12.0970506, -77.00583640000001 -12.0972756, -77.005996 -12.0977387, -77.0060221 -12.0978217)",Avenida De Las Artes Sur,,,,,
412553943,412553924,0,426847285,False,2,tertiary,40,132.154,"LINESTRING (-77.0060221 -12.0978217, -77.005996 -12.0977387, -77.00583640000001 -12.0972756, -77.00577680000001 -12.0970506, -77.00573900000001 -12.0968584, -77.0057213 -12.0967338, -77.00571979999999 -12.0966748)",Avenida De Las Artes Sur,,,,,
412553943,412529863,0,426847285,False,2,tertiary,40,271.476,"LINESTRING (-77.0060221 -12.0978217, -77.00604509999999 -12.0978918, -77.00608130000001 -12.097998, -77.0061537 -12.098238, -77.00620670000001 -12.0985002, -77.0062569 -12.0988424, -77.00627040000001 -12.0989454, -77.0062825 -12.0991323, -77.0062891 -12.0995152, -77.00629050000001 -12.1002338)",Avenida De Las Artes Sur,,,,,
412553943,412554037,0,437497438,False,2,tertiary,,68.861,"LINESTRING (-77.0060221 -12.0978217, -77.00594169999999 -12.097848, -77.0054184 -12.0980089)",Jirón Fray Luís de León,,,,,
412553943,412554042,0,437497438,False,2,tertiary,,64.92,"LINESTRING (-77.0060221 -12.0978217, -77.0060957 -12.0978003, -77.00659159999999 -12.0976463)",Jirón Fray Luís de León,,,,,
412553989,419481893,0,437497438,False,2,tertiary,,19.766,"LINESTRING (-77.0022505 -12.097939, -77.0020706 -12.0979134)",Jirón Fray Luís de León,,,,,
412553989,412553995,0,437497438,False,2,tertiary,,70.521,"LINESTRING (-77.0022505 -12.097939, -77.0023063 -12.0979457, -77.0023518 -12.0979527, -77.002893 -12.0980258)",Jirón Fray Luís de León,,,,,
412553989,412557600,0,554868306,True,3,primary,60,191.535,"LINESTRING (-77.0022505 -12.097939, -77.0022365 -12.0980362, -77.0020427 -12.0994653, -77.0020294 -12.0995627, -77.002017 -12.0996463)",Avenida Aviación,,,,,
412553995,412554148,0,35173301,False,,residential,,63.349,"LINESTRING (-77.002893 -12.0980258, -77.0029724 -12.0974614)",Jirón Pietro Marchand,,,,,
412553995,412554131,0,35173301,False,,residential,,67.062,"LINESTRING (-77.002893 -12.0980258, -77.00280909999999 -12.0986233)",Jirón Pietro Marchand,,,,,
412553995,412553989,0,437497438,False,2,tertiary,,70.521,"LINESTRING (-77.002893 -12.0980258, -77.0023518 -12.0979527, -77.0023063 -12.0979457, -77.0022505 -12.097939)",Jirón Fray Luís de León,,,,,
412553995,412554019,0,437497438,False,2,tertiary,,138.53,"LINESTRING (-77.002893 -12.0980258, -77.0034313 -12.0981003, -77.0037853 -12.0981265, -77.00416 -12.0981497)",Jirón Fray Luís de León,,,,,
412554019,412557591,0,333002440,False,,residential,,68.097,"LINESTRING (-77.00416 -12.0981497, -77.0041561 -12.0987621)",Perugino,,,,,
412554019,412553995,0,437497438,False,2,tertiary,,138.52999999999997,"LINESTRING (-77.00416 -12.0981497, -77.0037853 -12.0981265, -77.0034313 -12.0981003, -77.002893 -12.0980258)",Jirón Fray Luís de León,,,,,
412554019,412554037,0,437497438,False,2,tertiary,,137.874,"LINESTRING (-77.00416 -12.0981497, -77.00456320000001 -12.0981291, -77.00490910000001 -12.0980924, -77.0054184 -12.0980089)",Jirón Fray Luís de León,,,,,
412554037,412557568,0,35173532,False,,residential,,69.867,"LINESTRING (-77.0054184 -12.0980089, -77.0052306 -12.097408)",Pirandello,,,,,
412554037,412557565,0,35173532,False,,residential,,65.807,"LINESTRING (-77.0054184 -12.0980089, -77.0054665 -12.0981517, -77.00557259999999 -12.0985808)",Pirandello,,,,,
412554037,412554019,0,437497438,False,2,tertiary,,137.874,"LINESTRING (-77.0054184 -12.0980089, -77.00490910000001 -12.0980924, -77.00456320000001 -12.0981291, -77.00416 -12.0981497)",Jirón Fray Luís de León,,,,,
412554037,412553943,0,437497438,False,2,tertiary,,68.861,"LINESTRING (-77.0054184 -12.0980089, -77.00594169999999 -12.097848, -77.0060221 -12.0978217)",Jirón Fray Luís de León,,,,,
412554042,412554048,0,437497438,False,2,tertiary,,65.182,"LINESTRING (-77.00659159999999 -12.0976463, -77.0071628 -12.0974683)",Jirón Fray Luís de León,,,,,
412554042,412554266,0,35173531,False,,residential,,282.28700000000003,"LINESTRING (-77.00659159999999 -12.0976463, -77.0067157 -12.0980912, -77.0068605 -12.0987835, -77.0068672 -12.0988594, -77.0069034 -12.099266, -77.0069141 -12.1001525)",Rodin,,,,,
412554042,412553943,0,437497438,False,2,tertiary,,64.92,"LINESTRING (-77.00659159999999 -12.0976463, -77.0060957 -12.0978003, -77.0060221 -12.0978217)",Jirón Fray Luís de León,,,,,
412554048,412557539,0,35173500,False,,residential,,66.984,"LINESTRING (-77.0071628 -12.0974683, -77.0073233 -12.0980499)",Jirón Bernardo Tasso,,,,,
412554048,412557541,0,35173500,False,,residential,,68.395,"LINESTRING (-77.0071628 -12.0974683, -77.0069635 -12.0968849)",Jirón Bernardo Tasso,,,,,
412554048,412554042,0,437497438,False,2,tertiary,,65.182,"LINESTRING (-77.0071628 -12.0974683, -77.00659159999999 -12.0976463)",Jirón Fray Luís de León,,,,,
412554048,412554053,0,437497438,False,2,tertiary,,204.669,"LINESTRING (-77.0071628 -12.0974683, -77.0089528 -12.0968986)",Jirón Fray Luís de León,,,,,
412554053,412554048,0,437497438,False,2,tertiary,,204.669,"LINESTRING (-77.0089528 -12.0968986, -77.0071628 -12.0974683)",Jirón Fray Luís de León,,,,,
412554053,412554058,0,437497438,False,2,tertiary,,70.478,"LINESTRING (-77.0089528 -12.0968986, -77.00956669999999 -12.0966951)",Jirón Fray Luís de León,,,,,
412554053,412554325,0,426862823,True,,residential,40,64.16499999999999,"LINESTRING (-77.0089528 -12.0968986, -77.0090294 -12.0971834, -77.0090828 -12.0974611)",Jirón Pedro López de Ayala,,,,,
412554058,412554053,0,437497438,False,2,tertiary,,70.478,"LINESTRING (-77.00956669999999 -12.0966951, -77.0089528 -12.0968986)",Jirón Fray Luís de León,,,,,
412554058,316625051,0,119823770,True,2,secondary,,156.51299999999998,"LINESTRING (-77.00956669999999 -12.0966951, -77.0094098 -12.0960676, -77.00935080000001 -12.095923, -77.0092837 -12.095809, -77.0092174 -12.0957072, -77.0091032 -12.0955369, -77.0090002 -12.0954257)",Avenida San Borja Norte,,,,,
412554058,5523457156,0,1050682447,True,2,tertiary,,26.494,"LINESTRING (-77.00956669999999 -12.0966951, -77.009603 -12.0966448, -77.009776 -12.0965937)",Jirón Fray Luís de León,,,,,
412554073,412554096,0,35173301,False,,residential,,67.12,"LINESTRING (-77.0024883 -12.1008977, -77.0025861 -12.1003017)",Jirón Pietro Marchand,,,,,
412554073,412557601,0,1183592687,True,2,secondary,60,181.595,"LINESTRING (-77.0024883 -12.1008977, -77.0041561 -12.1009858)",Avenida San Borja Sur,,,,,
412554096,791159755,0,35173301,False,,residential,,66.057,"LINESTRING (-77.0025861 -12.1003017, -77.00264970000001 -12.0997109)",Jirón Pietro Marchand,,,,,
412554096,412554073,0,35173301,False,,residential,,67.12,"LINESTRING (-77.0025861 -12.1003017, -77.0024883 -12.1008977)",Jirón Pietro Marchand,,,,,
412554131,412553995,0,35173301,False,,residential,,67.062,"LINESTRING (-77.00280909999999 -12.0986233, -77.002893 -12.0980258)",Jirón Pietro Marchand,,,,,
412554131,791160201,0,35173301,False,,residential,,67.335,"LINESTRING (-77.00280909999999 -12.0986233, -77.0027217 -12.0992228)",Jirón Pietro Marchand,,,,,
412554131,412557591,0,35173539,False,,residential,,147.542,"LINESTRING (-77.00280909999999 -12.0986233, -77.00328639999999 -12.0987035, -77.00376919999999 -12.098756, -77.0041561 -12.0987621)",Reni,,,,,
