u,v,key,osmid,oneway,lanes,highway,maxspeed,length,geometry,name,bridge,ref,tunnel,junction,access
1903617124,10019632230,0,111883291,False,,residential,,19.194,"LINESTRING (-77.0027054 -12.0844243, -77.00253050000001 -12.0844009)",Calle Cerro Shereiber,,,,,
1903617124,1903617126,0,111883291,False,,residential,,45.688,"LINESTRING (-77.0027054 -12.0844243, -77.00312169999999 -12.0844801)",Calle Cerro Shereiber,,,,,
1903617124,1903617143,0,179915850,False,,residential,,72.827,"LINESTRING (-77.0027054 -12.0844243, -77.0026275 -12.0850748)",Calle Cerro Paloma,,,,,
1903617126,1903617124,0,111883291,False,,residential,,45.688,"LINESTRING (-77.00312169999999 -12.0844801, -77.0027054 -12.0844243)",Calle Cerro Shereiber,,,,,
1903617126,1641423623,0,1093990221,True,,residential,,40.246,"LINESTRING (-77.00312169999999 -12.0844801, -77.0034867 -12.0845402)",Calle Cerro Shereiber,,,,,
1903617139,1641423619,0,90289737,False,,residential,,12.907,"LINESTRING (-77.00223 -12.0850212, -77.00224609999999 -12.0849062)",Jirón De la Historia,,,,,
1903617139,1641423622,0,90289737,False,,residential,,38.285,"LINESTRING (-77.00223 -12.0850212, -77.0021821 -12.0853623)",Jirón De la Historia,,,,,
1903617139,1903617143,0,179915851,False,,residential,,43.629000000000005,"LINESTRING (-77.00223 -12.0850212, -77.0023436 -12.0850365, -77.0026275 -12.0850748)",Calle Centinela,,,,,
1903617143,1903617124,0,179915850,False,,residential,,72.827,"LINESTRING (-77.0026275 -12.0850748, -77.0027054 -12.0844243)",Calle Cerro Paloma,,,,,
1903617143,1903617147,0,179915851,False,,residential,,44.739,"LINESTRING (-77.0026275 -12.0850748, -77.00303510000001 -12.0851298)",Calle Centinela,,,,,
1903617143,1903617139,0,179915851,False,,residential,,43.629000000000005,"LINESTRING (-77.0026275 -12.0850748, -77.0023436 -12.0850365, -77.00223 -12.0850212)",Calle Centinela,,,,,
1903617147,1903617126,0,179915849,True,,residential,,72.855,"LINESTRING (-77.00303510000001 -12.0851298, -77.00312169999999 -12.0844801)",Calle 5,,,,,
1903617147,1903617143,0,179915851,False,,residential,,44.739,"LINESTRING (-77.00303510000001 -12.0851298, -77.0026275 -12.0850748)",Calle Centinela,,,,,
2329670857,2329670874,0,224134337,False,,residential,40,16.222,"LINESTRING (-77.0062896 -12.1119763, -77.0062954 -12.1119069, -77.0063018 -12.1118309)",Calle Emilio Harth Terré,,,,,
2329670857,1273879842,0,"[437062818, 437359826]",True,2,tertiary,40,95.638,"LINESTRING (-77.0062896 -12.1119763, -77.0070525 -12.1120251, -77.00708179999999 -12.112027, -77.0071674 -12.1120325)",Auxiliar Avenida Angamos Este,,,,,
2329670874,2329670857,0,224134337,False,,residential,40,16.222,"LINESTRING (-77.0063018 -12.1118309, -77.0062954 -12.1119069, -77.0062896 -12.1119763)",Calle Emilio Harth Terré,,,,,
2329670874,2329670877,0,224134337,False,,residential,40,294.287,"LINESTRING (-77.0063018 -12.1118309, -77.0063743 -12.1108538, -77.006377 -12.1108211, -77.00650039999999 -12.1093296, -77.0065068 -12.109192)",Calle Emilio Harth Terré,,,,,
2329670874,3903819427,0,387038862,False,,residential,,20.985,"LINESTRING (-77.0063018 -12.1118309, -77.00621769999999 -12.1117415, -77.0061936 -12.1116785)",Emilio Harth Terre,,,,,
2329670877,2329670874,0,224134337,False,,residential,40,294.28700000000003,"LINESTRING (-77.0065068 -12.109192, -77.00650039999999 -12.1093296, -77.006377 -12.1108211, -77.0063743 -12.1108538, -77.0063018 -12.1118309)",Calle Emilio Harth Terré,,,,,
2329670877,6129101588,0,1190121758,False,,residential,40,7.394,"LINESTRING (-77.0065068 -12.109192, -77.0065082 -12.1091771, -77.00651190000001 -12.1091389, -77.0065132 -12.1091258)",Calle Emilio Harth Terré,,,,,
2329670877,6277866193,0,"[1190121760, 430202594]",True,2,tertiary,40,46.736000000000004,"LINESTRING (-77.0065068 -12.109192, -77.0063474 -12.1091834, -77.0062671 -12.1092043, -77.0061204 -12.1093179)",Avenida Ricardo Malachowsky,,,,,
2383679233,2990124459,0,35069059,True,2,primary,60,82.621,"LINESTRING (-76.9958596 -12.0865083, -76.9961958 -12.086484, -76.99639430000001 -12.0864834, -76.99656040000001 -12.0865081, -76.996616 -12.0865164)",Avenida Javier Prado Este,,,,,
2383679233,2383679240,0,229824269,False,,residential,,114.126,"LINESTRING (-76.9958596 -12.0865083, -76.9958488 -12.0864398, -76.99588489999999 -12.0861985, -76.9959815 -12.0854916)",Calle Estremadoyro,,,,,
2383679236,2383679238,0,438032567,True,2,secondary,60,14.871,"LINESTRING (-76.99696489999999 -12.0849423, -76.9969449 -12.0850746)",Avenida San Luis,,,,,
2383679238,392152327,0,42339157,True,2,tertiary,55,14.027,"LINESTRING (-76.9969449 -12.0850746, -76.9968174 -12.0850554)",Avenida Julio Bailetti,,,,,
2383679238,392152681,0,438032567,True,2,secondary,60,87.096,"LINESTRING (-76.9969449 -12.0850746, -76.99683400000001 -12.0857758, -76.9968227 -12.0858487)",Avenida San Luis,,,,,
2383679240,528538687,0,229824269,False,,residential,,60.552,"LINESTRING (-76.9959815 -12.0854916, -76.996067 -12.0849535)",Calle Estremadoyro,,,,,
2383679240,791159911,0,42339758,False,,residential,,125.754,"LINESTRING (-76.9959815 -12.0854916, -76.9956689 -12.085449, -76.99486570000001 -12.0853396, -76.99483600000001 -12.0853356)",Jirón Enrique Pallardelle,,,,,
2383679240,2383679233,0,229824269,False,,residential,,114.126,"LINESTRING (-76.9959815 -12.0854916, -76.99588489999999 -12.0861985, -76.9958488 -12.0864398, -76.9958596 -12.0865083)",Calle Estremadoyro,,,,,
2840596713,315562653,0,279876631,True,5,motorway,90,141.08,"LINESTRING (-76.9832692 -12.0849263, -76.984566 -12.0849684)",Avenida Javier Prado Este,,,,,
2840658985,392152679,0,279881627,True,1,secondary_link,30,44.29,"LINESTRING (-76.9976309 -12.0827633, -76.9975305 -12.0827423, -76.9974292 -12.082758, -76.9973689 -12.0827874, -76.99731749999999 -12.08283, -76.9972781 -12.0828834)",,,,,,
2840658985,1841300535,0,285061743,True,3,secondary,50,40.217,"LINESTRING (-76.9976309 -12.0827633, -76.99747360000001 -12.0826568, -76.99738670000001 -12.0826008, -76.9973255 -12.0825593)",Avenida Canadá,,,,,
2972496838,1673695381,0,154912039,True,1,motorway_link,50,36.983,"LINESTRING (-76.98313760000001 -12.1029222, -76.98311390000001 -12.1031917, -76.98311030000001 -12.1032537)",,,,,,
2972496838,1673695327,0,154912045,True,1,motorway_link,50,26.309,"LINESTRING (-76.98313760000001 -12.1029222, -76.98308729999999 -12.1029228, -76.9830127 -12.1029317, -76.98289629999999 -12.1029369)",,,,,,
2990124458,791160207,0,330969047,True,2,primary,60,140.62699999999998,"LINESTRING (-76.9967353 -12.0865309, -76.9968081 -12.0865406, -76.9969739 -12.0865628, -76.99700799999999 -12.0865691, -76.9970522 -12.0865793, -76.997117 -12.0865977, -76.9972205 -12.0866211, -76.997303 -12.0866465, -76.99736230000001 -12.0866695, -76.997461 -12.0867192, -76.9977683 -12.0868873, -76.99792720000001 -12.0869805)",Avenida Javier Prado Este,,,,,
2990124458,411307550,0,"[35069061, 35069062, 438032567]",True,"['3', '2']",secondary,"['40', '60']",56.485,"LINESTRING (-76.9967353 -12.0865309, -76.9967261 -12.0865947, -76.9966719 -12.0869495, -76.9966592 -12.0870334)",Avenida San Luis,yes,,,,
2990124459,2990124458,0,330969047,True,2,primary,60,13.071,"LINESTRING (-76.996616 -12.0865164, -76.9967353 -12.0865309)",Avenida Javier Prado Este,,,,,
2990124459,4267524448,0,330969048,True,2,secondary,60,76.465,"LINESTRING (-76.996616 -12.0865164, -76.9966293 -12.0864306, -76.9966999 -12.0858337)",Avenida San Luis,,,,,
2990124465,1825885297,0,"[438660964, 328626190]",True,4,motorway,"['85', '60']",481.911,"LINESTRING (-76.99275729999999 -12.0866727, -76.9908362 -12.0864088, -76.98836919999999 -12.0860631)",Avenida Javier Prado Este,,,,,
2990124469,416960534,0,328626052,True,2,primary,60,183.294,"LINESTRING (-76.99553179999999 -12.0871794, -76.993865 -12.0869328)",Avenida Javier Prado Este,,,,,
2990124469,2990124465,0,295300540,True,1,motorway_link,60,307.38100000000003,"LINESTRING (-76.99553179999999 -12.0871794, -76.9952644 -12.0870909, -76.9939406 -12.0868747, -76.9930909 -12.0867554, -76.99275729999999 -12.0866727)",,,,,,
2990150872,471579768,0,1025935727,True,1,motorway_link,60,18.363,"LINESTRING (-76.9865089 -12.0852697, -76.9866634 -12.0853364)",Salida 5A,,,,,
2990150875,2990150872,0,295305562,True,1,motorway_link,30,158.371,"LINESTRING (-76.98510810000001 -12.0850109, -76.9854 -12.0849903, -76.9855039 -12.0849981, -76.98558509999999 -12.0850172, -76.985815 -12.0851003, -76.9859156 -12.0851367, -76.9863264 -12.0852853, -76.9863837 -12.0852935, -76.9864189 -12.0852909, -76.9865089 -12.0852697)",,,,,,
2990150875,471579766,0,438660963,True,4,motorway,90,375.161,"LINESTRING (-76.98510810000001 -12.0850109, -76.9853341 -12.0850499, -76.9858084 -12.0852098, -76.98631 -12.0853855, -76.986707 -12.0855272, -76.9870047 -12.0856059, -76.9872541 -12.0856662, -76.9875116 -12.0857213, -76.9878389 -12.0857763, -76.98843290000001 -12.0858764)",Avenida Javier Prado Este,,,,,
3014901405,3649272055,0,161985532,True,,residential,40,89.419,"LINESTRING (-76.9835878 -12.1086698, -76.98364530000001 -12.1078676)",Jirón Alfredo Galeón,,,,,
3191627303,485618183,0,40268776,True,,residential,50,65.28,"LINESTRING (-77.000547 -12.0885313, -76.9999526 -12.0884486)",Jirón Tiziano,,,,,
3191627303,3191635855,0,426868445,False,,residential,,144.423,"LINESTRING (-77.000547 -12.0885313, -77.000398 -12.0896556, -77.00037039999999 -12.0898185)",Jirón Donatello,,,,,
3191635855,485628353,0,313255518,False,,residential,,60.755,"LINESTRING (-77.00037039999999 -12.0898185, -77.00092359999999 -12.0898955)",Calle Botticelli Sandro,,,,,
3191635855,485626003,0,426868445,False,,residential,,71.633,"LINESTRING (-77.00037039999999 -12.0898185, -77.0002662 -12.0904546)",Jirón Donatello,,,,,
3191635855,3191627303,0,426868445,False,,residential,,144.423,"LINESTRING (-77.00037039999999 -12.0898185, -77.000398 -12.0896556, -77.000547 -12.0885313)",Jirón Donatello,,,,,
3352889093,3352889094,0,328460796,False,,residential,,70.523,"LINESTRING (-77.004301 -12.0944804, -77.00432480000001 -12.0951142)",Calle Luini,,,,,
3352889093,391038143,0,34113660,True,3,secondary,40,170.14999999999998,"LINESTRING (-77.004301 -12.0944804, -77.0041507 -12.094488, -77.0037114 -12.0945017, -77.0028995 -12.0945123, -77.0028329 -12.0945132, -77.00273660000001 -12.0945156)",Avenida San Borja Norte,,,,,
3352889094,3352889093,0,328460796,False,,residential,,70.523,"LINESTRING (-77.00432480000001 -12.0951142, -77.004301 -12.0944804)",Calle Luini,,,,,
3352889094,412554377,0,426862811,True,,residential,40,97.137,"LINESTRING (-77.00432480000001 -12.0951142, -77.0045471 -12.0951052, -77.0048582 -12.0951104, -77.00521759999999 -12.0951262)",Jirón Pedro López de Ayala,,,,,
3627410901,416953771,0,357515770,False,,residential,,68.767,"LINESTRING (-76.98825220000001 -12.0875255, -76.98843239999999 -12.0881183)",Calle Gerard,,,,,
3627410901,416958409,0,35580659,False,2,residential,30,119.14699999999999,"LINESTRING (-76.98825220000001 -12.0875255, -76.9881413 -12.0875279, -76.9880204 -12.0874919, -76.9878664 -12.087405, -76.9877108 -12.0871846, -76.98764009999999 -12.0869984, -76.9876247 -12.0867998)",Jirón Los Sauces,,,,,
3627410901,416958404,0,35580659,False,2,residential,30,137.216,"LINESTRING (-76.98825220000001 -12.0875255, -76.9887185 -12.0874056, -76.9890175 -12.0873263, -76.9891391 -12.0872752, -76.9892431 -12.0871519, -76.9892723 -12.0870306, -76.9892827 -12.086986)",Jirón Los Sauces,,,,,
3627410928,416965934,0,35581016,False,2,residential,30,41.982,"LINESTRING (-76.98238929999999 -12.0937044, -76.98210539999999 -12.0939603)",Jirón 2,,,,,
3627410928,416965924,0,35581016,False,2,residential,30,44.761,"LINESTRING (-76.98238929999999 -12.0937044, -76.9826789 -12.0934183)",Jirón 2,,,,,
3627410928,416966018,0,357515781,False,,residential,30,31.147000000000002,"LINESTRING (-76.98238929999999 -12.0937044, -76.982309 -12.0937288, -76.9822552 -12.0937225, -76.9822166 -12.0937015, -76.9821886 -12.0936637, -76.9821441 -12.09363)",,,,,,
3627418982,417247888,0,357516684,False,,residential,30,74.242,"LINESTRING (-76.98799529999999 -12.0946608, -76.9873477 -12.0948725)",Talavera,,,,,
3627418982,417247859,0,909188384,True,2,tertiary,40,203.49499999999998,"LINESTRING (-76.98799529999999 -12.0946608, -76.9879739 -12.0945973, -76.9879427 -12.0945123, -76.9878235 -12.094222, -76.9876646 -12.0940065, -76.98751009999999 -12.0938218, -76.9872955 -12.093612, -76.98713239999999 -12.093419, -76.9869951 -12.0932343, -76.9869446 -12.0931709)",Jirón Paseo del Bosque,,,,,
3627429731,417247888,0,35600644,False,,residential,30,57.21,"LINESTRING (-76.9875201 -12.0953586, -76.9873477 -12.0948725)",Eduardo Ford,,,,,
3627429731,417247889,0,35600644,False,,residential,30,114.47099999999999,"LINESTRING (-76.9875201 -12.0953586, -76.9877906 -12.0961393, -76.987835 -12.0962573, -76.98786680000001 -12.0963304)",Eduardo Ford,,,,,
3627429731,4510748506,0,"[357517531, 987930859]",False,,residential,30,102.785,"LINESTRING (-76.9875201 -12.0953586, -76.9870786 -12.0955144, -76.9870579 -12.0955336, -76.98704170000001 -12.0955642, -76.9870296 -12.0958622, -76.9870336 -12.095894, -76.9870627 -12.095961)","['Calle 32', 'Calle Leonard Bernstein']",,,,,
3627437019,1273609388,0,34113731,True,2,secondary,50,232.616,"LINESTRING (-76.979851 -12.1088881, -76.9798395 -12.1088402, -76.9798164 -12.1087566, -76.97979170000001 -12.1086697, -76.9797403 -12.108448, -76.9796822 -12.1081203, -76.97966529999999 -12.1080253, -76.97964330000001 -12.1077054, -76.979636 -12.1075872, -76.9796343 -12.107484, -76.9796436 -12.1071258, -76.97965689999999 -12.1069681, -76.9796721 -12.106818)",Avenida Buena Vista,,,,,
3627437019,3627437020,0,357518314,False,,residential,30,106.952,"LINESTRING (-76.979851 -12.1088881, -76.9793902 -12.1090705, -76.97900509999999 -12.1091921, -76.9789253 -12.1092102)",Calle Vicente Morales Duarez,,,,,
3627437020,3627437019,0,357518314,False,,residential,30,106.952,"LINESTRING (-76.9789253 -12.1092102, -76.97900509999999 -12.1091921, -76.9793902 -12.1090705, -76.979851 -12.1088881)",Calle Vicente Morales Duarez,,,,,
3627437020,316073153,0,416298596,True,2,motorway_link,40,189.556,"LINESTRING (-76.9789253 -12.1092102, -76.97901280000001 -12.1093434, -76.97932520000001 -12.1097917, -76.979483 -12.110051, -76.9795318 -12.110101, -76.9795833 -12.1101235, -76.9795962 -12.1101292, -76.9798 -12.1101525, -76.9798747 -12.1101611, -76.9801691 -12.1101958)",,,,,,
3627443194,1273928963,0,357518865,False,,residential,30,102.183,"LINESTRING (-76.98558319999999 -12.1105353, -76.9856545 -12.109619)",Calle Matamoros,,,,,
3627443194,4365330945,0,438884695,True,2,secondary,,137.578,"LINESTRING (-76.98558319999999 -12.1105353, -76.9868446 -12.110634)",Avenida Primavera,,,,,
3627448181,1623188249,0,338760202,False,2,tertiary,40,204.84900000000002,"LINESTRING (-76.9927814 -12.1098775, -76.99248350000001 -12.1092847, -76.9921956 -12.1087557, -76.99194660000001 -12.1082725, -76.9919275 -12.1082355)",Paseo del Bosque,,,,,
3627448181,1621913521,0,357519716,False,,residential,,55.266,"LINESTRING (-76.9927814 -12.1098775, -76.9924316 -12.1100632, -76.9923766 -12.1100776, -76.99232360000001 -12.1100836)",Jirón Trinidad,,,,,
3627448184,392148942,0,149334031,False,,residential,,41.401,"LINESTRING (-76.99341389999999 -12.1104026, -76.99306780000001 -12.1105579)",Calle Palermo,,,,,
3627448184,4808012582,0,34188387,True,2,secondary,50,288.047,"LINESTRING (-76.99341389999999 -12.1104026, -76.9933887 -12.110343, -76.99300770000001 -12.1094395, -76.9928656 -12.1091027, -76.9926306 -12.1085456, -76.9924315 -12.1080758, -76.9924216 -12.1080502, -76.99240380000001 -12.1080078)",Avenida San Luis,,,,,
3627452922,4267410214,0,357520063,False,,residential,,50.011,"LINESTRING (-76.9915045 -12.1084143, -76.9919132 -12.1082079)",Calle Melissa,,,,,
3627452922,1621913521,0,111881352,True,,residential,,205.885,"LINESTRING (-76.9915045 -12.1084143, -76.99183240000001 -12.1090814, -76.9920948 -12.1096154, -76.992276 -12.1099767, -76.99232360000001 -12.1100836)",Calle Venecia,,,,,
3627735595,1273716589,0,394514533,True,2,tertiary,40,119.43100000000001,"LINESTRING (-76.99157270000001 -12.1063841, -76.99131319999999 -12.1058786, -76.99108990000001 -12.1054194)",Avenida Boulevard de Surco,,,,,
3627759397,392152318,0,1092461814,False,,residential,40,124.95,"LINESTRING (-76.9936651 -12.0988653, -76.9948143 -12.0988575)",Jirón Ludwing Van Beethoven,,,,,
3627759397,10019161820,0,1092461816,True,,residential,,32.349000000000004,"LINESTRING (-76.9936651 -12.0988653, -76.9934937 -12.0988963, -76.9933735 -12.0989228)",Jirón Ludwing Van Beethoven,,,,,
3627759425,4459572497,0,357549697,False,,living_street,,60.477,"LINESTRING (-76.9924238 -12.097628, -76.99298 -12.0976343)",,,,,,
3627759425,417248114,0,426864623,False,,residential,40,28.668,"LINESTRING (-76.9924238 -12.097628, -76.9924266 -12.0973702)",Jirón Fray Angélico,,,,,
3627759425,417248119,0,426864623,False,,residential,40,60.43300000000001,"LINESTRING (-76.9924238 -12.097628, -76.99243629999999 -12.0981497, -76.9924292 -12.0981702)",Jirón Fray Angélico,,,,,
3627823286,416951543,0,328626052,True,2,primary,60,191.683,"LINESTRING (-76.9927481 -12.0867785, -76.9926035 -12.0867599, -76.992423 -12.0867335, -76.99214739999999 -12.0866954, -76.99161909999999 -12.0866216, -76.9910028 -12.0865354)",Avenida Javier Prado Este,,,,,
3627823286,3627823287,0,357556786,True,,residential,20,70.122,"LINESTRING (-76.9927481 -12.0867785, -76.9927011 -12.087047, -76.9926507 -12.0873278, -76.9926418 -12.0874004)",,,,,,
3627823287,416953744,0,35580458,True,,residential,40,59.675,"LINESTRING (-76.9926418 -12.0874004, -76.99293249999999 -12.0874352, -76.9931857 -12.0874719)",Jirón Van Gogh,,,,,
3628169187,9890770905,0,1078923858,False,,residential,,46.427,"LINESTRING (-77.0002229 -12.110548, -77.00014880000001 -12.1105429, -76.9999364 -12.1105283, -76.99979690000001 -12.1105189)",Pasaje B-2,,,,,
3628169187,4351533376,0,1204059557,True,2,primary,55,100.51299999999999,"LINESTRING (-77.0002229 -12.110548, -77.0002815 -12.110155, -77.00032469999999 -12.109859, -77.0003547 -12.1096533)",Avenida Aviación,,,,,
3628169497,417252566,0,35601188,False,2,residential,,69.157,"LINESTRING (-76.99941370000001 -12.1086949, -76.99939879999999 -12.1089584, -76.99936959999999 -12.1093153)",Calle Alfa,,,,,
3628169497,417252565,0,35601188,False,2,residential,,56.14,"LINESTRING (-76.99941370000001 -12.1086949, -76.99941579999999 -12.1086431, -76.9994332 -12.1083517, -76.99943589999999 -12.1082827, -76.9994421 -12.1081908)",Calle Alfa,,,,,
3628169497,9890779746,0,357595812,False,,residential,,34.263000000000005,"LINESTRING (-76.99941370000001 -12.1086949, -76.9994957 -12.1086987, -76.99963649999999 -12.1087053, -76.9997285 -12.1087093)",Pasaje A-2,,,,,
3628169514,417252565,0,35601188,False,2,residential,,84.84,"LINESTRING (-76.9995081 -12.1074306, -76.99948929999999 -12.1076518, -76.99946780000001 -12.1079043, -76.99945030000001 -12.1080714, -76.9994421 -12.1081908)",Calle Alfa,,,,,
3628169514,417252136,0,35601188,False,2,residential,,44.134,"LINESTRING (-76.9995081 -12.1074306, -76.9995352 -12.1070832, -76.9995407 -12.107035)",Calle Alfa,,,,,
3628169514,9890779737,0,357595817,False,,residential,,33.432,"LINESTRING (-76.9995081 -12.1074306, -76.9995799 -12.1074347, -76.9997355 -12.1074451, -76.999815 -12.1074492)",Pasaje A-1,,,,,
3628169544,417252570,0,35601196,False,,residential,,69.535,"LINESTRING (-76.9984315 -12.1098663, -76.99842219999999 -12.1099436, -76.99839799999999 -12.1101532, -76.9983927 -12.1102491, -76.9983699 -12.1104886)",Beta,,,,,
3628169544,3628169593,0,35601196,False,,residential,,69.129,"LINESTRING (-76.9984315 -12.1098663, -76.998451 -12.1095445, -76.99845310000001 -12.1095085, -76.99846460000001 -12.1092657, -76.99846410000001 -12.1092455)",Beta,,,,,
3628169544,9890955660,0,357595829,False,,residential,,32.929,"LINESTRING (-76.9984315 -12.1098663, -76.9984881 -12.1098689, -76.9986495 -12.1098762, -76.99873409999999 -12.109879)",,,,,,
3628169549,4351474149,0,357595830,True,2,secondary,40,13.724,"LINESTRING (-76.99864220000001 -12.1114553, -76.998768 -12.1114655)",Auxiliar Avenida Angamos Este,,,,,
3628169549,4351672998,0,357595833,False,,residential,,9.45,"LINESTRING (-76.99864220000001 -12.1114553, -76.998644 -12.1114043, -76.9986461 -12.1113704)",Pasaje F-4,,,,,
3628169582,417252571,0,35601195,False,,residential,,69.76599999999999,"LINESTRING (-76.9974938 -12.1098055, -76.99748820000001 -12.1098517, -76.99747120000001 -12.11011, -76.99745 -12.1104314)",Delta,,,,,
3628169582,3628181708,0,35601195,False,,residential,,69.02300000000001,"LINESTRING (-76.9974938 -12.1098055, -76.99751139999999 -12.1094991, -76.9975128 -12.1094786, -76.9975156 -12.1094407, -76.99752789999999 -12.1092484, -76.99753200000001 -12.1091859)",Delta,,,,,
3628169582,9890949985,0,357595844,False,,residential,,37.645,"LINESTRING (-76.9974938 -12.1098055, -76.9975781 -12.1098101, -76.99773690000001 -12.1098189, -76.99783960000001 -12.1098226)",,,,,,
3628169593,3628169544,0,35601196,False,,residential,,69.12899999999999,"LINESTRING (-76.99846410000001 -12.1092455, -76.99846460000001 -12.1092657, -76.99845310000001 -12.1095085, -76.998451 -12.1095445, -76.9984315 -12.1098663)",Beta,,,,,
3628169593,417252586,0,35601196,False,,residential,,68.783,"LINESTRING (-76.99846410000001 -12.1092455, -76.9984745 -12.1090892, -76.9984856 -12.1088899, -76.99849949999999 -12.1086279)",Beta,,,,,
3628169593,9890949992,0,357595848,False,,residential,,36.791,"LINESTRING (-76.99846410000001 -12.1092455, -76.9983939 -12.1092436, -76.99822450000001 -12.109239, -76.99812590000001 -12.1092345)",,,,,,
3628169609,3628181708,0,35601195,False,,residential,,68.77000000000001,"LINESTRING (-76.9975754 -12.1085689, -76.99755469999999 -12.108842, -76.9975419 -12.1090354, -76.99753200000001 -12.1091859)",Delta,,,,,
3628169609,417252582,0,35601195,False,,residential,,56.22,"LINESTRING (-76.9975754 -12.1085689, -76.99757769999999 -12.1085308, -76.99760620000001 -12.1080642)",Delta,,,,,
3628169609,9890949938,0,357595857,False,,residential,,37.396,"LINESTRING (-76.9975754 -12.1085689, -76.9976449 -12.1085727, -76.9978203 -12.108582, -76.9979187 -12.1085894)",,,,,,
3628181702,417252102,0,35601191,False,2,tertiary,50,64.035,"LINESTRING (-76.9967049 -12.1085007, -76.9970367 -12.1080249)",Avenida Geminis,,,,,
3628181702,417252574,0,35601191,False,2,tertiary,50,19.212000000000003,"LINESTRING (-76.9967049 -12.1085007, -76.9966531 -12.1085567, -76.9965914 -12.108633)",Avenida Geminis,,,,,
3628181702,9890962282,0,357597944,False,,residential,,33.78,"LINESTRING (-76.9967049 -12.1085007, -76.9967661 -12.108506, -76.9969076 -12.1085183, -76.9970141 -12.1085303)",Pasaje E-1,,,,,
3628181708,3628169582,0,35601195,False,,residential,,69.023,"LINESTRING (-76.99753200000001 -12.1091859, -76.99752789999999 -12.1092484, -76.9975156 -12.1094407, -76.9975128 -12.1094786, -76.99751139999999 -12.1094991, -76.9974938 -12.1098055)",Delta,,,,,
3628181708,3628169609,0,35601195,False,,residential,,68.77000000000001,"LINESTRING (-76.99753200000001 -12.1091859, -76.9975419 -12.1090354, -76.99755469999999 -12.108842, -76.9975754 -12.1085689)",Delta,,,,,
3628181708,9890962298,0,357597946,False,,residential,,34.785,"LINESTRING (-76.99753200000001 -12.1091859, -76.99746879999999 -12.1091817, -76.9973079 -12.109171, -76.9972126 -12.1091689)",,,,,,
3628181742,3628219077,0,35601190,False,,residential,,30.273,"LINESTRING (-76.9965945 -12.1097503, -76.99656299999999 -12.1100208)",Calle Epsilon,,,,,
3628181742,1273459387,0,35601190,False,,residential,,100.58300000000001,"LINESTRING (-76.9965945 -12.1097503, -76.99660299999999 -12.1095973, -76.9966172 -12.1094183, -76.9966233 -12.1093357, -76.996623 -12.1092925, -76.9966143 -12.1092503, -76.99660160000001 -12.1092191, -76.99658030000001 -12.1091801, -76.9965521 -12.1091417, -76.99652709999999 -12.109115, -76.9963374 -12.1089604)",Calle Epsilon,,,,,
3628181742,9890972034,0,357597956,False,,residential,,35.234,"LINESTRING (-76.9965945 -12.1097503, -76.9966573 -12.1097547, -76.9968313 -12.1097669, -76.9969176 -12.1097747)",,,,,,
3628219077,3628181742,0,35601190,False,,residential,,30.273,"LINESTRING (-76.99656299999999 -12.1100208, -76.9965945 -12.1097503)",Calle Epsilon,,,,,
3628219077,417252572,0,35601190,False,,residential,,38.841,"LINESTRING (-76.99656299999999 -12.1100208, -76.9965373 -12.1103692)",Calle Epsilon,,,,,
3628219077,9890979175,0,357605156,False,,residential,,37.626,"LINESTRING (-76.99656299999999 -12.1100208, -76.9964942 -12.1100151, -76.9963017 -12.1099989, -76.9962182 -12.1099917)",,,,,,
3628219078,417252576,0,438891268,False,2,tertiary,40,64.281,"LINESTRING (-76.99535419999999 -12.1100558, -76.9949627 -12.110489)",Avenida Geminis,,,,,
3628219078,9890979158,0,357605158,False,2,residential,,37.951,"LINESTRING (-76.99535419999999 -12.1100558, -76.99538029999999 -12.1100931, -76.9953933 -12.1101097, -76.9954125 -12.1101265, -76.9954912 -12.1101841, -76.9955688 -12.1102131, -76.99564220000001 -12.1102245)",Pasaje H1,,,,,
3628219078,417251137,0,438891268,False,2,tertiary,40,126.668,"LINESTRING (-76.99535419999999 -12.1100558, -76.99557110000001 -12.1098142, -76.9961227 -12.1091996)",Avenida Geminis,,,,,
3628219079,4042528361,0,401846121,True,3,secondary,40,27.952,"LINESTRING (-76.99582700000001 -12.111254, -76.99608360000001 -12.1112697)",Auxiliar Avenida Angamos Este,,,,,
3628219079,9890979163,0,357605160,False,,residential,,41.858999999999995,"LINESTRING (-76.99582700000001 -12.111254, -76.9958331 -12.1111752, -76.99584659999999 -12.1110005, -76.9958491 -12.1109679, -76.99585810000001 -12.1108788)",Pasaje H-2,,,,,
3630203630,3630222472,0,761868134,True,,residential,40,22.117,"LINESTRING (-77.000917 -12.1057999, -77.00112 -12.1058128)",Jirón Stravinsky,,,,,
3630203630,417251208,0,314787097,True,2,primary,55,65.86600000000001,"LINESTRING (-77.000917 -12.1057999, -77.000927 -12.1057316, -77.0009573 -12.1055242, -77.0009898 -12.1053013, -77.0009948 -12.1052626, -77.00100260000001 -12.1052135)",Avenida Aviación,,,,,
3630204829,3630204830,0,357944934,False,,residential,,62.845,"LINESTRING (-76.9926746 -12.1058306, -76.9931615 -12.1061352)",Calle Ramon Cerdaira,,,,,
