source;amenity;wazeinfo0800_km;wazeinfo1400_minutes;wazeinfo1400_km;wazeinfo0800_minutes;tiempoponderado30kmh
31035346;police;0.6219999999999999;1.5666666666666669;0.6219999999999999;1.55;1.2439999999999998
31035346;school;0.464;1.1833333333333331;0.464;1.1833333333333331;0.928
31035346;university;1.344;3.25;1.344;3.1333333333333337;2.688
31035457;bank;1.4249999999999998;10.266666666666667;1.4229999999999998;10.033333333333337;2.85
31035457;courthouse;1.8289999999999984;11.483333333333334;1.8299999999999987;11.300000000000002;3.657999999999997
31035457;hospital;1.956;11.383333333333335;1.956;10.533333333333337;3.912
31035457;police;1.585;10.500000000000002;1.5830000000000002;10.4;3.17
31035457;school;0.394;8.066666666666666;0.394;7.366666666666666;0.7879999999999999
31035457;university;1.959;11.383333333333335;1.959;10.533333333333337;3.918
31035512;bank;0.444;1.4166666666666667;0.444;1.3833333333333333;0.888
31035512;courthouse;0.8480000000000001;2.8666666666666667;0.8510000000000001;2.65;1.6960000000000002
31035512;hospital;1.5;3.433333333333333;1.4980000000000002;3.9166666666666674;3.0
31035512;police;0.177;0.75;0.177;0.7166666666666667;0.354
31035512;school;0.387;1.3666666666666667;0.387;1.3833333333333333;0.774
31035512;university;1.5030000000000001;3.433333333333333;1.501;3.333333333333333;3.0060000000000002
31035540;bank;0.102;0.13333333333333333;0.102;0.13333333333333333;0.204
31035540;courthouse;0.5060000000000001;1.5833333333333333;0.5090000000000001;1.4;1.0120000000000002
31035540;hospital;1.6190000000000002;4.083333333333334;1.6170000000000002;4.400000000000001;3.2380000000000004
31035540;police;0.4420000000000001;1.1666666666666667;0.4450000000000001;1.0333333333333334;0.8840000000000001
31035540;school;0.1;0.13333333333333333;0.1;0.13333333333333333;0.2
31035540;university;1.3200000000000005;2.4000000000000004;1.3210000000000002;2.083333333333333;2.640000000000001
31035541;bank;0.001;0.0;0.001;0.0;0.002
31035541;courthouse;0.4050000000000001;1.45;0.4080000000000001;1.2666666666666666;0.8100000000000002
31035541;hospital;1.516;3.95;1.5140000000000002;4.266666666666668;3.032
31035541;police;0.341;1.0333333333333334;0.34400000000000003;0.9;0.682
31035541;school;0.003;0.0;0.003;0.0;0.006
31035541;university;1.2190000000000003;2.2666666666666666;1.2200000000000002;1.95;2.4380000000000006
31035556;bank;0.422;1.1166666666666667;0.422;0.8666666666666667;0.8440000000000001
31035556;courthouse;0.4440000000000001;1.2333333333333334;0.4470000000000001;1.2999999999999998;0.8880000000000002
31035556;hospital;1.5879999999999996;4.4833333333333325;1.5909999999999995;5.049999999999999;3.1759999999999997
31035556;police;0.3800000000000001;0.8166666666666667;0.3830000000000001;0.9333333333333332;0.7600000000000001
31035556;school;0.078;0.31666666666666665;0.078;0.25;0.156
31035556;university;0.946;1.15;0.946;1.0833333333333337;1.892
31035563;bank;0.425;1.1166666666666667;0.425;0.8666666666666667;0.8500000000000001
31035563;courthouse;0.4470000000000001;1.2333333333333334;0.4500000000000001;1.2999999999999998;0.8940000000000002
31035563;hospital;1.5909999999999995;4.4833333333333325;1.5939999999999996;5.049999999999999;3.1819999999999995
31035563;police;0.3830000000000001;0.8166666666666667;0.3860000000000001;0.9333333333333332;0.7660000000000001
31035563;school;0.075;0.31666666666666665;0.075;0.25;0.15
31035563;university;0.9490000000000001;1.15;0.9490000000000001;1.0833333333333337;1.8980000000000001
31035567;bank;0.196;0.6666666666666667;0.196;0.4166666666666667;0.392
31035567;courthouse;0.21800000000000005;0.7833333333333334;0.22100000000000009;0.8500000000000001;0.4360000000000001
31035567;hospital;1.3619999999999997;4.033333333333333;1.3649999999999995;4.599999999999999;2.7239999999999998
31035567;police;0.15400000000000005;0.36666666666666653;0.15700000000000006;0.4833333333333333;0.30800000000000005
31035567;school;0.005;0.0;0.005;0.0;0.01
31035567;university;1.032;1.6;1.033;1.5333333333333334;2.064
31035569;bank;1.2739999999999998;2.1666666666666665;1.2739999999999998;1.85;2.548
31035569;courthouse;1.295999999999999;2.2833333333333337;1.298999999999999;2.283333333333333;2.591999999999998
31035569;hospital;2.4399999999999977;5.533333333333332;2.4429999999999983;6.033333333333332;4.8799999999999955
31035569;police;1.2319999999999995;1.8666666666666667;1.2349999999999997;1.9166666666666667;2.463999999999999
31035569;school;0.0;0.0;0.0;0.0;0.0
31035569;university;0.132;0.13333333333333333;0.132;0.13333333333333333;0.264
31035570;bank;1.2479999999999998;2.1666666666666665;1.2479999999999998;1.85;2.496
31035570;courthouse;1.269999999999999;2.2833333333333337;1.272999999999999;2.283333333333333;2.539999999999998
31035570;hospital;2.413999999999998;5.533333333333332;2.416999999999998;6.033333333333332;4.827999999999996
31035570;police;1.2059999999999995;1.8666666666666667;1.2089999999999996;1.9166666666666667;2.411999999999999
31035570;school;0.006;0.016666666666666666;0.006;0.016666666666666666;0.012
31035570;university;0.12;0.1;0.12;0.1;0.24
31035623;bank;1.042;2.2;1.04;2.666666666666667;2.084
31035623;courthouse;1.4459999999999988;3.4166666666666665;1.4469999999999992;3.9333333333333336;2.8919999999999977
31035623;hospital;1.5730000000000002;3.3166666666666664;1.5730000000000002;3.166666666666667;3.1460000000000012
31035623;police;1.2020000000000002;2.4333333333333336;1.2000000000000002;3.0333333333333337;2.4040000000000004
31035623;school;0.011;0.0;0.011;0.0;0.022
31035623;university;1.5759999999999998;3.3166666666666664;1.5759999999999998;3.166666666666667;3.1520000000000006
31035641;bank;0.051;0.19999999999999996;0.051;0.2333333333333333;0.102
31035641;police;0.07400000000000001;0.23333333333333325;0.07400000000000001;0.26666666666666666;0.14800000000000002
31035641;school;0.06000000000000001;0.2166666666666666;0.06000000000000001;0.25;0.12
31035691;bank;0.009000000000000001;0.016666666666666666;0.009000000000000001;0.016666666666666666;0.018000000000000002
31035691;police;0.032;0.05;0.032;0.05;0.064
31035691;school;0.0;0.0;0.0;0.0;0.0
31035704;bank;0.0;0.0;0.0;0.0;0.0
31035704;police;0.023;0.03333333333333333;0.023;0.03333333333333333;0.046
31035704;school;0.009000000000000001;0.016666666666666666;0.009000000000000001;0.016666666666666666;0.018000000000000002
31035745;bank;0.060999999999999985;0.5166666666666667;0.060999999999999985;0.5833333333333334;0.12199999999999997
31035745;school;0.005;0.0;0.005;0.0;0.01
31035746;bank;0.057;0.5166666666666667;0.057;0.5833333333333334;0.114
31035746;school;0.001;0.0;0.001;0.0;0.002
31036025;bank;0.208;0.4;0.208;0.4;0.416
31036025;police;0.002;0.0;0.002;0.0;0.004
31036025;school;0.275;0.65;0.275;0.6333333333333334;0.55
31036029;bank;0.056;0.5166666666666667;0.056;0.5833333333333334;0.112
31036029;school;0.0;0.0;0.0;0.0;0.0
31036574;bank;0.43200000000000005;1.4999999999999998;0.43200000000000005;1.5333333333333334;0.8640000000000001
31036574;courthouse;0.7350000000000001;2.5166666666666666;0.7350000000000001;2.6500000000000004;1.4700000000000002
31036574;hospital;0.433;1.4999999999999998;0.433;1.65;0.866
31036574;police;0.004;0.0;0.004;0.0;0.008
31036574;school;0.43200000000000005;1.4999999999999998;0.43200000000000005;1.5333333333333334;0.8640000000000001
31036574;university;0.43200000000000005;1.4999999999999998;0.43200000000000005;1.65;0.8640000000000001
31036580;bank;0.402;1.15;0.402;1.4333333333333331;0.8039999999999999
31036580;hospital;1.045;2.5;1.045;2.5;2.09
31036580;school;0.039;0.06666666666666668;0.039;0.06666666666666668;0.078
31036639;school;0.0;0.0;0.0;0.0;0.0
31036719;bank;0.057;0.1;0.057;0.1;0.114
31036719;school;0.0;0.0;0.0;0.0;0.0
31036727;bank;4.064;10.033333333333337;2.6639999999999997;6.2;8.128
31036727;police;4.087;10.066666666666668;2.6870000000000003;6.2333333333333325;8.174
31036727;school;2.476;7.033333333333332;2.476;5.716666666666668;4.952
31040287;bank;1.806;4.1;1.806;4.6;3.612
31040287;school;0.044;0.1;0.044;0.1;0.08800000000000001
31040287;university;0.28500000000000003;0.4666666666666667;0.28500000000000003;0.4666666666666667;0.5700000000000001
31040298;bank;1.7759999999999998;4.0;1.7759999999999998;4.5;3.552
31040298;school;0.008;0.0;0.008;0.0;0.016
31040298;university;0.255;0.36666666666666653;0.255;0.36666666666666653;0.51
31040301;bank;0.171;0.31666666666666665;0.171;0.31666666666666665;0.342
31040301;school;0.0;0.0;0.0;0.0;0.0
31040304;bank;1.7759999999999998;4.0;1.7759999999999998;4.5;3.552
31040304;school;0.008;0.0;0.008;0.0;0.016
31040304;university;0.255;0.36666666666666653;0.255;0.36666666666666653;0.51
31040415;school;0.003;0.0;0.003;0.0;0.006
31041260;bank;0.131;0.25;0.131;0.24999999999999994;0.262
31041260;school;0.131;0.25;0.131;0.24999999999999994;0.262
31044239;school;0.002;0.0;0.002;0.016666666666666666;0.004
31044288;school;0.0;0.0;0.0;0.0;0.0
31044325;bank;0.0;0.0;0.0;0.0;0.0
31044325;school;0.001;0.0;0.001;0.0;0.002
31044331;bank;0.0;0.0;0.0;0.0;0.0
31044331;school;0.001;0.0;0.001;0.0;0.002
31044752;school;0.026;0.05;0.026;0.016666666666666666;0.052000000000000005
31044753;school;0.027000000000000003;0.016666666666666666;0.027000000000000003;0.016666666666666666;0.054000000000000006
31044758;school;0.039;0.05;0.039;0.05;0.078
31044893;school;0.04;0.05;0.04;0.05;0.08
31044958;school;0.015;0.016666666666666666;0.015;0.016666666666666666;0.03
31044959;school;0.023;0.03333333333333333;0.023;0.03333333333333333;0.046
31044994;school;0.017;0.13333333333333333;0.017;0.11666666666666667;0.034
31045172;bank;0.002;0.0;0.002;0.0;0.004
31045172;hospital;0.01;0.016666666666666666;0.01;0.016666666666666666;0.02
31045172;school;0.0;0.0;0.0;0.0;0.0
31045173;bank;0.013999999999999999;0.016666666666666666;0.013999999999999999;0.016666666666666666;0.027999999999999997
31045173;hospital;0.022000000000000002;0.03333333333333333;0.022000000000000002;0.03333333333333333;0.044000000000000004
31045173;school;0.012;0.016666666666666666;0.012;0.016666666666666666;0.024
31045190;bank;0.002;0.0;0.002;0.0;0.004
31045190;hospital;0.01;0.016666666666666666;0.01;0.016666666666666666;0.02
31045190;school;0.0;0.0;0.0;0.0;0.0
31069242;school;0.006;0.0;0.006;0.016666666666666666;0.012
31069245;hospital;0.496;0.55;0.496;0.55;0.992
31069245;school;0.0;0.0;0.0;0.0;0.0
31069252;school;0.0;0.0;0.0;0.0;0.0
31069256;bank;0.5960000000000001;0.9833333333333334;0.5960000000000001;1.2166666666666666;1.1920000000000002
31069256;police;5.167999999999999;22.98333333333333;5.915;17.433333333333334;10.335999999999999
31069256;school;0.07300000000000001;0.16666666666666666;0.07300000000000001;0.2;0.14600000000000002
31069256;university;0.536;0.95;0.536;1.1833333333333331;1.072
31069258;hospital;0.06;0.16666666666666666;0.06;0.16666666666666666;0.12
31069258;school;0.002;0.0;0.002;0.0;0.004
31069275;hospital;0.062;0.16666666666666666;0.062;0.16666666666666666;0.124
31069275;school;0.0;0.0;0.0;0.0;0.0
31069291;bank;0.4960000000000001;0.6833333333333333;0.4960000000000001;0.8833333333333335;0.9920000000000002
31069291;police;5.0680000000000005;22.68333333333333;5.815;17.099999999999998;10.136
31069291;school;0.151;0.3;0.151;0.5166666666666667;0.302
31069291;university;0.4360000000000001;0.6499999999999999;0.4360000000000001;0.8500000000000001;0.8720000000000001
31069321;school;0.0;0.0;0.0;0.0;0.0
31069450;hospital;0.001;0.0;0.001;0.0;0.002
31069450;police;0.001;0.0;0.001;0.0;0.002
31069450;school;0.001;0.0;0.001;0.0;0.002
31069494;hospital;0.005;0.0;0.005;0.0;0.01
31069494;police;0.005;0.0;0.005;0.0;0.01
31069494;school;0.0;0.0;0.0;0.0;0.0
31069495;hospital;0.003;0.0;0.003;0.0;0.006
31069495;police;0.003;0.0;0.003;0.0;0.006
31069495;school;0.002;0.0;0.002;0.0;0.004
31069505;hospital;0.001;0.0;0.001;0.0;0.002
31069505;police;0.001;0.0;0.001;0.0;0.002
31069505;school;0.001;0.0;0.001;0.0;0.002
31069553;bank;0.718;3.216666666666667;0.718;3.066666666666667;1.436
31069560;bank;0.11599999999999999;0.31666666666666665;0.11599999999999999;0.3333333333333333;0.23199999999999998
31069593;bank;0.0;0.0;0.0;0.0;0.0
31069595;bank;0.115;0.31666666666666665;0.115;0.3333333333333333;0.23
31069656;hospital;0.002;0.0;0.002;0.0;0.004
31069656;police;0.225;0.45;0.225;0.45;0.45
31069656;school;0.18100000000000002;0.36666666666666653;0.18100000000000002;0.36666666666666653;0.36200000000000004
31069657;hospital;0.003;0.0;0.003;0.0;0.006
31069657;police;0.22399999999999998;0.45;0.22399999999999998;0.45;0.44799999999999995
31069657;school;0.18;0.36666666666666653;0.18;0.36666666666666653;0.36
31069790;school;0.021;0.03333333333333333;0.021;0.03333333333333333;0.042
31069792;school;0.0;0.0;0.0;0.0;0.0
31069846;school;0.017;0.016666666666666666;0.017;0.016666666666666666;0.034
31069855;school;0.0;0.0;0.0;0.0;0.0
31069856;school;0.02;0.016666666666666666;0.02;0.016666666666666666;0.04
31069871;school;0.038000000000000006;0.03333333333333333;0.038000000000000006;0.03333333333333333;0.07600000000000001
31069879;bank;0.08;0.4666666666666667;0.08;0.35;0.16
31069895;bank;1.4220000000000002;3.55;1.4220000000000002;3.85;2.8440000000000003
31069895;hospital;0.025;0.1;0.025;0.08333333333333334;0.05
31069895;school;0.039;0.25;0.039;0.25;0.078
31069923;bank;0.6629999999999999;0.8999999999999999;0.6629999999999999;0.9333333333333332;1.3259999999999998
31069923;school;0.0;0.0;0.0;0.0;0.0
31069924;bank;0.13;0.24999999999999994;0.13;0.29999999999999993;0.26
31069924;school;0.013;0.016666666666666666;0.013;0.016666666666666666;0.026
31069974;bank;0.145;0.2666666666666666;0.145;0.3166666666666666;0.29
31069974;school;0.002;0.0;0.002;0.0;0.004
31079697;school;0.09600000000000003;0.23333333333333325;0.09600000000000003;0.23333333333333325;0.19200000000000006
31080028;bank;0.7440000000000001;1.2333333333333332;0.7440000000000001;1.2499999999999998;1.4880000000000002
