source;target;tiempoponderado30kmh
4200497160;1409885155;2.002
4335599630;6128881830;0.7260000000000001
1951268989;1979407369;3.892
1951268989;1342138489;4.56
1951268989;1317570875;1.474
1951268989;1946304454;1.9
627835042;347930093;0.3500000000000001
627835043;347930093;0.3540000000000001
3740696772;3740614752;0.248
3740696777;3740614752;0.29800000000000004
3740696779;3740614752;0.29800000000000004
263389391;888357899;9.457999999999993
263389391;674944534;1.076
263389391;1354143290;3.021999999999998
263389391;1273722443;11.541999999999996
263389391;416649317;2.553999999999999
263389391;912508039;9.081999999999994
263389391;486243992;11.915999999999997
263389391;2860030626;9.313999999999995
263389391;1873961635;11.915999999999997
263389391;912508090;9.595999999999995
263389391;263122137;0.42600000000000005
263389391;416652519;2.5279999999999996
263389391;416652551;2.7899999999999996
263389391;4387399442;8.867999999999993
263389391;3023386390;11.545999999999996
263389391;263400735;0.016
263389391;263358762;0.43200000000000005
263389391;310954304;9.099999999999994
263389391;263359299;0.42800000000000005
263389391;1856633179;10.481999999999996
263389391;885797739;2.549999999999999
263389391;4139030392;2.5259999999999994
263389391;4139030403;2.5239999999999996
263389392;888357899;9.449999999999994
263389392;674944534;1.084
263389392;1354143290;3.013999999999998
263389392;1273722443;11.533999999999997
263389392;416649317;2.545999999999999
263389392;912508039;9.073999999999995
263389392;486243992;11.907999999999998
263389392;2860030626;9.305999999999996
263389392;1873961635;11.907999999999998
263389392;912508090;9.587999999999996
263389392;263122137;0.41400000000000003
263389392;416652519;2.5199999999999996
263389392;416652551;2.7819999999999996
263389392;4387399442;8.859999999999994
263389392;3023386390;11.537999999999997
263389392;263400735;0.012
263389392;263358762;0.42400000000000004
263389392;310954304;9.091999999999995
263389392;263359299;0.41600000000000004
263389392;1856633179;10.473999999999997
263389392;885797739;2.541999999999999
263389392;4139030392;2.5179999999999993
263389392;4139030403;2.5159999999999996
263389393;888357899;9.447999999999993
263389393;674944534;1.086
263389393;1354143290;3.011999999999998
263389393;1273722443;11.531999999999996
263389393;416649317;2.5439999999999987
263389393;912508039;9.071999999999994
263389393;486243992;11.905999999999997
263389393;2860030626;9.303999999999995
263389393;1873961635;11.905999999999997
263389393;912508090;9.585999999999995
263389393;263122137;0.41600000000000004
263389393;416652519;2.5179999999999993
263389393;416652551;2.7799999999999994
263389393;4387399442;8.857999999999993
263389393;3023386390;11.535999999999996
263389393;263400735;0.01
263389393;263358762;0.42200000000000004
263389393;310954304;9.089999999999995
263389393;263359299;0.41800000000000004
263389393;1856633179;10.471999999999996
263389393;885797739;2.5399999999999987
263389393;4139030392;2.515999999999999
263389393;4139030403;2.5139999999999993
263389394;888357899;9.445999999999993
263389394;674944534;1.084
263389394;1354143290;3.009999999999998
263389394;1273722443;11.529999999999996
263389394;416649317;2.541999999999999
263389394;912508039;9.069999999999993
263389394;486243992;11.903999999999996
263389394;2860030626;9.301999999999994
263389394;1873961635;11.903999999999996
263389394;912508090;9.583999999999994
263389394;263122137;0.42200000000000004
263389394;416652519;2.5159999999999996
263389394;416652551;2.7779999999999996
263389394;4387399442;8.855999999999993
263389394;3023386390;11.533999999999995
263389394;263400735;0.004
263389394;263358762;0.42000000000000004
263389394;310954304;9.087999999999994
263389394;263359299;0.42400000000000004
263389394;1856633179;10.469999999999995
263389394;885797739;2.537999999999999
263389394;4139030392;2.5139999999999993
263389394;4139030403;2.5119999999999996
263389397;888357899;9.715999999999992
263389397;674944534;1.366
263389397;1354143290;3.2799999999999976
263389397;1273722443;11.799999999999995
263389397;416649317;2.8119999999999985
263389397;912508039;9.339999999999993
263389397;486243992;12.173999999999996
263389397;2860030626;9.571999999999994
263389397;1873961635;12.173999999999996
263389397;912508090;9.853999999999994
263389397;263122137;0.7000000000000001
263389397;416652519;2.785999999999999
263389397;416652551;3.047999999999999
263389397;4387399442;9.125999999999992
263389397;3023386390;11.803999999999995
263389397;263400735;0.278
263389397;263358762;0.6900000000000001
263389397;310954304;9.357999999999993
263389397;263359299;0.7020000000000001
263389397;1856633179;10.739999999999995
263389397;885797739;2.8079999999999985
263389397;4139030392;2.783999999999999
263389397;4139030403;2.781999999999999
3740696790;3740614752;0.002
263389398;888357899;9.721999999999992
263389398;674944534;1.3719999999999999
263389398;1354143290;3.285999999999998
263389398;1273722443;11.805999999999996
263389398;416649317;2.8179999999999987
263389398;912508039;9.345999999999993
263389398;486243992;12.179999999999996
263389398;2860030626;9.577999999999994
263389398;1873961635;12.179999999999996
263389398;912508090;9.859999999999994
263389398;263122137;0.7060000000000001
263389398;416652519;2.7919999999999994
263389398;416652551;3.0539999999999994
263389398;4387399442;9.131999999999993
263389398;3023386390;11.809999999999995
263389398;263400735;0.28400000000000003
263389398;263358762;0.696
263389398;310954304;9.363999999999994
263389398;263359299;0.7080000000000001
263389398;1856633179;10.745999999999995
263389398;885797739;2.8139999999999987
263389398;4139030392;2.789999999999999
263389398;4139030403;2.7879999999999994
263389399;888357899;9.937999999999994
263389399;674944534;1.588
263389399;1354143290;3.501999999999997
263389399;1273722443;12.021999999999997
263389399;416649317;3.033999999999998
263389399;912508039;9.561999999999994
263389399;486243992;12.395999999999997
263389399;2860030626;9.793999999999995
263389399;1873961635;12.395999999999997
263389399;912508090;10.075999999999995
263389399;263122137;0.9220000000000002
263389399;416652519;3.0079999999999987
263389399;416652551;3.2699999999999987
263389399;4387399442;9.347999999999994
263389399;3023386390;12.025999999999996
263389399;263400735;0.5
263389399;263358762;0.9120000000000001
263389399;310954304;9.579999999999995
263389399;263359299;0.9240000000000002
263389399;1856633179;10.961999999999996
263389399;885797739;3.029999999999998
263389399;4139030392;3.0059999999999985
263389399;4139030403;3.0039999999999987
263389400;888357899;9.721999999999992
263389400;674944534;1.3719999999999999
263389400;1354143290;3.285999999999998
263389400;1273722443;11.805999999999996
263389400;416649317;2.8179999999999987
263389400;912508039;9.345999999999993
263389400;486243992;12.179999999999996
263389400;2860030626;9.577999999999994
263389400;1873961635;12.179999999999996
263389400;912508090;9.859999999999994
263389400;263122137;0.7060000000000001
263389400;416652519;2.7919999999999994
263389400;416652551;3.0539999999999994
263389400;4387399442;9.131999999999993
263389400;3023386390;11.809999999999995
263389400;263400735;0.28400000000000003
263389400;263358762;0.696
263389400;310954304;9.363999999999994
263389400;263359299;0.7080000000000001
263389400;1856633179;10.745999999999995
263389400;885797739;2.8139999999999987
263389400;4139030392;2.789999999999999
263389400;4139030403;2.7879999999999994
263389401;888357899;9.991999999999992
263389401;674944534;1.642
263389401;1354143290;3.5559999999999974
263389401;1273722443;12.075999999999995
263389401;416649317;3.0879999999999983
263389401;912508039;9.615999999999993
263389401;486243992;12.449999999999996
263389401;2860030626;9.847999999999994
263389401;1873961635;12.449999999999996
263389401;912508090;10.129999999999994
263389401;263122137;0.9760000000000002
263389401;416652519;3.061999999999999
263389401;416652551;3.323999999999999
263389401;4387399442;9.401999999999992
263389401;3023386390;12.079999999999995
263389401;263400735;0.554
263389401;263358762;0.9660000000000002
263389401;310954304;9.633999999999993
263389401;263359299;0.9780000000000002
263389401;1856633179;11.015999999999995
263389401;885797739;3.0839999999999983
263389401;4139030392;3.0599999999999987
263389401;4139030403;3.057999999999999
3725525255;629028909;1.066
3725525255;629212336;0.38
3758457112;3759042632;0.05399999999999999
3758457112;4152172840;0.29000000000000004
3758457113;3759042632;0.06799999999999999
3758457113;4152172840;0.30400000000000005
3758457114;3759042632;0.06999999999999999
3758457114;4152172840;0.30600000000000005
3758457117;3759042632;0.076
3758457117;4152172840;0.31200000000000006
563839256;888357899;0.15200000000000002
