source;target;tiempoponderado30kmh
4335599630;386845243;0.06000000000000001
4335599630;138851462;0.798
4335599630;108237806;0.466
4724817987;316072849;6.4639999999999995
1951268989;817689193;0.07800000000000001
3501097102;842490892;0.018000000000000002
3501097102;842548359;0.014
3501097102;842491072;0.018000000000000002
5583110321;5579260614;0.5700000000000001
842596534;1332057682;1.004
842596538;1332057682;0.804
842596549;1332057682;0.706
263389391;888357893;9.075999999999993
263389391;888357899;9.457999999999993
263389391;674944534;1.076
263389391;9442780702;7.805999999999995
263389391;316803105;0.002
263389391;582805028;9.085999999999993
263389391;416649255;2.527999999999999
263389391;263390253;0.04800000000000001
263389391;791159855;2.42
263389391;263111215;0.8500000000000002
263389391;263388234;0.12200000000000003
263389391;817654861;0.29400000000000004
263389391;912508004;9.597999999999995
263389391;791159921;10.031999999999995
263389391;108161651;11.741999999999996
263389391;263109778;0.26600000000000007
263389391;263110815;0.10400000000000004
263389391;915282598;8.873999999999993
263389391;263399619;0.31000000000000005
263389391;263358750;1.17
263389391;263406378;0.22600000000000003
263389391;408630072;0.7260000000000001
263389391;108171103;0.45400000000000007
263389391;263388537;0.29000000000000004
263389391;263121280;0.44800000000000006
263389391;108064645;0.272
263389391;263399305;0.31400000000000006
263389391;885797785;4.145999999999997
263389391;1906135541;11.185999999999996
263389391;263390197;0.07600000000000001
263389391;263389689;0.08000000000000002
263389391;263389691;0.07600000000000001
263389392;888357893;9.067999999999994
263389392;888357899;9.449999999999994
263389392;674944534;1.084
263389392;9442780702;7.797999999999995
263389392;316803105;0.01
263389392;582805028;9.077999999999994
263389392;416649255;2.519999999999999
263389392;263390253;0.036
263389392;791159855;2.412
263389392;263111215;0.8380000000000002
263389392;263388234;0.11000000000000001
263389392;817654861;0.28600000000000003
263389392;912508004;9.589999999999996
263389392;791159921;10.023999999999996
263389392;108161651;11.733999999999996
263389392;263109778;0.25400000000000006
263389392;263110815;0.09200000000000003
263389392;915282598;8.865999999999994
263389392;263399619;0.30200000000000005
263389392;263358750;1.162
263389392;263406378;0.21800000000000003
263389392;408630072;0.7180000000000001
263389392;108171103;0.44600000000000006
263389392;263388537;0.28200000000000003
263389392;263121280;0.44000000000000006
263389392;108064645;0.264
263389392;263399305;0.30600000000000005
263389392;885797785;4.137999999999997
263389392;1906135541;11.177999999999997
263389392;263390197;0.064
263389392;263389689;0.068
263389392;263389691;0.064
263389393;888357893;9.065999999999994
263389393;888357899;9.447999999999993
263389393;674944534;1.086
263389393;9442780702;7.795999999999995
263389393;316803105;0.012
263389393;582805028;9.075999999999993
263389393;416649255;2.517999999999999
263389393;263390253;0.038
263389393;791159855;2.41
263389393;263111215;0.8400000000000002
263389393;263388234;0.11200000000000002
263389393;817654861;0.28400000000000003
263389393;912508004;9.587999999999996
263389393;791159921;10.021999999999995
263389393;108161651;11.731999999999996
263389393;263109778;0.25600000000000006
263389393;263110815;0.09400000000000003
263389393;915282598;8.863999999999994
263389393;263399619;0.30000000000000004
263389393;263358750;1.1600000000000001
263389393;263406378;0.21600000000000003
263389393;408630072;0.7160000000000001
263389393;108171103;0.44400000000000006
263389393;263388537;0.28
263389393;263121280;0.43800000000000006
263389393;108064645;0.262
263389393;263399305;0.30400000000000005
263389393;885797785;4.1359999999999975
263389393;1906135541;11.175999999999997
263389393;263390197;0.066
263389393;263389689;0.07
263389393;263389691;0.066
263389394;888357893;9.063999999999993
263389394;888357899;9.445999999999993
263389394;674944534;1.084
263389394;9442780702;7.793999999999995
263389394;316803105;0.01
263389394;582805028;9.073999999999993
263389394;416649255;2.515999999999999
263389394;263390253;0.044000000000000004
263389394;791159855;2.4080000000000004
263389394;263111215;0.8460000000000002
263389394;263388234;0.11800000000000002
263389394;817654861;0.28200000000000003
263389394;912508004;9.585999999999995
263389394;791159921;10.019999999999994
263389394;108161651;11.729999999999995
263389394;263109778;0.26200000000000007
263389394;263110815;0.10000000000000003
263389394;915282598;8.861999999999993
263389394;263399619;0.29800000000000004
263389394;263358750;1.158
263389394;263406378;0.21400000000000002
263389394;408630072;0.7140000000000001
263389394;108171103;0.44200000000000006
263389394;263388537;0.278
263389394;263121280;0.43600000000000005
263389394;108064645;0.26
263389394;263399305;0.30200000000000005
263389394;885797785;4.133999999999998
263389394;1906135541;11.173999999999996
263389394;263390197;0.07200000000000001
263389394;263389689;0.07600000000000001
263389394;263389691;0.07200000000000001
263389397;888357893;9.333999999999993
263389397;888357899;9.715999999999992
263389397;674944534;1.366
263389397;9442780702;8.063999999999995
263389397;316803105;0.29200000000000004
263389397;582805028;9.343999999999992
263389397;416649255;2.7859999999999987
263389397;263390253;0.32200000000000006
263389397;791159855;2.678
263389397;263111215;1.1240000000000003
263389397;263388234;0.39600000000000013
263389397;817654861;0.0
263389397;912508004;9.855999999999995
263389397;791159921;10.289999999999994
263389397;108161651;11.999999999999995
263389397;263109778;0.5400000000000001
263389397;263110815;0.3780000000000001
263389397;915282598;9.131999999999993
263389397;263399619;0.016
