source;target;wazeinfo0800_km;wazeinfo1400_km;wazeinfo0800_minutes;wazeinfo1400_minutes
1832673836;4351325638;4.795;4.795;9.0;11.316666666666666
1832673836;4351359768;4.915;4.915;9.35;11.666666666666666
6415356131;4351359770;4.803000000000001;4.803000000000001;12.566666666666668;12.583333333333332
6415356131;7058960868;4.922000000000001;4.922000000000001;12.883333333333335;12.866666666666664
6415356131;7058960869;4.9110000000000005;4.9110000000000005;12.8;12.83333333333333
6415356131;513803990;4.835000000000001;4.835000000000001;12.866666666666667;12.899999999999999
6415356131;4351325638;4.510000000000001;4.510000000000001;11.700000000000001;11.716666666666665
6415356131;4351359768;4.630000000000001;4.630000000000001;12.05;12.066666666666665
6415356131;4351359769;4.750000000000001;4.750000000000001;12.416666666666668;12.433333333333332
8096978603;4351359770;4.286;4.286;11.233333333333336;10.766666666666666
8096978603;7058960868;4.404999999999999;4.404999999999999;11.550000000000002;11.049999999999997
8096978603;7058960869;4.393999999999999;4.393999999999999;11.466666666666669;11.016666666666664
8096978603;513803990;4.318;4.318;11.533333333333335;11.083333333333332
8096978603;4351325638;3.9929999999999994;3.9929999999999994;10.366666666666669;9.899999999999999
8096978603;4351359768;4.1129999999999995;4.1129999999999995;10.716666666666669;10.249999999999998
8096978603;4351359769;4.233;4.233;11.083333333333336;10.616666666666665
6415356136;4351359770;4.808000000000001;4.808000000000001;12.566666666666668;12.433333333333332
6415356136;7058960868;4.9270000000000005;4.9270000000000005;12.883333333333335;12.716666666666663
6415356136;7058960869;4.916;4.916;12.8;12.68333333333333
6415356136;513803990;4.840000000000001;4.840000000000001;12.866666666666667;12.749999999999998
6415356136;4351325638;4.515000000000001;4.515000000000001;11.700000000000001;11.566666666666665
6415356136;4351359768;4.635000000000001;4.635000000000001;12.05;11.916666666666664
6415356136;4351359769;4.755000000000001;4.755000000000001;12.416666666666668;12.283333333333331
6415368792;4351359770;5.4899999999999975;5.4899999999999975;13.966666666666665;13.799999999999999
6415368792;7058960868;5.608999999999997;5.608999999999997;14.283333333333331;14.08333333333333
6415368792;7058960869;5.597999999999997;5.597999999999997;14.199999999999998;14.049999999999997
6415368792;513803990;5.521999999999998;5.521999999999998;14.266666666666664;14.116666666666665
6415368792;4351325638;5.196999999999997;5.196999999999997;13.099999999999998;12.933333333333332
6415368792;4351359768;5.3169999999999975;5.3169999999999975;13.449999999999998;13.283333333333331
6415368792;4351359769;5.436999999999998;5.436999999999998;13.816666666666665;13.649999999999999
6415349667;4351359770;4.4110000000000005;4.4110000000000005;11.533333333333337;11.049999999999999
6415349667;7058960868;4.53;4.53;11.850000000000003;11.33333333333333
6415349667;7058960869;4.519;4.519;11.76666666666667;11.299999999999997
6415349667;513803990;4.4430000000000005;4.4430000000000005;11.833333333333336;11.366666666666665
6415349667;4351325638;4.118;4.118;10.66666666666667;10.183333333333332
6415349667;4351359768;4.238;4.238;11.01666666666667;10.533333333333331
6415349667;4351359769;4.3580000000000005;4.3580000000000005;11.383333333333336;10.899999999999999
6415347489;4351359770;4.3180000000000005;4.3180000000000005;11.333333333333336;10.866666666666665
6415347489;7058960868;4.437;4.437;11.650000000000002;11.149999999999997
