osmid,y,x,ref,highway,street_count,geometry
4808012581,-12.1079345,-76.9923729,,traffic_signals,4,POINT (-76.99237290000001 -12.1079345)
4808012582,-12.1080078,-76.9924038,,traffic_signals,4,POINT (-76.99240380000001 -12.1080078)
4808012702,-12.1015091,-77.0112444,,,3,POINT (-77.0112444 -12.1015091)
4808012769,-12.1012826,-77.0105078,,,3,POINT (-77.0105078 -12.1012826)
5354534115,-12.0875229,-77.0055444,,,3,POINT (-77.00554440000001 -12.0875229)
5354534116,-12.0875313,-77.0056393,,,3,POINT (-77.0056393 -12.0875313)
5463973108,-12.0822135,-76.9907344,,,3,POINT (-76.99073439999999 -12.0822135)
5463973109,-12.0820291,-76.9892593,,,3,POINT (-76.9892593 -12.0820291)
5463973110,-12.0827961,-76.9886417,,,3,POINT (-76.9886417 -12.0827961)
5485516635,-12.1007428,-77.0003011,,,3,POINT (-77.0003011 -12.1007428)
5491693723,-12.08009,-76.9875219,,,3,POINT (-76.9875219 -12.08009)
5494748507,-12.0853026,-76.9888933,,,3,POINT (-76.9888933 -12.0853026)
5523457156,-12.0965937,-77.009776,,,3,POINT (-77.009776 -12.0965937)
5581211925,-12.0963898,-76.9807172,,,3,POINT (-76.9807172 -12.0963898)
5581400123,-12.1104501,-76.9827693,,,3,POINT (-76.9827693 -12.1104501)
5581400124,-12.1103142,-76.982522,,,3,POINT (-76.982522 -12.1103142)
5581400125,-12.1102542,-76.9799998,,,3,POINT (-76.9799998 -12.1102542)
5599098090,-12.1092841,-77.0076407,,,3,POINT (-77.0076407 -12.1092841)
5599156588,-12.0856291,-76.9928391,,,3,POINT (-76.9928391 -12.0856291)
5599156589,-12.0856473,-76.9929404,,,3,POINT (-76.99294039999999 -12.0856473)
5712464586,-12.110845,-76.9883827,,,3,POINT (-76.9883827 -12.110845)
5712464591,-12.0916544,-76.9859723,,,3,POINT (-76.9859723 -12.0916544)
5718305777,-12.1074454,-76.9896711,,,3,POINT (-76.9896711 -12.1074454)
5718305780,-12.1075103,-76.9897249,,,3,POINT (-76.9897249 -12.1075103)
5729205059,-12.0885611,-77.0083548,,,3,POINT (-77.00835480000001 -12.0885611)
5801720245,-12.0950668,-76.9831017,,,3,POINT (-76.98310170000001 -12.0950668)
5801720252,-12.0952513,-76.9831728,,,3,POINT (-76.98317280000001 -12.0952513)
5893030531,-12.0978426,-76.9997543,,,1,POINT (-76.99975430000001 -12.0978426)
5930473534,-12.0884077,-76.984795,,,3,POINT (-76.98479500000001 -12.0884077)
5930473535,-12.0883348,-76.9841614,,,3,POINT (-76.9841614 -12.0883348)
5930473539,-12.0883113,-76.983922,,,3,POINT (-76.98392200000001 -12.0883113)
6129101588,-12.1091258,-77.0065132,,,3,POINT (-77.0065132 -12.1091258)
6129433044,-12.0846339,-77.00048,,,3,POINT (-77.00048 -12.0846339)
6129445753,-12.1032278,-77.0104339,,,3,POINT (-77.0104339 -12.1032278)
6131508032,-12.0841585,-76.9913344,,,3,POINT (-76.9913344 -12.0841585)
6277641756,-12.1102973,-77.0047557,,,3,POINT (-77.0047557 -12.1102973)
6277641757,-12.1103497,-77.0047959,,,3,POINT (-77.0047959 -12.1103497)
6277866193,-12.1093179,-77.0061204,,,3,POINT (-77.0061204 -12.1093179)
6302766843,-12.1068619,-76.9966718,,,3,POINT (-76.9966718 -12.1068619)
6302766844,-12.1067158,-76.9966804,,,3,POINT (-76.9966804 -12.1067158)
6408227574,-12.1069499,-77.0034715,,,3,POINT (-77.0034715 -12.1069499)
6408227575,-12.1070222,-77.00353,,,3,POINT (-77.00353 -12.1070222)
6408969459,-12.1096153,-77.0056217,,,3,POINT (-77.00562170000001 -12.1096153)
6408969460,-12.1096711,-77.0056643,,,3,POINT (-77.00566430000001 -12.1096711)
6577207946,-12.0964006,-76.9802479,,motorway_junction,3,POINT (-76.98024789999999 -12.0964006)
7085445110,-12.0823007,-76.9857984,,,3,POINT (-76.98579839999999 -12.0823007)
7310096794,-12.0986149,-76.9956463,,,1,POINT (-76.9956463 -12.0986149)
7536050316,-12.1102452,-77.0097999,,,3,POINT (-77.0097999 -12.1102452)
7571671029,-12.0834352,-76.9901301,,,3,POINT (-76.9901301 -12.0834352)
8868947359,-12.0913173,-76.9863951,,,3,POINT (-76.9863951 -12.0913173)
8917264949,-12.0909467,-76.9858198,,,1,POINT (-76.9858198 -12.0909467)
8917264952,-12.0909377,-76.9859543,,,1,POINT (-76.9859543 -12.0909377)
9655203518,-12.0966743,-77.0098011,,,3,POINT (-77.0098011 -12.0966743)
9890770868,-12.1081088,-77.0000423,,,1,POINT (-77.0000423 -12.1081088)
9890770905,-12.1105189,-76.9997969,,,1,POINT (-76.99979690000001 -12.1105189)
9890779722,-12.1099478,-76.9996528,,,1,POINT (-76.99965280000001 -12.1099478)
9890779737,-12.1074492,-76.999815,,,1,POINT (-76.999815 -12.1074492)
9890779746,-12.1087093,-76.9997285,,,1,POINT (-76.9997285 -12.1087093)
9890926004,-12.1107975,-76.9983499,,,1,POINT (-76.99834989999999 -12.1107975)
9890944824,-12.1107038,-76.9970872,,,1,POINT (-76.9970872 -12.1107038)
9890949938,-12.1085894,-76.9979187,,,1,POINT (-76.9979187 -12.1085894)
9890949985,-12.1098226,-76.9978396,,,1,POINT (-76.99783960000001 -12.1098226)
9890949992,-12.1092345,-76.9981259,,,1,POINT (-76.99812590000001 -12.1092345)
9890955626,-12.1086457,-76.9988374,,,1,POINT (-76.9988374 -12.1086457)
9890955643,-12.1093014,-76.9990452,,,1,POINT (-76.9990452 -12.1093014)
9890955660,-12.109879,-76.9987341,,,1,POINT (-76.99873409999999 -12.109879)
9890962282,-12.1085303,-76.9970141,,,1,POINT (-76.9970141 -12.1085303)
9890962298,-12.1091689,-76.9972126,,,1,POINT (-76.9972126 -12.1091689)
9890972034,-12.1097747,-76.9969176,,,1,POINT (-76.9969176 -12.1097747)
9890979158,-12.1102245,-76.9956422,,,1,POINT (-76.99564220000001 -12.1102245)
9890979163,-12.1108788,-76.9958581,,,1,POINT (-76.99585810000001 -12.1108788)
9890979175,-12.1099917,-76.9962182,,,1,POINT (-76.9962182 -12.1099917)
10001175828,-12.1085454,-77.0007606,,,4,POINT (-77.00076060000001 -12.1085454)
10001175829,-12.1085202,-77.0005154,,,3,POINT (-77.0005154 -12.1085202)
10005141143,-12.0945379,-76.9945809,,,3,POINT (-76.9945809 -12.0945379)
10005141146,-12.094613,-76.9947809,,,3,POINT (-76.99478089999999 -12.094613)
10010092829,-12.0825398,-76.9866659,,,1,POINT (-76.98666590000001 -12.0825398)
10019161820,-12.0989228,-76.9933735,,,3,POINT (-76.9933735 -12.0989228)
10019632230,-12.0844009,-77.0025305,,,1,POINT (-77.00253050000001 -12.0844009)
10019647052,-12.0835842,-76.9972427,,,1,POINT (-76.9972427 -12.0835842)
10019647053,-12.084095,-76.9989406,,,1,POINT (-76.9989406 -12.084095)
10210132405,-12.0915366,-76.9860372,,,3,POINT (-76.9860372 -12.0915366)
10363683930,-12.0946094,-77.0059348,,,4,POINT (-77.00593480000001 -12.0946094)
10363683937,-12.0940602,-76.9926776,,,4,POINT (-76.99267759999999 -12.0940602)
10363683938,-12.0936749,-76.9924956,,,3,POINT (-76.9924956 -12.0936749)
10671305482,-12.0851775,-77.0041348,,,3,POINT (-77.0041348 -12.0851775)
10671305494,-12.0851358,-77.0038647,,,3,POINT (-77.00386469999999 -12.0851358)
10680661133,-12.0870033,-76.9999977,,,3,POINT (-76.99999769999999 -12.0870033)
10680661134,-12.0870236,-77.0001333,,,3,POINT (-77.0001333 -12.0870236)
10683607303,-12.1057049,-76.9799147,,,3,POINT (-76.97991469999999 -12.1057049)
10683607304,-12.1056972,-76.9798226,,,3,POINT (-76.97982260000001 -12.1056972)
10684420351,-12.0903675,-77.0078923,,,3,POINT (-77.00789229999999 -12.0903675)
10717641066,-12.0971247,-76.9949943,,,1,POINT (-76.9949943 -12.0971247)
10828953227,-12.0896855,-76.9833228,,,1,POINT (-76.9833228 -12.0896855)
10828953228,-12.0897156,-76.9835937,,,3,POINT (-76.9835937 -12.0897156)
10828953229,-12.0903601,-76.9851903,,,1,POINT (-76.9851903 -12.0903601)
10828953230,-12.0909548,-76.9831672,,,1,POINT (-76.9831672 -12.0909548)
10828953231,-12.0909863,-76.9834194,,,3,POINT (-76.9834194 -12.0909863)
10836274846,-12.0959484,-76.9847645,,,1,POINT (-76.9847645 -12.0959484)
10836274849,-12.0960599,-76.984621,,,3,POINT (-76.984621 -12.0960599)
10836274854,-12.0963772,-76.982836,,,1,POINT (-76.98283600000001 -12.0963772)
10836274856,-12.096692,-76.9827877,,,3,POINT (-76.9827877 -12.096692)
10935621200,-12.0867476,-77.0080383,,,1,POINT (-77.0080383 -12.0867476)
10936321862,-12.0869651,-77.0080279,,,1,POINT (-77.0080279 -12.0869651)
11021304327,-12.1008892,-76.9804353,,,3,POINT (-76.9804353 -12.1008892)
11021304328,-12.1008973,-76.9805621,,,3,POINT (-76.9805621 -12.1008973)
