osmid,y,x,ref,highway,street_count,geometry
182472511,-12.0860006,-76.9879059,1A,motorway_junction,3,POINT (-76.9879059 -12.0860006)
263108187,-12.0879906,-77.0032601,,,3,POINT (-77.00326010000001 -12.0879906)
263108188,-12.0879069,-77.0037088,,,3,POINT (-77.0037088 -12.0879069)
263928959,-12.1116668,-77.0003276,,traffic_signals,4,POINT (-77.00032760000001 -12.1116668)
263928962,-12.1118961,-77.0034342,,,4,POINT (-77.0034342 -12.1118961)
263933832,-12.0942354,-77.0099785,,,4,POINT (-77.0099785 -12.0942354)
263933836,-12.0952938,-77.0096662,,,4,POINT (-77.0096662 -12.0952938)
263933848,-12.0987806,-77.0106047,,,4,POINT (-77.0106047 -12.0987806)
263933849,-12.0989498,-77.0106179,,,3,POINT (-77.0106179 -12.0989498)
263933850,-12.0994497,-77.0106229,,,3,POINT (-77.0106229 -12.0994497)
263933851,-12.0996298,-77.0106147,,,3,POINT (-77.0106147 -12.0996298)
263933854,-12.1005752,-77.0104726,,,3,POINT (-77.0104726 -12.1005752)
263933864,-12.1028441,-77.0113529,,,4,POINT (-77.01135290000001 -12.1028441)
263935441,-12.1036442,-77.0111526,,,4,POINT (-77.0111526 -12.1036442)
263935444,-12.1030371,-77.0107349,,,3,POINT (-77.0107349 -12.1030371)
263935446,-12.1025336,-77.0105461,,,3,POINT (-77.0105461 -12.1025336)
263935452,-12.10162,-77.0101142,,,5,POINT (-77.0101142 -12.10162)
263935458,-12.1003668,-77.0088492,,,4,POINT (-77.0088492 -12.1003668)
263935459,-12.1002401,-77.0087522,,,3,POINT (-77.0087522 -12.1002401)
315561470,-12.0850917,-76.9835608,1B,motorway_junction,3,POINT (-76.98356080000001 -12.0850917)
315561653,-12.0852899,-76.9822828,3B,motorway_junction,3,POINT (-76.98228279999999 -12.0852899)
315561701,-12.0841305,-76.9842267,,,3,POINT (-76.98422669999999 -12.0841305)
315561710,-12.0878266,-76.9820715,,,3,POINT (-76.9820715 -12.0878266)
315561713,-12.0890703,-76.9813271,,,3,POINT (-76.9813271 -12.0890703)
315562531,-12.0850642,-76.9824652,,,3,POINT (-76.98246519999999 -12.0850642)
315562592,-12.0849147,-76.9828997,,,3,POINT (-76.9828997 -12.0849147)
315562605,-12.0842806,-76.9841918,,,3,POINT (-76.9841918 -12.0842806)
315562653,-12.0849684,-76.984566,1E,motorway_junction,3,POINT (-76.984566 -12.0849684)
315562656,-12.085112,-76.9842348,,,3,POINT (-76.9842348 -12.085112)
315562687,-12.0853873,-76.9839922,5B,motorway_junction,3,POINT (-76.9839922 -12.0853873)
315562713,-12.0855081,-76.9838425,,,3,POINT (-76.98384249999999 -12.0855081)
316069449,-12.1069518,-77.0007489,,,3,POINT (-77.0007489 -12.1069518)
316069659,-12.1052083,-77.0011795,,,4,POINT (-77.00117950000001 -12.1052083)
316071836,-12.1116474,-77.0000642,,traffic_signals,4,POINT (-77.0000642 -12.1116474)
316072788,-12.0999904,-76.979756,,,3,POINT (-76.97975599999999 -12.0999904)
316073060,-12.1050661,-76.9790594,6B,motorway_junction,3,POINT (-76.9790594 -12.1050661)
316073153,-12.1101958,-76.9801691,,,4,POINT (-76.9801691 -12.1101958)
316073328,-12.1097799,-76.9783883,,,3,POINT (-76.97838830000001 -12.1097799)
316624764,-12.0882818,-77.0034626,,,4,POINT (-77.00346260000001 -12.0882818)
316625042,-12.0998651,-77.0091545,,,3,POINT (-77.00915449999999 -12.0998651)
316625044,-12.0993254,-77.0095089,,,4,POINT (-77.0095089 -12.0993254)
316625051,-12.0954257,-77.0090002,,,3,POINT (-77.0090002 -12.0954257)
316625114,-12.0953911,-77.0089576,,,3,POINT (-77.0089576 -12.0953911)
316625118,-12.0946909,-77.0090793,,,3,POINT (-77.0090793 -12.0946909)
316627520,-12.1084402,-77.0099748,,,3,POINT (-77.00997479999999 -12.1084402)
316627523,-12.1087258,-77.0085121,,,3,POINT (-77.0085121 -12.1087258)
316627529,-12.1092162,-77.0076552,,,3,POINT (-77.0076552 -12.1092162)
316627530,-12.1121488,-77.0072829,,,4,POINT (-77.00728290000001 -12.1121488)
316627673,-12.1091894,-77.0075383,,,4,POINT (-77.00753829999999 -12.1091894)
316627675,-12.1087637,-77.0077765,,,3,POINT (-77.00777650000001 -12.1087637)
316627676,-12.1085853,-77.0081412,,,3,POINT (-77.0081412 -12.1085853)
316627682,-12.1078458,-77.0102495,,,4,POINT (-77.0102495 -12.1078458)
326021261,-12.1066784,-77.0039595,,,4,POINT (-77.00395949999999 -12.1066784)
326022171,-12.1057881,-77.0059255,,,3,POINT (-77.0059255 -12.1057881)
391036716,-12.1028605,-76.9903303,,traffic_signals,4,POINT (-76.9903303 -12.1028605)
391036721,-12.1014432,-76.9921697,,,4,POINT (-76.99216970000001 -12.1014432)
391036734,-12.1005602,-76.9945542,,traffic_signals,4,POINT (-76.9945542 -12.1005602)
391036735,-12.1005529,-76.9947054,,traffic_signals,4,POINT (-76.9947054 -12.1005529)
391036737,-12.100557,-76.9967811,,,3,POINT (-76.99678110000001 -12.100557)
391036740,-12.1007579,-76.998521,,,4,POINT (-76.998521 -12.1007579)
391036742,-12.1008954,-76.9991557,,,3,POINT (-76.9991557 -12.1008954)
391036748,-12.1010058,-77.0009133,,,3,POINT (-77.00091329999999 -12.1010058)
391036770,-12.101101,-77.0016026,,,4,POINT (-77.0016026 -12.101101)
391036814,-12.1007774,-77.0016519,,,4,POINT (-77.0016519 -12.1007774)
391036861,-12.1008068,-77.0018493,,,4,POINT (-77.0018493 -12.1008068)
391037794,-12.101383,-77.0044625,,,3,POINT (-77.0044625 -12.101383)
391037802,-12.1007485,-77.0079256,,,3,POINT (-77.00792559999999 -12.1007485)
391037975,-12.1013361,-76.9920735,,,4,POINT (-76.9920735 -12.1013361)
391037978,-12.1007318,-76.9930599,,,3,POINT (-76.99305990000001 -12.1007318)
391037982,-12.1004076,-76.9947242,,traffic_signals,4,POINT (-76.99472419999999 -12.1004076)
391037988,-12.1003895,-76.9967906,,,3,POINT (-76.9967906 -12.1003895)
391037994,-12.1006062,-76.9985525,,,4,POINT (-76.9985525 -12.1006062)
391038001,-12.1006311,-77.0008813,,,3,POINT (-77.0008813 -12.1006311)
391038008,-12.100864,-77.0062909,,,4,POINT (-77.0062909 -12.100864)
391038143,-12.0945156,-77.0027366,,,4,POINT (-77.00273660000001 -12.0945156)
391038145,-12.0945173,-77.0025845,,,4,POINT (-77.0025845 -12.0945173)
391038146,-12.09406,-77.0026444,,,4,POINT (-77.00264439999999 -12.09406)
391038147,-12.0940535,-77.0027968,,,4,POINT (-77.0027968 -12.0940535)
391038273,-12.094988,-77.0077736,,,3,POINT (-77.00777359999999 -12.094988)
391038274,-12.0948626,-77.0071151,,,3,POINT (-77.00711509999999 -12.0948626)
391038286,-12.0942188,-77.0001697,,,3,POINT (-77.0001697 -12.0942188)
391038288,-12.0939388,-76.9991666,,,4,POINT (-76.9991666 -12.0939388)
391038292,-12.0932074,-76.9970024,,,3,POINT (-76.9970024 -12.0932074)
391038294,-12.0931421,-76.9957978,,,4,POINT (-76.99579780000001 -12.0931421)
391038295,-12.0931421,-76.9956433,,,4,POINT (-76.9956433 -12.0931421)
391038300,-12.0940861,-76.9927587,,,3,POINT (-76.9927587 -12.0940861)
391038310,-12.0961131,-76.9892231,,,4,POINT (-76.9892231 -12.0961131)
391038311,-12.0963099,-76.9885825,,,4,POINT (-76.98858250000001 -12.0963099)
391038351,-12.0966111,-76.9871011,,,3,POINT (-76.9871011 -12.0966111)
391038353,-12.0965483,-76.9860958,,,3,POINT (-76.9860958 -12.0965483)
391038354,-12.0965148,-76.9854632,,,3,POINT (-76.9854632 -12.0965148)
391038357,-12.0967845,-76.9845282,,,3,POINT (-76.9845282 -12.0967845)
391038368,-12.0975408,-76.9810056,,,4,POINT (-76.9810056 -12.0975408)
391038423,-12.0967628,-76.983999,,,3,POINT (-76.983999 -12.0967628)
391038425,-12.0965496,-76.9845604,,,3,POINT (-76.98456040000001 -12.0965496)
391038430,-12.096368,-76.9863165,,,3,POINT (-76.9863165 -12.096368)
391038434,-12.0961079,-76.9885085,,traffic_signals,4,POINT (-76.98850849999999 -12.0961079)
391038435,-12.0958613,-76.9892231,,,4,POINT (-76.9892231 -12.0958613)
391038437,-12.0957338,-76.9897152,,,3,POINT (-76.98971520000001 -12.0957338)
391038438,-12.0956457,-76.9899328,,,3,POINT (-76.98993280000001 -12.0956457)
391038442,-12.0944673,-76.9915608,,,3,POINT (-76.9915608 -12.0944673)
391038445,-12.0938617,-76.9923195,,,3,POINT (-76.99231949999999 -12.0938617)
391038482,-12.0937181,-76.9925469,,,4,POINT (-76.99254689999999 -12.0937181)
391038490,-12.0928114,-76.995413,,,3,POINT (-76.995413 -12.0928114)
391038491,-12.0928038,-76.9956983,,,4,POINT (-76.9956983 -12.0928038)
391038492,-12.0928064,-76.9958478,,,4,POINT (-76.99584780000001 -12.0928064)
391038494,-12.09286,-76.9971001,,,3,POINT (-76.9971001 -12.09286)
391038498,-12.0935541,-76.9992089,,,4,POINT (-76.9992089 -12.0935541)
391038505,-12.0940084,-77.0013744,,,3,POINT (-77.0013744 -12.0940084)
391038509,-12.0939666,-77.0040801,,,3,POINT (-77.0040801 -12.0939666)
391038513,-12.0941482,-77.0060092,,,4,POINT (-77.00600919999999 -12.0941482)
391038514,-12.0944545,-77.0074396,,,3,POINT (-77.0074396 -12.0944545)
391038654,-12.0965535,-76.9810475,,,4,POINT (-76.9810475 -12.0965535)
391038657,-12.0971474,-76.9802949,,,3,POINT (-76.9802949 -12.0971474)
391038660,-12.0976826,-76.9802573,,motorway_junction,3,POINT (-76.98025730000001 -12.0976826)
391038663,-12.0944541,-76.9805403,4A,motorway_junction,3,POINT (-76.9805403 -12.0944541)
391038692,-12.0980745,-76.9802875,,,3,POINT (-76.9802875 -12.0980745)
391038719,-12.0959835,-76.9803853,,motorway_junction,3,POINT (-76.98038529999999 -12.0959835)
391038744,-12.1033651,-76.9802441,,,4,POINT (-76.98024409999999 -12.1033651)
391038745,-12.1043253,-76.9801082,,,4,POINT (-76.9801082 -12.1043253)
391038754,-12.1099253,-76.9806182,,,3,POINT (-76.98061819999999 -12.1099253)
391038759,-12.1104602,-76.9844503,,,4,POINT (-76.98445030000001 -12.1104602)
391038775,-12.1043182,-76.9800158,,,3,POINT (-76.9800158 -12.1043182)
391038829,-12.1035712,-76.9830843,,,4,POINT (-76.9830843 -12.1035712)
391038834,-12.1020337,-76.9794752,5B,motorway_junction,3,POINT (-76.9794752 -12.1020337)
391038846,-12.1030455,-76.9801909,,,4,POINT (-76.9801909 -12.1030455)
391038847,-12.1030526,-76.98028,,,4,POINT (-76.98027999999999 -12.1030526)
391038850,-12.1032391,-76.9829119,,,4,POINT (-76.9829119 -12.1032391)
391038859,-12.1105822,-76.9845968,,,4,POINT (-76.98459680000001 -12.1105822)
391038860,-12.1105715,-76.984444,,,4,POINT (-76.984444 -12.1105715)
391038862,-12.107958,-76.9847991,,traffic_signals,4,POINT (-76.9847991 -12.107958)
391038863,-12.1077689,-76.9848098,,traffic_signals,4,POINT (-76.98480979999999 -12.1077689)
391038872,-12.1077584,-76.9846554,,traffic_signals,4,POINT (-76.98465539999999 -12.1077584)
391038874,-12.1046924,-76.9848738,,,4,POINT (-76.9848738 -12.1046924)
391038875,-12.1037367,-76.9849349,,,3,POINT (-76.9849349 -12.1037367)
391038886,-12.10362,-76.9838805,,,3,POINT (-76.9838805 -12.10362)
391038889,-12.1035571,-76.9828881,,,4,POINT (-76.9828881 -12.1035571)
391038891,-12.1033391,-76.9801521,,,4,POINT (-76.9801521 -12.1033391)
392148429,-12.1076883,-76.9836622,,,3,POINT (-76.9836622 -12.1076883)
392148551,-12.1078017,-76.9825824,,,4,POINT (-76.9825824 -12.1078017)
392148553,-12.108029,-76.9857514,,,4,POINT (-76.9857514 -12.108029)
392148562,-12.1081034,-76.9896097,,,3,POINT (-76.9896097 -12.1081034)
392148563,-12.1079905,-76.9878446,,,3,POINT (-76.9878446 -12.1079905)
392148615,-12.1032106,-76.9893592,,traffic_signals,4,POINT (-76.9893592 -12.1032106)
392148623,-12.1073354,-76.9887482,,,3,POINT (-76.9887482 -12.1073354)
392148624,-12.1063761,-76.9888101,,,4,POINT (-76.98881009999999 -12.1063761)
392148625,-12.1046823,-76.9889312,,,3,POINT (-76.9889312 -12.1046823)
392148630,-12.1041098,-76.9898152,,,3,POINT (-76.9898152 -12.1041098)
392148685,-12.1043257,-76.9889512,,,3,POINT (-76.9889512 -12.1043257)
392148691,-12.1033654,-76.9894348,,traffic_signals,4,POINT (-76.9894348 -12.1033654)
392148692,-12.1044162,-76.98921,,,3,POINT (-76.98921 -12.1044162)
392148805,-12.1098232,-76.9885531,,,4,POINT (-76.9885531 -12.1098232)
392148806,-12.1107335,-76.9883928,,,4,POINT (-76.9883928 -12.1107335)
392148894,-12.0881347,-76.9840457,,,3,POINT (-76.9840457 -12.0881347)
392148896,-12.0891012,-76.9845426,,,3,POINT (-76.9845426 -12.0891012)
392148910,-12.0922284,-76.9865972,,,3,POINT (-76.98659720000001 -12.0922284)
392148929,-12.1004634,-76.9888036,,,3,POINT (-76.9888036 -12.1004634)
392148936,-12.1065849,-76.9910792,,,3,POINT (-76.9910792 -12.1065849)
392148937,-12.108183,-76.9919004,,,3,POINT (-76.99190040000001 -12.108183)
392148942,-12.1105579,-76.9930678,,,3,POINT (-76.99306780000001 -12.1105579)
392148945,-12.1110565,-76.9926691,,,3,POINT (-76.9926691 -12.1110565)
392149142,-12.106539,-76.9921831,,,4,POINT (-76.99218310000001 -12.106539)
392149145,-12.1057317,-76.991676,,,3,POINT (-76.991676 -12.1057317)
392149147,-12.1034242,-76.9905996,,,3,POINT (-76.9905996 -12.1034242)
392149148,-12.1027258,-76.9902638,,traffic_signals,4,POINT (-76.99026379999999 -12.1027258)
392149149,-12.101179,-76.9895631,,,3,POINT (-76.9895631 -12.101179)
392149150,-12.100545,-76.9893301,,,4,POINT (-76.9893301 -12.100545)
392149151,-12.0999137,-76.989129,,,3,POINT (-76.98912900000001 -12.0999137)
392149154,-12.0988488,-76.9891924,,,3,POINT (-76.98919239999999 -12.0988488)
392149155,-12.0973383,-76.9892353,,,3,POINT (-76.9892353 -12.0973383)
392149156,-12.0967544,-76.9892428,,,3,POINT (-76.9892428 -12.0967544)
392149165,-12.094357,-76.9883796,,,3,POINT (-76.9883796 -12.094357)
392149169,-12.0933938,-76.9881538,,,3,POINT (-76.98815380000001 -12.0933938)
392149173,-12.0896448,-76.9856079,,,3,POINT (-76.98560790000001 -12.0896448)
392149174,-12.0888252,-76.9850285,,,3,POINT (-76.9850285 -12.0888252)
392151788,-12.1111916,-76.9948089,,,3,POINT (-76.9948089 -12.1111916)
392151791,-12.1111639,-76.9943579,,,3,POINT (-76.9943579 -12.1111639)
392151795,-12.11114,-76.9939844,,traffic_signals,4,POINT (-76.9939844 -12.11114)
392151809,-12.110821,-76.9893907,,,3,POINT (-76.9893907 -12.110821)
392151970,-12.111298,-76.9964578,,,3,POINT (-76.9964578 -12.111298)
392152310,-12.1043287,-76.9934789,,,4,POINT (-76.9934789 -12.1043287)
392152312,-12.1031291,-76.9941217,,,3,POINT (-76.99412169999999 -12.1031291)
392152314,-12.1022059,-76.994325,,,4,POINT (-76.994325 -12.1022059)
392152315,-12.1004137,-76.9945804,,traffic_signals,4,POINT (-76.9945804 -12.1004137)
392152316,-12.0999425,-76.994653,,,3,POINT (-76.994653 -12.0999425)
392152318,-12.0988575,-76.9948143,,,4,POINT (-76.9948143 -12.0988575)
392152319,-12.09713,-76.9950614,,,3,POINT (-76.9950614 -12.09713)
392152320,-12.0955339,-76.9952692,,,4,POINT (-76.9952692 -12.0955339)
392152321,-12.0937799,-76.9955267,,,4,POINT (-76.9955267 -12.0937799)
392152322,-12.0914279,-76.9959016,,,4,POINT (-76.9959016 -12.0914279)
392152323,-12.0898632,-76.9961306,,,4,POINT (-76.9961306 -12.0898632)
392152324,-12.0885732,-76.9963161,,,4,POINT (-76.9963161 -12.0885732)
392152327,-12.0850554,-76.9968174,,,4,POINT (-76.9968174 -12.0850554)
392152328,-12.0849259,-76.9968367,,,4,POINT (-76.9968367 -12.0849259)
392152329,-12.0834294,-76.9970379,,,4,POINT (-76.9970379 -12.0834294)
392152679,-12.0828834,-76.9972781,,,3,POINT (-76.9972781 -12.0828834)
392152680,-12.0844924,-76.9970336,,,3,POINT (-76.99703359999999 -12.0844924)
392152681,-12.0858487,-76.9968227,,,4,POINT (-76.9968227 -12.0858487)
392152684,-12.0879707,-76.9965358,,,3,POINT (-76.9965358 -12.0879707)
392152685,-12.0898827,-76.9962479,,,4,POINT (-76.9962479 -12.0898827)
392152686,-12.0914475,-76.9960266,,,3,POINT (-76.99602659999999 -12.0914475)
392152687,-12.0921887,-76.9959242,,,3,POINT (-76.9959242 -12.0921887)
392152688,-12.0937882,-76.9956812,,,4,POINT (-76.99568120000001 -12.0937882)
392152689,-12.0955591,-76.9954322,,,4,POINT (-76.9954322 -12.0955591)
392152691,-12.0988609,-76.9949562,,,4,POINT (-76.9949562 -12.0988609)
392152692,-12.101149,-76.9946296,,,3,POINT (-76.9946296 -12.101149)
392152693,-12.1022271,-76.9944715,,,3,POINT (-76.9944715 -12.1022271)
392152696,-12.1031794,-76.9942478,,,4,POINT (-76.9942478 -12.1031794)
392152697,-12.1044067,-76.9936019,,,4,POINT (-76.9936019 -12.1044067)
392152706,-12.1094002,-76.9932431,,,3,POINT (-76.9932431 -12.1094002)
392153904,-12.0888409,-77.0075225,,,4,POINT (-77.00752249999999 -12.0888409)
392153976,-12.0936622,-77.0096659,,,4,POINT (-77.0096659 -12.0936622)
392154024,-12.0912361,-77.0083344,,,4,POINT (-77.0083344 -12.0912361)
392154026,-12.0903159,-77.007866,,,3,POINT (-77.00786600000001 -12.0903159)
392154175,-12.0884521,-77.00758,,,4,POINT (-77.00758 -12.0884521)
392154176,-12.087348,-77.0077318,,,4,POINT (-77.0077318 -12.087348)
392154177,-12.0860506,-77.007934,,,3,POINT (-77.00793400000001 -12.0860506)
392154325,-12.0857708,-77.0081177,,,3,POINT (-77.0081177 -12.0857708)
392154326,-12.0873687,-77.007894,,,4,POINT (-77.00789399999999 -12.0873687)
392154327,-12.0884733,-77.0077229,,,4,POINT (-77.0077229 -12.0884733)
411307539,-12.0867114,-76.9961047,3,motorway_junction,3,POINT (-76.9961047 -12.0867114)
411307544,-12.0869711,-76.9965527,,,3,POINT (-76.9965527 -12.0869711)
411307550,-12.0870334,-76.9966592,,,3,POINT (-76.9966592 -12.0870334)
411307701,-12.0874729,-77.0037877,,,4,POINT (-77.0037877 -12.0874729)
412528218,-12.1051918,-77.0018327,,,3,POINT (-77.00183269999999 -12.1051918)
412528226,-12.1051908,-77.0031426,,,3,POINT (-77.0031426 -12.1051908)
412528235,-12.1051712,-77.004498,,,3,POINT (-77.004498 -12.1051712)
412528238,-12.1051551,-77.0056626,,,3,POINT (-77.00566259999999 -12.1051551)
412528239,-12.1051525,-77.0063033,,,4,POINT (-77.0063033 -12.1051525)
412528241,-12.1051572,-77.0086219,,,3,POINT (-77.00862189999999 -12.1051572)
412528242,-12.1051525,-77.0092396,,,3,POINT (-77.0092396 -12.1051525)
412528246,-12.1040031,-77.0050898,,,4,POINT (-77.00508979999999 -12.1040031)
412528247,-12.1039959,-77.0056682,,,4,POINT (-77.0056682 -12.1039959)
412528248,-12.1039974,-77.0062937,,,4,POINT (-77.0062937 -12.1039974)
412528249,-12.1039887,-77.0068765,,,3,POINT (-77.0068765 -12.1039887)
412528253,-12.1041342,-77.0088549,,,4,POINT (-77.0088549 -12.1041342)
412528254,-12.1042634,-77.0094126,,,4,POINT (-77.0094126 -12.1042634)
412528255,-12.1045775,-77.0087583,,,3,POINT (-77.0087583 -12.1045775)
412528256,-12.1034399,-77.0089834,,,3,POINT (-77.00898340000001 -12.1034399)
412528259,-12.1022702,-77.0091658,,,3,POINT (-77.00916580000001 -12.1022702)
412528264,-12.1019555,-77.0081788,,,4,POINT (-77.0081788 -12.1019555)
412528265,-12.1022387,-77.0068806,,,3,POINT (-77.0068806 -12.1022387)
412528266,-12.1034189,-77.0083236,,,3,POINT (-77.0083236 -12.1034189)
412528267,-12.1034189,-77.0068752,,,3,POINT (-77.0068752 -12.1034189)
412528269,-12.102862,-77.0068763,,,3,POINT (-77.0068763 -12.102862)
412528270,-12.1015936,-77.0068699,,,3,POINT (-77.0068699 -12.1015936)
412528271,-12.1027321,-77.0082623,,,3,POINT (-77.0082623 -12.1027321)
412528280,-12.1025744,-77.0044773,,,3,POINT (-77.0044773 -12.1025744)
412528281,-12.1019975,-77.0044666,,,4,POINT (-77.0044666 -12.1019975)
412528284,-12.1031961,-77.0014569,,,4,POINT (-77.00145689999999 -12.1031961)
412528285,-12.1045781,-77.0019239,,,3,POINT (-77.00192389999999 -12.1045781)
412528286,-12.1025588,-77.0022082,,,3,POINT (-77.0022082 -12.1025588)
412528287,-12.1020115,-77.0023074,,,4,POINT (-77.00230740000001 -12.1020115)
412528293,-12.1045874,-77.0045004,,,3,POINT (-77.0045004 -12.1045874)
412528294,-12.101989,-77.0050869,,,3,POINT (-77.00508689999999 -12.101989)
412528295,-12.1058224,-77.0050953,,,3,POINT (-77.00509529999999 -12.1058224)
412528296,-12.1018611,-77.0056468,,,3,POINT (-77.00564679999999 -12.1018611)
412528297,-12.1058409,-77.0031356,,,3,POINT (-77.00313559999999 -12.1058409)
412528299,-12.1020087,-77.0016473,,,4,POINT (-77.0016473 -12.1020087)
412528303,-12.1016955,-77.0062851,,,4,POINT (-77.0062851 -12.1016955)
412528304,-12.101345,-77.0080613,,,4,POINT (-77.00806129999999 -12.101345)
412528311,-12.1019212,-77.0096821,,,4,POINT (-77.00968210000001 -12.1019212)
412528319,-12.1058121,-77.0091015,,,3,POINT (-77.0091015 -12.1058121)
412528320,-12.1069804,-77.0088518,,,4,POINT (-77.0088518 -12.1069804)
412528321,-12.1075537,-77.0087256,,,3,POINT (-77.00872560000001 -12.1075537)
412528323,-12.1057716,-77.0071169,,,3,POINT (-77.0071169 -12.1057716)
412528324,-12.1057767,-77.0063047,,,3,POINT (-77.0063047 -12.1057767)
412529854,-12.1045768,-77.0062978,,,3,POINT (-77.0062978 -12.1045768)
412529863,-12.1002338,-77.0062905,,,4,POINT (-77.00629050000001 -12.1002338)
412529880,-12.1069279,-77.0069932,,,3,POINT (-77.0069932 -12.1069279)
412529885,-12.1069857,-77.0070791,,,3,POINT (-77.0070791 -12.1069857)
412529886,-12.1071558,-77.0073935,,,3,POINT (-77.00739350000001 -12.1071558)
412529887,-12.1074083,-77.0078322,,,3,POINT (-77.0078322 -12.1074083)
412529888,-12.1084649,-77.0079471,,,3,POINT (-77.0079471 -12.1084649)
412529889,-12.1069594,-77.0075002,,,3,POINT (-77.0075002 -12.1069594)
412529891,-12.1071063,-77.0095735,,,3,POINT (-77.0095735 -12.1071063)
412529892,-12.107465,-77.0081537,,,3,POINT (-77.00815369999999 -12.107465)
412529893,-12.1076465,-77.0092088,,,3,POINT (-77.0092088 -12.1076465)
412549362,-12.1051603,-77.0100027,,,3,POINT (-77.0100027 -12.1051603)
412549373,-12.1044155,-77.0101583,,,3,POINT (-77.0101583 -12.1044155)
412549583,-12.1053253,-77.0108037,,,4,POINT (-77.0108037 -12.1053253)
412553899,-12.0935534,-77.0060876,,,4,POINT (-77.0060876 -12.0935534)
412553905,-12.0952227,-77.0058577,,,4,POINT (-77.00585770000001 -12.0952227)
412553924,-12.0966748,-77.0057198,,,4,POINT (-77.00571979999999 -12.0966748)
412553943,-12.0978217,-77.0060221,,traffic_signals,4,POINT (-77.0060221 -12.0978217)
412553989,-12.097939,-77.0022505,,,4,POINT (-77.0022505 -12.097939)
412553995,-12.0980258,-77.002893,,,4,POINT (-77.002893 -12.0980258)
412554019,-12.0981497,-77.00416,,,3,POINT (-77.00416 -12.0981497)
412554037,-12.0980089,-77.0054184,,,4,POINT (-77.0054184 -12.0980089)
412554042,-12.0976463,-77.0065916,,,3,POINT (-77.00659159999999 -12.0976463)
412554048,-12.0974683,-77.0071628,,,4,POINT (-77.0071628 -12.0974683)
412554053,-12.0968986,-77.0089528,,,4,POINT (-77.0089528 -12.0968986)
412554058,-12.0966951,-77.0095667,,,5,POINT (-77.00956669999999 -12.0966951)
412554073,-12.1008977,-77.0024883,,,3,POINT (-77.0024883 -12.1008977)
412554096,-12.1003017,-77.0025861,,,3,POINT (-77.0025861 -12.1003017)
412554131,-12.0986233,-77.0028091,,,3,POINT (-77.00280909999999 -12.0986233)
412554148,-12.0974614,-77.0029724,,,3,POINT (-77.0029724 -12.0974614)
412554170,-12.0964828,-77.003111,,,3,POINT (-77.003111 -12.0964828)
412554191,-12.0956461,-77.0032274,,,3,POINT (-77.0032274 -12.0956461)
412554201,-12.0951682,-77.0032865,,,3,POINT (-77.0032865 -12.0951682)
412554242,-12.1003554,-77.0041716,,,4,POINT (-77.00417160000001 -12.1003554)
412554253,-12.1003151,-77.0056698,,,3,POINT (-77.00566980000001 -12.1003151)
412554266,-12.1001525,-77.0069141,,,3,POINT (-77.0069141 -12.1001525)
412554277,-12.100044,-77.0074878,,,4,POINT (-77.00748780000001 -12.100044)
412554299,-12.0990601,-77.0088976,,,3,POINT (-77.0088976 -12.0990601)
412554319,-12.0980601,-77.0090976,,,3,POINT (-77.0090976 -12.0980601)
412554325,-12.0974611,-77.0090828,,,3,POINT (-77.0090828 -12.0974611)
412554336,-12.0962968,-77.0087977,,,3,POINT (-77.0087977 -12.0962968)
412554359,-12.0957206,-77.0082213,,,3,POINT (-77.0082213 -12.0957206)
412554365,-12.0954672,-77.0070147,,,4,POINT (-77.0070147 -12.0954672)
412554377,-12.0951262,-77.0052176,,,3,POINT (-77.00521759999999 -12.0951262)
412554411,-12.0951749,-77.0026337,,,4,POINT (-77.0026337 -12.0951749)
412557534,-12.1006652,-77.007485,,,3,POINT (-77.007485 -12.1006652)
412557535,-12.0994446,-77.0074863,,,3,POINT (-77.0074863 -12.0994446)
412557537,-12.0986042,-77.0074328,,,3,POINT (-77.0074328 -12.0986042)
412557539,-12.0980499,-77.0073233,,,3,POINT (-77.0073233 -12.0980499)
412557541,-12.0968849,-77.0069635,,,3,POINT (-77.0069635 -12.0968849)
412557543,-12.0965372,-77.0069021,,,3,POINT (-77.0069021 -12.0965372)
412557545,-12.0961152,-77.0069162,,,3,POINT (-77.00691620000001 -12.0961152)
412557546,-12.0965754,-77.0079295,,,3,POINT (-77.0079295 -12.0965754)
412557552,-12.0982654,-77.0084694,,,3,POINT (-77.0084694 -12.0982654)
412557562,-12.0997159,-77.0056468,,,3,POINT (-77.00564679999999 -12.0997159)
412557563,-12.0991534,-77.0056538,,,3,POINT (-77.0056538 -12.0991534)
412557565,-12.0985808,-77.0055726,,,3,POINT (-77.00557259999999 -12.0985808)
412557568,-12.097408,-77.0052306,,,3,POINT (-77.0052306 -12.097408)
412557570,-12.0968414,-77.0051157,,,4,POINT (-77.0051157 -12.0968414)
412557571,-12.0965039,-77.0051005,,,3,POINT (-77.0051005 -12.0965039)
412557573,-12.095892,-77.0051157,,,3,POINT (-77.0051157 -12.095892)
412557576,-12.0963919,-77.0024755,,,4,POINT (-77.0024755 -12.0963919)
412557581,-12.0965844,-77.0063012,,,3,POINT (-77.0063012 -12.0965844)
412557584,-12.0953455,-77.0064447,,,3,POINT (-77.0064447 -12.0953455)
412557591,-12.0987621,-77.0041561,,,4,POINT (-77.0041561 -12.0987621)
412557600,-12.0996463,-77.002017,,,4,POINT (-77.002017 -12.0996463)
412557601,-12.1009858,-77.0041561,,,3,POINT (-77.0041561 -12.1009858)
