2837;1273845713;495336205;(-1, -1)
2838;1273845713;495336196;(-1, -1)
126034;593974684;593974683;(-1, -1)
3090;1273887407;1273827202;(0.3, 0.046)
6465;1712258380;4375898950;(0.0, 0.003)
129782;651816288;651816978;(-1, -1)
129785;651816978;651816288;(-1, -1)
7018;1752177862;5438615462;(-1, -1)
8176;1754073094;1754073121;(-1, -1)
129786;651816978;494493571;(-1, -1)
8192;1754073121;1754073094;(-1, -1)
10900;1832652751;1832652744;(0.0, 0.0)
17549;4509388902;4509388903;(-1, -1)
18676;4753236601;5002397783;(2.533333333333333, 0.509)
19375;4932675656;4932675670;(-1, -1)
21951;5438615461;5438615462;(-1, -1)
130312;674941948;1273786286;(0.13333333333333333, 0.033)
21956;5438615462;5438615461;(-1, -1)
133880;821379495;821379496;(-1, -1)
135154;821789711;9143905762;(-1, -1)
21958;5438615463;5438615462;(-1, -1)
25810;7113234068;4747864869;(0.38333333333333336, 0.021)
142673;844536356;844536354;(0.3, 0.056)
144115;846540169;846540170;(0.2, 0.048)
146659;847686750;4261132476;(-1, -1)
26477;8208882789;11068061119;(-1, -1)
147392;847758113;847758153;(-1, -1)
26569;8228654581;11043579936;(-1, -1)
28517;10980189865;10980189868;(-1, -1)
147413;847758153;847758113;(-1, -1)
28520;10980189868;10980189865;(-1, -1)
150264;885797660;885797690;(-1, -1)
150281;885797682;885797660;(-1, -1)
150282;885797682;885797692;(-1, -1)
150287;885797690;885797790;(-1, -1)
150288;885797690;885797804;(-1, -1)
28914;11068061119;8208882789;(-1, -1)
150289;885797690;885797660;(-1, -1)
150349;885797762;885797790;(-1, -1)
29169;422442252;5718678382;(-1, -1)
29171;422442252;1273737491;(-1, -1)
150378;885797804;885797762;(-1, -1)
152636;1038172918;1038173042;(-1, -1)
29347;440219645;440219648;(-1, -1)
29385;440219754;2147203717;(-1, -1)
30782;1273543497;5449350988;(-1, -1)
30784;1273543497;11032018660;(-1, -1)
31276;1273609565;1273817235;(-1, -1)
31277;1273609565;1745661353;(-1, -1)
152794;1038173042;1038172918;(-1, -1)
31278;1273609565;1745661315;(-1, -1)
153429;1047204906;1047203571;(-1, -1)
31279;1273609565;5494640047;(-1, -1)
153971;1175765727;4220087156;(-1, -1)
32054;1273688535;1745661328;(-1, -1)
154922;1241378538;1241378580;(0.5333333333333333, 0.081)
32971;1273762724;5494583384;(-1, -1)
154995;1241378583;5762815534;(0.0, 0.001)
156408;1258299387;1258298574;(0.0, 0.0)
159501;1272936406;1272936918;(-1, -1)
159930;1272936817;1272936345;(0.0, 0.0)
161789;1273474520;1273982248;(-1, -1)
32972;1273762724;1745661414;(-1, -1)
167574;1273704423;1754944977;(-1, -1)
32973;1273762724;4314866338;(-1, -1)
33178;1273786176;1745661414;(-1, -1)
33387;1273796057;1745661383;(-1, -1)
33636;1273817235;1273609565;(-1, -1)
36016;1570070998;5718663877;(-1, -1)
36958;1572590718;5449350988;(-1, -1)
167745;1273708575;1305880578;(0.11666666666666667, 0.034)
168181;1273719134;4106720521;(-1, -1)
36967;1572590725;5067175766;(0.6, 0.265)
39877;1745661163;1745661339;(-1, -1)
168725;1273737491;422442252;(-1, -1)
169620;1273767390;5468183271;(0.16666666666666666, 0.051)
39898;1745661315;1273609565;(-1, -1)
39905;1745661328;1745661339;(-1, -1)
39913;1745661339;1745661344;(-1, -1)
170386;1273795733;4106720521;(-1, -1)
39914;1745661339;1745661328;(-1, -1)
39915;1745661339;1745661347;(-1, -1)
39916;1745661339;1745661163;(-1, -1)
39917;1745661344;1745661339;(-1, -1)
174364;1273929917;4331488776;(-1, -1)
174365;1273929917;4331488777;(-1, -1)
39918;1745661344;5543361465;(-1, -1)
175017;1273959562;8035952918;(-1, -1)
39919;1745661344;1745661353;(-1, -1)
39923;1745661347;1745661353;(-1, -1)
178689;1305700945;1305701415;(-1, -1)
178917;1305701328;1305701297;(0.6333333333333333, 0.052)
39924;1745661347;4314866338;(-1, -1)
39925;1745661347;1745661339;(-1, -1)
39926;1745661353;1745661347;(-1, -1)
39927;1745661353;1273609565;(-1, -1)
179193;1305701616;3951045454;(-1, -1)
182287;1316928133;1316928629;(-1, -1)
182294;1316928136;1316929322;(3.1333333333333333, 0.338)
39928;1745661353;1745661344;(-1, -1)
