index1;u;v;wazeinfo
382860;8153703528;8153703542;(0.3333333333333333, 0.169)
382868;8153703575;10910892707;(0.1, 0.066)
382916;8153719991;8153719992;(-1, -1)
118147;417252191;417252195;(1.4166666666666667, 0.136)
324343;1756351898;1756351914;(0.18333333333333332, 0.089)
184689;1324511902;1324511793;(2.5, 0.207)
118150;417252195;391036748;(0.0, 0.0)
118159;417252565;3628169497;(0.0, 0.0)
382924;8153720001;9000469084;(0.0, 0.005)
382926;8153720002;8153720001;(0.05, 0.041)
382938;8153720006;8153727926;(0.23333333333333334, 0.052)
184700;1324511919;5860076695;(0.016666666666666666, 0.001)
244695;2147089227;442941741;(0.0, 0.0)
43483;1746736493;1821459797;(0.16666666666666666, 0.038)
43490;1746736497;1273903202;(1.75, 0.329)
382974;8153727926;8153720009;(0.23333333333333334, 0.162)
382985;8153727941;9002382332;(0.016666666666666666, 0.012)
383014;8153740861;8142312310;(0.13333333333333333, 0.072)
43496;1746736505;1746736509;(0.25, 0.047)
383043;8153776894;1756160946;(0.16666666666666666, 0.093)
43501;1746736509;1746736505;(0.0, 0.0)
383058;8153889274;8153889277;(-1, -1)
324347;1756351904;1756351898;(0.016666666666666666, 0.007)
43503;1746736517;1273586201;(0.8333333333333334, 0.177)
118170;417252568;417252567;(0.13333333333333333, 0.066)
324372;1756351934;1756351910;(-1, -1)
43508;1746736527;1746736509;(0.21666666666666667, 0.047)
118184;417252574;1273459387;(0.15, 0.045)
118205;417252592;417252591;(0.03333333333333333, 0.004)
184701;1324511919;1324511271;(0.0, 0.001)
184703;1324511932;1324512496;(0.016666666666666666, 0.002)
244700;2147089232;442944206;(1.4, 0.321)
383061;8153889275;8153889276;(0.0, 0.005)
383064;8153889276;8153889275;(0.06666666666666667, 0.044)
43514;1746750684;4512339331;(0.4, 0.125)
118207;417252594;417252104;(0.8333333333333334, 0.069)
43516;1746750684;1273632201;(0.0, 0.0)
324373;1756351934;2416609837;(0.0, 0.0)
184704;1324511932;4969406010;(0.2, 0.057)
324384;1756351949;5082785012;(0.25, 0.088)
184710;1324511936;1324511470;(-1, -1)
383065;8153889276;8153889286;(0.0, 0.007)
324387;1756351952;1273971531;(0.016666666666666666, 0.006)
184711;1324511936;1324511423;(0.75, 0.039)
118215;417252705;417251195;(0.26666666666666666, 0.093)
383073;8153889282;8153889283;(0.08333333333333333, 0.068)
118222;419481865;391038286;(-1, -1)
383075;8153889283;8153889282;(-1, -1)
184714;1324511941;1324511404;(0.016666666666666666, 0.002)
118234;419481871;419481873;(-1, -1)
383088;8153889308;8153889309;(0.13333333333333333, 0.09)
118246;419481877;419481879;(-1, -1)
118258;419481885;4353108045;(-1, -1)
118276;419481899;419481879;(0.3, 0.14)
244713;2147104623;5115832301;(0.4166666666666667, 0.054)
43524;1746750687;1746750686;(0.016666666666666666, 0.001)
383097;8153907436;8153907437;(0.18333333333333332, 0.124)
43525;1746750687;1746750690;(0.25, 0.083)
244715;2147104623;4270303769;(0.1, 0.045)
244716;2147110526;5436128344;(0.48333333333333334, 0.245)
43526;1746750687;4512339331;(0.0, 0.0)
244721;2147110528;10959137691;(0.8, 0.227)
184715;1324511941;1324511967;(0.25, 0.039)
324390;1756351955;1756351926;(0.23333333333333334, 0.087)
184716;1324511942;5719007426;(0.06666666666666667, 0.009)
324393;1756351958;5082052203;(0.21666666666666667, 0.088)
118311;419482665;419482667;(0.21666666666666667, 0.085)
324409;1756351985;1756351975;(-1, -1)
43528;1746750689;1746750690;(0.0, 0.0)
324413;1756351994;1756351975;(0.25, 0.176)
118316;419482668;419482669;(0.0, 0.0)
118363;419482698;419482700;(0.06666666666666667, 0.027)
383098;8153907437;8153907417;(0.06666666666666667, 0.045)
184717;1324511942;1324512501;(0.11666666666666667, 0.045)
43529;1746750689;1746750691;(0.18333333333333332, 0.034)
184722;1324511960;1324511280;(0.2, 0.04)
244724;2147111274;10959137691;(0.0, 0.0)
43534;1746750691;1746750698;(0.6833333333333333, 0.217)
184724;1324511960;1324512046;(0.5166666666666667, 0.077)
184727;1324511963;1805672588;(0.0, 0.001)
184728;1324511964;1324512245;(-1, -1)
184729;1324511964;1324511855;(1.0, 0.116)
184738;1324511983;1324512029;(0.05, 0.003)
184750;1324512017;10958911549;(0.06666666666666667, 0.018)
118392;419482714;419482713;(0.16666666666666666, 0.059)
383100;8153907437;8153907436;(0.016666666666666666, 0.016)
383111;8153907443;5027448742;(-1, -1)
118398;419482719;3261271982;(0.0, 0.0)
324427;1756422384;1756422381;(0.0, 0.0)
118407;419482728;419482852;(-1, -1)
383116;8153907457;8153907443;(0.0, 0.005)
324428;1756422384;1756422391;(0.48333333333333334, 0.071)
383121;8156035531;1756308283;(0.016666666666666666, 0.013)
118411;419482852;419482728;(0.25, 0.158)
244744;2147949799;5022497680;(0.0, 0.001)
118426;419482878;419482855;(-1, -1)
383122;8158403155;9382851575;(5.95, 3.607)
118445;419482919;419482918;(0.2, 0.055)
324430;1756422384;1755199124;(0.0, 0.002)
383131;8158487469;8158487463;(0.55, 0.369)
383154;8158487492;8158487480;(-1, -1)
184756;1324512029;1324511983;(1.2166666666666666, 0.059)
383161;8164132809;8134141890;(0.4166666666666667, 0.065)
43535;1746750691;1746750689;(0.0, 0.0)
43539;1746750692;1746750699;(0.0, 0.001)
184762;1324512045;1324512160;(0.016666666666666666, 0.005)
184769;1324512048;1325975793;(0.0, 0.0)
244748;2147960945;5022497842;(0.08333333333333333, 0.019)
383171;8164220995;1756231354;(0.13333333333333333, 0.045)
184776;1324512065;563862426;(0.03333333333333333, 0.03)
244758;2147960958;1273723835;(0.0, 0.002)
244779;2148972929;2148972901;(-1, -1)
383198;8164255766;2486873742;(0.0, 0.0)
383205;8164255769;8164255767;(-1, -1)
324431;1756422385;1273973800;(0.05, 0.028)
324437;1756938542;5436278259;(1.7666666666666666, 0.266)
43543;1746750695;1746736406;(0.06666666666666667, 0.019)
43562;1746750707;1746736517;(0.0, 0.003)
118462;419482936;419482935;(0.0, 0.002)
43568;1746750715;9133389336;(0.15, 0.043)
244780;2148972929;2148972930;(0.36666666666666664, 0.123)
118466;419482937;419482936;(0.0, 0.0)
324442;1756939215;5686309909;(2.183333333333333, 0.803)
43579;1746750720;1746750718;(0.25, 0.042)
244793;2148972936;5560075071;(0.0, 0.0)
118494;419482970;263933849;(-1, -1)
118507;419483408;4370328921;(0.3333333333333333, 0.111)
244800;2148973840;5559987273;(0.13333333333333333, 0.053)
244813;2166144484;2166144486;(0.08333333333333333, 0.007)
244816;2166147963;494746333;(-1, -1)
244822;2166203827;2166203818;(0.0, 0.002)
184778;1324512073;5833585106;(0.0, 0.001)
383220;8164260439;8164255755;(0.0, 0.003)
184781;1324512075;1324512296;(0.2833333333333333, 0.043)
324447;1756939250;5059092291;(0.38333333333333336, 0.145)
118508;419483408;392154870;(0.03333333333333333, 0.011)
184790;1324512085;1324512385;(0.3333333333333333, 0.169)
184793;1324512089;1324511393;(3.783333333333333, 0.91)
118511;419483413;10245002850;(0.1, 0.013)
244833;2166203844;2166203832;(0.0, 0.0)
184795;1324512095;3736715868;(0.5166666666666667, 0.269)
184809;1324512113;1324511509;(0.23333333333333334, 0.034)
43581;1746750722;11029031243;(1.2666666666666666, 0.126)
324452;1756939253;5483574631;(0.43333333333333335, 0.116)
383222;8164260440;5721240308;(0.08333333333333333, 0.033)
324454;1756939253;5059093948;(0.2, 0.103)
184811;1324512113;1324511934;(0.7166666666666667, 0.082)
118512;419483413;419483417;(0.3, 0.101)
383229;8164290902;8164290899;(0.016666666666666666, 0.005)
118517;419483421;10037617879;(-1, -1)
383245;8164774014;5027428042;(0.15, 0.102)
383255;8164799316;9906966335;(0.4666666666666667, 0.331)
118520;419483423;10037617880;(0.0, 0.001)
383264;8164803202;8164803175;(0.21666666666666667, 0.147)
324456;1756939256;4374210416;(0.016666666666666666, 0.004)
324459;1756939259;5059093943;(0.0, 0.0)
324469;1756939262;4374210371;(0.1, 0.05)
43582;1746750722;5099132881;(0.11666666666666667, 0.054)
184815;1324512130;1324512547;(0.1, 0.042)
43602;1746750731;1746750740;(0.13333333333333333, 0.06)
244839;2166222104;746786940;(0.15, 0.049)
43608;1746750734;1746750729;(0.0, 0.001)
324471;1756939263;4386876625;(0.05, 0.047)
324473;1756939269;4389368004;(-1, -1)
184818;1324512130;2490743852;(0.9333333333333333, 0.112)
244843;2166222105;2166222112;(0.6333333333333333, 0.118)
184820;1324512133;1324511918;(0.0, 0.001)
324474;1756939269;5059093834;(0.0, 0.0)
324475;1756939269;1756939260;(-1, -1)
184822;1324512135;1324511349;(-1, -1)
184823;1324512135;1324511888;(0.0, 0.002)
184829;1324512146;4270555034;(0.06666666666666667, 0.003)
184836;1324512158;1324511712;(-1, -1)
184838;1324512158;1324512297;(0.0, 0.003)
383271;8167362729;8153703542;(0.05, 0.042)
43614;1746750737;1746750738;(0.06666666666666667, 0.018)
383289;8167384754;1557220732;(0.0, 0.006)
118541;419483471;419484578;(0.08333333333333333, 0.01)
184850;1324512180;3117333121;(0.2, 0.236)
43617;1746750738;1746750741;(0.03333333333333333, 0.01)
43652;1746750750;1821456066;(-1, -1)
184877;1324512239;1324512155;(0.13333333333333333, 0.024)
383297;8167389229;8167389228;(0.0, 0.007)
184882;1324512245;1324511801;(-1, -1)
43661;1746750754;1746750755;(0.45, 0.045)
118551;419483487;419484574;(0.9, 0.059)
43662;1746750754;1746750752;(0.0, 0.0)
244850;2166222108;746787088;(0.0, 0.001)
118562;419484581;4687797067;(0.55, 0.121)
244853;2166222109;1273742489;(0.1, 0.005)
324478;1756939270;5059093944;(0.38333333333333336, 0.17)
184885;1324512253;10749116172;(0.03333333333333333, 0.012)
118571;419484599;419484587;(2.1333333333333333, 0.141)
118573;419484621;4274242232;(0.06666666666666667, 0.033)
184889;1324512255;1324512674;(0.06666666666666667, 0.009)
383301;8167400342;10221881218;(0.8333333333333334, 0.522)
118585;419484625;419484624;(-1, -1)
383309;8167416731;8167416732;(1.0666666666666667, 0.525)
118589;419484627;419484655;(0.5333333333333333, 0.192)
383310;8167416731;11066139345;(1.15, 0.566)
244869;2166227199;2166227201;(0.0, 0.0)
324487;1756939286;9021661078;(0.3, 0.117)
244870;2166227199;746787095;(-1, -1)
43663;1746750754;1746750742;(0.7666666666666667, 0.115)
244878;2166228518;2166228516;(-1, -1)
43665;1746750755;1746750744;(0.0, 0.001)
244883;2166238131;2166238135;(0.0, 0.002)
43685;1746750762;1746750760;(0.0, 0.001)
244896;2166909939;2166909947;(0.13333333333333333, 0.097)
324491;1756939293;1756939296;(0.13333333333333333, 0.051)
43699;1746750766;9029209489;(0.08333333333333333, 0.028)
118591;419484627;393867114;(0.0, 0.0)
244906;2166917915;4353234202;(-1, -1)
324493;1756939296;1756939306;(0.0, 0.002)
118598;419484642;419484646;(-1, -1)
244939;2166923512;1273984391;(-1, -1)
324495;1756939296;1756939299;(0.05, 0.036)
118604;419484644;419484643;(0.0, 0.003)
324496;1756939296;1756939293;(-1, -1)
324501;1756939300;1756939304;(0.1, 0.042)
184892;1324512259;1324512542;(0.85, 0.084)
184901;1324512290;1324512178;(0.0, 0.0)
383311;8167416732;8167416721;(0.8333333333333334, 0.281)
118646;419484719;419484725;(0.6, 0.109)
244945;2166923583;1273717106;(0.06666666666666667, 0.05)
383315;8167416735;8167416738;(0.016666666666666666, 0.021)
118654;419484728;419484726;(0.38333333333333336, 0.159)
244946;2166923583;5010209136;(0.11666666666666667, 0.008)
324508;1756939305;8128911152;(0.23333333333333334, 0.132)
244959;2168736620;1403460856;(0.0, 0.002)
244961;2168736622;1273902742;(0.15, 0.049)
245004;2173171880;2173171881;(0.03333333333333333, 0.011)
118681;419485131;4031954806;(0.31666666666666665, 0.108)
118684;419485132;419485133;(0.0, 0.0)
43714;1746750772;1746750771;(0.0, 0.0)
324509;1756939305;1756939286;(0.3333333333333333, 0.211)
43717;1746750774;1746750777;(0.0, 0.0)
383325;8167416752;8167416805;(0.21666666666666667, 0.15)
383332;8167416770;8167416778;(0.06666666666666667, 0.051)
184902;1324512293;1324512737;(0.15, 0.028)
245009;2173171882;4640777085;(0.6166666666666667, 0.386)
184905;1324512296;1324512075;(0.03333333333333333, 0.007)
245017;2173173987;1746105672;(0.0, 0.002)
184910;1324512298;4407068362;(-1, -1)
245019;2173173989;5421589724;(0.06666666666666667, 0.023)
245020;2173173989;1577952946;(0.05, 0.019)
245036;2173250261;1273659117;(-1, -1)
43721;1746750776;1575898194;(0.03333333333333333, 0.013)
43722;1746750776;1746750772;(-1, -1)
324510;1756939305;4374210410;(0.4, 0.275)
324511;1756939306;1756939304;(0.0, 0.0)
324519;1756939313;1756939309;(0.0, 0.003)
324527;1756939317;8128911152;(0.23333333333333334, 0.062)
383333;8167416770;11073980222;(0.03333333333333333, 0.031)
324534;1756939321;1756939319;(-1, -1)
118688;419485134;419883062;(0.16666666666666666, 0.06)
383336;8167416778;8167416772;(-1, -1)
324539;1756939323;5072443780;(0.0, 0.001)
184913;1324512300;1324511330;(0.9, 0.105)
383340;8167416790;9509445524;(1.3166666666666667, 0.349)
184933;1324512352;4271734843;(0.0, 0.002)
118707;419485148;4170744712;(0.0, 0.005)
184937;1324512353;1324511280;(0.0, 0.0)
118741;419486138;419486136;(-1, -1)
118743;419486139;419486140;(-1, -1)
184942;1324512359;1324511470;(0.0, 0.0)
118746;419486140;419486141;(-1, -1)
118751;419486141;419486142;(0.31666666666666665, 0.105)
184943;1324512362;1324512221;(0.0, 0.0)
324551;1756939334;1756939340;(0.05, 0.039)
184952;1324512365;8623659838;(1.9833333333333334, 0.124)
43726;1746750777;1746750774;(0.26666666666666666, 0.041)
324555;1756939337;5059093868;(0.35, 0.101)
184955;1324512371;4246031977;(0.0, 0.0)
43732;1746750779;1746750780;(-1, -1)
245045;2173250269;1273747216;(0.26666666666666666, 0.052)
245065;2173252180;1273937496;(-1, -1)
184962;1324512385;1324512732;(0.15, 0.039)
324565;1756939346;1756939340;(0.0, 0.002)
184967;1324512395;1324512045;(1.5666666666666667, 0.287)
383341;8167416790;8167416791;(0.03333333333333333, 0.027)
324575;1756939351;1756939364;(0.0, 0.008)
43733;1746750780;1746750777;(0.3333333333333333, 0.038)
383344;8167416805;8167416731;(0.5666666666666667, 0.297)
118752;419486142;419486143;(0.18333333333333332, 0.077)
43751;1746750790;8878647296;(-1, -1)
118755;419486142;419486155;(-1, -1)
245069;2173254805;1746075885;(0.23333333333333334, 0.057)
118771;419486160;419486140;(0.05, 0.029)
43763;1746750801;1746750805;(0.0, 0.0)
245091;2173254814;2173254815;(0.18333333333333332, 0.053)
324579;1756939353;1756939363;(0.08333333333333333, 0.032)
184968;1324512395;1324512609;(1.5833333333333333, 0.289)
245095;2173254815;1746075894;(0.15, 0.038)
118772;419486160;419486155;(0.85, 0.187)
118777;419486168;419485668;(-1, -1)
118788;419486184;419883069;(0.0, 0.001)
118791;419866799;393863872;(0.08333333333333333, 0.041)
118792;419866799;393863871;(0.0, 0.002)
245101;2173257162;5049798100;(0.2833333333333333, 0.044)
245118;2173257730;1752585658;(0.0, 0.001)
245120;2173257732;1746075845;(-1, -1)
245183;2173557148;2173557139;(0.08333333333333333, 0.039)
245189;2173557154;2173557141;(-1, -1)
245192;2173557839;273413467;(0.0, 0.001)
383368;8167438932;5243264870;(0.18333333333333332, 0.048)
43764;1746750801;1746750803;(1.7, 0.113)
383370;8167501469;8167501470;(0.0, 0.001)
383371;8167501470;8167501469;(0.0, 0.001)
43775;1746750807;5099132860;(0.5, 0.092)
383374;8167501473;8167501476;(0.2, 0.142)
43777;1746750809;1746750805;(0.16666666666666666, 0.093)
245209;2174297459;391018361;(0.15, 0.051)
118795;419866804;5712464578;(0.016666666666666666, 0.013)
245239;2174808930;471051771;(0.0, 0.0)
118803;419866819;419866816;(0.38333333333333336, 0.148)
245255;2174812280;2174812286;(0.8833333333333333, 0.074)
118812;419866822;419866821;(0.43333333333333335, 0.186)
245265;2174812283;2174808931;(-1, -1)
184971;1324512397;1324512507;(0.2, 0.077)
324588;1756939358;1756939364;(0.0, 0.001)
184974;1324512413;1324512647;(0.31666666666666665, 0.026)
43778;1746750809;1746750803;(0.6333333333333333, 0.052)
383379;8167501474;8167501476;(0.13333333333333333, 0.065)
245266;2174812284;2174812276;(0.55, 0.036)
383382;8167501476;8167501474;(0.0, 0.001)
324601;1756939365;8128940040;(0.15, 0.062)
324603;1756939365;4374210189;(0.25, 0.053)
184976;1324512420;1324511866;(0.15, 0.045)
118825;419866832;419876846;(0.0, 0.002)
245268;2174812284;2174812272;(0.016666666666666666, 0.002)
383384;8167501481;8167501482;(0.05, 0.039)
245295;2174954267;1757230417;(0.03333333333333333, 0.011)
383386;8167501482;8167501481;(0.0, 0.003)
43779;1746750809;1746750820;(0.0, 0.0)
245305;2174958290;5581064419;(0.1, 0.008)
324610;1756939372;10679767511;(0.18333333333333332, 0.063)
383411;8167501513;8167501509;(0.9166666666666666, 0.343)
43780;1746750809;5099132860;(0.16666666666666666, 0.032)
43782;1746750813;1746750822;(-1, -1)
43784;1746750813;8153962453;(0.016666666666666666, 0.002)
43785;1746750815;5191668556;(-1, -1)
43787;1746750815;1746750807;(-1, -1)
43796;1746750821;1746750834;(-1, -1)
43805;1746750834;1746750821;(0.16666666666666666, 0.034)
43806;1746750834;1746750839;(-1, -1)
118835;419866871;419866866;(0.0, 0.001)
184980;1324512430;3736715725;(0.1, 0.023)
118842;419866878;419872344;(0.2, 0.094)
324615;1756939373;1756939380;(0.06666666666666667, 0.037)
324616;1756939374;5497587245;(0.11666666666666667, 0.049)
118850;419866899;4274242307;(0.0, 0.0)
118855;419866906;419866819;(0.25, 0.105)
118857;419866921;419872470;(-1, -1)
118873;419867030;419867071;(0.18333333333333332, 0.094)
43809;1746750837;1746750822;(0.26666666666666666, 0.075)
43818;1746750841;1746750840;(0.5666666666666667, 0.047)
43819;1746750842;1746750841;(0.18333333333333332, 0.06)
245314;2174959856;10025365582;(0.0, 0.003)
383420;8167510727;8167501500;(0.0, 0.001)
245339;2177199809;2177199824;(0.45, 0.067)
43822;1746750843;1746750842;(0.06666666666666667, 0.022)
43823;1746750843;5191668532;(-1, -1)
324617;1756939374;4374210394;(0.0, 0.002)
118875;419867071;419866883;(0.16666666666666666, 0.079)
324618;1756939374;5497587239;(0.43333333333333335, 0.173)
324619;1756939375;5059093861;(0.08333333333333333, 0.039)
43824;1746750843;5191668533;(0.11666666666666667, 0.048)
43831;1746761721;1746761728;(0.08333333333333333, 0.045)
184983;1324512431;10739807918;(0.16666666666666666, 0.007)
184985;1324512432;1324512097;(-1, -1)
324621;1756939375;1756939388;(0.18333333333333332, 0.12)
324622;1756939376;5497647641;(0.0, 0.001)
245346;2177199814;5393492035;(0.0, 0.0)
245360;2177199826;1487003772;(0.13333333333333333, 0.034)
383434;8167510734;8167510735;(0.3333333333333333, 0.129)
383443;8167510737;5192245338;(1.2666666666666666, 0.148)
383446;8167546163;10936511073;(0.43333333333333335, 0.158)
43834;1746761728;1746761721;(0.0, 0.0)
383454;8167572320;5483409565;(0.3333333333333333, 0.232)
43840;1746761734;1746761744;(-1, -1)
324636;1756939384;4386157734;(0.0, 0.002)
324643;1756939386;4374210209;(0.0, 0.0)
184986;1324512432;1273643854;(0.016666666666666666, 0.001)
324664;1756939398;5072357281;(0.0, 0.0)
43843;1746761739;1746761745;(0.8166666666666667, 0.053)
184987;1324512432;5689019677;(0.1, 0.08)
118889;419867117;419867121;(0.06666666666666667, 0.027)
184988;1324512442;1324512466;(0.65, 0.173)
43861;1746761750;4971403389;(0.016666666666666666, 0.004)
184993;1324512447;1324511375;(0.6833333333333333, 0.167)
184999;1324512466;1324512442;(0.0, 0.0)
245361;2177199826;5098766094;(0.43333333333333335, 0.036)
185003;1324512468;10748919935;(-1, -1)
324665;1756939398;10679767507;(0.0, 0.0)
324691;1756939409;1756939450;(0.016666666666666666, 0.003)
324703;1756939415;1756939459;(0.016666666666666666, 0.005)
324717;1756939421;5059158195;(0.0, 0.006)
324723;1756939423;5145980341;(0.26666666666666666, 0.116)
383462;8167594813;8292435619;(0.6333333333333333, 0.253)
383465;8167608040;8167608043;(0.0, 0.004)
324724;1756939424;1756939427;(0.15, 0.029)
118890;419867117;419867110;(0.06666666666666667, 0.029)
185009;1324512474;5692249528;(0.0, 0.003)
118894;419867126;4374561082;(0.21666666666666667, 0.075)
43883;1746761768;5099008655;(0.0, 0.003)
185015;1324512496;885819417;(0.38333333333333336, 0.031)
118901;419867158;4374561068;(0.03333333333333333, 0.02)
43887;1746761770;1746761774;(0.16666666666666666, 0.039)
118910;419867182;419866821;(0.0, 0.001)
43891;1746761772;5464631971;(0.0, 0.001)
118913;419867187;419872552;(-1, -1)
118919;419867213;419867110;(-1, -1)
185017;1324512496;1805672588;(0.4, 0.031)
185018;1324512498;1324512620;(-1, -1)
185023;1324512501;1324511942;(0.0, 0.0)
185024;1324512501;1324512524;(0.6833333333333333, 0.187)
185025;1324512505;1324512083;(0.0, 0.007)
185028;1324512506;885819411;(-1, -1)
185031;1324512507;1324512397;(0.0, 0.001)
185034;1324512510;5688850776;(-1, -1)
185041;1324512524;1324511795;(0.13333333333333333, 0.052)
383468;8167608043;8167608040;(0.3333333333333333, 0.224)
185043;1324512542;5145494248;(0.13333333333333333, 0.007)
245379;2177201711;10885541394;(0.0, 0.002)
185053;1324512547;2490743852;(2.25, 0.187)
324725;1756939424;4374210194;(0.11666666666666667, 0.032)
43892;1746761774;1746761809;(0.9166666666666666, 0.105)
245384;2177201713;5393490704;(1.0333333333333334, 0.156)
43894;1746761774;1746761777;(-1, -1)
324731;1756939426;1756939432;(0.06666666666666667, 0.042)
43895;1746761774;1746761770;(-1, -1)
324741;1756939428;5686313066;(0.15, 0.039)
383477;8167631218;8167631222;(0.05, 0.016)
324747;1756939432;1756939437;(0.1, 0.041)
383491;8175994982;5045018792;(0.0, 0.001)
185065;1324512568;1324512602;(0.0, 0.0)
245385;2177201715;1273858125;(0.05, 0.031)
245389;2177201723;6302438536;(-1, -1)
43899;1746761777;1746761801;(0.0, 0.001)
118930;419867223;419867216;(0.5166666666666667, 0.185)
245390;2177201725;5393490698;(0.5, 0.058)
245392;2177201725;1367679707;(0.25, 0.052)
245395;2177204748;2177204750;(0.0, 0.001)
324748;1756939432;1756939426;(0.0, 0.001)
383513;8204262319;8204262320;(0.0, 0.003)
324770;1756939439;1756939434;(0.1, 0.039)
185067;1324512570;1324511707;(0.05, 0.003)
43901;1746761777;1746761774;(0.0, 0.0)
324780;1756939444;1756939406;(0.26666666666666666, 0.09)
43919;1746761790;1746761798;(-1, -1)
324782;1756939444;6496695444;(0.0, 0.0)
383523;8209016873;3107797318;(0.15, 0.111)
118931;419867223;674503294;(0.45, 0.153)
118946;419872407;10718289726;(0.016666666666666666, 0.004)
245397;2177204749;1367679995;(0.0, 0.0)
185071;1324512575;1325976113;(0.05, 0.014)
118989;419872489;419872508;(0.2, 0.053)
245398;2177204749;1367679939;(-1, -1)
118996;419872496;419872492;(-1, -1)
185073;1324512577;1324511398;(0.4666666666666667, 0.078)
245399;2177204749;2177204750;(-1, -1)
43922;1746761792;1746761805;(0.0, 0.0)
383535;8209707528;8209699163;(0.0, 0.008)
185086;1324512615;1324512199;(0.06666666666666667, 0.048)
43932;1746761794;1273844188;(0.48333333333333334, 0.089)
324783;1756939445;1756939451;(0.0, 0.0)
43950;1746761809;1746761811;(0.0, 0.0)
185092;1324512621;563862430;(0.0, 0.005)
43955;1746761814;5464631970;(0.05, 0.026)
383536;8209707528;3107394350;(0.11666666666666667, 0.077)
43956;1746761814;1746761798;(-1, -1)
43972;1746761838;3738262347;(0.6666666666666666, 0.078)
245401;2177204750;2177204749;(0.0, 0.0)
324784;1756939445;1756939439;(0.1, 0.04)
119009;419872507;419872505;(0.11666666666666667, 0.062)
324788;1756939446;1756939408;(0.16666666666666666, 0.085)
185096;1324512640;1324512365;(0.4666666666666667, 0.055)
324789;1756939446;1756939503;(-1, -1)
324791;1756939448;1756939453;(0.23333333333333334, 0.035)
324793;1756939448;1756939396;(0.0, 0.0)
43975;1746761840;1746761856;(0.0, 0.0)
185100;1324512647;1324512385;(0.0, 0.0)
185114;1324512660;31080123;(0.2833333333333333, 0.141)
383545;8211292030;5483488719;(0.2, 0.053)
324802;1756939451;1756939445;(0.13333333333333333, 0.041)
383547;8211292030;8211292033;(0.6, 0.279)
185115;1324512663;1324511855;(0.65, 0.054)
324806;1756939452;1756939512;(0.016666666666666666, 0.006)
43988;1746761849;1273482291;(0.2833333333333333, 0.101)
43990;1746761850;1746761863;(0.3, 0.034)
245402;2177204750;2177204748;(0.18333333333333332, 0.029)
245414;2177219612;1368672884;(0.11666666666666667, 0.043)
245416;2177219612;1368672872;(-1, -1)
245424;2177219619;1746796486;(0.1, 0.054)
119010;419872507;419872518;(0.45, 0.15)
383549;8211292033;8211292034;(5.3, 1.725)
119030;419872552;1273928213;(0.0, 0.0)
185118;1324512674;1324512255;(1.3166666666666667, 0.153)
185121;1324512682;1324512375;(-1, -1)
185125;1324512690;1324511718;(0.0, 0.0)
324812;1756939454;1756939422;(0.3, 0.098)
43996;1746761855;4341713092;(0.08333333333333333, 0.044)
44013;1746761867;1273482291;(3.6333333333333333, 0.926)
44036;1746761875;1746761876;(0.26666666666666666, 0.039)
44037;1746761876;1273925241;(-1, -1)
383561;8211298897;5436260704;(0.3, 0.156)
245428;2177219627;2177219641;(0.16666666666666666, 0.073)
245440;2177219641;1746828601;(0.6666666666666666, 0.066)
245448;2177232992;5380596981;(0.2, 0.137)
245451;2177232993;3738233957;(0.016666666666666666, 0.019)
185126;1324512690;1324512395;(0.0, 0.004)
44060;1746761883;1746761877;(0.13333333333333333, 0.05)
185131;1324512714;1324511879;(-1, -1)
185139;1324512717;1324511474;(0.03333333333333333, 0.019)
185150;1324512742;1324511788;(0.1, 0.062)
245466;2177253030;2177253033;(0.0, 0.0)
185161;1325975479;1325975981;(0.2, 0.039)
119032;419872556;419872533;(0.0, 0.0)
324814;1756939454;1756939449;(0.0, 0.0)
44068;1746761886;1746761903;(0.0, 0.001)
44069;1746761886;1746761880;(0.13333333333333333, 0.037)
383564;8211306847;3272086459;(0.36666666666666664, 0.15)
119049;419872619;4353134319;(0.0, 0.0)
324820;1756939458;1756939521;(0.16666666666666666, 0.089)
324821;1756939459;1756939463;(0.16666666666666666, 0.037)
245516;2179698934;2179698944;(0.0, 0.001)
119054;419872625;419872622;(0.0, 0.001)
324829;1756939461;1756939431;(0.16666666666666666, 0.054)
119061;419872636;419872633;(0.7, 0.117)
324830;1756939461;1756939454;(-1, -1)
119065;419876810;393866231;(0.06666666666666667, 0.026)
185164;1325975539;1325975610;(0.0, 0.002)
383565;8211306847;9124369412;(0.25, 0.101)
245556;2179698949;2179698942;(0.0, 0.0)
44087;1746761892;1746761908;(0.0, 0.0)
245560;2179698950;2179698951;(0.0, 0.0)
383574;8211306854;8211306852;(0.016666666666666666, 0.006)
324831;1756939462;5145701052;(0.16666666666666666, 0.092)
383613;8211367488;2487017103;(-1, -1)
383620;8211703271;8211703310;(0.06666666666666667, 0.051)
185165;1325975553;1325975571;(0.9, 0.19)
119066;419876810;10943412662;(0.0, 0.0)
119078;419876841;5468419540;(0.03333333333333333, 0.007)
119079;419876844;393866093;(-1, -1)
185167;1325975555;1324511952;(0.06666666666666667, 0.014)
185168;1325975555;1324511917;(0.03333333333333333, 0.011)
185172;1325975579;4969398363;(0.03333333333333333, 0.007)
185177;1325975610;1325976113;(0.06666666666666667, 0.007)
245562;2179698951;2179698929;(0.08333333333333333, 0.051)
245614;2182602805;2182625258;(0.15, 0.057)
383627;8211703292;8211703285;(1.1833333333333333, 0.479)
245617;2182602808;2182602805;(0.0, 0.002)
