index1;u;v;wazeinfo
351033;3272085324;3272085442;(0.15, 0.11)
7456;1754028236;7841684107;(0.35, 0.075)
7466;1754028264;1273794141;(0.45, 0.052)
288565;5714424616;5714424617;(0.0, 0.004)
7467;1754028264;8121188745;(2.3833333333333333, 0.387)
288566;5714424617;1316929104;(0.1, 0.079)
288584;5714424764;5791398813;(-1, -1)
83878;8213426338;8213426339;(0.0, 0.009)
212868;1399063272;1399063317;(0.0, 0.003)
83879;8213426338;8213426352;(-1, -1)
288593;5714595881;1366343859;(-1, -1)
288596;5714604078;1707739500;(-1, -1)
212870;1399063278;1399063272;(0.23333333333333334, 0.081)
83881;8213426339;8213426331;(0.0, 0.0)
351037;3272085330;3272085608;(0.26666666666666666, 0.059)
157262;1271066769;1271067210;(0.0, 0.002)
212875;1399063300;1273961987;(0.13333333333333333, 0.047)
83902;8213492690;8213492701;(0.0, 0.005)
83903;8213492690;8213492704;(0.05, 0.036)
212881;1399063324;1399063278;(0.0, 0.001)
212883;1399063331;1273876682;(0.0, 0.001)
288603;5715235790;5715235793;(0.5, 0.15)
157275;1271066783;1271066420;(1.05, 0.156)
288608;5715235797;5715235798;(-1, -1)
212888;1399063402;1273801571;(0.1, 0.038)
288625;5715338346;5463186543;(-1, -1)
212898;1399076840;1273716599;(0.0, 0.0)
7468;1754028290;1273889382;(0.36666666666666664, 0.076)
212899;1399076840;1273547434;(-1, -1)
7473;1754028292;1273640298;(0.43333333333333335, 0.086)
7475;1754028305;1754028353;(-1, -1)
7496;1754028350;3774298010;(0.3, 0.065)
212904;1399076862;1273765502;(0.0, 0.0)
288626;5715338346;5715338359;(5.566666666666666, 1.07)
351042;3272085337;3272085339;(0.03333333333333333, 0.026)
212914;1399076950;2055741460;(0.0, 0.002)
212915;1399076950;2055741460;(-1, -1)
83912;8213492707;8213492704;(0.05, 0.037)
212923;1400834514;3462138223;(0.0, 0.0)
212928;1400834516;1400834519;(-1, -1)
212934;1400834524;530061283;(0.0, 0.004)
212935;1403155296;1403155318;(0.16666666666666666, 0.098)
212938;1403155298;1273626280;(0.0, 0.0)
212939;1403155298;1273883508;(0.16666666666666666, 0.04)
212944;1403155303;5434305573;(0.15, 0.039)
212945;1403155303;1403155354;(0.0, 0.0)
7514;1754028358;4286859328;(0.3, 0.081)
7517;1754028363;1754028321;(0.06666666666666667, 0.048)
157284;1271066787;1271067279;(0.0, 0.0)
157289;1271066796;4274555071;(0.0, 0.0)
288627;5715338359;5715338346;(4.0, 1.07)
288629;5715338361;5463186557;(0.0, 0.0)
83916;8213492713;8213494725;(0.2, 0.138)
288638;5716055693;838231804;(0.23333333333333334, 0.093)
157291;1271066797;1271066709;(0.1, 0.028)
212954;1403155308;1273933248;(0.25, 0.061)
351055;3272085343;3272085157;(0.11666666666666667, 0.084)
83934;8213537002;8213537547;(0.0, 0.0)
7529;1754028398;8169207918;(0.16666666666666666, 0.032)
83937;8213537003;8213537002;(0.03333333333333333, 0.023)
351062;3272085352;3272085389;(0.03333333333333333, 0.028)
83941;8213537006;8213537540;(0.1, 0.05)
83946;8213537015;8213537016;(-1, -1)
351066;3272085355;3272085124;(0.5, 0.109)
351067;3272085355;11039165832;(0.05, 0.022)
212955;1403155311;1403155369;(0.0, 0.0)
212972;1403155323;1273726660;(0.0, 0.0)
288659;5718483513;429567608;(0.03333333333333333, 0.022)
157311;1271066808;1271067478;(0.11666666666666667, 0.055)
351069;3272085356;3272085133;(0.15, 0.109)
157325;1271066816;1271067602;(0.0, 0.0)
351075;3272085360;8211341167;(0.11666666666666667, 0.029)
83953;8213537522;8213537524;(0.06666666666666667, 0.026)
351094;3272085386;3272085450;(-1, -1)
83965;8213537547;8213537002;(0.0, 0.0)
83966;8213537547;8213537535;(0.16666666666666666, 0.085)
288667;5718485032;5718485030;(0.0, 0.005)
83970;8213537548;8213537002;(-1, -1)
7531;1754028400;3774296608;(0.11666666666666667, 0.039)
212977;1403155326;1403155339;(0.0, 0.001)
157331;1271066822;1271066639;(0.0, 0.001)
7545;1754028430;3774296610;(0.16666666666666666, 0.042)
351118;3272085417;3272085391;(0.3333333333333333, 0.2)
7559;1754028439;1754028440;(-1, -1)
157339;1271066832;1271066832;(0.0, 0.0)
83975;8213542547;8213566239;(0.08333333333333333, 0.064)
351119;3272085417;3272085428;(0.0, 0.0)
83977;8213542548;8213566255;(-1, -1)
288676;5718525567;422442283;(0.18333333333333332, 0.096)
351120;3272085417;3272085304;(0.23333333333333334, 0.101)
288677;5718678382;422442252;(-1, -1)
7571;1754028443;5446412539;(0.016666666666666666, 0.005)
288679;5718753360;5718753363;(0.016666666666666666, 0.003)
7574;1754028446;1754028443;(-1, -1)
7576;1754028448;1273455424;(-1, -1)
288682;5718753363;5718753360;(-1, -1)
288683;5718753363;8939339604;(0.48333333333333334, 0.102)
7583;1754028452;1754028450;(0.38333333333333336, 0.131)
212986;1403155335;1403155299;(0.3, 0.101)
351131;3272085429;3272085406;(0.5333333333333333, 0.081)
212994;1403155354;1403155322;(0.016666666666666666, 0.002)
7586;1754028454;1754028476;(0.18333333333333332, 0.127)
212995;1403155354;1403155303;(0.4166666666666667, 0.087)
157352;1271066840;1271066711;(1.6666666666666667, 0.138)
7589;1754028474;8103917810;(0.016666666666666666, 0.005)
7598;1754028479;4286859334;(-1, -1)
157353;1271066840;1271067135;(0.0, 0.0)
7604;1754028482;5446380608;(0.0, 0.001)
7615;1754035642;1572591371;(-1, -1)
7616;1754035650;3740697445;(0.03333333333333333, 0.014)
7617;1754035650;4117042763;(0.0, 0.001)
83980;8213542554;5080051155;(0.05, 0.036)
7621;1754035664;1754035669;(-1, -1)
157355;1271066843;1271066301;(0.5166666666666667, 0.104)
288687;5718753367;1273854935;(0.0, 0.004)
213000;1403155358;1403155354;(0.0, 0.0)
288710;5718753395;5718753401;(0.38333333333333336, 0.083)
213003;1403155363;1842389973;(0.15, 0.059)
7627;1754035668;1273796770;(0.9833333333333333, 0.137)
213011;1403155373;1403155363;(0.18333333333333332, 0.057)
7630;1754035669;1828217736;(0.21666666666666667, 0.042)
7635;1754035671;1754035668;(-1, -1)
83985;8213542565;8213566242;(0.016666666666666666, 0.021)
351137;3272085436;3272085565;(0.0, 0.001)
288717;5718753401;5718753395;(0.0, 0.0)
213013;1403155373;1273984834;(0.0, 0.003)
288725;5718753410;1273465955;(0.0, 0.0)
157356;1271066845;1271066970;(0.4166666666666667, 0.049)
213017;1403158743;678202438;(0.03333333333333333, 0.008)
157359;1271066846;1271066363;(0.2833333333333333, 0.051)
288740;5718758158;5718758149;(0.13333333333333333, 0.09)
157360;1271066846;1271066658;(-1, -1)
7640;1754035679;5446412544;(0.0, 0.0)
7653;1754035717;4747864920;(0.5166666666666667, 0.095)
83992;8213542568;8213630218;(0.03333333333333333, 0.031)
7666;1754035727;1273618677;(0.45, 0.075)
288749;5718758182;1273699304;(0.0, 0.0)
213018;1403158743;1905027658;(0.11666666666666667, 0.062)
288750;5718758182;1752642198;(0.06666666666666667, 0.036)
157362;1271066849;1271066306;(0.0, 0.0)
213020;1403158760;1273526071;(0.0, 0.004)
157368;1271066857;1271067046;(-1, -1)
288756;5718758185;3238752155;(0.0, 0.001)
157376;1271066862;1366344223;(-1, -1)
288761;5718758188;2761252084;(-1, -1)
351143;3272085443;3272085460;(0.25, 0.096)
157381;1271066864;1271067259;(0.21666666666666667, 0.049)
351149;3272085444;3272085582;(0.0, 0.0)
84002;8213542592;8213594472;(0.1, 0.073)
213029;1403158767;1403158785;(0.0, 0.0)
288767;5718813353;4199807626;(0.0, 0.0)
213032;1403158781;1273938749;(0.45, 0.157)
288772;5718813361;5718813358;(0.0, 0.003)
213034;1403158781;1273467213;(-1, -1)
157387;1271066870;1271067014;(0.13333333333333333, 0.044)
7667;1754035729;1754035727;(0.06666666666666667, 0.023)
157390;1271066872;1271067021;(-1, -1)
157393;1271066873;1271066246;(-1, -1)
7671;1754035731;4739768866;(0.8166666666666667, 0.054)
7680;1754035735;5446380576;(-1, -1)
351150;3272085449;3272085380;(0.25, 0.053)
7699;1754039592;1754039589;(-1, -1)
7707;1754039597;3757469572;(0.03333333333333333, 0.022)
7718;1754039603;1273971145;(0.0, 0.002)
351156;3272085453;3272085436;(0.25, 0.128)
84003;8213542592;8213566234;(2.4, 0.991)
288779;5718832735;5718832737;(0.05, 0.03)
351161;3272085455;3272085878;(0.0, 0.003)
288790;5718832789;5718832794;(0.0, 0.002)
351162;3272085460;3272085698;(0.7833333333333333, 0.209)
288792;5718832789;4282125007;(-1, -1)
157397;1271066874;1271067325;(0.4666666666666667, 0.053)
288887;5720897848;5720897858;(0.0, 0.001)
213037;1403158782;1403158760;(0.0, 0.001)
7720;1754039603;1273456894;(0.6333333333333333, 0.096)
7731;1754044351;1404124244;(0.0, 0.001)
351167;3272085563;3272085429;(0.38333333333333336, 0.058)
213040;1403158785;1403158764;(0.0, 0.002)
213052;1403202004;1273593054;(0.2, 0.056)
288895;5720897850;5720897857;(0.08333333333333333, 0.03)
84007;8213542597;8213566251;(0.05, 0.038)
84011;8213542599;8213566238;(-1, -1)
157404;1271066884;1271067388;(0.06666666666666667, 0.021)
288906;5720897854;5720897844;(0.0, 0.002)
288916;5720897857;5720897850;(-1, -1)
351172;3272085567;3272085389;(0.18333333333333332, 0.089)
7762;1754044377;1754044392;(0.4166666666666667, 0.139)
157407;1271066888;1258298837;(0.0, 0.0)
157411;1271066896;1316928919;(0.16666666666666666, 0.051)
7774;1754044380;4833627824;(0.25, 0.117)
213057;1403202024;1403202106;(0.0, 0.0)
213061;1403202029;1273934147;(0.0, 0.0)
84035;8213566218;8213594445;(0.7666666666666667, 0.089)
288921;5720897861;5017106113;(0.03333333333333333, 0.034)
157416;1271066901;1316929128;(0.36666666666666664, 0.095)
351174;3272085573;3272085619;(0.03333333333333333, 0.028)
213062;1403202029;1403202034;(0.16666666666666666, 0.05)
351175;3272085573;3272085597;(0.0, 0.003)
213069;1403202032;1403201971;(1.7166666666666666, 0.265)
288925;5720900605;5720900613;(0.18333333333333332, 0.126)
213080;1403202081;4341815229;(-1, -1)
288937;5720905082;1273676458;(-1, -1)
84036;8213566218;8213566219;(0.7666666666666667, 0.089)
351181;3272085582;3272085593;(0.21666666666666667, 0.092)
351183;3272085585;3272085590;(0.11666666666666667, 0.055)
351193;3272085590;3272085602;(-1, -1)
7781;1754044387;1754044378;(0.016666666666666666, 0.002)
157418;1271066902;1271066576;(0.0, 0.0)
213085;1403202097;678203888;(0.31666666666666665, 0.138)
288938;5720910879;5017031816;(0.4, 0.175)
7798;1754044397;1754044383;(0.0, 0.0)
351199;3272085597;3272085622;(0.0, 0.0)
7802;1754044399;4400537282;(-1, -1)
213088;1403202106;1403202006;(0.0, 0.0)
7808;1754044407;4334418879;(0.16666666666666666, 0.124)
84037;8213566218;8213630332;(0.7666666666666667, 0.089)
157427;1271066911;1271067364;(0.0, 0.0)
157437;1271066921;1316928621;(0.23333333333333334, 0.064)
213109;1403206234;1273975409;(0.016666666666666666, 0.004)
288950;5720920280;1752672163;(0.95, 0.142)
288958;5720920291;5467994360;(0.21666666666666667, 0.068)
288965;5720930102;5720930103;(0.5666666666666667, 0.253)
288972;5720930107;10824546487;(1.5333333333333334, 0.69)
288973;5720930107;5720930103;(0.3, 0.134)
84054;8213566232;8213594474;(0.9666666666666667, 0.21)
351203;3272085602;3272085590;(0.06666666666666667, 0.055)
351206;3272085606;3272085637;(-1, -1)
351209;3272085608;3272085593;(0.13333333333333333, 0.06)
213111;1403206234;1403202048;(0.9166666666666666, 0.116)
351214;3272085620;3272085587;(0.4, 0.106)
213123;1403237266;1403237263;(-1, -1)
7814;1754044414;1754044412;(0.43333333333333335, 0.215)
7818;1754049751;1754049754;(0.11666666666666667, 0.037)
157443;1271066931;1271067571;(0.8166666666666667, 0.151)
351219;3272085632;3272085873;(0.016666666666666666, 0.01)
157452;1271066968;1271066555;(0.0, 0.0)
351223;3272085633;3272085622;(0.23333333333333334, 0.117)
157453;1271066968;1271067036;(0.0, 0.003)
351224;3272085633;3272085632;(0.0, 0.001)
157455;1271066970;1271066201;(0.016666666666666666, 0.001)
351227;3272085634;8211341174;(0.15, 0.074)
288978;5720930113;5067533960;(0.5666666666666667, 0.192)
7838;1754049763;3766535996;(0.0, 0.001)
84063;8213566238;8213566243;(0.08333333333333333, 0.038)
288979;5720930113;5720930116;(0.06666666666666667, 0.034)
157457;1271066976;9847483357;(0.1, 0.033)
351238;3272085645;3272085642;(0.0, 0.001)
289013;5721081771;1573127105;(0.0, 0.004)
289021;5721081774;4354560468;(0.03333333333333333, 0.003)
213134;1403237279;1403237263;(0.0, 0.002)
7839;1754049763;1754044362;(0.0, 0.001)
7851;1754049795;1754049798;(0.0, 0.0)
84068;8213566242;8213566243;(0.016666666666666666, 0.02)
351243;3272085647;3272085682;(0.0, 0.001)
289024;5721081780;3748373381;(0.11666666666666667, 0.046)
84100;8213573041;8213594474;(1.0666666666666667, 0.23)
289038;5721081801;4355995150;(-1, -1)
84111;8213573058;8213573044;(-1, -1)
289043;5721081810;7978763881;(1.5666666666666667, 0.511)
84116;8213573065;8213573063;(0.7666666666666667, 0.089)
84117;8213573066;8213573075;(0.35, 0.235)
213144;1403460845;1273452657;(0.48333333333333334, 0.068)
7855;1754049802;1273860489;(0.23333333333333334, 0.121)
7872;1754049844;1752177864;(3.316666666666667, 0.8)
157470;1271066994;5775326323;(0.4166666666666667, 0.051)
84121;8213573072;8213573074;(0.0, 0.003)
213153;1403460883;1273694421;(2.466666666666667, 0.532)
213167;1403460898;1909513921;(-1, -1)
213169;1403460898;1273701878;(0.4166666666666667, 0.078)
351246;3272085653;3272085655;(0.0, 0.0)
351247;3272085655;3272085653;(-1, -1)
7875;1754049851;1754049866;(0.3333333333333333, 0.038)
351248;3272085655;3272085660;(-1, -1)
7876;1754049851;1273455159;(0.6, 0.116)
351250;3272085655;3272085863;(-1, -1)
7883;1754049865;1273455159;(0.0, 0.003)
289046;5721081812;7978763856;(0.08333333333333333, 0.066)
289054;5721082726;5721082728;(3.4166666666666665, 0.929)
289059;5721103852;1753032436;(0.0, 0.0)
289061;5721270713;5017106082;(0.5333333333333333, 0.181)
289068;5721298768;5022497645;(-1, -1)
289108;5723440035;5560075070;(0.06666666666666667, 0.037)
157474;1271066997;4335833124;(0.15, 0.076)
157477;1271066997;1271067485;(0.0, 0.001)
157480;1271067000;1271066583;(-1, -1)
213171;1403460900;1273852395;(1.15, 0.123)
351252;3272085660;3272085444;(0.15, 0.07)
351262;3272085666;11011833257;(-1, -1)
351263;3272085666;3272085675;(0.2833333333333333, 0.126)
7884;1754049865;1754049897;(0.0, 0.001)
157485;1271067004;1271067358;(0.0, 0.001)
84124;8213573073;8506629242;(0.016666666666666666, 0.018)
289109;5723440035;5560075066;(0.05, 0.035)
213172;1403460900;1909513931;(0.0, 0.0)
289116;5723440040;5560075070;(0.0, 0.0)
7890;1754049879;1754049865;(0.0, 0.0)
7898;1754049889;6841317090;(0.1, 0.056)
7899;1754049889;1754049866;(-1, -1)
7905;1754049896;1754049900;(0.3333333333333333, 0.09)
157488;1271067006;1271067354;(0.1, 0.055)
213175;1403460903;1273804674;(0.0, 0.0)
84134;8213594444;8213594445;(0.016666666666666666, 0.011)
351264;3272085667;3272085634;(0.08333333333333333, 0.045)
84146;8213594469;8213542592;(0.03333333333333333, 0.028)
84171;8213624164;8213624185;(0.0, 0.003)
289120;5723440043;5560075066;(0.0, 0.0)
7911;1754049898;1752177884;(0.2, 0.038)
213178;1403460921;1403460898;(0.18333333333333332, 0.056)
213185;1403460939;1273723926;(0.0, 0.002)
289122;5723440044;5723440040;(0.0, 0.0)
84175;8213624167;8213542569;(0.0, 0.005)
289126;5723440046;5723440047;(0.15, 0.083)
84176;8213624177;8213624164;(0.1, 0.071)
84178;8213624177;8213624182;(0.11666666666666667, 0.079)
351265;3272085667;3272085874;(0.08333333333333333, 0.045)
351267;3272085668;3272085664;(-1, -1)
157490;1271067006;4332973398;(0.3, 0.186)
157493;1271067007;1271066260;(0.0, 0.002)
157500;1271067011;1271066326;(1.5833333333333333, 0.235)
157517;1271067029;1271066244;(0.0, 0.001)
157543;1271067053;1271067205;(1.4166666666666667, 0.456)
213186;1403460939;1403460895;(0.0, 0.003)
289133;5723445100;1571275578;(0.1, 0.071)
213199;1404083921;6838715789;(0.0, 0.002)
289138;5723445101;2148972891;(0.75, 0.162)
213206;1404104155;1727185745;(-1, -1)
289157;5723526289;5723526273;(-1, -1)
213215;1404119651;1674169769;(0.13333333333333333, 0.098)
289159;5723526297;5723526298;(0.6666666666666666, 0.2)
213216;1404119684;1657677555;(-1, -1)
289162;5723526298;5723526297;(-1, -1)
213219;1404129779;4367139219;(0.2833333333333333, 0.15)
84195;8213624185;8213624182;(0.06666666666666667, 0.048)
213223;1404129783;4152145765;(0.0, 0.0)
7918;1754049901;1754049902;(0.9166666666666666, 0.096)
213227;1404129800;1273675470;(0.0, 0.006)
213230;1404129807;1723385597;(-1, -1)
157545;1271067059;1271067382;(0.25, 0.052)
351279;3272085690;9629544932;(0.36666666666666664, 0.253)
351281;3272085690;3272085663;(0.31666666666666665, 0.12)
157553;1271067067;1253408422;(0.0, 0.0)
351283;3272085692;3272085930;(-1, -1)
351292;3272085701;3272085428;(-1, -1)
157558;1271067087;10753361450;(-1, -1)
289166;5723543112;5723556395;(0.16666666666666666, 0.035)
351300;3272085704;3272085702;(0.0, 0.004)
289167;5723543112;5723551137;(-1, -1)
351308;3272085709;3272085692;(-1, -1)
157561;1271067088;1271066368;(0.38333333333333336, 0.075)
84206;8213624201;8213624191;(0.45, 0.299)
157567;1271067097;1271066482;(0.7166666666666667, 0.059)
84241;8213630248;8213594467;(0.4666666666666667, 0.317)
351310;3272085709;3272086061;(0.4, 0.108)
351315;3272085718;3272085916;(0.0, 0.004)
157577;1271067116;10766787314;(0.03333333333333333, 0.028)
351316;3272085718;3272085647;(0.0, 0.0)
157584;1271067122;1316929270;(0.08333333333333333, 0.025)
351318;3272085722;3272085728;(0.0, 0.0)
213233;1404129815;1674088535;(0.0, 0.001)
351320;3272085725;3272085708;(0.0, 0.002)
351323;3272085727;3272085683;(0.0, 0.0)
7938;1754049910;1754049906;(0.0, 0.0)
84262;8213630299;8213810578;(0.06666666666666667, 0.049)
7943;1754049913;4116994911;(0.13333333333333333, 0.015)
7946;1754049915;1754049921;(-1, -1)
7947;1754049915;5067017609;(0.0, 0.002)
157595;1271067135;1271066767;(0.0, 0.0)
157596;1271067135;1271066840;(0.65, 0.053)
213238;1404133981;6831924584;(0.0, 0.0)
351324;3272085727;3272085871;(0.1, 0.026)
213243;1404133986;1404133983;(0.0, 0.0)
289176;5723551011;5723551012;(0.0, 0.003)
84266;8213630301;8213630304;(0.05, 0.04)
351326;3272085728;3272085709;(0.0, 0.001)
84268;8213630301;8213594466;(0.0, 0.002)
351329;3272085729;3272085705;(-1, -1)
7949;1754049916;4116994909;(0.36666666666666664, 0.031)
84278;8213630310;8213630309;(0.0, 0.002)
84281;8213630312;8213630301;(-1, -1)
351330;3272085729;3272085908;(0.15, 0.058)
7951;1754049917;1754049924;(0.16666666666666666, 0.034)
157599;1271067139;1271066510;(0.0, 0.001)
157603;1271067140;1253280234;(0.48333333333333334, 0.099)
213246;1405078221;1674142294;(0.016666666666666666, 0.004)
289184;5723551013;11031718084;(0.0, 0.0)
213253;1405080822;1405078205;(0.0, 0.007)
351332;3272085737;3272085727;(0.11666666666666667, 0.053)
213261;1405080841;1674228148;(-1, -1)
213268;1405150950;1674151619;(-1, -1)
289185;5723551013;5723847412;(0.0, 0.0)
351338;3272085740;3272085722;(-1, -1)
351347;3272085744;9357179420;(-1, -1)
213271;1405150958;1404129779;(0.016666666666666666, 0.004)
7959;1754049923;1273748370;(0.15, 0.038)
84290;8213630325;8213630328;(0.0, 0.0)
84291;8213630328;8213630329;(0.0, 0.0)
7960;1754049923;3793007272;(0.0, 0.0)
351349;3272085744;3272085619;(0.13333333333333333, 0.088)
84295;8213630329;8213630324;(0.0, 0.0)
351351;3272085745;3272085593;(0.25, 0.108)
84301;8213773090;8213594466;(0.05, 0.034)
157604;1271067142;1271066822;(0.06666666666666667, 0.046)
157610;1271067144;1271066366;(0.016666666666666666, 0.001)
157614;1271067151;2528005397;(-1, -1)
289186;5723551014;5723551012;(0.03333333333333333, 0.008)
289187;5723551014;5723551013;(-1, -1)
213275;1405153095;1657677620;(0.16666666666666666, 0.095)
351362;3272085760;9357179420;(0.016666666666666666, 0.012)
213280;1405153098;4367117748;(0.5833333333333334, 0.157)
157621;1271067157;6277628767;(0.0, 0.002)
351368;3272085861;3272085863;(0.08333333333333333, 0.028)
213291;1405153399;1657677630;(0.23333333333333334, 0.049)
157624;1271067158;1271067381;(0.0, 0.002)
351376;3272085867;10958566863;(-1, -1)
157628;1271067160;1271067217;(0.6166666666666667, 0.057)
7965;1754049925;1754049938;(0.08333333333333333, 0.046)
289191;5723551018;5723551137;(0.1, 0.025)
7971;1754049927;1754049933;(0.2, 0.138)
7976;1754049933;1754049927;(0.0, 0.001)
213295;1405227789;2991264111;(2.3833333333333333, 2.427)
213296;1405227794;1405227843;(-1, -1)
157636;1271067169;1271066561;(0.016666666666666666, 0.002)
84326;8213773103;8213773105;(0.0, 0.001)
289193;5723551126;1343053909;(0.16666666666666666, 0.109)
84331;8213773105;8213773106;(0.0, 0.005)
289194;5723551137;5723551018;(0.23333333333333334, 0.158)
351381;3272085868;3272085866;(0.0, 0.002)
7977;1754049935;1754049939;(0.16666666666666666, 0.039)
84335;8213773106;8213773107;(0.03333333333333333, 0.028)
7982;1754049939;1273697333;(0.18333333333333332, 0.047)
351382;3272085870;3272085872;(0.0, 0.004)
351387;3272085871;11002579306;(0.0, 0.002)
157640;1271067176;1253602249;(0.0, 0.001)
289206;5723562523;11043312668;(0.016666666666666666, 0.013)
351389;3272085872;3272085870;(0.0, 0.004)
157642;1271067181;10753586779;(0.0, 0.0)
213304;1405227825;1839460740;(0.16666666666666666, 0.096)
7987;1754049943;5079272331;(0.0, 0.003)
84360;8213810524;8213810522;(0.0, 0.0)
84361;8213810524;8213810519;(0.03333333333333333, 0.028)
7995;1754072967;10836134530;(0.31666666666666665, 0.101)
84363;8213810524;8213810525;(0.0, 0.004)
8009;1754072989;1754072992;(-1, -1)
289212;5723580127;5723580126;(0.35, 0.116)
84375;8213810538;1745932119;(0.06666666666666667, 0.051)
84381;8213810542;8213810543;(-1, -1)
289223;5723598589;8229212382;(6.95, 2.114)
8010;1754072991;1273695719;(0.08333333333333333, 0.027)
84384;8213810543;8213810542;(0.0, 0.006)
351392;3272085873;3272085958;(0.0, 0.002)
84388;8213810546;8213773108;(-1, -1)
8016;1754072995;1754073013;(0.18333333333333332, 0.073)
157644;1271067181;5714424616;(0.25, 0.052)
157656;1271067195;1271066318;(0.0, 0.001)
289225;5723598594;5723598583;(0.0, 0.0)
213309;1405227843;1405227795;(1.9, 1.914)
84394;8213810549;8213810568;(0.1, 0.066)
157660;1271067198;1271067259;(0.0, 0.0)
289229;5723598597;5723598831;(0.016666666666666666, 0.008)
289231;5723598602;5723598583;(-1, -1)
84398;8213810556;1745932196;(0.03333333333333333, 0.029)
84410;8213810565;8213810571;(0.03333333333333333, 0.028)
289235;5723598821;5723601160;(7.9, 2.284)
289236;5723598821;5723598602;(0.1, 0.067)
351400;3272085876;3272085896;(0.0, 0.004)
351412;3272085887;3272085900;(0.016666666666666666, 0.006)
8022;1754073007;5446327134;(0.03333333333333333, 0.003)
8040;1754073017;3756733859;(0.0, 0.003)
351415;3272085895;3272086089;(0.0, 0.001)
351422;3272085900;3272086146;(-1, -1)
84414;8213810567;8213810565;(0.03333333333333333, 0.022)
351427;3272085902;3272085895;(-1, -1)
84430;8213810575;8213630293;(-1, -1)
157666;1271067204;2979667923;(0.0, 0.0)
213320;1405230322;11045695420;(0.05, 0.011)
8050;1754073025;1754073016;(0.85, 0.226)
351430;3272085904;3272086096;(0.0, 0.002)
351433;3272085906;3272460768;(-1, -1)
351434;3272085906;3272085930;(0.0, 0.002)
351443;3272085918;3272086077;(0.23333333333333334, 0.054)
213323;1408094797;1408095129;(0.0, 0.0)
351445;3272085918;3272085908;(0.6166666666666667, 0.367)
84435;8213810577;8213967990;(0.18333333333333332, 0.136)
8061;1754073031;1754073040;(0.0, 0.003)
84459;8213823079;8213823080;(0.0, 0.0)
8067;1754073035;1273893976;(-1, -1)
289244;5723598840;1343053882;(0.6333333333333333, 0.294)
157668;1271067205;1271066645;(0.0, 0.0)
8073;1754073038;5446340013;(0.16666666666666666, 0.057)
289252;5723633569;5723633571;(0.1, 0.036)
84472;8213823090;8213823092;(0.0, 0.0)
213326;1408094798;1287274974;(0.8333333333333334, 0.041)
351446;3272085923;3272085939;(0.6166666666666667, 0.113)
289255;5723633570;4286103806;(0.0, 0.0)
213343;1408094817;1408095226;(0.0, 0.0)
351452;3272085926;3272085904;(0.4, 0.111)
289260;5723633571;4286103802;(0.0, 0.0)
213356;1408094840;1408094860;(0.0, 0.0)
351454;3272085927;3272085918;(0.06666666666666667, 0.05)
289294;5723633584;5723633590;(0.38333333333333336, 0.118)
351473;3272085939;3272085923;(-1, -1)
213358;1408094840;1408095247;(0.8666666666666667, 0.071)
351478;3272085940;3272085932;(-1, -1)
213361;1408094841;1408095214;(-1, -1)
351479;3272085943;3272085745;(0.11666666666666667, 0.057)
8079;1754073040;1754073051;(0.11666666666666667, 0.045)
157669;1271067205;1271067053;(3.75, 1.517)
351480;3272085943;3272086113;(0.0, 0.002)
84483;8213823096;8213823093;(0.0, 0.0)
289295;5723633590;5723633582;(0.0, 0.0)
351485;3272085951;3272086090;(0.08333333333333333, 0.034)
351490;3272085953;3272085883;(-1, -1)
289315;5723638917;1343053683;(0.0, 0.0)
8085;1754073046;1754073039;(0.0, 0.001)
289333;5723670345;5723670343;(0.45, 0.037)
289337;5723670346;5723670355;(3.0833333333333335, 0.359)
289354;5723670357;1343053992;(0.0, 0.0)
289356;5723670357;5723670356;(0.03333333333333333, 0.008)
289362;5723670359;5723670340;(-1, -1)
289363;5723670360;5723633572;(0.0, 0.002)
157673;1271067206;1271067463;(0.15, 0.057)
213369;1408094844;1408095316;(0.13333333333333333, 0.045)
157677;1271067211;1271066259;(0.0, 0.002)
157689;1271067223;1271066593;(0.25, 0.132)
84499;8213831916;8213823081;(0.0, 0.0)
84508;8213835826;8213823076;(0.0, 0.0)
84516;8213835832;8213835833;(0.0, 0.007)
213376;1408094853;1408095144;(0.6333333333333333, 0.096)
351491;3272085953;3272086079;(0.06666666666666667, 0.025)
213379;1408094860;1408094840;(0.11666666666666667, 0.036)
351508;3272086064;8211306972;(0.2833333333333333, 0.131)
213382;1408094864;1273875522;(0.15, 0.031)
351509;3272086064;3272085958;(0.0, 0.0)
213387;1408094870;4226831112;(0.11666666666666667, 0.029)
8089;1754073048;1754073035;(0.18333333333333332, 0.127)
351523;3272086077;3272086084;(0.15, 0.052)
8094;1754073050;1754073054;(-1, -1)
351528;3272086078;3272085622;(0.43333333333333335, 0.185)
351529;3272086078;3272086141;(0.08333333333333333, 0.042)
84531;8213835836;8213835852;(0.0, 0.0)
289366;5723674585;1746791723;(0.08333333333333333, 0.03)
289367;5723674585;1577491944;(0.11666666666666667, 0.052)
84533;8213835836;8213835829;(0.7166666666666667, 0.297)
289371;5723674686;2637027449;(9.366666666666667, 1.808)
84535;8213835838;8213835849;(0.0, 0.0)
351531;3272086079;3272085953;(0.0, 0.0)
84555;8213835854;8213835834;(-1, -1)
157690;1271067223;1271066447;(0.0, 0.0)
157691;1271067223;1271067120;(0.03333333333333333, 0.004)
289381;5723676978;5723676979;(3.95, 0.327)
157696;1271067233;1271067405;(0.0, 0.0)
