osmid,y,x,highway,street_count,ref,geometry,bank_amenity,bank_node,bank_dist,courthouse_amenity,courthouse_node,courthouse_dist,hospital_amenity,hospital_node,hospital_dist,marketplace_amenity,marketplace_node,marketplace_dist,police_amenity,police_node,police_dist,school_amenity,school_node,school_dist,university_amenity,university_node,university_dist
5718484930,-12.0921663,-76.9027274,,3,,POINT (-76.9027274 -12.0921663),437671565,4354635923,1903.0590000000004,3949420739,1024451887,9257.597,835415398,1574755800,7386.516000000001,375577643,1574303605,1956.8630000000005,375577638,4354635953,2014.7230000000004,5596882254,5718484941,471.414,623543488,4368442303,1790.3059999999998
5718484931,-12.0923526,-76.9027897,,3,,POINT (-76.9027897 -12.0923526),437671565,4354635923,1924.8540000000005,3949420739,1024451887,9279.392,835415398,1574755800,7408.3110000000015,375577643,1574303605,1978.6580000000006,375577638,4354635953,2036.5180000000005,5596882254,5718484941,487.8,623543488,4368442303,1812.1009999999999
5718484932,-12.091315,-76.9027781,,3,,POINT (-76.90277810000001 -12.091315),437671565,4354635923,2033.9830000000004,3949420739,1024451887,9388.521,835415398,1574755800,7517.440000000002,375577643,1574303605,2087.7870000000003,375577638,4354635953,2145.6470000000004,5596882254,5718484941,158.312,623543488,4368442303,1921.2300000000002
5718484941,-12.0906152,-76.9040461,,3,,POINT (-76.9040461 -12.0906152),437671565,4354635923,2192.295,3949420739,1024451887,9546.833,835415398,1574755800,7675.752000000002,375577643,1574303605,2246.0989999999997,375577638,4354635953,2303.959,5596882254,5718484941,0.0,623543488,4368442303,2079.5420000000004
5718484949,-12.0910545,-76.9043948,,3,,POINT (-76.90439480000001 -12.0910545),437671565,4354635923,2218.295,3949420739,1024451887,9572.833,835415398,1574755800,7701.752000000002,375577643,1574303605,2272.0989999999997,375577638,4354635953,2329.959,5596882254,5718484941,76.42099999999999,623543488,4368442303,2105.5420000000004
5718484950,-12.0912233,-76.9056222,,3,,POINT (-76.9056222 -12.0912233),437671565,4354635923,2234.8230000000003,3949420739,1024451887,9589.361,835415398,1574755800,7718.2800000000025,375577643,1574303605,2288.627,375577638,4354635953,2346.487,5596882254,5718484941,211.191,623543488,4368442303,2122.07
5718484951,-12.091166,-76.905174,,3,,POINT (-76.905174 -12.091166),437671565,4354635923,2212.429,3949420739,1024451887,9566.967,835415398,1574755800,7695.886000000002,375577643,1574303605,2266.2329999999997,375577638,4354635953,2324.093,5596882254,5718484941,162.04399999999998,623543488,4368442303,2099.6760000000004
5718484953,-12.0913519,-76.9052369,,4,,POINT (-76.90523690000001 -12.0913519),437671565,4354635923,2190.5570000000002,3949420739,1024451887,9545.095000000001,835415398,1574755800,7674.014000000002,375577643,1574303605,2244.361,375577638,4354635953,2302.221,5596882254,5718484941,183.916,623543488,4368442303,2077.804
5718484954,-12.091485,-76.9052867,,3,,POINT (-76.9052867 -12.091485),437671565,4354635923,2206.3160000000003,3949420739,1024451887,9560.854000000001,835415398,1574755800,7689.773000000002,375577643,1574303605,2260.12,375577638,4354635953,2317.98,5596882254,5718484941,199.675,623543488,4368442303,2093.563
5718484955,-12.0924506,-76.9019392,,3,,POINT (-76.9019392 -12.0924506),437671565,4354635923,1811.4560000000004,3949420739,1024451887,9165.993999999999,835415398,1574755800,7294.9130000000005,375577643,1574303605,1865.2600000000004,375577638,4354635953,1923.1200000000003,5596882254,5718484941,380.839,623543488,4368442303,1698.703
