osmid,ref,highway,street_count,geometry,NN,NN_dist
392152329,,,4,POINT (-76.9970379 -12.0834294),392152329,0.0
392152679,,,3,POINT (-76.9972734 -12.0828809),1903604989,0.0001670205975325339
392152680,,,3,POINT (-76.99703359999999 -12.0844924),392152328,0.00047612168612291654
392152681,,,4,POINT (-76.9968227 -12.0858487),4267524448,0.00012371273176162243
392152684,,,3,POINT (-76.9965358 -12.0879707),392152324,0.0006456704500016966
392152685,,,4,POINT (-76.9962498 -12.089877),392152323,0.0001526719686159848
392152686,,,3,POINT (-76.99602659999999 -12.0914475),392152322,0.0001265273093022096
392152688,,,4,POINT (-76.99568120000001 -12.0937882),392152321,0.00015472278436751624
392152689,,,4,POINT (-76.9954322 -12.0955591),392152320,0.00016493647261951928
392152691,,,4,POINT (-76.9949562 -12.0988609),392152318,0.0001419407270686205
392152692,,,3,POINT (-76.9946296 -12.101149),391036734,0.0005936081198897374
392152693,,,3,POINT (-76.9944715 -12.1022271),392152314,0.00014802597744963418
392152696,,,4,POINT (-76.9942478 -12.1031794),392152312,0.00013576192397240128
392152697,,,4,POINT (-76.9936019 -12.1044067),392152310,0.00014564683312915934
392152706,,,3,POINT (-76.9932431 -12.1094002),392152706,0.0
392153904,,,4,POINT (-77.00752249999999 -12.0888409),392153904,0.0
392153976,,,4,POINT (-77.0096659 -12.0936622),392153976,0.0
392154024,,,4,POINT (-77.0083344 -12.0912361),392154024,0.0
392154026,,,3,POINT (-77.00786600000001 -12.0903159),392154026,0.0
392154175,,,4,POINT (-77.00758 -12.0884521),392154175,0.0
392154176,,,4,POINT (-77.00773169999999 -12.0873489),392154176,0.0
392154177,,,3,POINT (-77.00793400000001 -12.0860506),392154176,0.0013139665825299541
392154325,,,3,POINT (-77.0081177 -12.0857708),1834697104,0.001039098902896969
392154326,,,4,POINT (-77.00789399999999 -12.0873687),392154176,0.00016350330271849958
392154327,,,4,POINT (-77.0077229 -12.0884733),392154175,0.0001444640093590208
411307539,3,motorway_junction,3,POINT (-76.9961047 -12.0867114),411307544,0.0005178301748565532
411307544,,,3,POINT (-76.9965527 -12.0869711),411307544,0.0
411307550,,,3,POINT (-76.9966592 -12.0870334),411307544,0.00012338371043296505
411307701,,,4,POINT (-77.0037877 -12.0874729),411307701,0.0
412528218,,,3,POINT (-77.00183269999999 -12.1051918),316069659,0.0006581600565143019
412528226,,,3,POINT (-77.0031426 -12.1051908),316069659,0.0019678966156815077
412528235,,,3,POINT (-77.004498 -12.1051712),316069659,0.003323430012800016
412528238,,,3,POINT (-77.00566259999999 -12.1051551),316069659,0.004488139467522555
412528239,,,4,POINT (-77.0063033 -12.1051525),316069659,0.005128825702826916
412528241,,,3,POINT (-77.00862189999999 -12.1051572),391031630,0.006466301988784346
412528242,,,3,POINT (-77.0092396 -12.1051525),391031630,0.00588581004875884
412528246,,,4,POINT (-77.00508979999999 -12.1040031),412528284,0.003721452862793822
412528247,,,4,POINT (-77.0056682 -12.1039959),412528284,0.004286575291543496
412528248,,,4,POINT (-77.0062937 -12.1039974),412528284,0.004902725357397322
412528249,,,3,POINT (-77.0068765 -12.1039887),412528284,0.005477251036798801
412528253,,,4,POINT (-77.0088549 -12.1041342),5577540442,0.005789055699333865
412528254,,,4,POINT (-77.0094126 -12.1042634),5577540442,0.0054484784114447096
412528255,,,3,POINT (-77.0087583 -12.1045775),5577540442,0.00614559231482524
412528256,,,3,POINT (-77.00898340000001 -12.1034399),5577540442,0.00527989465140746
412528259,,,3,POINT (-77.00916580000001 -12.1022702),4353259378,0.004563720299267194
412528264,,,4,POINT (-77.0081788 -12.1019555),1666723093,0.005063910667664828
412528265,,,3,POINT (-77.0068806 -12.1022387),4069186616,0.0052084477390151734
412528266,,,3,POINT (-77.0083236 -12.1034189),5577540442,0.005833613052820424
412528267,,,3,POINT (-77.0068752 -12.1034189),412528299,0.005408967857173364
412528269,,,3,POINT (-77.0068763 -12.102862),412528299,0.005291973365389975
412528270,,,3,POINT (-77.0068699 -12.1015936),391036861,0.005081877468017436
412528271,,,3,POINT (-77.0082623 -12.1027321),1666723093,0.005553163365152594
412528280,,,3,POINT (-77.0044773 -12.1025744),412528299,0.0028799284331412606
412528281,,,4,POINT (-77.0044666 -12.1019975),4069186616,0.0028119803288819615
412528284,,,4,POINT (-77.00145689999999 -12.1031961),412528284,0.0
412528285,,,3,POINT (-77.00192389999999 -12.1045781),316069659,0.0009802181644867189
412528286,,,3,POINT (-77.0022082 -12.1025588),412528299,0.0007826972147618535
412528287,,,4,POINT (-77.00230740000001 -12.1020115),412528299,0.0006534223136730399
412528293,,,3,POINT (-77.0045004 -12.1045874),412528284,0.0033464321209347478
412528294,,,3,POINT (-77.00508689999999 -12.101989),4069186616,0.0034053957728853892
412528295,,,3,POINT (-77.00509529999999 -12.1058224),316069659,0.003967995294848565
412528296,,,3,POINT (-77.00564679999999 -12.1018611),4069186616,0.003924053685919237
412528297,,,3,POINT (-77.00313559999999 -12.1058409),3630222472,0.002015795865153852
412528299,,,4,POINT (-77.001654 -12.1020061),412528299,0.0
412528303,,,4,POINT (-77.0062851 -12.1016955),391036861,0.004523948422557756
412528304,,,4,POINT (-77.00806129999999 -12.101345),1666723093,0.004776913360120881
412528311,,,4,POINT (-77.00968210000001 -12.1019212),4353259378,0.003951285109928577
412528319,,,3,POINT (-77.0091015 -12.1058121),391031630,0.0062807126745360155
412528320,,,4,POINT (-77.0088518 -12.1069804),4348953340,0.005383638372886293
412528321,,,3,POINT (-77.00872560000001 -12.1075537),4348953340,0.004800027110340603
412528323,,,3,POINT (-77.0071169 -12.1057716),316069659,0.0059685517590102885
412528324,,,3,POINT (-77.0063047 -12.1057767),316069659,0.005161073819468246
412529854,,,3,POINT (-77.0062978 -12.1045768),412528284,0.005033949274679732
412529863,,,4,POINT (-77.00629050000001 -12.1002338),412557600,0.004313694298404953
412529880,,,3,POINT (-77.0069932 -12.1069279),263928378,0.005321692968406446
412529885,,,3,POINT (-77.0070791 -12.1069857),263928378,0.005262486463640592
412529886,,,3,POINT (-77.00739350000001 -12.1071558),263928378,0.0050993582782546875
412529887,,,3,POINT (-77.0078322 -12.1074083),263928377,0.00488120615626954
412529888,,,3,POINT (-77.0079471 -12.1084649),263928377,0.0038506042084327325
412529889,,,3,POINT (-77.0075002 -12.1069594),263928378,0.005302006054315611
412529891,,,3,POINT (-77.0095735 -12.1071063),263928374,0.005319667164400429
412529892,,,3,POINT (-77.00815369999999 -12.107465),4348953340,0.004864281130855998
412529893,,,3,POINT (-77.0092088 -12.1076465),4348953340,0.004782274782988429
412549362,,,3,POINT (-77.0100027 -12.1051603),391031630,0.00518622683075596
412549373,,,3,POINT (-77.0101583 -12.1044155),391031630,0.004774207756273051
412549583,,,4,POINT (-77.0108037 -12.1053253),391031653,0.0045471370740372994
412553899,,,4,POINT (-77.0060876 -12.0935246),4354632363,0.003151647600851805
412553905,,,4,POINT (-77.00585770000001 -12.0952227),391038143,0.003200196184612785
412553924,,,4,POINT (-77.00571979999999 -12.0966748),412557576,0.003256610953114483
412553943,,traffic_signals,4,POINT (-77.0060221 -12.0978217),412553989,0.0037734236245018497
412553989,,,4,POINT (-77.0022505 -12.097939),412553989,0.0
412553995,,,4,POINT (-77.002893 -12.0980258),412553989,0.0006483367103575782
412554019,,,3,POINT (-77.00416 -12.0981497),412553989,0.0019210894669396742
412554037,,,4,POINT (-77.0054173 -12.0980183),412553989,0.003167792722072507
412554042,,,3,POINT (-77.0065795 -12.0976502),412557576,0.0042925674007503155
412554048,,,4,POINT (-77.0071628 -12.0974683),485612481,0.004182583690726121
412554053,,,4,POINT (-77.0089528 -12.0968986),485612481,0.0023184617313989834
412554058,,,5,POINT (-77.00956669999999 -12.0966951),485612481,0.0016858738090391615
412554073,,,3,POINT (-77.0024883 -12.1008977),391036861,0.0006454330406714738
412554096,,,3,POINT (-77.0025861 -12.1003017),412557600,0.0008679999827230328
412554131,,,3,POINT (-77.00280909999999 -12.0986233),412553989,0.000883346166567385
412554148,,,3,POINT (-77.0029724 -12.0974614),412553989,0.0008655872977365889
412554170,,,3,POINT (-77.003111 -12.0964828),412557576,0.0006419681144743158
412554191,,,3,POINT (-77.0032274 -12.0956461),412554411,0.0007579638052012019
412554201,,,3,POINT (-77.0032865 -12.0951682),412554411,0.0006528343817513594
412554242,,,4,POINT (-77.00417160000001 -12.1003554),412557600,0.0022682865714122574
412554253,,,3,POINT (-77.00566980000001 -12.1003151),412557600,0.0037135214123639637
412554266,,,3,POINT (-77.006902 -12.1001564),412557600,0.004911560547322519
412554277,,,4,POINT (-77.0074814 -12.1000253),1666723093,0.004708900195378293
412554299,,,3,POINT (-77.0088976 -12.0990601),1666723093,0.003105498905177384
412554319,,,3,POINT (-77.0090976 -12.0980601),485612481,0.002615652685269354
412554325,,,3,POINT (-77.0090828 -12.0974611),485612481,0.0023410188059837535
412554336,,,3,POINT (-77.0087796 -12.0962854),263933832,0.0023748391966633363
412554359,,,3,POINT (-77.008217 -12.095732),263933832,0.002311426790967099
412554365,,,4,POINT (-77.0070147 -12.0954672),392153976,0.0032073176394006174
412554377,,,3,POINT (-77.00521759999999 -12.0951262),391038143,0.0025550329469391534
412554411,,,4,POINT (-77.0026337 -12.0951749),412554411,0.0
412557534,,,3,POINT (-77.007485 -12.1006652),1666723093,0.004937559982424314
412557535,,,3,POINT (-77.0075004 -12.0994289),1666723093,0.004544779441301678
412557537,,,3,POINT (-77.0074328 -12.0986042),485612481,0.004323153164061024
412557539,,,3,POINT (-77.00733339999999 -12.0980226),485612481,0.0041750731394804355
412557541,,,3,POINT (-77.0069584 -12.0968362),263933832,0.00398561973223761
412557543,,,3,POINT (-77.0069021 -12.0965372),263933832,0.003842202519387036
412557545,,,3,POINT (-77.00692890000001 -12.0961149),263933832,0.0035822591209989166
412557546,,,3,POINT (-77.00789279999999 -12.0965536),263933832,0.003118364271543008
412557552,,,3,POINT (-77.0084694 -12.0982654),485612481,0.0032544752756773336
412557562,,,3,POINT (-77.00564679999999 -12.0997159),412557600,0.0036304672151103667
412557563,,,3,POINT (-77.00561999999999 -12.0991493),412553989,0.0035802732214091732
412557565,,,3,POINT (-77.0055502 -12.0985829),412553989,0.0033619380273878464
412557568,,,3,POINT (-77.0052306 -12.097408),412557576,0.002936500505705355
412557570,,,4,POINT (-77.0051157 -12.0968414),412557576,0.002678190861385734
412557571,,,3,POINT (-77.0051005 -12.0965039),412557576,0.0026273882469046083
412557573,,,3,POINT (-77.0051157 -12.095892),412554411,0.002583516287930386
412557576,,,4,POINT (-77.0024755 -12.0963919),412557576,0.0
412557581,,,3,POINT (-77.0063012 -12.0965844),412557576,0.0038305400063106507
412557584,,,3,POINT (-77.0064447 -12.0953455),392153976,0.0036345052386798234
412557591,,,4,POINT (-77.0041561 -12.0987621),412553989,0.002075766116401873
412557600,,,4,POINT (-77.002017 -12.0996463),412557600,0.0
412557601,,,3,POINT (-77.0041561 -12.1009858),391036861,0.0023137344791478174
416660428,,,4,POINT (-76.99305649999999 -12.0945492),392152320,0.002421915642627821
416660429,,,4,POINT (-76.9921767 -12.0931959),392152321,0.0034005229009643942
416660430,,,3,POINT (-76.99188169999999 -12.0926661),391038295,0.003791597362594169
416660432,,,4,POINT (-76.9913506 -12.0914859),391038491,0.004549733313066527
416660435,,,4,POINT (-76.9911682 -12.0909142),392152322,0.004761193469071006
416660437,,,3,POINT (-76.9909536 -12.0900487),392152322,0.0051366230774688194
416660438,,,4,POINT (-76.99086610000001 -12.089396),392152323,0.0052525169623637265
416660444,,,3,POINT (-76.9908195 -12.0887321),392152323,0.0053977148173988
416660446,,,4,POINT (-76.99082079999999 -12.0878019),392152324,0.005523189409209312
416660447,,,4,POINT (-76.9895964 -12.0877722),416958386,0.004971879582202562
416660448,,,3,POINT (-76.9895643 -12.0883806),416958386,0.005179455624864467
416660449,,,3,POINT (-76.9895696 -12.0889523),416958386,0.005460061213019701
416660450,,,4,POINT (-76.989634 -12.0896448),416958386,0.005903222525020793
416660451,,,3,POINT (-76.98971450000001 -12.0903005),392152322,0.006288977434360006
416660452,,,4,POINT (-76.98997730000001 -12.0913705),391038491,0.005904315304081102
416660453,,,4,POINT (-76.9901758 -12.091937),391038491,0.005596254319636274
416660454,,,3,POINT (-76.9905091 -12.0926985),392152321,0.005132809729575272
416660456,,,4,POINT (-76.99117889999999 -12.0939355),392152321,0.004350583432143775
416660457,,,3,POINT (-76.9915608 -12.0944673),392152320,0.0038587389287112967
416660458,,,3,POINT (-76.99246309999999 -12.0923764),391038491,0.003269347200907368
416660459,,,3,POINT (-76.99279300000001 -12.0922205),391038491,0.0029695970669448134
416660460,,,4,POINT (-76.9933341 -12.0920223),391038491,0.0024967781339242327
416660461,,,3,POINT (-76.99390940000001 -12.0918479),391038491,0.0020354915131249123
