osmid,geometry,NN,NN_dist,bank_distance,bank_dist,casino_distance,casino_dist,courthouse_distance,courthouse_dist,hospital_distance,hospital_dist,marketplace_distance,marketplace_dist,police_distance,police_dist,school_distance,school_dist,university_distance,university_dist,distrito
31035249,POINT (-77.04370950000001 -12.0374095),31035249,0.0,9064.086,0.0039431300067344745,10805.116000000004,0.015006505002830853,2298.0919999999996,0.013517007279719277,9427.117,0.006459107992496718,8984.398999999998,0.00220205739301928,8757.535999999998,0.0024734293117091525,9964.748,0.0022991894658760024,2471.6090000000004,0.009663072769494548,SAN_MARTIN_DE_PORRES
31035282,POINT (-77.04431390000001 -12.0365029),31035282,0.0,,0.003332493236304025,,0.015859832267713224,,0.014594938443172584,,0.005572905485181893,,0.0016805196366661435,,0.0030391803171293326,313.908,0.003083907300810783,,0.010269287471058857,SAN_MARTIN_DE_PORRES
31035304,POINT (-77.04453650000001 -12.0361043),31035304,0.0,9435.053000000002,0.003120940001027625,11176.083000000006,0.016203463043436873,2669.0589999999993,0.015050626025518647,9798.084000000003,0.005201682567056501,9355.366,0.0016016382758978758,9128.503,0.0033283538333586144,877.555,0.003442099173469435,2842.576,0.010573712571026149,SAN_MARTIN_DE_PORRES
31035305,POINT (-77.0449411 -12.0360804),31035305,0.0,,0.003361609557934671,,0.016591892800096816,,0.015251882383823141,,0.005248883953938925,,0.0019490962141334024,,0.003728328533003568,,0.0037057533174799148,,0.010478277884112612,SAN_MARTIN_DE_PORRES
31035344,POINT (-77.0438989 -12.0349947),31035344,0.0,9333.473,0.001857229616929441,11074.503000000004,0.01603737540247412,2567.4789999999994,0.015808821934601966,9696.504,0.0040439313308895655,9253.785999999998,0.0007849543859573205,9026.922999999999,0.0032054053908981955,775.975,0.0035670514434154874,2740.996,0.01182925338143952,SAN_MARTIN_DE_PORRES
31035346,POINT (-77.04591310000001 -12.0356994),31035346,0.0,,0.0038642847229509603,,0.017635498402087592,,0.016048238154078204,,0.005186629095447681,0.0,0.0014906196412571321,,0.004446974144219073,,0.003277758180520472,,0.010628887748338587,SAN_MARTIN_DE_PORRES
31035457,POINT (-77.04409800000001 -12.0376028),31035457,0.0,9071.376,0.004244853129379977,10812.406000000004,0.015326529173298941,2305.3819999999996,0.013512724190924408,9434.407000000001,0.006656944123100702,8991.688999999998,0.002506927139339797,2693.031,0.002416883513892605,9972.038,0.002683531110308429,2478.8990000000003,0.009326887528108313,SAN_MARTIN_DE_PORRES
31035569,POINT (-77.05012050000001 -12.0233656),31035569,0.0,,0.0030882235362735514,,0.025936977212250217,,0.022871918074582283,,0.00536598944563181,,0.003482695190142505,,0.006069660730403388,0.0,0.00029720176647688264,534.088,0.00460546955058989,SAN_MARTIN_DE_PORRES
31035619,POINT (-77.053406 -12.0336034),1379446656,0.0007250006689695133,,0.0053962430495636034,,0.022300192875167383,,0.01885732487356056,,0.002148466430184286,0.0,0.0005816318387697176,,0.005389363964926955,0.0,0.00011898243567849208,,0.0097040225351328,SAN_MARTIN_DE_PORRES
31035623,POINT (-77.0471069 -12.035778),31035623,0.0,9456.715000000002,0.004944737673528038,11197.745000000006,0.01873766842939341,2690.7209999999995,0.01660319743573302,9819.746000000003,0.005836361617629849,9755.742000000002,0.0015950451742724964,3078.37,0.004856595678432404,,0.0024448772770877558,2864.2380000000003,0.010402745027470206,SAN_MARTIN_DE_PORRES
31035641,POINT (-77.05730320000001 -12.0294423),31035641,0.0,,0.0014685972422685141,,0.02189854336160045,,0.01496153706981482,,0.0058206406298183366,0.0,0.001913935240526032,,0.004189305354008281,,0.0016712200633201095,,0.005725446982204964,SAN_MARTIN_DE_PORRES
31035689,POINT (-77.05762249999999 -12.0279689),3736716043,0.00022385446165285416,331.31000000000006,0.0003517538343839443,,0.02092249447484899,,0.014546418483519218,,0.006741196615171407,,0.0016216042388434724,,0.003269752947096541,64.766,0.0005810752763482518,,0.004526313185669064,SAN_MARTIN_DE_PORRES
31035691,POINT (-77.05801080000001 -12.0276466),31035691,0.0,,0.0005813984864198536,,0.020465939721644327,,0.014324420000490647,,0.006379061997208727,,0.0018461630783104964,,0.003064456095654817,0.0,0.00036112135464527327,,0.00410680968196996,SAN_MARTIN_DE_PORRES
31035704,POINT (-77.057047 -12.0280312),31035704,0.0,0.0,0.00027906696329114717,,0.02150239370512657,,0.015251670767072827,,0.006397981296769945,,0.0009144213438002595,,0.002794219419683014,145.909,0.0007564052298093597,,0.0042971743022414965,SAN_MARTIN_DE_PORRES
31035745,POINT (-77.0589567 -12.0291642),31035745,0.0,,0.001926895931286432,,0.02031633755430113,,0.01330434454342011,,0.006875410950356774,,0.003010249843166008,,0.0048163845687047395,128.673,0.001872140382028401,,0.005859516549879578,SAN_MARTIN_DE_PORRES
31035746,POINT (-77.0589885 -12.029207),31035746,0.0,,0.001978923002547801,,0.02030993867494964,,0.013272808634489172,,0.006858866920511807,,0.002983244423432957,,0.0048695413406768225,122.79,0.001869361048597329,,0.005911215305687214,SAN_MARTIN_DE_PORRES
31035750,POINT (-77.0588691 -12.0293169),31035746,0.00016227868005574072,,0.001978923002547801,,0.02030993867494964,,0.013272808634489172,,0.006858866920511807,,0.002983244423432957,,0.0048695413406768225,122.79,0.001869361048597329,,0.005911215305687214,SAN_MARTIN_DE_PORRES
31036025,POINT (-77.0521079 -12.0246849),31036025,0.0,13.289,0.0007534108042804272,,0.02513084914941037,,0.020631782012214547,,0.004230667001479718,,0.0015632834688673858,405.077,0.003778011372442625,0.0,0.001542599429535039,,0.004712198227640998,SAN_MARTIN_DE_PORRES
31036029,POINT (-77.0599362 -12.0297883),31036029,0.0,,0.002987321778783181,,0.019800385621504768,,0.012343700729924191,,0.00582657803690339,,0.003032869457950015,,0.005939769729488608,0.0,0.0017428477414877476,,0.00684225489936002,SAN_MARTIN_DE_PORRES
31036685,POINT (-77.0739159 -12.0266063),31036685,0.0,,0.006440037783278989,,0.005879974477832757,,0.0029960858380656827,,0.010043007406645677,,0.002562403053774049,,0.005719070064416304,0.0,0.00037227280319706695,,0.017426603254281588,SAN_MARTIN_DE_PORRES
31036719,POINT (-77.0600472 -12.0307392),31036719,0.0,,0.0021212307606674405,,0.0202377688189718,,0.01232270942223852,,0.0054470601658216464,,0.0025469219966071342,,0.006723432213465411,0.0,0.0008186131503953352,,0.007741890182525861,SAN_MARTIN_DE_PORRES
31036727,POINT (-77.0563306 -12.0312236),31036727,0.0,,0.003217113442204697,,0.023622428561229272,,0.01607072579642719,,0.0038047137776243407,,0.001640251622223414,,0.005713030574772295,,0.0014578642083550794,,0.0074879670925650735,SAN_MARTIN_DE_PORRES
31039646,POINT (-77.060937 -12.0088322),31039646,0.0,,0.0003856685882970594,,0.011538436190524541,,0.01090354737410736,,0.010203777129256951,,0.003006647982147254,,0.011593025010963324,,0.002754058907756709,,0.003936299684982123,SAN_MARTIN_DE_PORRES
31040052,POINT (-77.0623032 -12.0085351),2469993506,0.0001993951353433617,,0.0015636860202821506,,0.010324221147019714,,0.011031704526532585,,0.011406024201857795,,0.003005809487535001,,0.011026940380988542,,0.001552665315756352,,0.00453329321575999,SAN_MARTIN_DE_PORRES
31040883,POINT (-77.0530007 -12.0120672),827125844,0.000603415984210205,,0.007240069222050263,,0.013721580171580093,,0.013663013923992658,,0.0022192599773923198,,0.002725028003528961,,0.004516593536297935,,0.0008667894323405577,,0.007887327783858663,SAN_MARTIN_DE_PORRES
31040884,POINT (-77.0522357 -12.0155051),3672842947,0.0003935998602648809,,0.009900611114978962,,0.017449397658342764,,0.01740486212674292,,0.0019971164582736236,,0.003134966939734177,,0.0033331669608276807,,0.0013576159434841519,,0.005287118599646669,SAN_MARTIN_DE_PORRES
31040887,POINT (-77.050714 -12.0224515),2887169621,0.0010609315764961342,,0.003340213780591732,,0.025789807790029817,,0.02308815194303616,,0.005488626222667103,,0.003535470811501381,,0.006300003450112111,0.0,0.00026112078815289976,501.67600000000004,0.004376717257018727,SAN_MARTIN_DE_PORRES
31040888,POINT (-77.0505132 -12.0228923),31035569,0.0006150009593432655,,0.0030882235362735514,,0.025936977212250217,,0.022871918074582283,,0.00536598944563181,,0.003482695190142505,,0.006069660730403388,0.0,0.00029720176647688264,534.088,0.00460546955058989,SAN_MARTIN_DE_PORRES
31044239,POINT (-77.08255680000001 -12.00655),31044239,0.0,,0.0061781628499108475,,0.010356591604501955,,0.02479273104134719,,0.011828710780164049,18.494,0.0035145520671973148,,0.01417249345073127,18.494,0.0003702244184228464,,0.019684320475617908,SAN_MARTIN_DE_PORRES
31044245,POINT (-77.0899896 -12.0113997),3736732158,0.00024099072595952427,,0.00896038781415718,,0.015244566540571672,,0.024828342259494717,,0.008967416187165891,55.959,0.003432055167471541,,0.00987251188511721,41.215,0.00319244012629642,,0.028365467772421993,SAN_MARTIN_DE_PORRES
