osmid,geometry,NN,NN_dist,bank_distance,bank_dist,casino_distance,casino_dist,courthouse_distance,courthouse_dist,hospital_distance,hospital_dist,marketplace_distance,marketplace_dist,police_distance,police_dist,school_distance,school_dist,university_distance,university_dist,distrito
263388341,POINT (-77.0590893 -12.0816313),263389679,0.0012279130995305214,,0.003370475849443053,,0.006967133898714983,,0.0237729604612011,,0.004590094479186655,,0.0023600423869567307,,0.008002627490165145,0.0,0.00032142862363319534,,0.003874912148658768,PUEBLO_LIBRE
263389679,POINT (-77.058302 -12.080689),263389679,0.0,,0.003370475849443053,,0.006967133898714983,,0.0237729604612011,,0.004590094479186655,,0.0023600423869567307,,0.008002627490165145,0.0,0.00032142862363319534,,0.003874912148658768,PUEBLO_LIBRE
263389742,POINT (-77.0582502 -12.0806266),263389679,8.109870528743412e-05,,0.003370475849443053,,0.006967133898714983,,0.0237729604612011,,0.004590094479186655,,0.0023600423869567307,,0.008002627490165145,0.0,0.00032142862363319534,,0.003874912148658768,PUEBLO_LIBRE
263389913,POINT (-77.0576135 -12.0798359),1943098993,0.0010240037939356712,560.704,0.0034372777303157327,,0.006843701099532034,,0.023828902471576024,,0.004710020800236396,,0.0022033489148990493,,0.007888251565040288,,0.00035076065913902904,,0.003804250467045282,PUEBLO_LIBRE
263396343,POINT (-77.0512858 -12.0721788),263396343,0.0,637.875,0.0014164698796689664,282.63700000000006,0.0017380773322700374,3159.9780000000005,0.018932415674975264,282.63700000000006,0.0016086063060588133,893.4760000000001,0.002789571340473191,923.295,0.002293642495927651,6.87,0.0004156932763508884,140.12400000000002,0.002755082612694114,PUEBLO_LIBRE
263400734,POINT (-77.0504741 -12.0712002),263400734,0.0,497.751,0.0018230926059874413,142.513,0.0016596429834191534,3019.8540000000003,0.01871114193255051,142.513,0.0006984916248690346,753.3520000000001,0.0031638256193593835,530.7289999999999,0.0027760257701021085,0.0,0.0003540193640384624,0.0,0.0021170229596467575,PUEBLO_LIBRE
301454935,POINT (-77.064459 -12.0846272),301454935,0.0,,0.004058936129790428,,0.003634274773601643,,0.03014768890661252,,0.003636517939819745,0.0,0.00048158675750045184,,0.006940128962061451,,0.0013886282295855676,,0.004877626989629066,PUEBLO_LIBRE
301454940,POINT (-77.0652125 -12.0837491),331597605,0.00017986775697957568,,0.0033334682438083308,,0.0025405602689166987,,0.03090921667885322,,0.004726164953271456,,0.0008833742836365891,,0.006874757112186146,0.0,0.0007993934012780982,,0.003944642815539527,PUEBLO_LIBRE
301455182,POINT (-77.0792273 -12.0786302),301455182,0.0,,0.0031739049087842045,0.0,0.00044477372056337197,,0.04475877793796261,,0.00834467913753122,,0.007297071960087115,,0.010404611804470287,,0.0019785154467204715,,0.005806235897723017,PUEBLO_LIBRE
309999004,POINT (-77.0530959 -12.0740533),309999004,0.0,177.24500000000003,0.001032436559795917,177.24500000000003,0.0015205388028482368,3751.7480000000005,0.019820014959884915,874.407,0.004151721441581499,954.756,0.003796613741113018,455.503,0.0010450960536079134,317.516,0.0004566811798238278,276.304,0.0020939477667685233,PUEBLO_LIBRE
316802006,POINT (-77.06114340000001 -12.0682095),316802006,0.0,,0.003190645428438177,,0.009272928953174095,,0.028086867700943586,,0.0029144087684888553,200.398,0.0040698681169506895,,0.008120407574899995,,0.0011537056166868204,,0.0029908514352651088,PUEBLO_LIBRE
316802009,POINT (-77.06065460000001 -12.0679561),316802009,0.0,,0.003393500554000865,,0.009680324606697977,,0.027536635002307897,,0.002958341278619423,138.96,0.0036219916625877314,,0.007602060835183658,138.96,0.0016449772996680113,,0.0028215641157551268,PUEBLO_LIBRE
316802011,POINT (-77.06048850000001 -12.0674868),316802011,0.0,,0.0038627069433243735,,0.010177879916360806,,0.027163201314466742,,0.003369388681045853,82.792,0.003126433468666276,,0.00739334220853917,82.792,0.0011510286684548645,,0.003103662816534379,PUEBLO_LIBRE
316802024,POINT (-77.0618127 -12.0678915),316802024,0.0,,0.003560254681829662,,0.009382201136935248,,0.028520144309947593,,0.0035384077017710357,285.18800000000005,0.004186568058570938,,0.008746025143029287,,0.0005606242413536537,,0.003713720004913915,PUEBLO_LIBRE
316802224,POINT (-77.0793527 -12.0745774),589642608,0.00035745813740984013,,0.00277122253526665,,0.003370023734336962,,0.045471272677374434,,0.005105311725237214,,0.007449250302710841,,0.006763403498670793,,0.001501864979660947,20.945,0.002142832634621543,PUEBLO_LIBRE
