osmid,highway,street_count,geometry,NN,NN_dist
4347774919,,1,POINT (-77.0659242 -12.0928556),380908323,0.0024594932974085605
4542247400,,3,POINT (-77.0579755 -12.093781),263381649,0.0001094270533227481
5052471338,,3,POINT (-77.0652999 -12.1025629),3019219769,0.0031695049108628674
5052471339,,3,POINT (-77.06495219999999 -12.1028275),3019219769,0.003173147303540133
5163187454,,3,POINT (-77.05841460000001 -12.0950988),263381649,0.001409432726314727
5433312608,,3,POINT (-77.06244049999999 -12.0916297),6131131883,0.001269334380686457
5433888564,,3,POINT (-77.0610385 -12.08799),5433888564,0.0
5614357846,,1,POINT (-77.06697819999999 -12.0966893),606182861,0.0021112517542931346
5726890842,,3,POINT (-77.0623578 -12.1003747),262727920,0.00012178624717236712
5728765648,,3,POINT (-77.0657278 -12.0901829),5728765649,0.0001903447661490255
5728765649,,3,POINT (-77.0656091 -12.0900341),5728765649,0.0
6131131882,,3,POINT (-77.0620921 -12.092677),6131131883,0.0002141515818291721
6131131883,traffic_signals,3,POINT (-77.0621804 -12.0928721),6131131883,0.0
6302750982,,3,POINT (-77.0607971 -12.1011328),1425922063,0.00017534893783815067
7182353743,,4,POINT (-77.07415 -12.0889447),7182353743,0.0
8412832000,,3,POINT (-77.06415939999999 -12.091433),5728765649,0.0020145846470243007
8412832002,,3,POINT (-77.0640047 -12.0914043),5728765649,0.0021098690480730797
8412832003,,3,POINT (-77.0639803 -12.0913741),5728765649,0.002109167949694103
8412832005,,3,POINT (-77.0640126 -12.0912653),5728765649,0.0020161016070661996
8412832006,,3,POINT (-77.0640799 -12.0912152),5728765649,0.0019322137174812744
8412832008,,3,POINT (-77.0641524 -12.0912205),5728765649,0.0018787016394351292
8412832009,,3,POINT (-77.0642464 -12.0912532),5728765649,0.0018284299549077912
8412832013,,3,POINT (-77.0642194 -12.0913868),5728765649,0.0019393461217667724
8412856226,,4,POINT (-77.0620191 -12.0929402),8412856226,0.0
8837952765,,3,POINT (-77.060344 -12.0924562),263383496,0.001437282240903161
8837952774,,3,POINT (-77.0603863 -12.0925482),263383329,0.0014062327296793342
