osmid,highway,street_count,geometry,NN,NN_dist
912508080,,3,POINT (-77.05065690000001 -12.0541124),2053915153,0.0011178442512254094
912508083,,3,POINT (-77.04330090000001 -12.0534982),3023423275,0.0010855131735742606
912508084,,3,POINT (-77.0499078 -12.0560158),2053915143,0.001160805453120859
912508088,,3,POINT (-77.0438793 -12.0563703),909271525,0.0006256150653587696
912508090,,4,POINT (-77.043819 -12.0546188),912508090,0.0
912508092,,4,POINT (-77.04771959999999 -12.0522855),915282503,0.001979498507197677
915282068,traffic_signals,4,POINT (-77.05250890000001 -12.0553225),915282068,0.0
915282080,,4,POINT (-77.0516732 -12.0589634),1273808904,0.0006316768556854933
915282083,,4,POINT (-77.0512389 -12.0541577),915282528,0.0010598830973279421
915282091,,4,POINT (-77.05036130000001 -12.0515987),915282303,0.0018774788041442437
915282098,,3,POINT (-77.048506 -12.0539288),2053915143,0.001353278633542701
915282101,,4,POINT (-77.04272779999999 -12.0598326),915282101,0.0
915282106,,4,POINT (-77.05250580000001 -12.0521994),4570884839,0.0023955952099637403
915282109,,4,POINT (-77.0485754 -12.0601801),915282109,0.0
915282119,,4,POINT (-77.05096380000001 -12.0595462),1273808904,0.0015497349612110128
915282121,,3,POINT (-77.0508821 -12.0506991),3417654680,0.0011227083859985207
915282124,,3,POINT (-77.05125889999999 -12.0546609),915282528,0.0005565000808625967
915282130,,3,POINT (-77.05319849999999 -12.0553772),915282068,0.0006917660370255229
915282133,,3,POINT (-77.05494330000001 -12.053828),4332964401,0.001184960020418549
915282135,,3,POINT (-77.0495904 -12.0509717),915282303,0.0011764408909919716
915282140,,3,POINT (-77.0534847 -12.051976),3524756662,0.0014598213657901734
915282142,,3,POINT (-77.0533329 -12.0537601),915282068,0.0017663719200648983
915282148,,4,POINT (-77.0518727 -12.0552629),915282148,0.0
915282159,,4,POINT (-77.0530519 -12.0521776),3524756662,0.0019372140459999359
915282164,,4,POINT (-77.0525526 -12.0547596),915282068,0.000564593747751059
915282181,,4,POINT (-77.05054 -12.0531658),2053915153,0.0020668293204811772
915282191,,4,POINT (-77.04634 -12.0595616),915282191,0.0
915282198,,3,POINT (-77.0482789 -12.0512409),915282503,0.0012909322096872045
915282206,,4,POINT (-77.0465841 -12.0618083),915282206,0.0
915282211,,4,POINT (-77.0492294 -12.0609926),915282211,0.0
915282212,,3,POINT (-77.0465397 -12.0523794),2860030626,0.0019679916996776423
915282216,,3,POINT (-77.053943 -12.0539612),316803681,0.0019737005699933833
915282235,,3,POINT (-77.0490906 -12.0521705),310953992,0.0022857823277834966
915282237,,3,POINT (-77.0511125 -12.052096),3417654680,0.0025115203542877213
915282240,,4,POINT (-77.05385010000001 -12.0527469),4332964425,0.0014466778839783388
915282250,,3,POINT (-77.0511667 -12.0524566),2053915153,0.002745264076551583
915282253,,4,POINT (-77.0512219 -12.0531506),2053915153,0.0020610483861378632
915282255,,4,POINT (-77.05366600000001 -12.0534058),316803681,0.0018748624322817936
915282259,,3,POINT (-77.05441930000001 -12.0549025),1273507023,0.0014960721105561742
915282264,,4,POINT (-77.05493540000001 -12.052787),316803681,0.0004628090967095044
915282268,,3,POINT (-77.0498565 -12.0531905),2053915143,0.0019557460878140273
915282271,,3,POINT (-77.04971190000001 -12.0517048),915282303,0.0018946417735278972
915282281,,3,POINT (-77.0547074 -12.0555058),1273507023,0.0008279770648979721
915282283,,3,POINT (-77.0523682 -12.0512828),310953965,0.0019909363626175306
915282312,,3,POINT (-77.0502383 -12.0508301),915282303,0.0011144947285695126
915282318,,3,POINT (-77.0535117 -12.0530972),316803681,0.0019073889299248028
915282325,,3,POINT (-77.048466 -12.0524455),915282503,0.00238096768983066
915282331,,4,POINT (-77.0510311 -12.0514824),3417654680,0.0019031856583102888
915282352,,3,POINT (-77.0510228 -12.0522701),3417654680,0.002655753047629023
915282358,,4,POINT (-77.0495114 -12.05788),915282358,0.0
915282370,traffic_signals,4,POINT (-77.0547334 -12.0513651),3524756662,6.971771654481221e-05
915282374,,3,POINT (-77.0552624 -12.0544634),4332964404,0.0013237146860237432
915282380,,4,POINT (-77.05171799999999 -12.051382),915282348,0.001932631431492604
915282390,,4,POINT (-77.0519127 -12.0531421),915282148,0.0021211771826041533
915282401,,3,POINT (-77.0500351 -12.0603393),915282211,0.0010372817264373997
915282409,,4,POINT (-77.0532427 -12.0548174),915282068,0.0008908358153945777
915282426,,3,POINT (-77.0559925 -12.0556217),2053915175,6.052379697402278e-05
915282453,,3,POINT (-77.0533466 -12.0535688),915282068,0.0019435032750127546
915282458,,4,POINT (-77.0553523 -12.0536223),4332964401,0.0007278161993298516
915282461,,3,POINT (-77.05156700000001 -12.0505564),915282348,0.001111915109171804
915282466,,3,POINT (-77.0453423 -12.0603643),819210989,0.0008616266592935671
915282488,,3,POINT (-77.044349 -12.0634352),4325766718,0.0016394803627964682
915282503,traffic_signals,4,POINT (-77.04735429999999 -12.05034),915282503,0.0
915282526,,4,POINT (-77.0464004 -12.0537408),1273486796,0.0010718735932936495
915282528,,3,POINT (-77.0512586 -12.0552174),915282528,0.0
915282529,,3,POINT (-77.0525805 -12.0535877),915282068,0.0017362769364373063
915282530,,3,POINT (-77.0539407 -12.054381),915282068,0.0017136141601828624
915282542,,3,POINT (-77.0489401 -12.0511061),310953992,0.0012330611095981543
915282554,,3,POINT (-77.0542852 -12.0525247),4332964425,0.0009758879290200542
915282555,,4,POINT (-77.0525708 -12.0531148),915282068,0.002208567612731153
915282563,,3,POINT (-77.0543309 -12.0515647),3524756662,0.0005189612413352301
915282566,,4,POINT (-77.0539102 -12.0517652),3524756662,0.0009849803906687505
915282576,,4,POINT (-77.04980329999999 -12.0523516),915282303,0.0025400602847174217
915282591,,4,POINT (-77.0540869 -12.0532037),316803681,0.0014080083096340461
915282592,,3,POINT (-77.05258360000001 -12.0537862),915282068,0.0015381150087052738
915282596,,3,POINT (-77.05125169999999 -12.0522648),915282348,0.002710663807999437
915282600,,3,POINT (-77.0513625 -12.0600045),1273529623,0.0012230898290873967
915282607,,4,POINT (-77.0475508 -12.0610264),915282607,0.0
915282610,,3,POINT (-77.0500064 -12.0508811),915282303,0.0010920140154788305
915282612,,3,POINT (-77.0483062 -12.06386),915282612,0.0
915282615,,4,POINT (-77.05191139999999 -12.0547095),915282148,0.0005547515209537752
915282617,,4,POINT (-77.050466 -12.0523287),915282303,0.0026073865171870377
915282630,,3,POINT (-77.0534411 -12.0529588),4332964425,0.001899244599835265
915282632,,3,POINT (-77.0484057 -12.0522315),915282503,0.0021640735223220314
915282634,,4,POINT (-77.04220290000001 -12.054484),915282634,0.0
915282635,,4,POINT (-77.0458908 -12.0623645),915282206,0.0008888325657920378
915282637,,3,POINT (-77.0512995 -12.0506099),915282348,0.0010739487930059286
915282649,,3,POINT (-77.0505727 -12.054093),2053915153,0.0011607218659082155
915282650,,4,POINT (-77.0545122 -12.052988),316803681,0.0009311439953054098
915282665,,3,POINT (-77.0533246 -12.0539101),915282068,0.001631024294726171
915282667,,3,POINT (-77.0525809 -12.0512369),310953965,0.001925718489290752
915282668,,3,POINT (-77.0520878 -12.0595796),1273529623,0.0004534315935260736
915282669,,4,POINT (-77.0491186 -12.0523955),310953992,0.0025107147289170502
915282674,,4,POINT (-77.0518407 -12.0522286),915282348,0.0027766926009187014
915282694,,3,POINT (-77.047324 -12.0587243),915282694,0.0
915282700,,4,POINT (-77.05390509999999 -12.0548657),915282068,0.0014690271202283255
915282705,,3,POINT (-77.0557957 -12.0545092),4332964404,0.0009576621951383973
915282706,,4,POINT (-77.05386559999999 -12.0554291),1273643720,0.001130221863175661
915282709,,3,POINT (-77.0498894 -12.0540444),2053915143,0.0011890526733452354
1273450164,,3,POINT (-77.05761320000001 -12.0631316),1273816785,0.0010719579562648621
1273453791,,3,POINT (-77.0571027 -12.0600134),4314666719,0.0007013036788673813
1273457452,,3,POINT (-77.0571126 -12.0659603),1399063217,0.003129163551170047
1273457972,,4,POINT (-77.055555 -12.0622135),1273457972,0.0
1273486796,,4,POINT (-77.0462132 -12.0547962),1273486796,0.0
1273488935,,3,POINT (-77.0526697 -12.0600534),1273529623,0.0004199563072474326
1273491275,,3,POINT (-77.0502867 -12.0587303),819210897,0.0011460922912231893
1273496554,,4,POINT (-77.055764 -12.0611366),1273496554,0.0
1273507023,,3,POINT (-77.05502629999999 -12.0562699),1273507023,0.0
1273512377,,3,POINT (-77.0463444 -12.0546051),1273486796,0.0002318030413944536
1273517683,,3,POINT (-77.0588522 -12.0636852),687485067,0.0010303647557967784
1273527183,,3,POINT (-77.0579848 -12.0639769),1273816785,0.0019204379318261333
1273529623,,4,POINT (-77.0525348 -12.0596557),1273529623,0.0
1273585696,,4,POINT (-77.056208 -12.0616584),1273585696,0.0
1273591294,,4,POINT (-77.05277049999999 -12.0562792),1273675457,0.0005694969798027738
1273591616,,3,POINT (-77.06032020000001 -12.0651298),4333981474,0.001403556642960896
1273591861,,3,POINT (-77.056411 -12.0655106),1399063217,0.002384637045753643
1273592430,,3,POINT (-77.05905610000001 -12.066641),316803573,0.0015993986119764037
1273593741,,3,POINT (-77.0564578 -12.0605559),1399063099,0.0006867206710134038
1273607350,,4,POINT (-77.0586586 -12.0670632),316803573,0.0018693638944867006
1273622009,,3,POINT (-77.055924 -12.0643119),1399063217,0.0010988688411265831
1273643720,,4,POINT (-77.05410809999999 -12.056533),1273643720,0.0
1273664126,,3,POINT (-77.0562681 -12.059027),1399063080,0.0010888509172518196
1273672921,,4,POINT (-77.0570681 -12.0574673),1399063080,0.0007745286631205576
1273673158,,3,POINT (-77.0533961 -12.064455),819211095,0.0004220690227898851
1273675457,,4,POINT (-77.053134 -12.0567176),1273675457,0.0
1273690282,,4,POINT (-77.05616240000001 -12.0653042),1399063217,0.0020931896521812995
1273695116,,4,POINT (-77.054345 -12.0581305),1399063151,0.0008952114666398334
1273697880,,3,POINT (-77.0593267 -12.0665379),316803573,0.0014106146497219513
1273708926,,3,POINT (-77.05721699999999 -12.0632954),1273816785,0.0013404714767610206
1273716799,,4,POINT (-77.0584303 -12.0615127),1273716799,0.0
1273722559,,3,POINT (-77.05562 -12.0595708),5398651393,0.001170346700780043
1273736537,,4,POINT (-77.058576 -12.059691),1273736537,0.0
1273737018,,3,POINT (-77.0596213 -12.0664215),316803573,0.001252665146797206
1273741719,,3,POINT (-77.0541813 -12.0593022),1273741719,0.0
1273747138,,3,POINT (-77.0560631 -12.0664258),817654860,0.002673448449109019
1273750305,,3,POINT (-77.059708 -12.0653069),4333981474,0.001554936172322663
1273755995,,3,POINT (-77.0578019 -12.0635559),1273816785,0.0014867990045735646
1273801571,,3,POINT (-77.05630189999999 -12.065249),1399063217,0.0021019103620223555
1273805241,,1,POINT (-77.0565139 -12.0564912),4332723158,0.0007398302034933772
1273808904,,4,POINT (-77.05216710000001 -12.0585696),1273808904,0.0
1273816065,,1,POINT (-77.0564268 -12.0567128),4332723158,0.0008834924334704297
1273816695,,4,POINT (-77.05404249999999 -12.0564405),1273643720,0.00011340022045720636
1273816785,,4,POINT (-77.05775970000001 -12.0620697),1273816785,0.0
1273819134,,3,POINT (-77.054923 -12.0601567),5398651393,0.0007206910364431071
1273824171,,4,POINT (-77.055263 -12.0645079),1399063223,0.0010503323854858817
1273833071,,4,POINT (-77.0467467 -12.0548348),1273833071,0.0
1273833330,,4,POINT (-77.0532053 -12.0567938),1273833330,0.0
1273833762,,3,POINT (-77.05826829999999 -12.0582128),316803772,8.959252201817718e-05
1273844946,,3,POINT (-77.05870160000001 -12.0632517),687485067,0.0011808026083898271
1273846593,,3,POINT (-77.05857159999999 -12.0628775),1273816785,0.0011453045228153296
1273866967,,3,POINT (-77.0572026 -12.056546),1356144894,0.0005286709751872655
1273876682,,3,POINT (-77.0585189 -12.0664167),316803573,0.002181349685409016
1273891405,,3,POINT (-77.0565 -12.0660827),1399063217,0.0029417090015823977
1273896350,traffic_signals,4,POINT (-77.0522445 -12.0570815),1273896350,0.0
1273897206,,4,POINT (-77.051721 -12.0572386),1273897206,0.0
1273897223,,3,POINT (-77.0541216 -12.0596723),5398651393,0.00033417589678850677
1273899667,,3,POINT (-77.0578101 -12.064587),4333981474,0.0023005008585129565
1273902867,,3,POINT (-77.0550282 -12.0639853),1399063223,0.000477507696272763
1273926218,,1,POINT (-77.0542494 -12.0647703),817654860,0.0009129477586450004
1273928147,,4,POINT (-77.05576720000001 -12.0643664),1399063217,0.0010755199672722747
1273929682,,4,POINT (-77.0582125 -12.0599841),1273929682,0.0
1273942386,,3,POINT (-77.054224 -12.0663359),817654860,0.0011254647084708955
1273961987,,4,POINT (-77.05899599999999 -12.0640991),4333981474,0.0010193371277535488
1273963184,,3,POINT (-77.05899049999999 -12.0627271),687485067,0.0011479864154279626
1273963417,,3,POINT (-77.055549 -12.0651847),1399063223,0.0017850589346017035
1273967768,,4,POINT (-77.05277100000001 -12.0600146),1273529623,0.00042965061387329465
1273984456,,4,POINT (-77.0529633 -12.0578954),1273984456,0.0
1354143299,,4,POINT (-77.042044 -12.056219),1354143299,0.0
1355562681,,4,POINT (-77.04893199999999 -12.0626389),1355562681,0.0
1355562687,,3,POINT (-77.05742410000001 -12.0668966),316803573,0.0031150401217301927
1355562709,,4,POINT (-77.05319110000001 -12.0657262),1355562709,0.0
1356144863,,3,POINT (-77.05778479999999 -12.0568495),1356144863,0.0
1356144867,,3,POINT (-77.0568085 -12.0546148),1356144867,0.0
1356144877,,4,POINT (-77.05753249999999 -12.0557655),1356144877,0.0
1356144894,,3,POINT (-77.0577296 -12.056588),1356144894,0.0
1356144897,,3,POINT (-77.0536463 -12.0573073),1273833330,0.0006768775738609608
1396409219,,4,POINT (-77.0574817 -12.0648852),1399063217,0.0026130737781333876
1396409220,,4,POINT (-77.0581639 -12.0643841),4333981474,0.0018988871820145724
1396409221,,4,POINT (-77.05985029999999 -12.0638079),4333981474,0.00011679884418056023
1399063080,,4,POINT (-77.0564677 -12.0579566),1399063080,0.0
1399063081,,3,POINT (-77.0557949 -12.0585198),1399063080,0.0008774132891650044
1399063088,,3,POINT (-77.05509429999999 -12.061707),1273457972,0.0006846800274615693
1399063094,,4,POINT (-77.0545485 -12.062655),1399063094,0.0
1399063099,,4,POINT (-77.0569026 -12.0610791),1399063099,0.0
1399063103,,3,POINT (-77.05929399999999 -12.0621517),1273716799,0.0010743829345226062
1399063105,,3,POINT (-77.0589793 -12.0622583),1273716799,0.0009259159573132979
1399063106,,3,POINT (-77.0584221 -12.0624472),1273816785,0.0007624172151741525
1399063117,,4,POINT (-77.0567109 -12.0595388),1399063134,0.0008533433834082058
1399063118,,3,POINT (-77.0550076 -12.0575632),1273507023,0.0012934351858523616
1399063132,,3,POINT (-77.0588482 -12.0607028),1399063132,0.0
1399063134,,4,POINT (-77.0573631 -12.0589885),1399063134,0.0
1399063151,,4,POINT (-77.05366189999999 -12.0587091),1399063151,0.0
1399063213,,3,POINT (-77.05704110000001 -12.062641),1273816785,0.0009180248634962861
1399063215,,3,POINT (-77.0565543 -12.0628852),1273457972,0.0012040686774462525
1399063216,,3,POINT (-77.05620570000001 -12.0630136),1399063217,0.0009302266444283961
1399063217,,3,POINT (-77.0553488 -12.0633756),1399063217,0.0
1399063223,,3,POINT (-77.0548446 -12.0635445),1399063223,0.0
1399063237,,4,POINT (-77.0529906 -12.0630576),1399063237,0.0
1399063248,,3,POINT (-77.0546891 -12.0631646),1399063223,0.00041049270395167656
1399063249,,4,POINT (-77.05313990000001 -12.0635805),1399063249,0.0
1399063255,,4,POINT (-77.0567942 -12.0634639),1399063217,0.0014480946274272682
1399063257,,3,POINT (-77.0555895 -12.0639419),1399063217,0.0006153309515985358
1399063262,,3,POINT (-77.0569667 -12.063874),1399063217,0.00169292733748313
1399063266,,3,POINT (-77.057219 -12.0645046),1399063217,0.002184556943637262
1399063272,,4,POINT (-77.0584717 -12.0648621),4333981474,0.0018457178793110968
1399063278,,3,POINT (-77.0587311 -12.0655652),4333981474,0.0021741835525080546
1399063280,,3,POINT (-77.059437 -12.06257),687485067,0.0009998531142103
1399063300,,3,POINT (-77.0594092 -12.0639512),4333981474,0.0005805883309172412
