osmid,highway,street_count,geometry,NN,NN_dist
1399063317,,3,POINT (-77.059121 -12.0643396),4333981474,0.0010139224477225682
1399063322,,4,POINT (-77.0579078 -12.0653348),4333981474,0.002580377726230881
1399063324,,3,POINT (-77.0582351 -12.0657251),4333981474,0.002606266074288933
1399063331,,3,POINT (-77.057463 -12.0656768),1399063217,0.0031249580925148297
1399063356,,3,POINT (-77.05662270000001 -12.0660185),1399063217,0.00293389529806381
1399063392,,3,POINT (-77.0597978 -12.0668315),316803573,0.0008556144108235641
1399063402,,3,POINT (-77.0561685 -12.0649291),1399063217,0.0017564937631514407
1399063410,,3,POINT (-77.0556701 -12.0654973),817654860,0.002079680446613997
1399076772,,3,POINT (-77.0572714 -12.055747),1356144879,0.00025174085882006793
1840672743,traffic_signals,4,POINT (-77.0521782 -12.0570018),1840672743,0.0
1856595152,,4,POINT (-77.0427629 -12.0599215),915282101,9.557834482932984e-05
1856595154,,3,POINT (-77.0423976 -12.0610747),1943098867,0.0006441690771869069
1943098867,,3,POINT (-77.0419194 -12.0606431),1943098867,0.0
1943098876,traffic_signals,4,POINT (-77.04729930000001 -12.0672365),1943098982,5.196046573834863e-05
1943098944,traffic_signals,4,POINT (-77.0480998 -12.0682169),1943098944,0.0
1943098964,,4,POINT (-77.04891379999999 -12.0692092),1943098964,0.0
1943098982,traffic_signals,4,POINT (-77.047341 -12.0672055),1943098982,0.0
1943099017,traffic_signals,4,POINT (-77.0481461 -12.068183),1943099017,0.0
1943099023,,4,POINT (-77.0489553 -12.0691755),1943099023,0.0
2053915067,,3,POINT (-77.04846070000001 -12.0522278),915282503,0.0021881292923471955
2053915080,,3,POINT (-77.04707980000001 -12.0526582),1273833071,0.002201940773500802
2053915102,traffic_signals,4,POINT (-77.0421151 -12.0544774),2053915102,0.0
2053915128,,3,POINT (-77.04765810000001 -12.0549143),1273833071,0.0009148607599041279
2053915143,,3,POINT (-77.04925950000001 -12.0550529),2053915143,0.0
2053915150,,3,POINT (-77.0465279 -12.0550895),1273833071,0.00033577601164939914
2053915153,,3,POINT (-77.0509438 -12.0551928),2053915153,0.0
2053915154,,4,POINT (-77.0511003 -12.0552089),2053915154,0.0
2053915161,,3,POINT (-77.04298199999999 -12.0554717),909271525,0.0008903450342438087
2053915175,,3,POINT (-77.0560528 -12.0556269),2053915175,0.0
2053915180,,4,POINT (-77.0465497 -12.0557365),1273833071,0.0009229690623200815
2053915188,,3,POINT (-77.05122470000001 -12.0561119),912507991,0.00015202243254687083
2053915192,,4,POINT (-77.04196210000001 -12.0562123),2053915192,0.0
2053915198,,3,POINT (-77.04647420000001 -12.0565955),593974693,0.0007961823534847008
2053915199,,3,POINT (-77.0419983 -12.0567437),2053915199,0.0
2053915205,,3,POINT (-77.0511729 -12.0569888),2053915220,0.00037512240669159943
2053915209,,3,POINT (-77.05143099999999 -12.0570057),2053915220,0.00020009207880648398
2053915210,,5,POINT (-77.05165460000001 -12.0570218),2053915210,0.0
2053915219,,3,POINT (-77.0518142 -12.0572106),2053915219,0.0
2053915220,,3,POINT (-77.0514838 -12.0571987),2053915220,0.0
2053915221,,3,POINT (-77.0427352 -12.0572318),2053915199,0.0008838909548067546
2053915304,,4,POINT (-77.0589621 -12.061086),2053915304,0.0
2053915321,,3,POINT (-77.0517133 -12.0618628),819211251,0.0013269990957084587
2053915356,,3,POINT (-77.05208500000001 -12.0633421),819211052,0.0006699024182735404
2053915368,,3,POINT (-77.05261779999999 -12.0634881),4332735080,0.00045715560808935485
2053915372,,3,POINT (-77.05234729999999 -12.0637246),4332735080,0.0007247953159422097
2053915373,,1,POINT (-77.05226020000001 -12.0638007),819211052,0.0007145659171927817
2053915529,,3,POINT (-77.0561488 -12.0666233),817654860,0.002832071801710509
2053915552,,4,POINT (-77.05994219999999 -12.0672326),316803573,0.0005746575067032568
2054081550,,3,POINT (-77.0527646 -12.0608648),1273529623,0.0012307440229376617
2054081551,,3,POINT (-77.05213569999999 -12.0608879),1273529623,0.0012952210815181363
2055741141,,3,POINT (-77.05473979999999 -12.0665236),817654860,0.0016028505170467416
2055741176,,3,POINT (-77.05736690000001 -12.0668877),316803573,0.0031729120457383232
2055741178,,3,POINT (-77.0574797 -12.0669041),316803573,0.0030589369477013657
2060102856,,4,POINT (-77.045753 -12.0652872),2060102856,0.0
2060102857,,3,POINT (-77.0458655 -12.0653048),2060102857,0.0
2832749575,,3,POINT (-77.04170360000001 -12.0580673),2832749575,0.0
2974838488,,3,POINT (-77.04181130000001 -12.0580701),2974838488,0.0
3023423275,,3,POINT (-77.0430683 -12.0545585),3023423275,0.0
3384631260,,3,POINT (-77.0528971 -12.0630843),1399063237,9.723754419461178e-05
3450829628,,3,POINT (-77.0597839 -12.0636151),687485097,0.00011654372570397915
4271713257,,3,POINT (-77.04665610000001 -12.0515792),2860030626,0.0011602293092319946
4314666719,,4,POINT (-77.05755929999999 -12.0605457),4314666719,0.0
4325994661,,3,POINT (-77.0487692 -12.0580047),4325994662,0.00010197666399746419
4325994662,,3,POINT (-77.0487974 -12.0581027),4325994662,0.0
4325994663,,3,POINT (-77.0482835 -12.0582557),4325994663,0.0
4332723158,,4,POINT (-77.0560536 -12.055912),4332723158,0.0
4332735078,,3,POINT (-77.0522105 -12.0586648),1273808904,0.0001046260005912264
4332735080,,3,POINT (-77.0530612 -12.0635994),4332735080,0.0
4332896004,,3,POINT (-77.05613529999999 -12.0666888),817654860,0.002848819420391457
4332896006,,3,POINT (-77.0562053 -12.0667029),817654860,0.002917719280540932
4332896007,,3,POINT (-77.0560881 -12.0666833),817654860,0.002804257541669778
4332896008,,3,POINT (-77.05974689999999 -12.0635196),687485067,0.00012232587625308166
4332964415,,3,POINT (-77.0555378 -12.0528471),4332964417,9.845491353670948e-05
4332964419,,3,POINT (-77.055144 -12.0521832),4332964418,7.9201641392859e-05
4332964425,,3,POINT (-77.054963 -12.0518226),4332964425,0.0
4333043231,,3,POINT (-77.0608479 -12.0668709),4333043231,0.0
4333981476,,3,POINT (-77.0585126 -12.0591423),4333981475,8.769264506699385e-05
4333981478,,3,POINT (-77.0584745 -12.058901),4333981477,9.036398618385939e-05
4334141386,,3,POINT (-77.04656900000001 -12.0663529),1943098982,0.0011501785774376654
4334141388,,3,POINT (-77.046285 -12.0660048),2060102857,0.0008160761300233473
4334170917,traffic_signals,3,POINT (-77.04210019999999 -12.0601522),107774940,0.00015664855568723097
4569344520,,3,POINT (-77.0511363 -12.0553079),2053915154,0.00010534229919503825
4569344523,,3,POINT (-77.05142789999999 -12.0552299),915282528,0.00016976083175653393
4570884839,,3,POINT (-77.05453730000001 -12.0509298),4570884839,0.0
4853891032,,3,POINT (-77.0553768 -12.0607015),1273496554,0.0005824395676742294
5325141532,,3,POINT (-77.0568808 -12.0660556),1399063217,0.003086976514324494
5398651393,,3,POINT (-77.05445039999999 -12.0596126),5398651393,0.0
5398651394,,3,POINT (-77.0538956 -12.0559429),1273643720,0.0006271955516389001
5398651403,,4,POINT (-77.0518938 -12.0561689),912507991,0.0005196986145878809
5398673338,,3,POINT (-77.0580583 -12.0625705),1273816785,0.0005830631183632504
5489391995,,3,POINT (-77.0579175 -12.0585045),316803772,0.0005445939496562624
6131243569,,3,POINT (-77.04396060000001 -12.0595625),912508035,9.859056750164628e-05
6391538230,,3,POINT (-77.05911829999999 -12.0660114),316803573,0.001899728243730023
6759811775,,4,POINT (-77.04591449999999 -12.0517061),2860030626,0.0015331931906998853
8795178608,,1,POINT (-77.04984690000001 -12.0590844),915282358,0.0012502558178233232
8902827162,,3,POINT (-77.0429441 -12.0534683),3023423275,0.0010972518762803758
8902827163,,1,POINT (-77.0429644 -12.0532723),912508049,0.0012002782510755908
9131036391,,1,POINT (-77.0518946 -12.0637427),819211052,0.0003466000144261589
9131409012,,1,POINT (-77.0474207 -12.0526457),1273833071,0.0022905097271149126
9349906059,,3,POINT (-77.0504158 -12.0575194),819210897,0.00011228267898396349
9487928103,,3,POINT (-77.0418286 -12.0581951),9487928103,0.0
