source;target;wazeinfo0800_km;wazeinfo1400_minutes;wazeinfo1400_km;wazeinfo0800_minutes
4427153413;5319471329;;;;
4427153413;3707265569;;;;
4427153413;2389897529;;;;
4427153413;30964904;;;;
4427153413;30964680;;;;
4427153413;993167755;;;;
4427153413;30984077;;;;
4427153413;30962861;;;;
4427153413;1005296814;;;;
4427153413;30983854;;;;
4427153413;30985102;;;;
4427153413;3014646227;;;;
4427153413;30962836;;;;
4427153413;30985588;;;;
4427153413;30970486;;;;
4427153413;1014221558;;;;
4427153413;4326256441;;;;
4427153413;4428261818;;;;
10232315911;5319471329;1.301;2.8999999999999995;1.301;2.966666666666666
10232315911;3707265569;2.0089999999999995;5.333333333333332;2.0089999999999995;5.8166666666666655
10232315911;2389897529;;;;
10232315911;30964904;;;;
10232315911;30964680;1.6869999999999994;5.416666666666665;1.6869999999999994;6.166666666666666
10232315911;993167755;;;;
10232315911;30984077;1.194;2.583333333333333;1.194;2.6499999999999995
10232315911;30962861;1.6869999999999994;4.5666666666666655;1.6869999999999994;4.966666666666667
10232315911;1005296814;3.056999999999997;7.299999999999998;3.031999999999997;8.616666666666665
10232315911;30983854;2.231999999999999;5.9833333333333325;2.231999999999999;6.199999999999999
10232315911;30985102;0.674;1.5666666666666667;0.674;1.6333333333333333
10232315911;3014646227;2.7929999999999984;7.783333333333331;2.7929999999999984;7.8666666666666645
10232315911;30962836;;;;
10232315911;30985588;2.3329999999999993;6.799999999999998;2.3329999999999993;7.049999999999999
10232315911;30970486;8.142999999999995;17.183333333333326;8.108999999999995;17.933333333333334
10232315911;1014221558;0.9670000000000002;2.05;0.9670000000000002;2.283333333333333
10232315911;4326256441;2.4669999999999974;6.733333333333332;2.4669999999999974;7.033333333333331
10232315911;4428261818;4.419999999999999;11.983333333333336;4.419999999999999;12.000000000000002
10803871753;5319471329;6.0909999999999975;18.083333333333332;7.431999999999998;17.400000000000002
10803871753;3707265569;5.555;15.43333333333334;6.896;14.96666666666667
10803871753;2389897529;;;;
10803871753;30964904;;;;
10803871753;30964680;8.639;25.616666666666664;9.979999999999997;24.233333333333338
10803871753;993167755;;;;
10803871753;30984077;5.983999999999997;18.5;7.3249999999999975;17.81666666666667
10803871753;30962861;4.689;13.400000000000002;6.03;12.516666666666666
10803871753;1005296814;9.830000000000005;24.850000000000005;11.146000000000003;24.26666666666667
10803871753;30983854;5.619999999999998;17.716666666666665;6.9609999999999985;17.133333333333333
10803871753;30985102;6.315999999999997;18.633333333333336;7.656999999999997;17.966666666666672
10803871753;3014646227;6.1809999999999965;19.516666666666666;7.521999999999997;18.800000000000004
10803871753;30962836;;;;
10803871753;30985588;4.64;13.666666666666671;5.981000000000001;13.083333333333336
10803871753;30970486;14.916000000000004;34.73333333333334;16.223;33.58333333333332
10803871753;1014221558;6.157999999999997;17.5;7.498999999999997;16.750000000000004
10803871753;4326256441;5.344999999999999;15.766666666666673;6.686;15.31666666666667
10803871753;4428261818;7.807999999999998;23.500000000000007;9.149;22.800000000000008
3489865744;5319471329;2.3819999999999997;5.9;2.3819999999999997;6.05
3489865744;3707265569;2.9119999999999986;8.266666666666666;2.9119999999999986;8.716666666666665
3489865744;2389897529;;;;
3489865744;30964904;;;;
3489865744;30964680;0.05500000000000001;0.8166666666666667;0.05500000000000001;0.8166666666666667
3489865744;993167755;;;;
3489865744;30984077;2.2749999999999995;5.583333333333334;2.2749999999999995;5.733333333333333
3489865744;30962861;2.5899999999999985;7.499999999999999;2.5899999999999985;7.866666666666666
3489865744;1005296814;1.4249999999999996;2.6999999999999997;1.3999999999999992;3.266666666666666
3489865744;30983854;3.357999999999998;8.983333333333333;3.357999999999998;9.283333333333335
3489865744;30985102;1.7999999999999998;4.566666666666666;1.7999999999999998;4.716666666666667
3489865744;3014646227;3.9189999999999974;10.783333333333331;3.9189999999999974;10.95
3489865744;30962836;;;;
