source;target;wazeinfo0800_km;wazeinfo1400_minutes;wazeinfo1400_km;wazeinfo0800_minutes
4427153413;5600850918;;;;
4427153413;30984870;;;;
4427153413;2641781927;;;;
4427153413;30983434;;;;
4427153413;3739432970;;;;
4427153413;31003052;;;;
4427153413;10775146221;;;;
4427153413;30965871;;;;
4427153413;31001042;;;;
4427153413;31003059;;;;
4427153413;4429131765;;;;
4427153413;588513205;;;;
4427153413;10839009531;;;;
10232315911;5600850918;0.6950000000000001;1.6;0.6950000000000001;1.6833333333333333
10232315911;30984870;1.1760000000000002;3.333333333333333;1.1760000000000002;3.15
10232315911;2641781927;;;;
10232315911;30983434;1.7219999999999995;4.549999999999999;1.7219999999999995;4.716666666666666
10232315911;3739432970;4.490999999999995;10.449999999999998;4.465999999999995;11.916666666666666
10232315911;31003052;0.669;1.55;0.669;1.6333333333333333
10232315911;10775146221;5.6699999999999955;12.616666666666662;5.635999999999995;14.083333333333332
10232315911;30965871;1.081;2.3666666666666663;1.081;2.483333333333333
10232315911;31001042;2.3659999999999983;5.933333333333331;2.3659999999999983;6.449999999999998
10232315911;31003059;0.668;1.55;0.668;1.6333333333333333
10232315911;4429131765;2.3519999999999985;6.933333333333333;2.3519999999999985;7.799999999999998
10232315911;588513205;3.7839999999999976;8.833333333333334;3.758999999999998;10.116666666666669
10232315911;10839009531;1.9569999999999996;5.166666666666665;1.9569999999999996;5.433333333333332
10803871753;5600850918;6.332999999999997;18.66666666666667;7.673999999999997;18.016666666666673
10803871753;30984870;6.296999999999998;19.71666666666666;7.637999999999998;19.03333333333333
10803871753;2641781927;;;;
10803871753;30983434;5.445999999999996;17.61666666666667;6.786999999999996;17.06666666666667
10803871753;3739432970;11.264000000000005;28.000000000000007;12.580000000000002;27.566666666666674
10803871753;31003052;6.322999999999997;18.650000000000002;7.663999999999997;17.966666666666672
10803871753;10775146221;12.443000000000003;30.16666666666668;13.75;29.73333333333333
10803871753;30965871;6.120999999999998;18.45;7.461999999999998;17.76666666666667
10803871753;31001042;4.398;12.866666666666669;5.739;11.933333333333334
10803871753;31003059;6.3219999999999965;18.650000000000002;7.662999999999997;17.966666666666672
10803871753;4429131765;9.125000000000002;24.48333333333334;10.466;23.450000000000003
10803871753;588513205;10.337000000000007;25.91666666666667;11.678000000000004;24.849999999999998
10803871753;10839009531;5.041999999999998;14.950000000000005;6.382999999999998;14.100000000000003
3489865744;5600850918;1.8209999999999995;4.6;1.8209999999999995;4.766666666666667
3489865744;30984870;2.3019999999999987;6.333333333333332;2.3019999999999987;6.233333333333333
3489865744;2641781927;;;;
3489865744;30983434;2.8479999999999985;7.549999999999999;2.8479999999999985;7.8
3489865744;3739432970;2.8589999999999987;5.849999999999999;2.8339999999999983;6.566666666666666
3489865744;31003052;1.795;4.55;1.795;4.716666666666667
3489865744;10775146221;4.0379999999999985;8.016666666666666;4.003999999999999;8.733333333333334
3489865744;30965871;2.2069999999999985;5.366666666666667;2.2069999999999985;5.566666666666667
3489865744;31001042;3.4919999999999978;8.933333333333334;3.4919999999999978;9.533333333333333
3489865744;31003059;1.794;4.55;1.794;4.716666666666667
3489865744;4429131765;0.7200000000000002;2.3333333333333335;0.7200000000000002;2.4499999999999997
3489865744;588513205;2.1519999999999992;4.2333333333333325;2.126999999999999;4.766666666666666
3489865744;10839009531;3.0829999999999984;8.166666666666666;3.0829999999999984;8.516666666666666
10803879954;5600850918;7.716000000000003;17.766666666666676;7.716000000000003;17.550000000000004
10803879954;30984870;7.680000000000004;18.816666666666666;7.680000000000004;18.566666666666663
10803879954;2641781927;;;;
10803879954;30983434;6.829000000000002;16.500000000000004;6.829000000000002;16.2
10803879954;3739432970;12.82600000000001;29.750000000000004;12.801000000000009;30.500000000000007
10803879954;31003052;7.706000000000003;17.750000000000007;7.706000000000003;17.500000000000004
10803879954;10775146221;14.005000000000008;31.916666666666675;13.971000000000007;32.66666666666668
10803879954;30965871;7.504000000000004;17.550000000000004;7.504000000000004;17.3
10803879954;31001042;7.796000000000005;18.85;7.796000000000005;18.68333333333333
10803879954;31003059;7.705000000000003;17.750000000000007;7.705000000000003;17.500000000000004
10803879954;4429131765;10.687000000000006;26.233333333333338;10.687000000000006;26.383333333333336
10803879954;588513205;12.119000000000009;28.13333333333333;12.094000000000008;28.700000000000003
10803879954;10839009531;6.853000000000003;16.51666666666667;6.853000000000003;16.21666666666667
4427726874;5600850918;3.9009999999999967;9.650000000000004;3.899999999999997;10.016666666666667
4427726874;30984870;4.381999999999997;11.38333333333334;4.380999999999998;11.483333333333334
4427726874;2641781927;;;;
4427726874;30983434;4.927999999999997;12.600000000000009;4.926999999999998;13.050000000000006
4427726874;3739432970;3.407999999999997;7.38333333333333;3.382999999999997;8.066666666666666
4427726874;31003052;3.874999999999997;9.600000000000003;3.873999999999997;9.966666666666667
4427726874;10775146221;4.586999999999998;9.5;4.552999999999997;9.649999999999999
4427726874;30965871;4.286999999999997;10.416666666666671;4.285999999999998;10.816666666666668
4427726874;31001042;5.571999999999998;13.983333333333341;5.570999999999999;14.783333333333337
4427726874;31003059;3.873999999999997;9.600000000000003;3.872999999999997;9.966666666666667
4427726874;4429131765;1.2689999999999995;3.8666666666666663;1.2689999999999995;3.9499999999999997
4427726874;588513205;2.3119999999999976;4.666666666666666;2.3119999999999976;4.766666666666667
4427726874;10839009531;5.162999999999998;13.216666666666674;5.161999999999998;13.766666666666671
30965826;5600850918;0.295;0.5833333333333334;0.295;0.6166666666666668
30965826;30984870;0.313;1.633333333333333;0.313;1.633333333333333
30965826;2641781927;;;;
30965826;30983434;0.8450000000000001;2.8;0.8450000000000001;2.8166666666666664
30965826;3739432970;5.404999999999997;12.566666666666674;5.379999999999996;13.56666666666667
30965826;31003052;0.285;0.5666666666666668;0.285;0.5666666666666668
30965826;10775146221;6.583999999999997;14.733333333333338;6.549999999999996;15.733333333333336
30965826;30965871;0.08299999999999999;0.3666666666666667;0.08299999999999999;0.3666666666666667
30965826;31001042;1.489;4.183333333333333;1.489;4.549999999999999
30965826;31003059;0.284;0.5666666666666668;0.284;0.5666666666666668
30965826;4429131765;3.265999999999997;9.05;3.265999999999997;9.45
30965826;588513205;4.697999999999996;10.950000000000008;4.672999999999996;11.766666666666673
30965826;10839009531;1.08;3.416666666666667;1.08;3.5333333333333337
30965827;5600850918;0.5630000000000001;1.2333333333333338;0.5630000000000001;1.366666666666667
30965827;30984870;0.5810000000000001;2.283333333333333;0.5810000000000001;2.383333333333333
30965827;2641781927;;;;
30965827;30983434;1.113;3.4499999999999993;1.113;3.5666666666666664
30965827;3739432970;5.513999999999998;13.216666666666674;5.647999999999998;13.883333333333336
30965827;31003052;0.553;1.216666666666667;0.553;1.3166666666666669
30965827;10775146221;6.692999999999998;15.383333333333338;6.817999999999998;16.05
30965827;30965871;0.351;1.0166666666666668;0.351;1.1166666666666667
30965827;31001042;1.7569999999999997;4.833333333333333;1.7569999999999997;5.166666666666666
30965827;31003059;0.552;1.216666666666667;0.552;1.3166666666666669
30965827;4429131765;3.374999999999997;9.700000000000001;3.5339999999999967;9.766666666666666
30965827;588513205;4.806999999999995;11.600000000000009;4.940999999999995;12.08333333333334
30965827;10839009531;1.348;4.066666666666667;1.348;4.283333333333333
30965828;5600850918;0.5700000000000001;1.2500000000000004;0.5700000000000001;1.3833333333333335
30965828;30984870;0.588;2.3;0.588;2.3999999999999995
30965828;2641781927;;;;
30965828;30983434;1.1199999999999999;3.466666666666667;1.1199999999999999;3.583333333333333
