u,v,key,osmid,name,highway,maxspeed,oneway,length,geometry,lanes,width,ref,bridge,access,junction,wazeinfo0800_minutes,wazeinfo0800_km,wazeinfo1400_minutes,wazeinfo1400_km
10232315911,30970895,0,316326176,Avenida Collasuyo,secondary,40,False,9.202,"LINESTRING (-71.9528887 -13.5210484, -71.952972 -13.5210314)",,,,,,,0.016666666666666666,0.008,0.016666666666666666,0.008
10232315911,472615572,0,316326176,Avenida Collasuyo,secondary,40,False,85.249,"LINESTRING (-71.9528887 -13.5210484, -71.95232590000001 -13.5211637, -71.9521179 -13.5212099)",,,,,,,0.2,0.085,0.2,0.085
10803871753,5601181487,0,586164384,,residential,,False,142.05999999999997,"LINESTRING (-71.986936 -13.5498593, -71.98683680000001 -13.549768, -71.98667450000001 -13.5496376, -71.9865696 -13.5495456, -71.9862423 -13.5493474, -71.9861822 -13.5493337, -71.9860795 -13.5493302, -71.9859663 -13.5494094, -71.9859167 -13.54943, -71.9858394 -13.5494572)",,,,,,,0.4,0.138,0.4,0.138
3489865744,30963653,0,379231957,Avenida de la Cultura,trunk,,True,180.33200000000002,"LINESTRING (-71.92759 -13.5316859, -71.9260141 -13.5321208, -71.9259852 -13.5321283)",3,,,,,,0.0,0.001,0.0,0.001
3489865744,10563524054,0,1132987694,,trunk_link,,False,22.404,"LINESTRING (-71.92759 -13.5316859, -71.9275605 -13.5316005, -71.92752400000001 -13.5314949)",2,,,,,,0.016666666666666666,0.018000000000000002,0.1,0.018000000000000002
1003798226,1003782777,0,86391517,Avenida Cusco,tertiary,40,False,82.835,"LINESTRING (-71.93628390000001 -13.5305931, -71.9355334 -13.5307432)",,,,,,,0.0,0.0,0.0,0.0
1003798226,4429967936,0,86391517,Avenida Cusco,tertiary,40,False,42.785,"LINESTRING (-71.93628390000001 -13.5305931, -71.93667139999999 -13.5305149)",,,,,,,0.13333333333333333,0.041,0.15,0.041
10803879954,3737958839,0,87062354,,tertiary,,False,127.36,"LINESTRING (-72.01165520000001 -13.5062358, -72.011752 -13.5062045, -72.01270049999999 -13.5057732, -72.0127256 -13.5057594)",1,,,,,,0.11666666666666667,0.07200000000000001,0.11666666666666667,0.07200000000000001
4427726874,3269238681,0,320403300,,residential,,False,36.101,"LINESTRING (-71.92071079999999 -13.5433003, -71.9203796 -13.5433419)",,,,,,,0.16666666666666666,0.055,0.16666666666666666,0.055
30965826,30964345,0,589462743,Avenida Micaela Bastidas,residential,30,True,87.058,"LINESTRING (-71.96679159999999 -13.5219148, -71.9675501 -13.5216519)",,10,,,,,0.16666666666666666,0.086,0.16666666666666666,0.086
30965826,30984077,0,82998459,,residential,30,True,144.99399999999997,"LINESTRING (-71.96679159999999 -13.5219148, -71.9668185 -13.5219995, -71.9671828 -13.5230663, -71.96721239999999 -13.5231529)",,12,,,,,0.4166666666666667,0.14,0.4166666666666667,0.14
30965826,3225934914,0,316471156,,residential,30,False,81.86299999999999,"LINESTRING (-71.96679159999999 -13.5219148, -71.9667817 -13.5218776, -71.9667456 -13.5217411, -71.9667425 -13.5216935, -71.9667499 -13.521649, -71.9667712 -13.5215507, -71.9667659 -13.5214772, -71.96674950000001 -13.5214148, -71.9667019 -13.5212673, -71.9666896 -13.5212292, -71.9666801 -13.5211996)",,6,,,,,0.7,0.08199999999999999,0.43333333333333335,0.08199999999999999
30965827,30984120,0,198924458,Avenida Juan Anselmo Alvarez,tertiary,40,False,57.092,"LINESTRING (-71.9611187 -13.5239074, -71.96094100000001 -13.5234239)",,,,,,,0.4666666666666667,0.052000000000000005,0.3,0.052000000000000005
30965827,5700803834,0,198924458,Avenida Juan Anselmo Alvarez,tertiary,40,False,31.787,"LINESTRING (-71.9611187 -13.5239074, -71.96116809999999 -13.5241892)",,,,,,,0.0,0.001,0.0,0.001
30965827,30984144,0,589462743,Avenida Micaela Bastidas,residential,30,True,111.732,"LINESTRING (-71.9611187 -13.5239074, -71.9620907 -13.523566)",,10,,,,,0.0,0.001,0.0,0.001
30965828,5628741799,0,589462743,Avenida Micaela Bastidas,residential,30,True,45.604,"LINESTRING (-71.9572545 -13.5252745, -71.9576479 -13.5251265)",,10,,,,,0.0,0.0,0.0,0.0
30965828,30984121,0,589462744,Avenida Hipolito Unanue,tertiary,40,False,57.754,"LINESTRING (-71.9572545 -13.5252745, -71.95707880000001 -13.524784)",3,,PE-28G,,,,0.0,0.003,0.0,0.003
30965828,5628741795,0,589462746,Avenida Hipolito Unanue,tertiary,,True,34.064,"LINESTRING (-71.9572545 -13.5252745, -71.9573158 -13.5253117, -71.95742970000001 -13.525435, -71.9574767 -13.5254885)",,,PE-28G,,,,0.08333333333333333,0.033,0.08333333333333333,0.033
4427726915,3269202064,0,445322289,,residential,,False,57.205,"LINESTRING (-71.9165888 -13.5439044, -71.9165553 -13.5436828, -71.91655489999999 -13.5435515, -71.9165473 -13.5433925)",,,,,,,0.0,0.003,0.016666666666666666,0.003
30965831,30964959,0,85488814,Avenida Hipolito Unanue,tertiary,40,False,8.057,"LINESTRING (-71.95887260000001 -13.5273014, -71.9588423 -13.5272352)",,8,PE-28G,,,,0.016666666666666666,0.008,0.016666666666666666,0.008
30965831,10844915440,0,86635361,Avenida Huayruropata,secondary,50,True,146.391,"LINESTRING (-71.95887260000001 -13.5273014, -71.95763719999999 -13.5278404)",,6,,,,,0.0,0.0,0.0,0.0
30965833,5628741809,0,589462750,Avenida Hipolito Unanue,tertiary,40,True,36.895,"LINESTRING (-71.9585924 -13.5267345, -71.95836180000001 -13.5264899)",,,PE-28G,,,,0.13333333333333333,0.029,0.08333333333333333,0.029
30965837,10566537782,0,656842620,Avenida de la Cultura,trunk,60,True,8.788,"LINESTRING (-71.95692680000001 -13.5241891, -71.95684900000001 -13.524212)",3,,,,,,0.016666666666666666,0.002,0.016666666666666666,0.002
30965837,10566537783,0,1133334362,,tertiary,,True,7.984,"LINESTRING (-71.95692680000001 -13.5241891, -71.9569034 -13.5242572)",,,PE-28G,,,,0.016666666666666666,0.002,0.016666666666666666,0.002
1003536462,1003536524,0,1006033441,Avenida Jorge Chavez,tertiary,30,False,73.575,"LINESTRING (-71.96420689999999 -13.533455, -71.96353000000001 -13.5335236)",,,,,,,0.16666666666666666,0.07200000000000001,0.15,0.07200000000000001
1003536462,5600851013,0,1006033441,Avenida Jorge Chavez,tertiary,30,False,129.04500000000002,"LINESTRING (-71.96420689999999 -13.533455, -71.96460449999999 -13.5334108, -71.9649376 -13.5333758, -71.96526729999999 -13.5333412, -71.9653934 -13.533328)",,,,,,,0.26666666666666666,0.128,0.26666666666666666,0.128
3735085135,4436928232,0,369741056,Prolongación Conquista,residential,30,False,87.651,"LINESTRING (-71.98661199999999 -13.5145117, -71.9865308 -13.5144919, -71.9862748 -13.5143622, -71.9860651 -13.5141856, -71.98597890000001 -13.5140535)",,,,,,,0.0,0.004,0.0,0.004
3735085135,3735085145,0,"[369741058, 369741059]","['Pasaje Michipata', 'Jerusalen']",residential,30,False,257.019,"LINESTRING (-71.98661199999999 -13.5145117, -71.9866396 -13.5144581, -71.9870684 -13.5138913, -71.9878379 -13.5131258, -71.9878346 -13.5130775, -71.98755250000001 -13.5127476)",,,,,,,0.6166666666666667,0.255,0.5333333333333333,0.255
30965844,30965846,0,86391517,Avenida Cusco,tertiary,40,False,135.01000000000002,"LINESTRING (-71.93915579999999 -13.5291902, -71.9390452 -13.5293783, -71.9387629 -13.5299895, -71.9387139 -13.5300397, -71.93864480000001 -13.530085, -71.9384877 -13.530175)",,,,,,,0.21666666666666667,0.091,0.21666666666666667,0.091
30965844,3710891170,0,86391517,Avenida Cusco,tertiary,40,False,130.125,"LINESTRING (-71.93915579999999 -13.5291902, -71.93928289999999 -13.5290961, -71.9395272 -13.5289586, -71.9401402 -13.5286472, -71.9402056 -13.528623)",,,,,,,0.4,0.115,0.3333333333333333,0.115
30965846,1003782575,0,86391517,Avenida Cusco,tertiary,40,False,80.321,"LINESTRING (-71.9384877 -13.530175, -71.9377581 -13.5303114)",,,,,,,0.3666666666666665,0.146,0.3,0.146
30965846,30965844,0,86391517,Avenida Cusco,tertiary,40,False,135.01,"LINESTRING (-71.9384877 -13.530175, -71.93864480000001 -13.530085, -71.9387139 -13.5300397, -71.9387629 -13.5299895, -71.9390452 -13.5293783, -71.93915579999999 -13.5291902)",,,,,,,0.45,0.133,0.38333333333333336,0.133
3735085145,3735085135,0,"[369741058, 369741059]","['Pasaje Michipata', 'Jerusalen']",residential,30,False,257.019,"LINESTRING (-71.98755250000001 -13.5127476, -71.9878346 -13.5130775, -71.9878379 -13.5131258, -71.9870684 -13.5138913, -71.9866396 -13.5144581, -71.98661199999999 -13.5145117)",,,,,,,0.6833333333333333,0.259,0.6833333333333333,0.259
3735085145,4436928232,0,767944318,De La Raza,secondary,60,False,223.777,"LINESTRING (-71.98755250000001 -13.5127476, -71.98707450000001 -13.513121, -71.9864292 -13.5136786, -71.9862263 -13.5138323, -71.98597890000001 -13.5140535)",2,,,,,,0.5666666666666667,0.225,0.5666666666666667,0.225
3735085145,967546281,0,767944318,De La Raza,secondary,60,False,54.849999999999994,"LINESTRING (-71.98755250000001 -13.5127476, -71.9876379 -13.5126824, -71.987936 -13.5124249)",2,,,,,,0.0,0.005,0.0,0.005
2167554138,4590287367,0,677925319,Avenida Asociación,residential,,False,141.813,"LINESTRING (-71.9760464 -13.5327726, -71.9749873 -13.5320201)",,,,,,,0.016666666666666666,0.006,0.016666666666666666,0.006
2167554138,2167554142,0,677925319,Avenida Asociación,residential,,False,144.601,"LINESTRING (-71.9760464 -13.5327726, -71.9771109 -13.53356)",,,,,,,0.4666666666666667,0.139,0.43333333333333335,0.139
2167554141,30970932,0,4819845,Avenida Malecon Huancaro,tertiary,50,False,62.243,"LINESTRING (-71.9768854 -13.5351114, -71.9763239 -13.5349876)",,,,,,,0.0,0.0,0.0,0.0
2167554141,30965255,0,4819845,Avenida Malecon Huancaro,tertiary,50,False,386.15200000000004,"LINESTRING (-71.9768854 -13.5351114, -71.97798830000001 -13.5354353, -71.9781543 -13.5355138, -71.97885340000001 -13.535975, -71.98000399999999 -13.5367339)",,,,,,,0.0,0.001,0.0,0.001
2167554141,6347561276,0,445830866,Calle Agropecuaria,residential,,False,67.806,"LINESTRING (-71.9768854 -13.5351114, -71.97691210000001 -13.5350624, -71.97717950000001 -13.5345728)",,,,,,,0.13333333333333333,0.08900000000000001,0.75,0.08900000000000001
2167554142,2167554138,0,677925319,Avenida Asociación,residential,,False,144.601,"LINESTRING (-71.9771109 -13.53356, -71.9760464 -13.5327726)",,,,,,,0.016666666666666666,0.002,0.0,0.002
2167554142,6347561276,0,"[445830864, 445830866]",Calle Agropecuaria,residential,,False,145.919,"LINESTRING (-71.9771109 -13.53356, -71.9775274 -13.5338653, -71.9775475 -13.5338898, -71.97754430000001 -13.5339245, -71.97717950000001 -13.5345728)",,,,,,,0.5666666666666667,0.145,1.6,0.306
30965855,30963998,0,319324271,Avenida de la Cultura,trunk,60,True,10.312,"LINESTRING (-71.95680900000001 -13.5240916, -71.9568999 -13.5240635)",3,,PE-28G,,,,0.31666666666666665,0.057,0.3666666666666665,0.057
30965856,472444785,0,39445063,Pasaje Inca Roca,tertiary,,False,200.95399999999998,"LINESTRING (-71.9561269 -13.5205475, -71.9559355 -13.520578, -71.9550778 -13.5207646, -71.9546208 -13.5208224, -71.95443229999999 -13.52081, -71.9543487 -13.5207588, -71.9543347 -13.5207252)",,,,,,,0.03333333333333333,0.016,0.03333333333333333,0.016
30965858,31003126,0,529715437,Avenida Universitaria,trunk,45,True,178.467,"LINESTRING (-71.9611529 -13.5224875, -71.9608837 -13.520904)",,,PE-28G,,,,0.0,0.0,0.0,0.0
30965858,30965865,0,893129111,Mariscal Gamarra,residential,,False,8.901,"LINESTRING (-71.9611529 -13.5224875, -71.961232 -13.5224653)",,,,,,,0.13333333333333333,0.177,0.13333333333333333,0.177
30965862,3248452591,0,85488805,Avenida Collasuyo,secondary,45,False,13.92,"LINESTRING (-71.9608197 -13.5196387, -71.960717 -13.5195632)",,,,,,,0.06666666666666668,0.017,0.05,0.017
30965862,2334710285,0,4819348,Avenida Universitaria,trunk,45,True,87.866,"LINESTRING (-71.9608197 -13.5196387, -71.9608018 -13.5196806, -71.9607889 -13.5197314, -71.9609008 -13.5204153)",2,,PE-28G,,,,0.0,0.001,0.0,0.001
30965862,30965877,0,4819350,Avenida Germán Alatrista Bustamante,residential,,False,478.412,"LINESTRING (-71.9608197 -13.5196387, -71.9608941 -13.5196303, -71.96142829999999 -13.5195082, -71.96276159999999 -13.5192594, -71.9630324 -13.5192132, -71.9630925 -13.5191886, -71.9631394 -13.5191506, -71.9631759 -13.5190747, -71.9632186 -13.5188596, -71.963234 -13.5188293, -71.9632587 -13.5188023, -71.96343880000001 -13.5187365, -71.96382269999999 -13.5186242, -71.9640807 -13.5185488, -71.9648464 -13.5183357)",,,,,,,1.3333333333333333,0.457,1.1166666666666667,0.457
6987882599,967496052,0,366601303,,residential,,False,39.119,"LINESTRING (-71.9186868 -13.5208824, -71.9188783 -13.5211809)",,,,,,,0.11666666666666667,0.035,0.15,0.035
6987882599,4427197765,0,"[445263380, 366601303]",,residential,,False,38.641,"LINESTRING (-71.9186868 -13.5208824, -71.91859239999999 -13.5207904, -71.9185152 -13.5207444, -71.9183963 -13.520686)",,,,,,,0.15,0.039,0.15,0.039
6987882599,10800496792,0,445263374,,residential,,False,189.619,"LINESTRING (-71.9186868 -13.5208824, -71.9183798 -13.5210743, -71.91804759999999 -13.5213099, -71.91789110000001 -13.5214386, -71.9175426 -13.5218428, -71.91749160000001 -13.5219334, -71.917444 -13.5220448)",,,,,,,0.26666666666666666,0.18600000000000005,0.26666666666666666,0.18600000000000005
30965865,2334689376,0,4819349,Mariscal Gamarra,residential,,False,64.973,"LINESTRING (-71.961232 -13.5224653, -71.9618098 -13.5223046)",,,,,,,0.0,0.001,0.0,0.001
30965865,3248394200,0,893129109,Avenida Universitaria,trunk,45,True,6.234,"LINESTRING (-71.961232 -13.5224653, -71.9612415 -13.5225206)",2,,PE-28G,,,,0.03333333333333333,0.008,0.016666666666666666,0.008
30965865,30965858,0,893129111,Mariscal Gamarra,residential,,False,8.901,"LINESTRING (-71.961232 -13.5224653, -71.9611529 -13.5224875)",,,,,,,0.03333333333333333,0.008,0.05,0.008
30965870,2334710279,0,4819349,Mariscal Gamarra,residential,,False,118.883,"LINESTRING (-71.9648741 -13.5214325, -71.9638192 -13.5217343)",,,,,,,0.0,0.001,0.0,0.001
30965870,30964002,0,435394295,Mariscal Gamarra,residential,30,False,20.369999999999997,"LINESTRING (-71.9648741 -13.5214325, -71.9648983 -13.5215143, -71.96491810000001 -13.5215813, -71.9649282 -13.5216079)",,,,,,,0.11666666666666667,0.02,0.11666666666666667,0.02
30965871,30964002,0,435394295,Mariscal Gamarra,residential,30,False,12.093,"LINESTRING (-71.9649635 -13.5217111, -71.9649282 -13.5216079)",,,,,,,0.0,0.0,0.0,0.0
30965871,30984113,0,125728708,Avenida de la Cultura,primary,60,True,250.996,"LINESTRING (-71.9649635 -13.5217111, -71.9648677 -13.5217407, -71.9637379 -13.5220906, -71.9637099 -13.5220993, -71.96275199999999 -13.522398)",3,,,,,,0.0,0.0,0.0,0.0
4436951153,8051305517,0,446416062,,residential,,False,150.12,"LINESTRING (-72.0037762 -13.5070306, -72.0036475 -13.5070824, -72.00356170000001 -13.5070935, -72.003331 -13.50707, -72.002979 -13.5069605, -72.0029186 -13.5069501, -72.0025854 -13.5069077, -72.0024279 -13.5068643)",,,,,,,0.31666666666666665,0.125,0.25,0.125
4436951153,8051305499,0,1131829078,,residential,,False,61.394999999999996,"LINESTRING (-72.0037762 -13.5070306, -72.0038804 -13.5071185, -72.0040441 -13.507229, -72.00415959999999 -13.5072997, -72.0041772 -13.5073185, -72.0042143 -13.5073739)",,,,,,,0.0,0.006,0.0,0.006
30965877,30965862,0,4819350,Avenida Germán Alatrista Bustamante,residential,,False,478.41200000000003,"LINESTRING (-71.9648464 -13.5183357, -71.9640807 -13.5185488, -71.96382269999999 -13.5186242, -71.96343880000001 -13.5187365, -71.9632587 -13.5188023, -71.963234 -13.5188293, -71.9632186 -13.5188596, -71.9631759 -13.5190747, -71.9631394 -13.5191506, -71.9630925 -13.5191886, -71.9630324 -13.5192132, -71.96276159999999 -13.5192594, -71.96142829999999 -13.5195082, -71.9608941 -13.5196303, -71.9608197 -13.5196387)",,,,,,,1.1666666666666667,0.465,1.1666666666666667,0.465
30965880,1531459553,0,4819352,Avenida Argentina,trunk,,False,16.382,"LINESTRING (-71.963126 -13.5186794, -71.96297920000001 -13.5187159)",,,,,,,0.11666666666666667,0.027000000000000003,0.1,0.027000000000000003
30965880,2340703484,0,82315392,Avenida Qollasuyu,tertiary,50,False,32.149,"LINESTRING (-71.963126 -13.5186794, -71.96341 -13.5185937)",3,,,,,,0.05,0.027000000000000003,0.06666666666666668,0.027000000000000003
30965880,30965862,0,4819348,Avenida Universitaria,trunk,45,True,295.74799999999993,"LINESTRING (-71.963126 -13.5186794, -71.9631116 -13.5188629, -71.9630907 -13.5189961, -71.9630368 -13.5190762, -71.9629594 -13.5191229, -71.96268019999999 -13.5191792, -71.960931 -13.5195549, -71.9608692 -13.519592, -71.9608197 -13.5196387)",2,,PE-28G,,,,0.2333333333333333,0.29,0.2333333333333333,0.29
10781229190,3089643393,0,86493689,Avenida de la Cultura,trunk,,True,63.867,"LINESTRING (-71.9319593 -13.5302473, -71.93252819999999 -13.5300925)",3,,,,,,0.08333333333333333,0.043,0.08333333333333333,0.043
6191235207,6189198302,0,661082186,,residential,,False,327.402,"LINESTRING (-72.020595 -13.5057739, -72.0203613 -13.5056428, -72.0201972 -13.5055915, -72.0200811 -13.5055739, -72.0199902 -13.5055776, -72.0199259 -13.5055606, -72.0198973 -13.5055227, -72.01990429999999 -13.5054367, -72.01992439999999 -13.5053281, -72.01999429999999 -13.505206, -72.0200291 -13.5051225, -72.02004410000001 -13.5050237, -72.02006 -13.5047759, -72.02003499999999 -13.5046465, -72.0198352 -13.5043888, -72.0196098 -13.504157, -72.0194425 -13.5039084, -72.01936910000001 -13.5038549, -72.01928820000001 -13.5038283, -72.0192278 -13.5037924, -72.0192124 -13.5037598, -72.0192263 -13.5036831)",,,,,,,0.3666666666666665,0.268,0.38333333333333336,0.268
30965896,30984880,0,82315359,Calle Recoleta,residential,50,False,24.139,"LINESTRING (-71.9673777 -13.5175701, -71.9675921 -13.5175095)",,,,,,,0.0,0.004,0.0,0.004
30965896,3224375167,0,82315392,Avenida Qollasuyu,tertiary,50,False,19.452,"LINESTRING (-71.9673777 -13.5175701, -71.96720329999999 -13.5176131)",3,,,,,,0.0,0.004,0.0,0.004
30965896,3224375169,0,82315416,Puputi,tertiary,40,False,37.135,"LINESTRING (-71.9673777 -13.5175701, -71.9673957 -13.5179036)",,,,,,,0.13333333333333333,0.046,0.15,0.046
4429021321,3696204032,0,365615425,,residential,,False,32.061,"LINESTRING (-71.8976519 -13.5490475, -71.89749519999999 -13.5492923)",,,,,,,0.016666666666666666,0.015,0.05,0.015
4429021321,3241425149,0,365615425,,residential,,False,145.316,"LINESTRING (-71.8976519 -13.5490475, -71.8976988 -13.548953, -71.8976962 -13.5488872, -71.8970674 -13.5479296)",,,,,,,0.35,0.126,0.6166666666666667,0.126
30965897,30984920,0,82315359,Calle Recoleta,residential,50,False,17.293,"LINESTRING (-71.9691138 -13.517133, -71.9689551 -13.5171524)",,,,,,,0.0,0.001,0.0,0.001
30965897,30984818,0,86422632,Avenida Retiro,residential,30,False,84.265,"LINESTRING (-71.9691138 -13.517133, -71.9690289 -13.5178863)",,,,,,,0.55,0.084,0.5,0.084
1003536524,1003536462,0,1006033441,Avenida Jorge Chavez,tertiary,30,False,73.575,"LINESTRING (-71.96353000000001 -13.5335236, -71.96420689999999 -13.533455)",,,,,,,0.0,0.002,0.0,0.002
1003536524,30970762,0,1131214608,Pasaje America,residential,,False,105.022,"LINESTRING (-71.96353000000001 -13.5335236, -71.96363359999999 -13.5344627)",,,,,,,0.0,0.0,0.0,0.0
1003536524,30965714,0,1006033441,Avenida Jorge Chavez,tertiary,30,False,306.45,"LINESTRING (-71.96353000000001 -13.5335236, -71.96318770000001 -13.5335595, -71.9628278 -13.5335973, -71.9624919 -13.5336325, -71.96178310000001 -13.5337069, -71.9614455 -13.5337424, -71.96109010000001 -13.5337797, -71.9607117 -13.5338194)",,,,,,,0.65,0.305,0.6166666666666667,0.305
30965903,30966150,0,435385583,Circunvalación,trunk,80,False,151.993,"LINESTRING (-71.9743785 -13.507922, -71.9731029 -13.5084965)",2,,PE-28G,,,,0.16666666666666666,0.151,0.2,0.151
30965903,30965914,0,435385583,Circunvalación,trunk,80,False,181.563,"LINESTRING (-71.9743785 -13.507922, -71.9744397 -13.5079035, -71.974495 -13.5078883, -71.97453 -13.5078828, -71.9747017 -13.507862, -71.97481569999999 -13.507862, -71.9749377 -13.5078737, -71.9750329 -13.5078959, -71.9751335 -13.5079233, -71.9752422 -13.5079637, -71.9753518 -13.5080243, -71.9754832 -13.5081091, -71.97558840000001 -13.5081879, -71.9756843 -13.5082779, -71.97582439999999 -13.5084722)",2,,PE-28G,,,,0.3333333333333333,0.159,0.45,0.159
10800496792,5599362817,0,86537581,,tertiary,,False,48.024,"LINESTRING (-71.917444 -13.5220448, -71.9173823 -13.5220083, -71.9172724 -13.5219894, -71.9170129 -13.5219686)",,,,,,,0.05,0.034,0.03333333333333333,0.034
10800496792,4427197743,0,86537581,,tertiary,,False,56.297,"LINESTRING (-71.917444 -13.5220448, -71.91748629999999 -13.5220872, -71.91761169999999 -13.522215, -71.9177243 -13.5223089, -71.91779339999999 -13.5223343, -71.917849 -13.5223415)",,,,,,,0.16666666666666666,0.054000000000000006,0.11666666666666667,0.054000000000000006
10800496792,6987882599,0,445263374,,residential,,False,189.619,"LINESTRING (-71.917444 -13.5220448, -71.91749160000001 -13.5219334, -71.9175426 -13.5218428, -71.91789110000001 -13.5214386, -71.91804759999999 -13.5213099, -71.9183798 -13.5210743, -71.9186868 -13.5208824)",,,,,,,0.0,0.0,0.0,0.0
30965914,30965903,0,435385583,Circunvalación,trunk,80,False,181.563,"LINESTRING (-71.97582439999999 -13.5084722, -71.9756843 -13.5082779, -71.97558840000001 -13.5081879, -71.9754832 -13.5081091, -71.9753518 -13.5080243, -71.9752422 -13.5079637, -71.9751335 -13.5079233, -71.9750329 -13.5078959, -71.9749377 -13.5078737, -71.97481569999999 -13.507862, -71.9747017 -13.507862, -71.97453 -13.5078828, -71.974495 -13.5078883, -71.9744397 -13.5079035, -71.9743785 -13.507922)",2,,PE-28G,,,,0.03333333333333333,0.019,0.03333333333333333,0.019
30965914,30966142,0,435385583,Circunvalación,trunk,80,False,236.954,"LINESTRING (-71.97582439999999 -13.5084722, -71.9759236 -13.5086612, -71.97621530000001 -13.5093082, -71.9763739 -13.5097157, -71.9763964 -13.509816, -71.97640269999999 -13.5098701, -71.97640010000001 -13.5099289, -71.9763937 -13.5100318, -71.97636009999999 -13.5101824, -71.9763083 -13.5102815, -71.9762872 -13.5103232, -71.9762399 -13.5103889, -71.9762159 -13.5104174, -71.976197 -13.5104396)",2,,PE-28G,,,,0.3,0.202,0.43333333333333335,0.202
10806935725,10805912154,0,445252492,,tertiary,,False,25.854,"LINESTRING (-71.9118825 -13.554914, -71.9120097 -13.5551109)",,,,,,,0.05,0.025,0.03333333333333333,0.025
10806935725,5078138699,0,445252492,,tertiary,,False,55.808,"LINESTRING (-71.9118825 -13.554914, -71.9116308 -13.5544758)",,,,,,,0.0,0.0,0.0,0.0
10234618053,4437859320,0,445263366,,tertiary,,False,8.584,"LINESTRING (-71.9199237 -13.5227281, -71.91999819999999 -13.5227548)",,,,,,,0.016666666666666666,0.008,0.016666666666666666,0.008
10234618053,1005766192,0,"[86537581, 445263366]",,tertiary,,False,48.678000000000004,"LINESTRING (-71.9199237 -13.5227281, -71.9198506 -13.5226799, -71.9198 -13.5226103, -71.91975290000001 -13.5225522, -71.91972730000001 -13.5225077, -71.9197018 -13.5224562, -71.9196743 -13.522376)",,,,,,,0.0,0.008,0.0,0.008
3707248845,5600926291,0,445255790,Calle Virgen de Natividad,residential,,False,7.9,"LINESTRING (-71.911896 -13.5430639, -71.91196720000001 -13.5430479)",,,,,,,0.03333333333333333,0.015,0.03333333333333333,0.015
3707248901,30970844,0,445841985,,residential,,False,5.785,"LINESTRING (-71.908905 -13.5442068, -71.9089298 -13.5442529)",,,,,,,0.0,0.003,0.0,0.003
3707248901,30970841,0,445841985,,residential,,False,180.45200000000003,"LINESTRING (-71.908905 -13.5442068, -71.9087921 -13.5439235, -71.9086207 -13.5433979, -71.90855999999999 -13.5432118, -71.90854539999999 -13.5430559, -71.9085469 -13.5429371, -71.9085651 -13.5428178, -71.908602 -13.5427672, -71.908698 -13.542701)",,,,,,,0.0,0.0,0.0,0.0
30966027,30970920,0,319188899,Avenida Luis Vallejo Santoni,tertiary,50,False,36.219,"LINESTRING (-71.96827519999999 -13.5323317, -71.96809810000001 -13.5326082)",2,,,,,,0.15,0.026,0.13333333333333333,0.026
30966027,3255995208,0,318109540,,tertiary,,True,34.673,"LINESTRING (-71.96827519999999 -13.5323317, -71.9682662 -13.5322541, -71.96826009999999 -13.5322205, -71.968251 -13.5321922, -71.96822419999999 -13.5321531, -71.9681901 -13.5321142, -71.96813400000001 -13.5320674)",,,,,,,0.05,0.023,0.06666666666666668,0.023
30966031,472606984,0,319188899,Avenida Luis Vallejo Santoni,tertiary,50,False,48.232,"LINESTRING (-71.9591693 -13.537626, -71.95873899999999 -13.5377406)",2,,,,,,0.0,0.002,0.0,0.002
30966031,1428107864,0,319188899,Avenida Luis Vallejo Santoni,tertiary,50,False,105.132,"LINESTRING (-71.9591693 -13.537626, -71.96009050000001 -13.537323)",2,,,,,,0.21666666666666667,0.103,0.21666666666666667,0.103
30966033,30966034,0,319188899,Avenida Luis Vallejo Santoni,tertiary,50,False,56.642,"LINESTRING (-71.9570891 -13.5383049, -71.9566683 -13.5386084)",2,,,,,,0.016666666666666666,0.006,0.016666666666666666,0.006
30966033,2216918610,0,319188899,Avenida Luis Vallejo Santoni,tertiary,50,False,6.51,"LINESTRING (-71.9570891 -13.5383049, -71.9571387 -13.5382717)",2,,,,,,0.0,0.003,0.0,0.003
30966033,1428107869,0,366742647,,residential,,False,30.793,"LINESTRING (-71.9570891 -13.5383049, -71.9571079 -13.5381609, -71.95713240000001 -13.5380313)",,,,,,,0.016666666666666666,0.006,0.03333333333333333,0.006
30966034,30966033,0,319188899,Avenida Luis Vallejo Santoni,tertiary,50,False,56.642,"LINESTRING (-71.9566683 -13.5386084, -71.9570891 -13.5383049)",2,,,,,,0.15,0.057,0.16666666666666666,0.057
30966036,1428107879,0,319188899,Avenida Luis Vallejo Santoni,tertiary,50,False,51.038,"LINESTRING (-71.9558689 -13.5387006, -71.9553968 -13.5387036)",2,,,,,,0.15,0.05,0.15,0.05
4431946010,1005296795,0,86493691,,unclassified,,False,579.366,"LINESTRING (-71.89491700000001 -13.5475611, -71.89400070000001 -13.5477463, -71.8931693 -13.5479576, -71.8924505 -13.548195, -71.8914115 -13.5485383, -71.8911677 -13.5486288, -71.89028260000001 -13.5489645, -71.88981630000001 -13.5491308)",,,,,,,2.6666666666666665,1.092,2.6666666666666665,1.092
4431946010,3815603266,0,445845512,,residential,,False,210.03599999999997,"LINESTRING (-71.89491700000001 -13.5475611, -71.89524950000001 -13.5473375, -71.8962325 -13.5466764, -71.8964469 -13.5465313, -71.89652649999999 -13.546551)",,,,,,,0.4,0.204,0.4,0.204
