latitud,longitud,direccion,ruta
-13.557173,-71.854164,s,Nuevo Mirador
-13.557005,-71.85445,s,Nuevo Mirador
-13.556844,-71.8547,s,Nuevo Mirador
-13.556688,-71.85486,s,Nuevo Mirador
-13.556514,-71.855095,s,Nuevo Mirador
-13.55642,-71.85523,s,Nuevo Mirador
-13.556286,-71.85539,s,Nuevo Mirador
-13.556137,-71.85554,s,Nuevo Mirador
-13.55586,-71.85595,s,Nuevo Mirador
-13.555503,-71.85655,s,Nuevo Mirador
-13.5549755,-71.857376,s,Nuevo Mirador
-13.554357,-71.858284,s,Nuevo Mirador
-13.553849,-71.859276,s,Nuevo Mirador
-13.553553,-71.86046,s,Nuevo Mirador
-13.553404,-71.86127,s,Nuevo Mirador
-13.553344,-71.8618,s,Nuevo Mirador
-13.553222,-71.862755,s,Nuevo Mirador
-13.553061,-71.86379,s,Nuevo Mirador
-13.552927,-71.86477,s,Nuevo Mirador
-13.552812,-71.8653,s,Nuevo Mirador
-13.552696,-71.86579,s,Nuevo Mirador
-13.552433,-71.86679,s,Nuevo Mirador
-13.552332,-71.867195,s,Nuevo Mirador
-13.55223,-71.86765,s,Nuevo Mirador
-13.551991,-71.86865,s,Nuevo Mirador
-13.551706,-71.86986,s,Nuevo Mirador
-13.551571,-71.87038,s,Nuevo Mirador
-13.551379,-71.87126,s,Nuevo Mirador
-13.551123,-71.87231,s,Nuevo Mirador
-13.550962,-71.872856,s,Nuevo Mirador
-13.550928,-71.87305,s,Nuevo Mirador
-13.550839,-71.87334,s,Nuevo Mirador
-13.550731,-71.87372,s,Nuevo Mirador
-13.550687,-71.87387,s,Nuevo Mirador
-13.550687,-71.87387,s,Nuevo Mirador
-13.550687,-71.87387,s,Nuevo Mirador
-13.550687,-71.87387,s,Nuevo Mirador
-13.550654,-71.87394,s,Nuevo Mirador
-13.550471,-71.87458,s,Nuevo Mirador
-13.550203,-71.87555,s,Nuevo Mirador
-13.550074,-71.876015,s,Nuevo Mirador
-13.550038,-71.876144,s,Nuevo Mirador
-13.549822,-71.876915,s,Nuevo Mirador
-13.549481,-71.87802,s,Nuevo Mirador
-13.549246,-71.87872,s,Nuevo Mirador
-13.54908,-71.879364,s,Nuevo Mirador
-13.548987,-71.8797,s,Nuevo Mirador
-13.548914,-71.87992,s,Nuevo Mirador
-13.548749,-71.88046,s,Nuevo Mirador
-13.548683,-71.880844,s,Nuevo Mirador
-13.548589,-71.88127,s,Nuevo Mirador
-13.548428,-71.88187,s,Nuevo Mirador
-13.548226,-71.88258,s,Nuevo Mirador
-13.548075,-71.88318,s,Nuevo Mirador
-13.547949,-71.88359,s,Nuevo Mirador
-13.547915,-71.88379,s,Nuevo Mirador
-13.547837,-71.88404,s,Nuevo Mirador
-13.547697,-71.884445,s,Nuevo Mirador
-13.54766,-71.88472,s,Nuevo Mirador
-13.547644,-71.88473,s,Nuevo Mirador
-13.547597,-71.884926,s,Nuevo Mirador
-13.547528,-71.88513,s,Nuevo Mirador
-13.547524,-71.88513,s,Nuevo Mirador
-13.547524,-71.88513,s,Nuevo Mirador
-13.547499,-71.88522,s,Nuevo Mirador
-13.547474,-71.885414,s,Nuevo Mirador
-13.547396,-71.885796,s,Nuevo Mirador
-13.547203,-71.88623,s,Nuevo Mirador
-13.547093,-71.88669,s,Nuevo Mirador
-13.54708,-71.8868,s,Nuevo Mirador
-13.546827,-71.88732,s,Nuevo Mirador
-13.546782,-71.88764,s,Nuevo Mirador
-13.546752,-71.88785,s,Nuevo Mirador
-13.54625,-71.88781,s,Nuevo Mirador
-13.545912,-71.88778,s,Nuevo Mirador
-13.545376,-71.88754,s,Nuevo Mirador
-13.545023,-71.88744,s,Nuevo Mirador
-13.544735,-71.88733,s,Nuevo Mirador
-13.544427,-71.88746,s,Nuevo Mirador
-13.544324,-71.88774,s,Nuevo Mirador
-13.544324,-71.88774,s,Nuevo Mirador
-13.544308,-71.88781,s,Nuevo Mirador
-13.544243,-71.8881,s,Nuevo Mirador
-13.544264,-71.88815,s,Nuevo Mirador
-13.544535,-71.88825,s,Nuevo Mirador
-13.544702,-71.888306,s,Nuevo Mirador
-13.544868,-71.88831,s,Nuevo Mirador
-13.54564,-71.88861,s,Nuevo Mirador
-13.546374,-71.88885,s,Nuevo Mirador
-13.546474,-71.88903,s,Nuevo Mirador
-13.546473,-71.88906,s,Nuevo Mirador
-13.546473,-71.88906,s,Nuevo Mirador
-13.546468,-71.88914,s,Nuevo Mirador
-13.546445,-71.88934,s,Nuevo Mirador
-13.546337,-71.88994,s,Nuevo Mirador
-13.546219,-71.8903,s,Nuevo Mirador
-13.54619,-71.89047,s,Nuevo Mirador
-13.546055,-71.890945,s,Nuevo Mirador
-13.545938,-71.89133,s,Nuevo Mirador
-13.545619,-71.8924,s,Nuevo Mirador
-13.545172,-71.89387,s,Nuevo Mirador
-13.544667,-71.89502,s,Nuevo Mirador
-13.544573,-71.89518,s,Nuevo Mirador
-13.544573,-71.89518,s,Nuevo Mirador
-13.544573,-71.89518,s,Nuevo Mirador
-13.544361,-71.89562,s,Nuevo Mirador
-13.54424,-71.89582,s,Nuevo Mirador
-13.544148,-71.895996,s,Nuevo Mirador
-13.543645,-71.89676,s,Nuevo Mirador
-13.543159,-71.89748,s,Nuevo Mirador
-13.542846,-71.89783,s,Nuevo Mirador
-13.5427685,-71.8979,s,Nuevo Mirador
-13.542426,-71.89844,s,Nuevo Mirador
-13.541941,-71.89908,s,Nuevo Mirador
-13.5414095,-71.8998,s,Nuevo Mirador
-13.540967,-71.9004,s,Nuevo Mirador
-13.540773,-71.90059,s,Nuevo Mirador
-13.540637,-71.900795,s,Nuevo Mirador
-13.5406275,-71.9008,s,Nuevo Mirador
-13.540387,-71.90118,s,Nuevo Mirador
-13.53987,-71.90193,s,Nuevo Mirador
-13.53937,-71.90257,s,Nuevo Mirador
-13.538934,-71.90318,s,Nuevo Mirador
-13.538761,-71.90349,s,Nuevo Mirador
-13.538731,-71.90353,s,Nuevo Mirador
-13.538417,-71.90399,s,Nuevo Mirador
-13.537972,-71.904686,s,Nuevo Mirador
-13.537619,-71.905205,s,Nuevo Mirador
-13.537547,-71.90531,s,Nuevo Mirador
-13.537173,-71.90588,s,Nuevo Mirador
-13.537114,-71.90597,s,Nuevo Mirador
-13.53699,-71.90617,s,Nuevo Mirador
-13.53671,-71.90662,s,Nuevo Mirador
-13.536418,-71.90709,s,Nuevo Mirador
-13.536364,-71.90707,s,Nuevo Mirador
-13.536031,-71.907585,s,Nuevo Mirador
-13.535481,-71.90846,s,Nuevo Mirador
-13.535254,-71.90878,s,Nuevo Mirador
-13.535109,-71.909065,s,Nuevo Mirador
-13.534583,-71.9099,s,Nuevo Mirador
-13.534035,-71.91068,s,Nuevo Mirador
-13.533678,-71.9112,s,Nuevo Mirador
-13.53367,-71.91122,s,Nuevo Mirador
-13.53367,-71.91122,s,Nuevo Mirador
-13.53363,-71.91131,s,Nuevo Mirador
-13.533562,-71.91142,s,Nuevo Mirador
-13.533276,-71.91188,s,Nuevo Mirador
-13.532831,-71.9125,s,Nuevo Mirador
-13.532219,-71.913475,s,Nuevo Mirador
-13.531808,-71.91401,s,Nuevo Mirador
-13.531703,-71.91437,s,Nuevo Mirador
-13.531476,-71.91512,s,Nuevo Mirador
-13.531518,-71.91586,s,Nuevo Mirador
-13.531621,-71.916405,s,Nuevo Mirador
-13.531826,-71.91724,s,Nuevo Mirador
-13.532073,-71.91841,s,Nuevo Mirador
-13.5323515,-71.919556,s,Nuevo Mirador
-13.532538,-71.9204,s,Nuevo Mirador
-13.532556,-71.920525,s,Nuevo Mirador
-13.532556,-71.920525,s,Nuevo Mirador
-13.532556,-71.920525,s,Nuevo Mirador
-13.532556,-71.920525,s,Nuevo Mirador
-13.532588,-71.92075,s,Nuevo Mirador
-13.5327635,-71.92167,s,Nuevo Mirador
-13.532807,-71.92296,s,Nuevo Mirador
-13.532472,-71.92427,s,Nuevo Mirador
-13.532044,-71.92542,s,Nuevo Mirador
-13.531922,-71.92599,s,Nuevo Mirador
-13.531611,-71.92705,s,Nuevo Mirador
-13.531398,-71.92785,s,Nuevo Mirador
-13.531184,-71.92859,s,Nuevo Mirador
-13.530951,-71.92942,s,Nuevo Mirador
-13.530823,-71.929855,s,Nuevo Mirador
-13.530657,-71.9305,s,Nuevo Mirador
-13.530429,-71.931274,s,Nuevo Mirador
-13.5303,-71.931885,s,Nuevo Mirador
-13.530298,-71.932,s,Nuevo Mirador
-13.530249,-71.93206,s,Nuevo Mirador
-13.530199,-71.9321,s,Nuevo Mirador
-13.530143,-71.932205,s,Nuevo Mirador
-13.530136,-71.93223,s,Nuevo Mirador
-13.530136,-71.93223,s,Nuevo Mirador
-13.530136,-71.93223,s,Nuevo Mirador
-13.530021,-71.932526,s,Nuevo Mirador
-13.529873,-71.933235,s,Nuevo Mirador
-13.529677,-71.934105,s,Nuevo Mirador
-13.529515,-71.93451,s,Nuevo Mirador
-13.529509,-71.9346,s,Nuevo Mirador
-13.5294485,-71.9349,s,Nuevo Mirador
-13.529303,-71.935486,s,Nuevo Mirador
-13.529249,-71.93583,s,Nuevo Mirador
-13.529184,-71.93592,s,Nuevo Mirador
-13.529102,-71.93618,s,Nuevo Mirador
-13.528883,-71.93683,s,Nuevo Mirador
-13.528763,-71.93758,s,Nuevo Mirador
-13.528661,-71.93794,s,Nuevo Mirador
-13.528502,-71.938354,s,Nuevo Mirador
-13.528224,-71.93909,s,Nuevo Mirador
-13.528184,-71.9394,s,Nuevo Mirador
-13.5281925,-71.9394,s,Nuevo Mirador
-13.5281925,-71.9394,s,Nuevo Mirador
-13.528162,-71.939445,s,Nuevo Mirador
-13.527989,-71.9398,s,Nuevo Mirador
-13.527981,-71.93986,s,Nuevo Mirador
-13.527865,-71.94063,s,Nuevo Mirador
-13.527793,-71.94114,s,Nuevo Mirador
-13.527651,-71.941414,s,Nuevo Mirador
-13.527891,-71.94145,s,Nuevo Mirador
-13.528348,-71.94131,s,Nuevo Mirador
-13.528711,-71.94114,s,Nuevo Mirador
-13.5291195,-71.940926,s,Nuevo Mirador
-13.529535,-71.94073,s,Nuevo Mirador
-13.529771,-71.94064,s,Nuevo Mirador
-13.5302725,-71.940506,s,Nuevo Mirador
-13.531185,-71.94019,s,Nuevo Mirador
-13.531405,-71.94014,s,Nuevo Mirador
-13.531537,-71.940094,s,Nuevo Mirador
-13.531752,-71.94021,s,Nuevo Mirador
-13.531854,-71.94052,s,Nuevo Mirador
-13.532152,-71.9414,s,Nuevo Mirador
-13.53236,-71.94202,s,Nuevo Mirador
-13.532541,-71.94275,s,Nuevo Mirador
-13.532686,-71.943306,s,Nuevo Mirador
-13.532846,-71.9438,s,Nuevo Mirador
-13.532947,-71.944435,s,Nuevo Mirador
-13.532827,-71.94515,s,Nuevo Mirador
-13.532845,-71.94527,s,Nuevo Mirador
-13.532853,-71.94538,s,Nuevo Mirador
-13.532856,-71.94554,s,Nuevo Mirador
-13.532775,-71.945786,s,Nuevo Mirador
-13.532688,-71.94627,s,Nuevo Mirador
-13.532591,-71.94699,s,Nuevo Mirador
-13.532621,-71.94734,s,Nuevo Mirador
-13.532543,-71.94753,s,Nuevo Mirador
-13.532115,-71.94774,s,Nuevo Mirador
-13.531992,-71.9483,s,Nuevo Mirador
-13.531817,-71.94883,s,Nuevo Mirador
-13.53176,-71.94935,s,Nuevo Mirador
-13.531716,-71.94956,s,Nuevo Mirador
-13.531608,-71.94976,s,Nuevo Mirador
-13.531332,-71.950005,s,Nuevo Mirador
-13.531302,-71.950516,s,Nuevo Mirador
-13.531286,-71.9508,s,Nuevo Mirador
-13.531259,-71.95105,s,Nuevo Mirador
-13.531194,-71.951355,s,Nuevo Mirador
-13.531806,-71.95143,s,Nuevo Mirador
-13.53223,-71.95157,s,Nuevo Mirador
-13.532163,-71.95177,s,Nuevo Mirador
-13.531773,-71.95183,s,Nuevo Mirador
-13.5315695,-71.95222,s,Nuevo Mirador
-13.531477,-71.95251,s,Nuevo Mirador
-13.531302,-71.95321,s,Nuevo Mirador
-13.53125,-71.95373,s,Nuevo Mirador
-13.53191,-71.95383,s,Nuevo Mirador
-13.531786,-71.954315,s,Nuevo Mirador
-13.5316105,-71.95488,s,Nuevo Mirador
-13.531664,-71.954765,s,Nuevo Mirador
-13.531689,-71.95501,s,Nuevo Mirador
-13.532326,-71.95505,s,Nuevo Mirador
-13.5328045,-71.95511,s,Nuevo Mirador
-13.533231,-71.95524,s,Nuevo Mirador
-13.533297,-71.95533,s,Nuevo Mirador
-13.533975,-71.95546,s,Nuevo Mirador
-13.5343075,-71.955635,s,Nuevo Mirador
-13.534251,-71.9564,s,Nuevo Mirador
-13.534195,-71.957214,s,Nuevo Mirador
-13.534087,-71.958145,s,Nuevo Mirador
-13.534025,-71.95859,s,Nuevo Mirador
-13.533994,-71.95907,s,Nuevo Mirador
-13.533918,-71.95967,s,Nuevo Mirador
-13.5339155,-71.95974,s,Nuevo Mirador
-13.5339155,-71.95974,s,Nuevo Mirador
-13.5339155,-71.95974,s,Nuevo Mirador
-13.5338745,-71.95997,s,Nuevo Mirador
-13.53382,-71.9602,s,Nuevo Mirador
-13.533841,-71.960266,s,Nuevo Mirador
-13.533841,-71.960266,s,Nuevo Mirador
-13.533841,-71.960266,s,Nuevo Mirador
-13.533841,-71.960266,s,Nuevo Mirador
-13.533841,-71.960266,s,Nuevo Mirador
-13.533846,-71.9606,s,Nuevo Mirador
-13.533755,-71.96114,s,Nuevo Mirador
-13.533657,-71.9623,s,Nuevo Mirador
-13.533553,-71.963455,s,Nuevo Mirador
-13.533491,-71.96371,s,Nuevo Mirador
-13.533437,-71.96413,s,Nuevo Mirador
-13.533357,-71.96516,s,Nuevo Mirador
-13.533231,-71.96629,s,Nuevo Mirador
-13.533182,-71.96683,s,Nuevo Mirador
-13.533085,-71.96718,s,Nuevo Mirador
-13.532357,-71.96701,s,Nuevo Mirador
-13.532186,-71.96698,s,Nuevo Mirador
-13.532186,-71.96698,s,Nuevo Mirador
-13.532186,-71.96698,s,Nuevo Mirador
-13.532186,-71.96698,s,Nuevo Mirador
-13.532179,-71.96698,s,Nuevo Mirador
-13.531745,-71.96725,s,Nuevo Mirador
-13.531568,-71.968056,s,Nuevo Mirador
-13.53139,-71.96847,s,Nuevo Mirador
-13.531104,-71.968445,s,Nuevo Mirador
-13.530963,-71.96833,s,Nuevo Mirador
-13.530488,-71.968636,s,Nuevo Mirador
-13.529667,-71.96857,s,Nuevo Mirador
-13.529449,-71.9686,s,Nuevo Mirador
-13.52938,-71.96872,s,Nuevo Mirador
-13.529082,-71.96917,s,Nuevo Mirador
-13.528419,-71.969345,s,Nuevo Mirador
-13.527267,-71.969315,s,Nuevo Mirador
-13.52704,-71.96934,s,Nuevo Mirador
-13.527193,-71.96969,s,Nuevo Mirador
-13.527299,-71.96986,s,Nuevo Mirador
-13.527623,-71.97053,s,Nuevo Mirador
-13.527635,-71.97055,s,Nuevo Mirador
-13.527635,-71.97055,s,Nuevo Mirador
-13.527635,-71.97055,s,Nuevo Mirador
-13.52771,-71.97076,s,Nuevo Mirador
-13.52703,-71.97125,s,Nuevo Mirador
-13.526081,-71.97189,s,Nuevo Mirador
-13.525764,-71.972084,s,Nuevo Mirador
-13.525557,-71.97222,s,Nuevo Mirador
-13.525307,-71.97239,s,Nuevo Mirador
-13.524583,-71.973045,s,Nuevo Mirador
-13.523781,-71.97372,s,Nuevo Mirador
-13.523173,-71.97421,s,Nuevo Mirador
-13.52299,-71.97443,s,Nuevo Mirador
-13.522543,-71.97482,s,Nuevo Mirador
-13.522323,-71.97497,s,Nuevo Mirador
-13.522333,-71.97498,s,Nuevo Mirador
-13.522333,-71.97498,s,Nuevo Mirador
-13.522294,-71.975006,s,Nuevo Mirador
-13.5219,-71.97536,s,Nuevo Mirador
-13.521764,-71.97553,s,Nuevo Mirador
-13.5216055,-71.97568,s,Nuevo Mirador
-13.521525,-71.97574,s,Nuevo Mirador
-13.521414,-71.97582,s,Nuevo Mirador
-13.521414,-71.97582,s,Nuevo Mirador
-13.521414,-71.97582,s,Nuevo Mirador
-13.521414,-71.97582,s,Nuevo Mirador
-13.521207,-71.975975,s,Nuevo Mirador
-13.5210085,-71.97612,s,Nuevo Mirador
-13.520774,-71.97634,s,Nuevo Mirador
-13.520642,-71.976456,s,Nuevo Mirador
-13.520642,-71.976456,s,Nuevo Mirador
-13.520657,-71.976555,s,Nuevo Mirador
-13.520657,-71.976555,s,Nuevo Mirador
-13.520904,-71.976494,s,Nuevo Mirador
-13.52104,-71.976555,s,Nuevo Mirador
-13.521288,-71.97659,s,Nuevo Mirador
-13.521437,-71.976715,s,Nuevo Mirador
-13.522038,-71.97697,s,Nuevo Mirador
-13.522585,-71.97719,s,Nuevo Mirador
-13.523178,-71.9774,s,Nuevo Mirador
-13.523289,-71.97743,s,Nuevo Mirador
-13.523513,-71.977516,s,Nuevo Mirador
-13.523956,-71.97764,s,Nuevo Mirador
-13.524261,-71.97774,s,Nuevo Mirador
-13.524706,-71.97784,s,Nuevo Mirador
-13.524743,-71.97786,s,Nuevo Mirador
-13.525048,-71.978004,s,Nuevo Mirador
-13.525202,-71.978065,s,Nuevo Mirador
-13.525202,-71.978065,s,Nuevo Mirador
-13.525471,-71.97816,s,Nuevo Mirador
-13.525959,-71.978294,s,Nuevo Mirador
-13.526469,-71.978455,s,Nuevo Mirador
-13.527002,-71.97862,s,Nuevo Mirador
-13.527146,-71.9787,s,Nuevo Mirador
-13.527636,-71.97886,s,Nuevo Mirador
-13.52827,-71.979095,s,Nuevo Mirador
-13.528393,-71.97913,s,Nuevo Mirador
-13.528599,-71.97919,s,Nuevo Mirador
-13.528618,-71.97919,s,Nuevo Mirador
-13.528647,-71.97922,s,Nuevo Mirador
-13.529252,-71.97929,s,Nuevo Mirador
-13.529497,-71.97934,s,Nuevo Mirador
-13.529998,-71.97939,s,Nuevo Mirador
-13.530914,-71.97967,s,Nuevo Mirador
-13.531851,-71.97991,s,Nuevo Mirador
-13.532659,-71.98016,s,Nuevo Mirador
-13.533445,-71.98052,s,Nuevo Mirador
-13.534181,-71.9806,s,Nuevo Mirador
-13.535098,-71.98062,s,Nuevo Mirador
-13.535318,-71.980446,s,Nuevo Mirador
-13.535558,-71.98035,s,Nuevo Mirador
-13.535558,-71.98035,s,Nuevo Mirador
-13.535574,-71.980354,s,Nuevo Mirador
-13.535739,-71.9803,s,Nuevo Mirador
-13.535847,-71.98031,s,Nuevo Mirador
-13.535893,-71.98029,s,Nuevo Mirador
-13.53598,-71.98028,s,Nuevo Mirador
-13.535998,-71.98027,s,Nuevo Mirador
-13.535998,-71.98027,s,Nuevo Mirador
-13.536042,-71.98025,s,Nuevo Mirador
-13.536089,-71.980225,s,Nuevo Mirador
-13.53611,-71.98021,s,Nuevo Mirador
-13.536235,-71.98015,s,Nuevo Mirador
-13.53624,-71.980156,s,Nuevo Mirador
-13.536627,-71.97999,s,Nuevo Mirador
-13.5372305,-71.97996,s,Nuevo Mirador
-13.537588,-71.98015,s,Nuevo Mirador
-13.5377035,-71.98023,s,Nuevo Mirador
-13.538121,-71.980446,s,Nuevo Mirador
-13.538471,-71.98059,s,Nuevo Mirador
-13.53888,-71.98083,s,Nuevo Mirador
-13.539428,-71.98101,s,Nuevo Mirador
-13.539908,-71.98113,s,Nuevo Mirador
-13.540344,-71.98125,s,Nuevo Mirador
-13.541047,-71.98142,s,Nuevo Mirador
-13.541494,-71.98175,s,Nuevo Mirador
-13.54188,-71.98204,s,Nuevo Mirador
-13.542122,-71.98217,s,Nuevo Mirador
-13.5423355,-71.98213,s,Nuevo Mirador
-13.542541,-71.98195,s,Nuevo Mirador
-13.542707,-71.98186,s,Nuevo Mirador
-13.542737,-71.98186,s,Nuevo Mirador
-13.543236,-71.98207,s,Nuevo Mirador
-13.543689,-71.98224,s,Nuevo Mirador
-13.544498,-71.982025,s,Nuevo Mirador
-13.544762,-71.981926,s,Nuevo Mirador
-13.545057,-71.98236,s,Nuevo Mirador
-13.545012,-71.983284,s,Nuevo Mirador
-13.545887,-71.984085,s,Nuevo Mirador
-13.546905,-71.98477,s,Nuevo Mirador
-13.547623,-71.98529,s,Nuevo Mirador
-13.548,-71.985695,s,Nuevo Mirador
-13.548528,-71.98634,s,Nuevo Mirador
-13.548997,-71.9872,s,Nuevo Mirador
-13.549372,-71.98763,s,Nuevo Mirador
-13.549582,-71.98786,s,Nuevo Mirador
-13.549689,-71.98799,s,Nuevo Mirador
-13.550119,-71.98855,s,Nuevo Mirador
-13.550208,-71.98861,s,Nuevo Mirador
-13.550503,-71.989,s,Nuevo Mirador
-13.511598,-71.98414,b,Los Leones
-13.511598,-71.98414,b,Los Leones
-13.5116205,-71.98412,b,Los Leones
-13.511775,-71.984055,b,Los Leones
-13.51195,-71.98395,b,Los Leones
-13.512148,-71.98378,b,Los Leones
-13.51238,-71.98355,b,Los Leones
-13.512606,-71.98333,b,Los Leones
-13.512801,-71.98315,b,Los Leones
-13.512974,-71.983,b,Los Leones
-13.513191,-71.98282,b,Los Leones
-13.513379,-71.98267,b,Los Leones
-13.513541,-71.98249,b,Los Leones
-13.513796,-71.9823,b,Los Leones
-13.514042,-71.98206,b,Los Leones
-13.514214,-71.98184,b,Los Leones
-13.514401,-71.981674,b,Los Leones
-13.514655,-71.98149,b,Los Leones
-13.514879,-71.98131,b,Los Leones
-13.515162,-71.98107,b,Los Leones
-13.515221,-71.98106,b,Los Leones
-13.515323,-71.980934,b,Los Leones
-13.5154705,-71.98105,b,Los Leones
-13.51567,-71.98129,b,Los Leones
-13.515898,-71.98161,b,Los Leones
-13.516108,-71.981995,b,Los Leones
-13.516299,-71.982216,b,Los Leones
-13.516604,-71.982025,b,Los Leones
-13.516976,-71.98185,b,Los Leones
-13.517355,-71.9816,b,Los Leones
-13.517795,-71.98135,b,Los Leones
-13.518046,-71.98153,b,Los Leones
-13.518288,-71.98173,b,Los Leones
-13.518669,-71.981514,b,Los Leones
-13.518827,-71.9815,b,Los Leones
-13.518838,-71.9815,b,Los Leones
-13.519017,-71.98139,b,Los Leones
-13.519102,-71.98115,b,Los Leones
-13.51893,-71.980865,b,Los Leones
-13.519187,-71.980675,b,Los Leones
-13.519576,-71.9805,b,Los Leones
-13.520005,-71.98027,b,Los Leones
-13.520269,-71.98007,b,Los Leones
-13.520605,-71.979645,b,Los Leones
-13.52108,-71.97931,b,Los Leones
-13.521145,-71.97929,b,Los Leones
-13.521193,-71.979256,b,Los Leones
-13.521231,-71.97922,b,Los Leones
-13.521311,-71.9791,b,Los Leones
-13.521093,-71.978874,b,Los Leones
-13.520651,-71.97866,b,Los Leones
-13.520381,-71.978546,b,Los Leones
-13.520358,-71.97854,b,Los Leones
-13.520358,-71.97854,b,Los Leones
-13.520358,-71.97854,b,Los Leones
-13.520358,-71.97854,b,Los Leones
-13.520121,-71.978455,b,Los Leones
-13.51975,-71.978096,b,Los Leones
-13.519461,-71.9778,b,Los Leones
-13.519461,-71.9778,b,Los Leones
-13.519461,-71.9778,b,Los Leones
-13.519461,-71.9778,b,Los Leones
-13.519461,-71.9778,b,Los Leones
-13.519437,-71.97776,b,Los Leones
-13.519325,-71.97749,b,Los Leones
-13.519055,-71.977135,b,Los Leones
-13.519127,-71.976875,b,Los Leones
-13.51955,-71.97662,b,Los Leones
-13.519847,-71.97632,b,Los Leones
-13.520171,-71.97609,b,Los Leones
-13.520011,-71.97583,b,Los Leones
-13.519907,-71.97557,b,Los Leones
-13.519801,-71.975334,b,Los Leones
-13.5198345,-71.97508,b,Los Leones
-13.519756,-71.97467,b,Los Leones
-13.519569,-71.97434,b,Los Leones
-13.519509,-71.97414,b,Los Leones
-13.519586,-71.97383,b,Los Leones
-13.519677,-71.97364,b,Los Leones
-13.519743,-71.973434,b,Los Leones
-13.519794,-71.97329,b,Los Leones
-13.519877,-71.97285,b,Los Leones
-13.520004,-71.972115,b,Los Leones
-13.520126,-71.97159,b,Los Leones
-13.520271,-71.97077,b,Los Leones
-13.520447,-71.969734,b,Los Leones
-13.520572,-71.968956,b,Los Leones
-13.520563,-71.968864,b,Los Leones
-13.520612,-71.96867,b,Los Leones
-13.520727,-71.96803,b,Los Leones
-13.521163,-71.96749,b,Los Leones
-13.521245,-71.96706,b,Los Leones
-13.521213,-71.96674,b,Los Leones
-13.52124,-71.96664,b,Los Leones
-13.521261,-71.966484,b,Los Leones
-13.5212755,-71.96642,b,Los Leones
-13.521329,-71.966286,b,Los Leones
-13.521559,-71.96555,b,Los Leones
-13.521843,-71.9646,b,Los Leones
-13.522032,-71.96395,b,Los Leones
-13.522025,-71.96394,b,Los Leones
-13.522231,-71.96335,b,Los Leones
-13.522528,-71.96243,b,Los Leones
-13.52267,-71.961945,b,Los Leones
-13.522805,-71.961685,b,Los Leones
-13.522997,-71.96085,b,Los Leones
-13.523175,-71.96012,b,Los Leones
-13.523335,-71.959656,b,Los Leones
-13.523353,-71.95957,b,Los Leones
-13.523462,-71.95924,b,Los Leones
-13.523818,-71.95834,b,Los Leones
-13.524,-71.957756,b,Los Leones
-13.523974,-71.95778,b,Los Leones
-13.523979,-71.95769,b,Los Leones
-13.524089,-71.95726,b,Los Leones
-13.524228,-71.95681,b,Los Leones
-13.524362,-71.95648,b,Los Leones
-13.524377,-71.95641,b,Los Leones
-13.524436,-71.956154,b,Los Leones
-13.524585,-71.95566,b,Los Leones
-13.524802,-71.954865,b,Los Leones
-13.525024,-71.95418,b,Los Leones
-13.525048,-71.95409,b,Los Leones
-13.525048,-71.95409,b,Los Leones
-13.525048,-71.95409,b,Los Leones
-13.525048,-71.95409,b,Los Leones
-13.525048,-71.95409,b,Los Leones
-13.525098,-71.95393,b,Los Leones
-13.5252695,-71.95338,b,Los Leones
-13.525431,-71.952835,b,Los Leones
-13.525537,-71.952484,b,Los Leones
-13.525537,-71.952484,b,Los Leones
-13.525537,-71.952484,b,Los Leones
-13.52565,-71.9522,b,Los Leones
-13.525726,-71.95193,b,Los Leones
-13.525907,-71.951164,b,Los Leones
-13.526224,-71.95022,b,Los Leones
-13.526514,-71.9493,b,Los Leones
-13.526558,-71.94913,b,Los Leones
-13.526558,-71.94913,b,Los Leones
-13.526595,-71.94904,b,Los Leones
-13.526595,-71.94904,b,Los Leones
-13.526616,-71.94898,b,Los Leones
-13.52674,-71.94862,b,Los Leones
-13.526906,-71.948006,b,Los Leones
-13.52714,-71.94716,b,Los Leones
-13.527299,-71.94636,b,Los Leones
-13.527405,-71.94552,b,Los Leones
-13.527531,-71.94442,b,Los Leones
-13.527636,-71.94359,b,Los Leones
-13.527644,-71.94356,b,Los Leones
-13.527644,-71.94356,b,Los Leones
-13.527644,-71.94356,b,Los Leones
-13.527725,-71.94301,b,Los Leones
-13.527797,-71.94212,b,Los Leones
-13.527917,-71.941154,b,Los Leones
-13.528041,-71.94046,b,Los Leones
-13.528089,-71.94025,b,Los Leones
-13.528089,-71.94025,b,Los Leones
-13.528089,-71.94025,b,Los Leones
-13.528117,-71.94014,b,Los Leones
-13.5282135,-71.939705,b,Los Leones
-13.528509,-71.93883,b,Los Leones
-13.528656,-71.93829,b,Los Leones
-13.528652,-71.9383,b,Los Leones
-13.528744,-71.937935,b,Los Leones
-13.529056,-71.93686,b,Los Leones
-13.529186,-71.93641,b,Los Leones
-13.529186,-71.93641,b,Los Leones
-13.529247,-71.93622,b,Los Leones
-13.529323,-71.93588,b,Los Leones
-13.529431,-71.935394,b,Los Leones
-13.529462,-71.935165,b,Los Leones
-13.529516,-71.93506,b,Los Leones
-13.529671,-71.9347,b,Los Leones
-13.529812,-71.934135,b,Los Leones
-13.530019,-71.93345,b,Los Leones
-13.53004,-71.93329,b,Los Leones
-13.53004,-71.93329,b,Los Leones
