latitud,longitud,direccion,ruta
-13.5408,-71.8866,s,c4m
-13.5407,-71.8868,s,c4m
-13.5407,-71.8872,s,c4m
-13.5412,-71.8875,s,c4m
-13.5418,-71.8877,s,c4m
-13.5423,-71.888,s,c4m
-13.5426,-71.8882,s,c4m
-13.5427,-71.8882,s,c4m
-13.543,-71.8884,s,c4m
-13.5434,-71.8887,s,c4m
-13.5434,-71.8887,s,c4m
-13.5434,-71.8887,s,c4m
-13.5434,-71.8887,s,c4m
-13.5437,-71.8889,s,c4m
-13.5439,-71.889,s,c4m
-13.5439,-71.889,s,c4m
-13.5443,-71.8892,s,c4m
-13.5446,-71.8893,s,c4m
-13.5448,-71.8895,s,c4m
-13.5455,-71.8898,s,c4m
-13.546,-71.8901,s,c4m
-13.546,-71.8902,s,c4m
-13.5461,-71.8903,s,c4m
-13.546,-71.8907,s,c4m
-13.5457,-71.8916,s,c4m
-13.5453,-71.8931,s,c4m
-13.5449,-71.8946,s,c4m
-13.5445,-71.8953,s,c4m
-13.5445,-71.8953,s,c4m
-13.5445,-71.8953,s,c4m
-13.5443,-71.8957,s,c4m
-13.5442,-71.8959,s,c4m
-13.5438,-71.8965,s,c4m
-13.543,-71.8975,s,c4m
-13.5428,-71.8979,s,c4m
-13.5427,-71.898,s,c4m
-13.5427,-71.898,s,c4m
-13.5426,-71.8981,s,c4m
-13.5422,-71.8987,s,c4m
-13.5418,-71.8992,s,c4m
-13.5417,-71.8994,s,c4m
-13.5412,-71.9001,s,c4m
-13.5406,-71.9009,s,c4m
-13.5405,-71.901,s,c4m
-13.5401,-71.9015,s,c4m
-13.5395,-71.9025,s,c4m
-13.5392,-71.9028,s,c4m
-13.5391,-71.903,s,c4m
-13.5386,-71.9037,s,c4m
-13.538,-71.9045,s,c4m
-13.5379,-71.9046,s,c4m
-13.5379,-71.9048,s,c4m
-13.5375,-71.9053,s,c4m
-13.5371,-71.906,s,c4m
-13.5367,-71.9067,s,c4m
-13.5364,-71.9071,s,c4m
-13.5364,-71.9072,s,c4m
-13.5364,-71.9072,s,c4m
-13.5363,-71.9073,s,c4m
-13.5363,-71.9074,s,c4m
-13.5363,-71.9074,s,c4m
-13.5363,-71.9074,s,c4m
-13.5364,-71.9075,s,c4m
-13.5367,-71.9077,s,c4m
-13.5369,-71.9078,s,c4m
-13.5372,-71.908,s,c4m
-13.5377,-71.9083,s,c4m
-13.5381,-71.9086,s,c4m
-13.5381,-71.9086,s,c4m
-13.5381,-71.9086,s,c4m
-13.5383,-71.9087,s,c4m
-13.5389,-71.9091,s,c4m
-13.539,-71.9092,s,c4m
-13.539,-71.9092,s,c4m
-13.5393,-71.9094,s,c4m
-13.5397,-71.9097,s,c4m
-13.5404,-71.9097,s,c4m
-13.5412,-71.9097,s,c4m
-13.5413,-71.9097,s,c4m
-13.5413,-71.9103,s,c4m
-13.5413,-71.9112,s,c4m
-13.5413,-71.9115,s,c4m
-13.5413,-71.9115,s,c4m
-13.5413,-71.9118,s,c4m
-13.5413,-71.9126,s,c4m
-13.5414,-71.9139,s,c4m
-13.5414,-71.9152,s,c4m
-13.5414,-71.9162,s,c4m
-13.5415,-71.917,s,c4m
-13.5415,-71.9172,s,c4m
-13.5415,-71.9179,s,c4m
-13.5415,-71.9188,s,c4m
-13.5415,-71.919,s,c4m
-13.5416,-71.9193,s,c4m
-13.5416,-71.92,s,c4m
-13.5416,-71.9212,s,c4m
-13.5416,-71.9214,s,c4m
-13.5416,-71.9217,s,c4m
-13.5416,-71.9225,s,c4m
-13.5417,-71.9236,s,c4m
-13.5416,-71.9244,s,c4m
-13.5416,-71.9245,s,c4m
-13.5416,-71.9245,s,c4m
-13.5415,-71.9248,s,c4m
-13.5412,-71.9256,s,c4m
-13.5408,-71.9266,s,c4m
-13.5405,-71.9269,s,c4m
-13.5405,-71.927,s,c4m
-13.5405,-71.9271,s,c4m
-13.5404,-71.9278,s,c4m
-13.5403,-71.9289,s,c4m
-13.5402,-71.9299,s,c4m
-13.5402,-71.9301,s,c4m
-13.5402,-71.9302,s,c4m
-13.5402,-71.9305,s,c4m
-13.5402,-71.9306,s,c4m
-13.5401,-71.9312,s,c4m
-13.5401,-71.9313,s,c4m
-13.5401,-71.9314,s,c4m
-13.5402,-71.9317,s,c4m
-13.5406,-71.9316,s,c4m
-13.5412,-71.9317,s,c4m
-13.5414,-71.9319,s,c4m
-13.5413,-71.932,s,c4m
-13.5412,-71.9325,s,c4m
-13.541,-71.9332,s,c4m
-13.5409,-71.9338,s,c4m
-13.5409,-71.9339,s,c4m
-13.5408,-71.9345,s,c4m
-13.5407,-71.9347,s,c4m
-13.5407,-71.9347,s,c4m
-13.5407,-71.9349,s,c4m
-13.5406,-71.9353,s,c4m
-13.5405,-71.9356,s,c4m
-13.5405,-71.9359,s,c4m
-13.5403,-71.9367,s,c4m
-13.5401,-71.9376,s,c4m
-13.54,-71.9378,s,c4m
-13.5399,-71.9383,s,c4m
-13.5399,-71.9383,s,c4m
-13.5397,-71.9388,s,c4m
-13.5395,-71.9389,s,c4m
-13.5394,-71.939,s,c4m
-13.5389,-71.939,s,c4m
-13.538,-71.9389,s,c4m
-13.5375,-71.9389,s,c4m
-13.5374,-71.9395,s,c4m
-13.5374,-71.9396,s,c4m
-13.5374,-71.9396,s,c4m
-13.5374,-71.9396,s,c4m
-13.5374,-71.9396,s,c4m
-13.5374,-71.94,s,c4m
-13.5381,-71.9401,s,c4m
-13.5389,-71.9403,s,c4m
-13.539,-71.9404,s,c4m
-13.539,-71.9404,s,c4m
-13.5391,-71.9404,s,c4m
-13.5391,-71.9404,s,c4m
-13.5391,-71.9404,s,c4m
-13.5391,-71.9404,s,c4m
-13.5391,-71.9404,s,c4m
-13.5391,-71.9404,s,c4m
-13.5391,-71.9404,s,c4m
-13.5392,-71.9406,s,c4m
-13.5391,-71.9412,s,c4m
-13.539,-71.9415,s,c4m
-13.539,-71.9417,s,c4m
-13.5391,-71.942,s,c4m
-13.5392,-71.9425,s,c4m
-13.5392,-71.9426,s,c4m
-13.5392,-71.9428,s,c4m
-13.5391,-71.9435,s,c4m
-13.539,-71.9442,s,c4m
-13.5389,-71.9447,s,c4m
-13.5389,-71.945,s,c4m
-13.5388,-71.9453,s,c4m
-13.5387,-71.9456,s,c4m
-13.5386,-71.9463,s,c4m
-13.5384,-71.9469,s,c4m
-13.5384,-71.9471,s,c4m
-13.5383,-71.9472,s,c4m
-13.5382,-71.9477,s,c4m
-13.5382,-71.9479,s,c4m
-13.5381,-71.9481,s,c4m
-13.538,-71.9484,s,c4m
-13.5379,-71.9491,s,c4m
-13.5378,-71.9494,s,c4m
-13.5376,-71.95,s,c4m
-13.5376,-71.9501,s,c4m
-13.5375,-71.9506,s,c4m
-13.5373,-71.9515,s,c4m
-13.5371,-71.9522,s,c4m
-13.5371,-71.9522,s,c4m
-13.5371,-71.9522,s,c4m
-13.537,-71.9524,s,c4m
-13.537,-71.9528,s,c4m
-13.5369,-71.953,s,c4m
-13.5368,-71.9535,s,c4m
-13.5367,-71.9538,s,c4m
-13.5367,-71.9538,s,c4m
-13.5367,-71.9538,s,c4m
-13.5367,-71.9538,s,c4m
-13.5367,-71.9538,s,c4m
-13.5367,-71.9539,s,c4m
-13.5366,-71.9543,s,c4m
-13.5365,-71.9546,s,c4m
-13.5365,-71.9547,s,c4m
-13.5365,-71.9547,s,c4m
-13.5365,-71.9547,s,c4m
-13.5365,-71.9547,s,c4m
-13.5365,-71.9549,s,c4m
-13.5362,-71.9553,s,c4m
-13.5356,-71.9555,s,c4m
-13.5354,-71.9555,s,c4m
-13.5354,-71.9555,s,c4m
-13.5354,-71.9555,s,c4m
-13.5354,-71.9555,s,c4m
-13.535,-71.9554,s,c4m
-13.5346,-71.9554,s,c4m
-13.5342,-71.9554,s,c4m
-13.5341,-71.9554,s,c4m
-13.5341,-71.9554,s,c4m
-13.5341,-71.9554,s,c4m
-13.5338,-71.9553,s,c4m
-13.5335,-71.9553,s,c4m
-13.5333,-71.9553,s,c4m
-13.5331,-71.9551,s,c4m
-13.5329,-71.9556,s,c4m
-13.5328,-71.9563,s,c4m
-13.5328,-71.9565,s,c4m
-13.5328,-71.9565,s,c4m
-13.5328,-71.9565,s,c4m
-13.5328,-71.9566,s,c4m
-13.5328,-71.957,s,c4m
-13.5327,-71.9577,s,c4m
-13.5326,-71.9585,s,c4m
-13.5325,-71.9593,s,c4m
-13.5325,-71.9599,s,c4m
-13.5325,-71.9599,s,c4m
-13.5324,-71.96,s,c4m
-13.5323,-71.9606,s,c4m
-13.5323,-71.9607,s,c4m
-13.5323,-71.9607,s,c4m
-13.5323,-71.9609,s,c4m
-13.5323,-71.9614,s,c4m
-13.5321,-71.9623,s,c4m
-13.5321,-71.9632,s,c4m
-13.5321,-71.9633,s,c4m
-13.5321,-71.9635,s,c4m
-13.532,-71.9641,s,c4m
-13.5319,-71.9649,s,c4m
-13.5319,-71.965,s,c4m
-13.5319,-71.9652,s,c4m
-13.5318,-71.9659,s,c4m
-13.5318,-71.966,s,c4m
-13.5318,-71.9666,s,c4m
-13.5317,-71.9671,s,c4m
-13.5317,-71.9672,s,c4m
-13.5317,-71.9672,s,c4m
-13.5317,-71.9674,s,c4m
-13.5316,-71.9679,s,c4m
-13.5314,-71.9683,s,c4m
-13.5311,-71.9684,s,c4m
-13.531,-71.9684,s,c4m
-13.531,-71.9684,s,c4m
-13.5309,-71.9684,s,c4m
-13.5304,-71.9685,s,c4m
-13.5297,-71.9685,s,c4m
-13.5294,-71.9685,s,c4m
-13.5293,-71.9685,s,c4m
-13.5288,-71.9685,s,c4m
-13.528,-71.9685,s,c4m
-13.5277,-71.9685,s,c4m
-13.5273,-71.9685,s,c4m
-13.5272,-71.9685,s,c4m
-13.5272,-71.9685,s,c4m
-13.5272,-71.9685,s,c4m
-13.5271,-71.9685,s,c4m
-13.5267,-71.9685,s,c4m
-13.526,-71.9686,s,c4m
-13.5252,-71.9686,s,c4m
-13.5247,-71.9687,s,c4m
-13.5245,-71.9689,s,c4m
-13.5241,-71.9688,s,c4m
-13.5241,-71.9688,s,c4m
-13.5241,-71.9688,s,c4m
-13.5241,-71.9688,s,c4m
-13.5241,-71.9688,s,c4m
-13.5241,-71.9688,s,c4m
-13.5241,-71.9688,s,c4m
-13.5239,-71.969,s,c4m
-13.5238,-71.9696,s,c4m
-13.5237,-71.9702,s,c4m
-13.5237,-71.9706,s,c4m
-13.5236,-71.9708,s,c4m
-13.5236,-71.971,s,c4m
-13.5235,-71.9717,s,c4m
-13.5235,-71.9717,s,c4m
-13.5235,-71.9718,s,c4m
-13.5232,-71.972,s,c4m
-13.5228,-71.972,s,c4m
-13.5228,-71.972,s,c4m
-13.5228,-71.972,s,c4m
-13.5228,-71.972,s,c4m
-13.5225,-71.9721,s,c4m
-13.5224,-71.9724,s,c4m
-13.5223,-71.9732,s,c4m
-13.5226,-71.9737,s,c4m
-13.5226,-71.9737,s,c4m
-13.5226,-71.9737,s,c4m
-13.5226,-71.9738,s,c4m
-13.5229,-71.9742,s,c4m
-13.5228,-71.9745,s,c4m
-13.5223,-71.9749,s,c4m
-13.5216,-71.9755,s,c4m
-13.5212,-71.9759,s,c4m
-13.5212,-71.9759,s,c4m
-13.5212,-71.9759,s,c4m
-13.5212,-71.9759,s,c4m
-13.5212,-71.9759,s,c4m
-13.521,-71.976,s,c4m
-13.5207,-71.9763,s,c4m
-13.5204,-71.9766,s,c4m
-13.52,-71.9769,s,c4m
-13.5196,-71.9772,s,c4m
-13.5196,-71.9773,s,c4m
-13.5196,-71.9773,s,c4m
-13.5196,-71.9773,s,c4m
-13.5196,-71.9773,s,c4m
-13.5195,-71.9774,s,c4m
-13.5191,-71.9777,s,c4m
-13.5186,-71.9781,s,c4m
-13.5189,-71.9786,s,c4m
-13.519,-71.9787,s,c4m
-13.519,-71.9787,s,c4m
-13.5193,-71.979,s,c4m
-13.5196,-71.9793,s,c4m
-13.5197,-71.9795,s,c4m
-13.5198,-71.9797,s,c4m
-13.52,-71.9799,s,c4m
-13.5203,-71.9802,s,c4m
-13.5204,-71.9804,s,c4m
-13.5204,-71.9804,s,c4m
-13.5204,-71.9804,s,c4m
-13.5206,-71.9805,s,c4m
-13.5207,-71.9808,s,c4m
-13.5203,-71.9812,s,c4m
-13.5202,-71.9813,s,c4m
-13.5201,-71.9814,s,c4m
-13.5199,-71.9815,s,c4m
-13.5199,-71.9815,s,c4m
-13.5199,-71.9815,s,c4m
-13.5199,-71.9815,s,c4m
-13.5199,-71.9815,s,c4m
-13.5199,-71.9816,s,c4m
-13.5197,-71.9817,s,c4m
-13.5196,-71.9819,s,c4m
-13.5199,-71.9824,s,c4m
-13.52,-71.9825,s,c4m
-13.5202,-71.9829,s,c4m
-13.5203,-71.983,s,c4m
-13.5203,-71.983,s,c4m
-13.5203,-71.983,s,c4m
-13.5203,-71.983,s,c4m
-13.5204,-71.9832,s,c4m
-13.5206,-71.9835,s,c4m
-13.5209,-71.9839,s,c4m
-13.5211,-71.9842,s,c4m
-13.5213,-71.9847,s,c4m
-13.5217,-71.9854,s,c4m
-13.522,-71.9859,s,c4m
-13.5221,-71.986,s,c4m
-13.5222,-71.9862,s,c4m
-13.5225,-71.9864,s,c4m
-13.5229,-71.9864,s,c4m
-13.5232,-71.9865,s,c4m
-13.5233,-71.9866,s,c4m
-13.5236,-71.9866,s,c4m
-13.5241,-71.9868,s,c4m
-13.5244,-71.987,s,c4m
-13.5248,-71.9872,s,c4m
-13.5249,-71.9872,s,c4m
-13.5253,-71.9874,s,c4m
-13.5257,-71.9875,s,c4m
-13.5258,-71.9875,s,c4m
-13.5258,-71.9878,s,c4m
-13.5256,-71.9883,s,c4m
-13.5253,-71.989,s,c4m
-13.5256,-71.9894,s,c4m
-13.5259,-71.9896,s,c4m
-13.5264,-71.9895,s,c4m
-13.5266,-71.9895,s,c4m
-13.527,-71.9893,s,c4m
-13.5277,-71.9891,s,c4m
-13.528,-71.9896,s,c4m
-13.5278,-71.9898,s,c4m
-13.5275,-71.99,s,c4m
-13.5269,-71.9905,s,c4m
-13.5264,-71.9909,s,c4m
-13.5263,-71.991,s,c4m
-13.526,-71.9913,s,c4m
-13.5254,-71.9917,s,c4m
-13.5253,-71.9918,s,c4m
-13.525,-71.9916,s,c4m
-13.5249,-71.9914,s,c4m
-13.5248,-71.9913,s,c4m
-13.5244,-71.9907,s,c4m
-13.5241,-71.9901,s,c4m
-13.5238,-71.9896,s,c4m
-13.5238,-71.9895,s,c4m
-13.5236,-71.9895,s,c4m
-13.5235,-71.9896,s,c4m
-13.5231,-71.9899,s,c4m
-13.523,-71.9899,b,c4m
-13.5233,-71.9897,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9896,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5235,-71.9895,b,c4m
-13.5237,-71.9894,b,c4m
-13.5238,-71.9897,b,c4m
-13.524,-71.99,b,c4m
-13.5242,-71.9903,b,c4m
-13.5243,-71.9907,b,c4m
-13.5245,-71.9909,b,c4m
-13.5245,-71.991,b,c4m
-13.5247,-71.9913,b,c4m
-13.525,-71.9916,b,c4m
-13.5252,-71.9918,b,c4m
-13.5253,-71.9919,b,c4m
-13.5254,-71.9918,b,c4m
-13.5256,-71.9916,b,c4m
-13.526,-71.9913,b,c4m
-13.5261,-71.9912,b,c4m
-13.5264,-71.9909,b,c4m
-13.527,-71.9905,b,c4m
-13.5276,-71.99,b,c4m
-13.5281,-71.9896,b,c4m
-13.5281,-71.9895,b,c4m
-13.528,-71.9892,b,c4m
-13.5272,-71.9893,b,c4m
-13.5266,-71.9894,b,c4m
-13.5259,-71.9896,b,c4m
-13.5254,-71.989,b,c4m
-13.5257,-71.9882,b,c4m
-13.5259,-71.9876,b,c4m
-13.526,-71.9874,b,c4m
-13.526,-71.9873,b,c4m
-13.5261,-71.9869,b,c4m
-13.5261,-71.9866,b,c4m
-13.526,-71.9866,b,c4m
-13.5259,-71.9866,b,c4m
-13.5256,-71.9865,b,c4m
-13.5253,-71.9863,b,c4m
-13.5249,-71.9862,b,c4m
-13.5247,-71.9861,b,c4m
-13.5246,-71.9861,b,c4m
-13.5247,-71.9857,b,c4m
-13.5249,-71.9852,b,c4m
-13.525,-71.9849,b,c4m
-13.5252,-71.9844,b,c4m
-13.5253,-71.9841,b,c4m
-13.5253,-71.984,b,c4m
-13.5254,-71.9839,b,c4m
-13.5254,-71.9839,b,c4m
-13.5254,-71.9839,b,c4m
-13.5254,-71.9838,b,c4m
-13.5255,-71.9837,b,c4m
-13.5257,-71.9832,b,c4m
-13.5258,-71.9829,b,c4m
-13.526,-71.9824,b,c4m
-13.5262,-71.9818,b,c4m
-13.5264,-71.9813,b,c4m
-13.5267,-71.9813,b,c4m
-13.5269,-71.981,b,c4m
-13.5267,-71.9808,b,c4m
-13.5263,-71.9808,b,c4m
-13.526,-71.9809,b,c4m
-13.5255,-71.9807,b,c4m
-13.525,-71.9805,b,c4m
-13.5246,-71.9804,b,c4m
-13.5242,-71.9802,b,c4m
-13.5242,-71.9802,b,c4m
-13.5241,-71.9802,b,c4m
-13.5241,-71.9802,b,c4m
-13.5241,-71.9801,b,c4m
-13.524,-71.9801,b,c4m
-13.5239,-71.98,b,c4m
-13.5239,-71.98,b,c4m
-13.5239,-71.98,b,c4m
-13.5239,-71.98,b,c4m
-13.5239,-71.98,b,c4m
-13.5238,-71.98,b,c4m
-13.5236,-71.98,b,c4m
-13.5236,-71.9799,b,c4m
-13.5236,-71.9799,b,c4m
-13.5236,-71.9799,b,c4m
-13.5236,-71.9799,b,c4m
-13.5236,-71.9799,b,c4m
-13.5234,-71.9798,b,c4m
-13.523,-71.9796,b,c4m
-13.5228,-71.9796,b,c4m
-13.5226,-71.9795,b,c4m
-13.5222,-71.9793,b,c4m
-13.5221,-71.9793,b,c4m
-13.522,-71.9792,b,c4m
-13.522,-71.9792,b,c4m
-13.522,-71.9792,b,c4m
-13.5219,-71.9792,b,c4m
-13.5216,-71.979,b,c4m
-13.5214,-71.979,b,c4m
-13.5215,-71.9788,b,c4m
-13.5218,-71.9784,b,c4m
-13.5219,-71.9783,b,c4m
-13.522,-71.9782,b,c4m
-13.5222,-71.978,b,c4m
-13.5225,-71.9776,b,c4m
-13.5227,-71.9774,b,c4m
-13.5226,-71.9773,b,c4m
-13.5223,-71.9771,b,c4m
-13.5219,-71.977,b,c4m
-13.5217,-71.9769,b,c4m
-13.5217,-71.9769,b,c4m
-13.5217,-71.9769,b,c4m
-13.5216,-71.9769,b,c4m
-13.5213,-71.9768,b,c4m
-13.521,-71.9767,b,c4m
-13.521,-71.9766,b,c4m
-13.5209,-71.9766,b,c4m
-13.5209,-71.9766,b,c4m
-13.5209,-71.9766,b,c4m
-13.5209,-71.9766,b,c4m
-13.5209,-71.9766,b,c4m
-13.5207,-71.9765,b,c4m
-13.5211,-71.9761,b,c4m
-13.522,-71.9753,b,c4m
-13.5227,-71.9747,b,c4m
-13.5228,-71.9746,b,c4m
-13.5229,-71.9745,b,c4m
-13.5229,-71.9745,b,c4m
-13.5229,-71.9745,b,c4m
-13.5229,-71.9745,b,c4m
-13.5229,-71.9745,b,c4m
-13.523,-71.9745,b,c4m
-13.5234,-71.9741,b,c4m
-13.5239,-71.9736,b,c4m
-13.5239,-71.9733,b,c4m
-13.5235,-71.9733,b,c4m
-13.5229,-71.9735,b,c4m
-13.5228,-71.9736,b,c4m
-13.5227,-71.9736,b,c4m
-13.5225,-71.9734,b,c4m
-13.5224,-71.9727,b,c4m
-13.5225,-71.9725,b,c4m
-13.5225,-71.9724,b,c4m
-13.5225,-71.9724,b,c4m
-13.5225,-71.9724,b,c4m
-13.5225,-71.9723,b,c4m
-13.5226,-71.9721,b,c4m
-13.5231,-71.972,b,c4m
-13.5235,-71.972,b,c4m
-13.5236,-71.9717,b,c4m
-13.5237,-71.9713,b,c4m
-13.5237,-71.9712,b,c4m
-13.5237,-71.9709,b,c4m
-13.5238,-71.9705,b,c4m
-13.5238,-71.9702,b,c4m
-13.5238,-71.9699,b,c4m
-13.5239,-71.9697,b,c4m
-13.5239,-71.9694,b,c4m
-13.5239,-71.9692,b,c4m
-13.5239,-71.9692,b,c4m
-13.5239,-71.9692,b,c4m
-13.5239,-71.9692,b,c4m
-13.5239,-71.9691,b,c4m
-13.5241,-71.969,b,c4m
-13.5243,-71.969,b,c4m
-13.5245,-71.969,b,c4m
-13.5246,-71.969,b,c4m
-13.5251,-71.9686,b,c4m
-13.5261,-71.9686,b,c4m
-13.5266,-71.9686,b,c4m
-13.5266,-71.9686,b,c4m
-13.5267,-71.9686,b,c4m
-13.5267,-71.9686,b,c4m
-13.5274,-71.9685,b,c4m
-13.5277,-71.9685,b,c4m
-13.5277,-71.9685,b,c4m
-13.528,-71.9685,b,c4m
-13.5286,-71.9685,b,c4m
-13.5288,-71.9685,b,c4m
-13.529,-71.9685,b,c4m
-13.5291,-71.9685,b,c4m
-13.5295,-71.9685,b,c4m
-13.5299,-71.9685,b,c4m
-13.5305,-71.9685,b,c4m
-13.5308,-71.9685,b,c4m
-13.5309,-71.9685,b,c4m
-13.5312,-71.9685,b,c4m
-13.5315,-71.9687,b,c4m
-13.532,-71.9683,b,c4m
-13.5321,-71.9675,b,c4m
-13.532,-71.9669,b,c4m
-13.5321,-71.9659,b,c4m
-13.5322,-71.9654,b,c4m
-13.5323,-71.965,b,c4m
-13.5324,-71.9639,b,c4m
-13.5325,-71.9626,b,c4m
-13.5326,-71.9622,b,c4m
-13.5326,-71.9618,b,c4m
-13.5327,-71.9613,b,c4m
-13.5327,-71.9612,b,c4m
-13.5327,-71.9612,b,c4m
-13.5327,-71.9611,b,c4m
-13.5327,-71.9608,b,c4m
-13.5327,-71.9605,b,c4m
-13.5328,-71.9603,b,c4m
-13.5328,-71.9603,b,c4m
-13.5328,-71.9599,b,c4m
-13.5329,-71.959,b,c4m
-13.5329,-71.9587,b,c4m
-13.533,-71.9583,b,c4m
-13.5331,-71.9573,b,c4m
-13.5331,-71.9568,b,c4m
-13.5331,-71.9566,b,c4m
-13.5332,-71.9562,b,c4m
-13.5332,-71.9562,b,c4m
-13.5332,-71.9561,b,c4m
-13.5333,-71.9556,b,c4m
-13.5338,-71.9555,b,c4m
-13.535,-71.9556,b,c4m
-13.5361,-71.9555,b,c4m
-13.5366,-71.9548,b,c4m
-13.5366,-71.9547,b,c4m
-13.5368,-71.9543,b,c4m
-13.5369,-71.9534,b,c4m
-13.5371,-71.9528,b,c4m
-13.5373,-71.952,b,c4m
-13.5374,-71.9516,b,c4m
-13.5376,-71.9511,b,c4m
-13.5377,-71.9504,b,c4m
-13.5378,-71.9502,b,c4m
-13.538,-71.9492,b,c4m
-13.5382,-71.9487,b,c4m
-13.5382,-71.9484,b,c4m
-13.5383,-71.9479,b,c4m
-13.5386,-71.9468,b,c4m
-13.5388,-71.946,b,c4m
-13.5389,-71.9456,b,c4m
-13.539,-71.9448,b,c4m
-13.5392,-71.9441,b,c4m
-13.5392,-71.9436,b,c4m
-13.5392,-71.9436,b,c4m
-13.5392,-71.9436,b,c4m
-13.5392,-71.9433,b,c4m
-13.5393,-71.9428,b,c4m
-13.5393,-71.9425,b,c4m
-13.5391,-71.942,b,c4m
-13.5391,-71.9415,b,c4m
-13.5391,-71.9413,b,c4m
-13.5391,-71.9413,b,c4m
-13.5392,-71.9411,b,c4m
-13.5393,-71.9405,b,c4m
-13.5393,-71.9401,b,c4m
-13.5394,-71.9395,b,c4m
-13.5395,-71.9393,b,c4m
-13.5398,-71.9389,b,c4m
-13.54,-71.9383,b,c4m
-13.5401,-71.9379,b,c4m
-13.5401,-71.9378,b,c4m
-13.5402,-71.9374,b,c4m
-13.5405,-71.9365,b,c4m
-13.5405,-71.936,b,c4m
-13.5406,-71.9358,b,c4m
-13.5407,-71.9352,b,c4m
-13.5407,-71.9351,b,c4m
-13.5408,-71.935,b,c4m
-13.5409,-71.9343,b,c4m
-13.5411,-71.9334,b,c4m
-13.5411,-71.9331,b,c4m
-13.5413,-71.9323,b,c4m
-13.5414,-71.9318,b,c4m
-13.5411,-71.9317,b,c4m
-13.5403,-71.9316,b,c4m
