source;target;wazeinfo0800_km;wazeinfo1400_minutes;wazeinfo1400_km;wazeinfo0800_minutes
4427153413;441230275;;;;
4427153413;3738278157;;;;
4427153413;30985399;;;;
10232315911;441230275;2.1999999999999984;6.199999999999999;2.1999999999999984;7.099999999999999
10232315911;3738278157;1.6129999999999995;3.7833333333333323;1.6129999999999995;3.9499999999999993
10232315911;30985399;;;;
10803871753;441230275;8.973000000000003;23.750000000000004;10.314;22.75
10803871753;3738278157;5.455999999999997;17.633333333333336;6.796999999999997;17.150000000000006
10803871753;30985399;;;;
3489865744;441230275;0.5680000000000001;1.6;0.5680000000000001;1.7499999999999998
3489865744;3738278157;2.7389999999999985;6.783333333333332;2.7389999999999985;7.033333333333333
3489865744;30985399;;;;
10803879954;441230275;10.535000000000007;25.5;10.535000000000007;25.683333333333334
10803879954;3738278157;6.839000000000003;16.516666666666673;6.839000000000003;16.28333333333333
10803879954;30985399;;;;
4427726874;441230275;1.117;3.1333333333333333;1.117;3.2499999999999996
4427726874;3738278157;4.818999999999997;11.833333333333341;4.817999999999998;12.283333333333339
4427726874;30985399;;;;
30965826;441230275;3.1139999999999968;8.316666666666668;3.1139999999999968;8.75
30965826;3738278157;0.7360000000000001;2.033333333333333;0.7360000000000001;2.05
30965826;30985399;;;;
30965827;441230275;3.2229999999999968;8.966666666666669;3.3819999999999966;9.066666666666666
30965827;3738278157;1.004;2.6833333333333327;1.004;2.8
30965827;30985399;;;;
30965828;441230275;3.1769999999999965;8.933333333333334;3.3889999999999967;8.433333333333334
30965828;3738278157;1.011;2.7;1.011;2.8166666666666664
30965828;30985399;;;;
4427726915;441230275;;;;
4427726915;3738278157;;;;
4427726915;30985399;;;;
30965831;441230275;3.474999999999997;10.000000000000002;3.6869999999999967;9.633333333333336
30965831;3738278157;1.2839999999999998;3.5166666666666666;1.2839999999999998;3.666666666666666
30965831;30985399;;;;
30965833;441230275;3.3839999999999972;9.383333333333335;3.595999999999997;8.95
30965833;3738278157;1.218;3.1499999999999995;1.218;3.333333333333333
30965833;30985399;;;;
30965837;441230275;3.114999999999996;8.833333333333334;3.4449999999999967;8.333333333333334
30965837;3738278157;1.067;3.1999999999999993;1.067;3.216666666666667
30965837;30985399;;;;
1003536462;441230275;3.7849999999999984;9.466666666666665;3.7849999999999984;9.216666666666665
1003536462;3738278157;2.028;6.633333333333334;2.028;7.299999999999998
1003536462;30985399;;;;
3735085135;441230275;4.719999999999997;13.500000000000004;4.719999999999997;13.866666666666665
3735085135;3738278157;1.024;4.516666666666667;1.024;4.466666666666666
3735085135;30985399;;;;
30965844;441230275;0.9700000000000001;2.483333333333333;0.9700000000000001;2.7499999999999996
30965844;3738278157;2.4469999999999987;6.483333333333333;2.4469999999999987;6.766666666666665
30965844;30985399;;;;
30965846;441230275;0.8790000000000001;2.266666666666666;0.8790000000000001;2.5333333333333328
30965846;3738278157;2.579999999999998;6.749999999999999;2.579999999999998;7.133333333333333
30965846;30985399;;;;
3735085145;441230275;4.940999999999997;14.066666666666668;4.940999999999997;14.433333333333334
3735085145;3738278157;1.2449999999999999;5.083333333333333;1.2449999999999999;5.033333333333333
3735085145;30985399;;;;
2167554138;441230275;5.210999999999996;13.183333333333339;5.210999999999996;13.03333333333334
2167554138;3738278157;1.694;7.066666666666666;1.694;7.433333333333332
2167554138;30985399;;;;
2167554141;441230275;5.448999999999996;13.833333333333343;5.448999999999996;13.45000000000001
2167554141;3738278157;1.932;7.716666666666666;1.932;7.849999999999999
2167554141;30985399;;;;
2167554142;441230275;5.212999999999996;13.183333333333339;5.212999999999996;13.050000000000008
2167554142;3738278157;1.696;7.066666666666666;1.696;7.449999999999998
2167554142;30985399;;;;
30965855;441230275;3.1729999999999965;9.066666666666668;3.5029999999999966;8.65
30965855;3738278157;1.125;3.0666666666666655;1.125;3.083333333333333
30965855;30985399;;;;
30965856;441230275;2.2729999999999984;6.366666666666665;2.2729999999999984;7.283333333333331
30965856;3738278157;1.517;3.5166666666666657;1.517;3.6333333333333337
30965856;30985399;;;;
30965858;441230275;2.9829999999999965;7.866666666666665;2.9829999999999965;8.75
30965858;3738278157;0.8750000000000001;2.05;0.8750000000000001;2.1
30965858;30985399;;;;
30965862;441230275;2.8609999999999967;7.833333333333332;2.8609999999999967;8.75
30965862;3738278157;0.8760000000000002;2.05;0.8760000000000002;2.1
30965862;30985399;;;;
6987882599;441230275;2.5009999999999994;6.016666666666666;2.5009999999999994;6.1
6987882599;3738278157;4.864999999999998;13.666666666666677;4.864999999999998;13.666666666666675
6987882599;30985399;;;;
30965865;441230275;2.9909999999999966;7.916666666666666;2.9909999999999966;8.616666666666667
30965865;3738278157;0.699;1.9166666666666663;0.699;1.9666666666666668
30965865;30985399;;;;
30965870;441230275;3.1589999999999967;8.416666666666668;3.1589999999999967;8.833333333333334
30965870;3738278157;0.687;1.883333333333333;0.687;1.9166666666666667
30965870;30985399;;;;
30965871;441230275;3.0309999999999966;7.949999999999999;3.0309999999999966;8.383333333333333
30965871;3738278157;0.6670000000000001;1.7666666666666664;0.6670000000000001;1.8
30965871;30985399;;;;
4436951153;441230275;9.224000000000007;23.71666666666667;9.224000000000007;23.51666666666668
4436951153;3738278157;5.528000000000002;14.733333333333334;5.528000000000002;14.116666666666665
4436951153;30985399;;;;
30965877;441230275;3.325999999999997;9.000000000000002;3.325999999999997;9.916666666666668
30965877;3738278157;1.341;3.216666666666666;1.341;3.2666666666666666
30965877;30985399;;;;
30965880;441230275;3.1509999999999967;8.066666666666666;3.1509999999999967;8.983333333333333
30965880;3738278157;1.165;2.283333333333333;1.165;2.3333333333333335
30965880;30985399;;;;
10781229190;441230275;1.072;2.3333333333333326;0.8570000000000001;3.216666666666667
10781229190;3738278157;2.4449999999999985;6.083333333333333;2.4449999999999985;6.4
10781229190;30985399;;;;
6191235207;441230275;11.308000000000005;26.75;11.308000000000005;26.916666666666657
6191235207;3738278157;7.612000000000003;17.766666666666673;7.612000000000003;17.516666666666666
6191235207;30985399;;;;
30965896;441230275;3.282999999999997;8.433333333333335;3.282999999999997;9.333333333333334
30965896;3738278157;0.7999999999999999;2.3499999999999996;0.7999999999999999;2.55
30965896;30985399;;;;
4429021321;441230275;1.6159999999999994;4.716666666666666;1.6159999999999994;5.016666666666667
4429021321;3738278157;5.317999999999998;13.416666666666675;5.316999999999998;14.050000000000008
4429021321;30985399;;;;
30965897;441230275;3.5139999999999967;9.183333333333334;3.5139999999999967;9.866666666666667
30965897;3738278157;0.8750000000000001;2.716666666666666;0.8750000000000001;2.7666666666666666
30965897;30985399;;;;
1003536524;441230275;3.7129999999999983;9.316666666666665;3.7129999999999983;9.049999999999997
1003536524;3738278157;2.03;6.633333333333334;2.03;7.299999999999998
1003536524;30985399;;;;
30965903;441230275;5.7139999999999995;14.650000000000004;5.709999999999999;14.916666666666666
30965903;3738278157;3.828999999999999;9.000000000000002;3.824999999999999;8.433333333333332
30965903;30985399;;;;
10800496792;441230275;2.314999999999999;5.749999999999999;2.314999999999999;5.833333333333332
10800496792;3738278157;4.864999999999998;13.533333333333344;4.864999999999998;13.666666666666675
10800496792;30985399;;;;
30965914;441230275;5.555;14.200000000000003;5.550999999999999;14.583333333333334
30965914;3738278157;3.6699999999999986;8.549999999999999;3.6659999999999986;8.1
30965914;30985399;;;;
10806935725;441230275;;;;
10806935725;3738278157;;;;
10806935725;30985399;;;;
10234618053;441230275;2.4409999999999994;5.9833333333333325;2.4409999999999994;6.0666666666666655
10234618053;3738278157;4.618999999999997;12.900000000000007;4.618999999999997;12.900000000000007
10234618053;30985399;;;;
3707248845;441230275;;;;
3707248845;3738278157;;;;
3707248845;30985399;;;;
3707248901;441230275;0.427;1.7333333333333334;0.427;1.9166666666666665
3707248901;3738278157;4.128999999999997;10.433333333333337;4.1279999999999974;10.950000000000005
3707248901;30985399;;;;
30966027;441230275;4.283999999999997;10.383333333333335;4.283999999999997;10.200000000000003
30966027;3738278157;1.5960000000000003;5.066666666666667;1.5960000000000003;5.366666666666666
30966027;30985399;;;;
30966031;441230275;4.0589999999999975;10.266666666666667;4.0589999999999975;10.51666666666667
30966031;3738278157;2.5629999999999997;7.9833333333333325;2.5629999999999997;8.466666666666665
30966031;30985399;;;;
30966033;441230275;4.271999999999997;10.750000000000004;4.271999999999997;11.000000000000005
30966033;3738278157;2.776;8.466666666666667;2.776;8.949999999999998
30966033;30985399;;;;
30966034;441230275;4.328999999999997;10.916666666666671;4.328999999999997;11.150000000000006
30966034;3738278157;2.8329999999999997;8.633333333333335;2.8329999999999997;9.099999999999998
30966034;30985399;;;;
30966036;441230275;;;;
30966036;3738278157;;;;
30966036;30985399;;;;
4431946010;441230275;1.4549999999999994;3.233333333333333;1.4549999999999994;3.2833333333333328
4431946010;3738278157;5.329999999999998;12.23333333333334;5.328999999999998;12.600000000000005
4431946010;30985399;;;;
4431946011;441230275;2.4459999999999993;4.8999999999999995;2.4459999999999993;4.75
