osmid,y,x,street_count,highway,geometry
803941946,-13.5285249,-71.9726358,4,,POINT (-71.97263580000001 -13.5285249)
803941974,-13.5286101,-71.9721705,3,,POINT (-71.9721705 -13.5286101)
803941976,-13.5283102,-71.9717338,3,,POINT (-71.9717338 -13.5283102)
803942046,-13.525344,-71.9723612,4,,POINT (-71.97236119999999 -13.525344)
821881310,-13.4992218,-71.9851373,3,,POINT (-71.98513730000001 -13.4992218)
821881338,-13.4986198,-71.9853726,3,,POINT (-71.98537260000001 -13.4986198)
821881388,-13.5024939,-71.9819349,3,,POINT (-71.9819349 -13.5024939)
821881393,-13.5027533,-71.9811538,3,,POINT (-71.9811538 -13.5027533)
821881394,-13.5029467,-71.9811089,3,,POINT (-71.9811089 -13.5029467)
858894008,-13.5184566,-71.9639244,3,,POINT (-71.9639244 -13.5184566)
858894014,-13.5183612,-71.964274,3,,POINT (-71.964274 -13.5183612)
874430431,-13.4788704,-71.9237164,4,,POINT (-71.9237164 -13.4788704)
874430451,-13.4761702,-71.9235782,3,,POINT (-71.92357819999999 -13.4761702)
874430452,-13.4754526,-71.9264344,4,,POINT (-71.92643440000001 -13.4754526)
874430453,-13.4752472,-71.9271493,3,,POINT (-71.9271493 -13.4752472)
874430492,-13.4779784,-71.9229273,4,,POINT (-71.9229273 -13.4779784)
874430499,-13.478011,-71.9221325,4,,POINT (-71.9221325 -13.478011)
874430501,-13.4777553,-71.9236868,3,,POINT (-71.9236868 -13.4777553)
874430502,-13.4802959,-71.9238813,3,,POINT (-71.92388130000001 -13.4802959)
958714064,-13.538774,-71.9097872,4,,POINT (-71.9097872 -13.538774)
958714088,-13.5397352,-71.9103229,4,,POINT (-71.9103229 -13.5397352)
958714131,-13.5400692,-71.9316679,4,,POINT (-71.93166789999999 -13.5400692)
958714143,-13.5401038,-71.9310717,3,,POINT (-71.9310717 -13.5401038)
958714147,-13.5376332,-71.9090661,3,,POINT (-71.9090661 -13.5376332)
959454325,-13.5431649,-71.9851502,3,,POINT (-71.98515020000001 -13.5431649)
960963761,-13.5056376,-71.9866461,1,,POINT (-71.9866461 -13.5056376)
960976276,-13.4920307,-71.9871142,3,,POINT (-71.98711419999999 -13.4920307)
960976345,-13.488464,-71.9838506,3,,POINT (-71.9838506 -13.488464)
965490080,-13.5147211,-71.9794332,1,,POINT (-71.9794332 -13.5147211)
965542844,-13.51286,-71.9791243,3,,POINT (-71.9791243 -13.51286)
965542845,-13.5125973,-71.9785698,3,,POINT (-71.9785698 -13.5125973)
965579365,-13.5219279,-71.9823845,3,,POINT (-71.98238449999999 -13.5219279)
965598705,-13.5179078,-71.9813442,3,,POINT (-71.9813442 -13.5179078)
965631020,-13.5206326,-71.9776532,3,,POINT (-71.97765320000001 -13.5206326)
965633545,-13.524852,-71.9759917,3,,POINT (-71.97599169999999 -13.524852)
965652689,-13.5247629,-71.9679946,3,,POINT (-71.9679946 -13.5247629)
966366543,-13.5182284,-71.9496701,3,,POINT (-71.94967010000001 -13.5182284)
966366576,-13.5197638,-71.9483803,3,,POINT (-71.9483803 -13.5197638)
966366586,-13.5199773,-71.9486322,4,,POINT (-71.94863220000001 -13.5199773)
966366594,-13.5205523,-71.9488078,3,,POINT (-71.9488078 -13.5205523)
966366638,-13.5183867,-71.9504611,3,,POINT (-71.9504611 -13.5183867)
966366647,-13.5185601,-71.949799,4,,POINT (-71.949799 -13.5185601)
966366733,-13.519667,-71.9496477,3,,POINT (-71.9496477 -13.519667)
966366877,-13.5186018,-71.9516811,3,,POINT (-71.9516811 -13.5186018)
966366930,-13.5182556,-71.9515376,3,,POINT (-71.95153759999999 -13.5182556)
966366938,-13.5177946,-71.9526634,3,,POINT (-71.95266340000001 -13.5177946)
966366981,-13.5179648,-71.9514256,3,,POINT (-71.95142559999999 -13.5179648)
966366994,-13.5175339,-71.9524784,3,,POINT (-71.9524784 -13.5175339)
966367062,-13.5189258,-71.9518138,3,,POINT (-71.9518138 -13.5189258)
966367077,-13.518553,-71.9526874,4,,POINT (-71.9526874 -13.518553)
966367121,-13.5187887,-71.9511568,4,,POINT (-71.95115680000001 -13.5187887)
966367130,-13.5187193,-71.950554,3,,POINT (-71.950554 -13.5187193)
966367344,-13.5182152,-71.9529164,3,,POINT (-71.95291640000001 -13.5182152)
966367416,-13.5201859,-71.9533287,1,,POINT (-71.9533287 -13.5201859)
966367423,-13.5209115,-71.9534851,3,,POINT (-71.95348509999999 -13.5209115)
966367477,-13.5207568,-71.9541623,3,,POINT (-71.95416229999999 -13.5207568)
966367489,-13.5204461,-71.9540942,3,,POINT (-71.9540942 -13.5204461)
966367566,-13.5207436,-71.9529547,3,,POINT (-71.95295470000001 -13.5207436)
966367866,-13.5228418,-71.9452846,3,,POINT (-71.94528459999999 -13.5228418)
966367958,-13.5213321,-71.9459674,1,,POINT (-71.9459674 -13.5213321)
966367986,-13.5207751,-71.9510314,3,,POINT (-71.95103140000001 -13.5207751)
966368486,-13.5209019,-71.9473623,3,,POINT (-71.94736229999999 -13.5209019)
966368576,-13.5225552,-71.9463071,3,,POINT (-71.9463071 -13.5225552)
966368590,-13.5241917,-71.944535,3,,POINT (-71.944535 -13.5241917)
966368790,-13.5254643,-71.9423458,3,,POINT (-71.9423458 -13.5254643)
966368797,-13.5235385,-71.9423718,3,,POINT (-71.9423718 -13.5235385)
966368812,-13.524531,-71.9432096,3,,POINT (-71.9432096 -13.524531)
966368822,-13.5234288,-71.9428064,4,,POINT (-71.94280639999999 -13.5234288)
966368896,-13.5225292,-71.9439561,1,,POINT (-71.94395609999999 -13.5225292)
966368905,-13.5228015,-71.9438044,1,,POINT (-71.9438044 -13.5228015)
966368943,-13.5220256,-71.9445866,3,,POINT (-71.94458659999999 -13.5220256)
966368948,-13.5231513,-71.9442364,3,,POINT (-71.94423639999999 -13.5231513)
966369101,-13.5225634,-71.9425948,4,,POINT (-71.94259479999999 -13.5225634)
966369115,-13.5232592,-71.939664,3,,POINT (-71.93966399999999 -13.5232592)
966369131,-13.5216589,-71.9441913,3,,POINT (-71.9441913 -13.5216589)
966369691,-13.5224789,-71.9430203,4,,POINT (-71.9430203 -13.5224789)
966369748,-13.5210693,-71.941776,3,,POINT (-71.941776 -13.5210693)
966369750,-13.5226569,-71.9421615,3,,POINT (-71.9421615 -13.5226569)
966441064,-13.4938585,-71.987507,1,,POINT (-71.98750699999999 -13.4938585)
966441198,-13.5070771,-72.0054844,1,,POINT (-72.0054844 -13.5070771)
966441201,-13.505901,-72.0053856,4,,POINT (-72.0053856 -13.505901)
966441271,-13.5010865,-72.0066717,3,,POINT (-72.0066717 -13.5010865)
966441278,-13.5001852,-72.0073433,3,,POINT (-72.0073433 -13.5001852)
966441279,-13.4993605,-72.0073737,3,,POINT (-72.0073737 -13.4993605)
966441283,-13.4990537,-72.0073452,3,,POINT (-72.0073452 -13.4990537)
966441317,-13.4955218,-72.0091429,3,,POINT (-72.0091429 -13.4955218)
966441322,-13.4950722,-72.0107648,3,,POINT (-72.0107648 -13.4950722)
966441373,-13.4886489,-72.0091742,3,,POINT (-72.0091742 -13.4886489)
966454560,-13.4712003,-71.9977155,1,,POINT (-71.9977155 -13.4712003)
967307237,-13.5120408,-71.9778338,1,,POINT (-71.9778338 -13.5120408)
967430379,-13.5161824,-71.9500053,1,,POINT (-71.9500053 -13.5161824)
967430387,-13.5171009,-71.9495662,1,,POINT (-71.94956620000001 -13.5171009)
967430420,-13.5196618,-71.9473999,3,,POINT (-71.94739989999999 -13.5196618)
967430519,-13.5149943,-71.9446586,3,,POINT (-71.9446586 -13.5149943)
967430554,-13.5129286,-71.9474536,1,,POINT (-71.9474536 -13.5129286)
967430731,-13.5083446,-71.9502176,3,,POINT (-71.9502176 -13.5083446)
967430778,-13.5072376,-71.9430886,3,,POINT (-71.9430886 -13.5072376)
967431173,-13.502119,-71.9519968,1,,POINT (-71.9519968 -13.502119)
967431405,-13.5146625,-71.9382096,1,,POINT (-71.93820959999999 -13.5146625)
967431608,-13.5128141,-71.9419868,3,,POINT (-71.9419868 -13.5128141)
967431625,-13.5108149,-71.9419102,3,,POINT (-71.9419102 -13.5108149)
967431654,-13.5088002,-71.942119,3,,POINT (-71.94211900000001 -13.5088002)
967431871,-13.5222538,-71.9450056,3,,POINT (-71.9450056 -13.5222538)
967431873,-13.5219293,-71.9451798,1,,POINT (-71.94517980000001 -13.5219293)
967432069,-13.5080169,-71.9675263,1,,POINT (-71.9675263 -13.5080169)
967432626,-13.5089161,-71.9600275,3,,POINT (-71.9600275 -13.5089161)
967432634,-13.509528,-71.9638954,3,,POINT (-71.9638954 -13.509528)
967432640,-13.5085557,-71.9635586,3,,POINT (-71.9635586 -13.5085557)
967432677,-13.5103533,-71.9613666,3,,POINT (-71.96136660000001 -13.5103533)
967432807,-13.5123032,-71.9603608,3,,POINT (-71.9603608 -13.5123032)
967432825,-13.5131627,-71.9608359,3,,POINT (-71.96083590000001 -13.5131627)
967432834,-13.5082826,-71.964137,3,,POINT (-71.96413699999999 -13.5082826)
967432847,-13.5103151,-71.9600989,3,,POINT (-71.96009890000001 -13.5103151)
967432857,-13.5067489,-71.9635521,3,,POINT (-71.9635521 -13.5067489)
967432859,-13.5073059,-71.963011,3,,POINT (-71.96301099999999 -13.5073059)
967432864,-13.5080413,-71.9614247,3,,POINT (-71.96142469999999 -13.5080413)
967432869,-13.5100603,-71.9596103,3,,POINT (-71.95961029999999 -13.5100603)
967432873,-13.5080712,-71.9632845,3,,POINT (-71.9632845 -13.5080712)
967432876,-13.508792,-71.9617728,3,,POINT (-71.96177280000001 -13.508792)
967432922,-13.5139598,-71.9668527,3,,POINT (-71.9668527 -13.5139598)
967433029,-13.5108486,-71.9582205,3,,POINT (-71.9582205 -13.5108486)
967454091,-13.5179434,-71.9345543,3,,POINT (-71.9345543 -13.5179434)
967454144,-13.5113682,-71.9400501,3,,POINT (-71.94005009999999 -13.5113682)
967482346,-13.4831817,-71.9214693,3,,POINT (-71.9214693 -13.4831817)
967482448,-13.4883588,-71.9131304,3,,POINT (-71.9131304 -13.4883588)
967482450,-13.4872727,-71.9141885,3,,POINT (-71.91418849999999 -13.4872727)
967482463,-13.4824871,-71.9213874,4,,POINT (-71.9213874 -13.4824871)
967482472,-13.5256023,-71.9377772,4,,POINT (-71.9377772 -13.5256023)
967482473,-13.5267973,-71.9379801,4,,POINT (-71.9379801 -13.5267973)
967482474,-13.5274991,-71.9380733,4,,POINT (-71.9380733 -13.5274991)
967482476,-13.5284698,-71.9382586,3,,POINT (-71.9382586 -13.5284698)
967482477,-13.5253397,-71.9383794,4,,POINT (-71.9383794 -13.5253397)
967482479,-13.5266868,-71.938659,3,,POINT (-71.938659 -13.5266868)
967482480,-13.529112,-71.9360136,4,traffic_signals,POINT (-71.9360136 -13.529112)
967482482,-13.5275097,-71.9356306,3,,POINT (-71.9356306 -13.5275097)
967482487,-13.526126,-71.9365087,3,,POINT (-71.9365087 -13.526126)
967482488,-13.5260517,-71.9366764,4,,POINT (-71.9366764 -13.5260517)
967482501,-13.5224088,-71.9359771,3,,POINT (-71.9359771 -13.5224088)
967482502,-13.5224203,-71.9355942,3,,POINT (-71.9355942 -13.5224203)
967482504,-13.5233813,-71.9357,3,,POINT (-71.9357 -13.5233813)
967482508,-13.5244322,-71.9355458,3,,POINT (-71.9355458 -13.5244322)
967482509,-13.5244484,-71.9352975,3,,POINT (-71.9352975 -13.5244484)
967482512,-13.5251337,-71.9354734,3,,POINT (-71.93547340000001 -13.5251337)
967482523,-13.527103,-71.9350862,3,,POINT (-71.9350862 -13.527103)
967482525,-13.5275603,-71.9346527,5,,POINT (-71.9346527 -13.5275603)
967482526,-13.5278802,-71.9346734,3,,POINT (-71.93467339999999 -13.5278802)
967482527,-13.5288206,-71.934835,4,,POINT (-71.93483500000001 -13.5288206)
967482528,-13.5294092,-71.9349367,4,,POINT (-71.93493669999999 -13.5294092)
967482538,-13.5258115,-71.9401925,3,,POINT (-71.94019249999999 -13.5258115)
967482539,-13.5264152,-71.9403009,3,,POINT (-71.9403009 -13.5264152)
967482540,-13.5268856,-71.9403686,3,,POINT (-71.9403686 -13.5268856)
967482541,-13.5270818,-71.9398204,3,,POINT (-71.9398204 -13.5270818)
967482543,-13.5259026,-71.9396364,3,traffic_signals,POINT (-71.9396364 -13.5259026)
967482544,-13.5272414,-71.9398502,3,,POINT (-71.9398502 -13.5272414)
967482545,-13.5279808,-71.9400047,3,,POINT (-71.9400047 -13.5279808)
967482546,-13.5277937,-71.936325,1,,POINT (-71.936325 -13.5277937)
967482622,-13.5060091,-71.9345696,4,,POINT (-71.9345696 -13.5060091)
967482623,-13.5069024,-71.9340233,4,,POINT (-71.93402330000001 -13.5069024)
967482663,-13.5260785,-71.9385463,3,,POINT (-71.9385463 -13.5260785)
967482726,-13.4982508,-71.9338791,3,,POINT (-71.9338791 -13.4982508)
967482733,-13.4985708,-71.9341357,3,,POINT (-71.9341357 -13.4985708)
967482746,-13.5002329,-71.9343267,3,,POINT (-71.9343267 -13.5002329)
967482753,-13.5005258,-71.9342341,3,,POINT (-71.9342341 -13.5005258)
967482779,-13.5058874,-71.9330811,3,,POINT (-71.9330811 -13.5058874)
967482782,-13.5065641,-71.9336307,3,,POINT (-71.93363069999999 -13.5065641)
967482789,-13.507705,-71.9341416,3,,POINT (-71.9341416 -13.507705)
967482809,-13.5087697,-71.9319644,3,,POINT (-71.9319644 -13.5087697)
967482824,-13.5103642,-71.9309865,3,,POINT (-71.9309865 -13.5103642)
967482840,-13.5113406,-71.9342395,3,,POINT (-71.9342395 -13.5113406)
967495960,-13.5315576,-71.9162278,3,,POINT (-71.9162278 -13.5315576)
967495962,-13.529522,-71.9167887,3,,POINT (-71.9167887 -13.529522)
967495973,-13.5314905,-71.9151782,3,,POINT (-71.9151782 -13.5314905)
967495979,-13.5303947,-71.9164027,3,,POINT (-71.91640270000001 -13.5303947)
967496021,-13.5151098,-71.9274098,4,,POINT (-71.92740980000001 -13.5151098)
967496025,-13.515497,-71.9256261,3,,POINT (-71.9256261 -13.515497)
967496028,-13.5156122,-71.9256432,3,,POINT (-71.9256432 -13.5156122)
967496033,-13.5171797,-71.9210593,3,,POINT (-71.9210593 -13.5171797)
967496044,-13.520169,-71.9196174,3,,POINT (-71.91961740000001 -13.520169)
967496047,-13.5212455,-71.9196595,4,,POINT (-71.91965949999999 -13.5212455)
967496051,-13.5213818,-71.9190165,3,,POINT (-71.9190165 -13.5213818)
967496052,-13.5211809,-71.9188783,4,,POINT (-71.9188783 -13.5211809)
967496072,-13.5217749,-71.9163229,3,,POINT (-71.9163229 -13.5217749)
967496073,-13.5213375,-71.9158025,3,,POINT (-71.9158025 -13.5213375)
967496076,-13.5209096,-71.9153559,3,,POINT (-71.91535589999999 -13.5209096)
967496077,-13.5198229,-71.9145753,3,,POINT (-71.9145753 -13.5198229)
967496078,-13.5303438,-71.9316211,4,,POINT (-71.9316211 -13.5303438)
967496083,-13.5291837,-71.9302712,1,,POINT (-71.93027120000001 -13.5291837)
967496088,-13.5306125,-71.9306897,3,,POINT (-71.9306897 -13.5306125)
967496093,-13.5255709,-71.9296357,3,,POINT (-71.92963570000001 -13.5255709)
967496102,-13.5236047,-71.9278867,3,,POINT (-71.9278867 -13.5236047)
967496109,-13.5224002,-71.9270348,3,,POINT (-71.9270348 -13.5224002)
967496112,-13.5224946,-71.9262814,3,,POINT (-71.92628139999999 -13.5224946)
967496120,-13.5228084,-71.924836,4,,POINT (-71.924836 -13.5228084)
967496122,-13.5229272,-71.9244043,4,,POINT (-71.92440430000001 -13.5229272)
967496135,-13.523204,-71.9213627,4,,POINT (-71.9213627 -13.523204)
967496138,-13.5229185,-71.920483,4,,POINT (-71.920483 -13.5229185)
967496142,-13.5220357,-71.9196749,3,,POINT (-71.9196749 -13.5220357)
967496200,-13.5312732,-71.9140236,3,,POINT (-71.91402359999999 -13.5312732)
967496206,-13.5311282,-71.9126508,3,,POINT (-71.91265079999999 -13.5311282)
967496213,-13.531,-71.9125689,3,,POINT (-71.9125689 -13.531)
967496224,-13.5295868,-71.9122098,3,,POINT (-71.9122098 -13.5295868)
967496228,-13.5296213,-71.9126516,3,,POINT (-71.9126516 -13.5296213)
967496232,-13.5296521,-71.9132018,3,,POINT (-71.9132018 -13.5296521)
967496248,-13.532385,-71.9130453,3,,POINT (-71.91304529999999 -13.532385)
967496260,-13.5323891,-71.9121015,3,,POINT (-71.91210150000001 -13.5323891)
967496281,-13.5324213,-71.9125606,3,,POINT (-71.91256060000001 -13.5324213)
967496286,-13.5315884,-71.9146911,3,,POINT (-71.9146911 -13.5315884)
967496287,-13.5298677,-71.9144709,1,,POINT (-71.9144709 -13.5298677)
967496670,-13.5202314,-71.9141407,3,,POINT (-71.9141407 -13.5202314)
967496671,-13.5208786,-71.9145557,3,,POINT (-71.91455569999999 -13.5208786)
967496672,-13.5211178,-71.9144419,3,,POINT (-71.9144419 -13.5211178)
967496689,-13.5234224,-71.9130781,3,,POINT (-71.91307810000001 -13.5234224)
967496711,-13.5259139,-71.9126817,4,,POINT (-71.91268169999999 -13.5259139)
967496728,-13.5272804,-71.9126573,3,,POINT (-71.91265730000001 -13.5272804)
967510962,-13.4881206,-71.9804822,1,,POINT (-71.9804822 -13.4881206)
967516123,-13.4805527,-71.9725455,1,,POINT (-71.9725455 -13.4805527)
967546259,-13.5115065,-71.9867795,3,,POINT (-71.9867795 -13.5115065)
967546281,-13.5124249,-71.987936,3,,POINT (-71.987936 -13.5124249)
967546303,-13.5105859,-71.9880997,3,,POINT (-71.98809970000001 -13.5105859)
967546306,-13.5107784,-71.9877888,3,,POINT (-71.9877888 -13.5107784)
967546308,-13.5111532,-71.9873109,3,,POINT (-71.9873109 -13.5111532)
967546359,-13.5095529,-71.9864104,1,,POINT (-71.9864104 -13.5095529)
967570559,-13.5452738,-71.8805237,3,,POINT (-71.8805237 -13.5452738)
967570561,-13.5440653,-71.8842536,3,,POINT (-71.88425359999999 -13.5440653)
967570565,-13.543508,-71.8857254,4,,POINT (-71.8857254 -13.543508)
967570571,-13.5420975,-71.8900995,5,,POINT (-71.89009950000001 -13.5420975)
967570581,-13.5415131,-71.8915373,3,,POINT (-71.8915373 -13.5415131)
967570585,-13.5406876,-71.8936718,3,,POINT (-71.89367180000001 -13.5406876)
967570588,-13.5404805,-71.8942474,3,,POINT (-71.8942474 -13.5404805)
967570592,-13.5400016,-71.8955069,3,,POINT (-71.8955069 -13.5400016)
967570598,-13.5397744,-71.8959949,4,,POINT (-71.89599490000001 -13.5397744)
967570602,-13.5390238,-71.8971449,3,,POINT (-71.8971449 -13.5390238)
967570614,-13.5384397,-71.9002732,4,,POINT (-71.9002732 -13.5384397)
967570644,-13.5460333,-71.8806254,5,,POINT (-71.8806254 -13.5460333)
967570656,-13.5485283,-71.8739614,4,,POINT (-71.8739614 -13.5485283)
967570670,-13.5438123,-71.8826433,4,,POINT (-71.8826433 -13.5438123)
967570676,-13.5415557,-71.8819012,3,,POINT (-71.8819012 -13.5415557)
967570680,-13.5416773,-71.883525,3,,POINT (-71.88352500000001 -13.5416773)
967570682,-13.5412457,-71.8800089,3,,POINT (-71.88000890000001 -13.5412457)
967570686,-13.542016,-71.8799997,3,,POINT (-71.8799997 -13.542016)
967570719,-13.5414239,-71.8842346,3,,POINT (-71.8842346 -13.5414239)
967570726,-13.5420165,-71.8877533,3,,POINT (-71.8877533 -13.5420165)
967570738,-13.5395855,-71.8870319,3,,POINT (-71.8870319 -13.5395855)
967570747,-13.5370227,-71.8873981,4,,POINT (-71.8873981 -13.5370227)
967570761,-13.533106,-71.8878723,1,,POINT (-71.8878723 -13.533106)
967570974,-13.5204282,-71.8874,1,,POINT (-71.8874 -13.5204282)
967571187,-13.5285882,-71.8908425,3,,POINT (-71.89084250000001 -13.5285882)
967571192,-13.5289316,-71.8915061,3,,POINT (-71.8915061 -13.5289316)
967571214,-13.5281093,-71.8943114,3,,POINT (-71.89431140000001 -13.5281093)
967571223,-13.5278616,-71.8958756,3,,POINT (-71.8958756 -13.5278616)
967571237,-13.5296454,-71.8964205,3,,POINT (-71.8964205 -13.5296454)
967571242,-13.5306867,-71.8969979,3,,POINT (-71.8969979 -13.5306867)
967571263,-13.5411671,-71.884999,4,,POINT (-71.88499899999999 -13.5411671)
967571268,-13.5425563,-71.8837849,4,,POINT (-71.88378489999999 -13.5425563)
968043925,-13.4862878,-72.0187819,3,,POINT (-72.01878189999999 -13.4862878)
968043977,-13.4785267,-72.0231952,3,,POINT (-72.0231952 -13.4785267)
968043981,-13.4775397,-72.0234024,3,traffic_mirror,POINT (-72.02340239999999 -13.4775397)
968141116,-13.5260062,-71.873244,3,,POINT (-71.873244 -13.5260062)
968141312,-13.520233,-71.8712094,3,,POINT (-71.8712094 -13.520233)
968141336,-13.5187843,-71.8695203,3,,POINT (-71.8695203 -13.5187843)
968141414,-13.5138529,-71.8628865,3,,POINT (-71.8628865 -13.5138529)
968141510,-13.5118228,-71.8501808,3,,POINT (-71.8501808 -13.5118228)
968141877,-13.4996315,-71.8258461,1,,POINT (-71.82584610000001 -13.4996315)
968344963,-13.5214852,-71.8398131,1,,POINT (-71.8398131 -13.5214852)
968345682,-13.5551964,-71.8490852,1,,POINT (-71.8490852 -13.5551964)
968345691,-13.5545703,-71.8488922,3,,POINT (-71.84889219999999 -13.5545703)
968356022,-13.5456062,-71.8741049,3,,POINT (-71.87410490000001 -13.5456062)
968356027,-13.5442169,-71.8732681,4,,POINT (-71.8732681 -13.5442169)
970681221,-13.5549259,-71.9892203,3,,POINT (-71.9892203 -13.5549259)
970681259,-13.5574838,-71.9887375,1,,POINT (-71.9887375 -13.5574838)
978157472,-13.5151943,-71.96843,3,,POINT (-71.96843 -13.5151943)
978157475,-13.5149743,-71.9683956,3,,POINT (-71.96839559999999 -13.5149743)
991381332,-13.5185783,-71.9575921,3,,POINT (-71.9575921 -13.5185783)
993167473,-13.5264363,-71.9764371,3,,POINT (-71.9764371 -13.5264363)
993167475,-13.5296323,-71.9737981,4,,POINT (-71.9737981 -13.5296323)
993167500,-13.5197052,-71.9657821,3,,POINT (-71.9657821 -13.5197052)
993167504,-13.5256208,-71.9802938,3,,POINT (-71.9802938 -13.5256208)
993167516,-13.5180179,-71.9661787,1,,POINT (-71.9661787 -13.5180179)
993167519,-13.5300094,-71.9727789,4,,POINT (-71.97277889999999 -13.5300094)
993167524,-13.5243772,-71.977838,4,,POINT (-71.97783800000001 -13.5243772)
993167548,-13.5195979,-71.9668611,3,,POINT (-71.9668611 -13.5195979)
993167565,-13.5288873,-71.9764208,3,,POINT (-71.9764208 -13.5288873)
993167583,-13.5258434,-71.9797733,4,,POINT (-71.97977330000001 -13.5258434)
993167589,-13.5238998,-71.9852916,3,,POINT (-71.9852916 -13.5238998)
993167620,-13.5299734,-71.9735303,3,,POINT (-71.97353029999999 -13.5299734)
993167646,-13.5291992,-71.9741872,3,,POINT (-71.9741872 -13.5291992)
993167679,-13.5178157,-71.9668986,1,,POINT (-71.96689859999999 -13.5178157)
993167681,-13.5292407,-71.9753696,3,,POINT (-71.97536959999999 -13.5292407)
993167684,-13.5263343,-71.9785597,3,,POINT (-71.97855970000001 -13.5263343)
993167698,-13.5189172,-71.9663469,3,,POINT (-71.9663469 -13.5189172)
993167710,-13.5253545,-71.9801682,3,,POINT (-71.98016819999999 -13.5253545)
993167737,-13.5255663,-71.9796504,3,,POINT (-71.9796504 -13.5255663)
993167755,-13.5232294,-71.9840128,4,,POINT (-71.9840128 -13.5232294)
993167762,-13.5245125,-71.9837049,3,,POINT (-71.98370490000001 -13.5245125)
993167767,-13.5254718,-71.9836648,4,traffic_signals,POINT (-71.9836648 -13.5254718)
993167783,-13.5189317,-71.9668558,3,,POINT (-71.9668558 -13.5189317)
993167784,-13.5270784,-71.9762276,3,,POINT (-71.9762276 -13.5270784)
993167808,-13.5288752,-71.9732486,3,,POINT (-71.97324860000001 -13.5288752)
993167813,-13.5297498,-71.971976,3,,POINT (-71.971976 -13.5297498)
993167823,-13.5251747,-71.9829977,4,,POINT (-71.9829977 -13.5251747)
993167826,-13.5181444,-71.96574,1,,POINT (-71.96574 -13.5181444)
993167827,-13.5274291,-71.9844011,3,,POINT (-71.9844011 -13.5274291)
993167829,-13.529915,-71.9728217,3,,POINT (-71.9728217 -13.529915)
993167846,-13.5292504,-71.9802767,3,,POINT (-71.9802767 -13.5292504)
993167848,-13.5302474,-71.9737603,1,,POINT (-71.9737603 -13.5302474)
993167855,-13.524957,-71.9780166,4,,POINT (-71.9780166 -13.524957)
993167856,-13.52891,-71.9814345,3,,POINT (-71.98143450000001 -13.52891)
993167860,-13.5184173,-71.9668005,3,,POINT (-71.96680050000001 -13.5184173)
993167868,-13.5263551,-71.9806185,3,,POINT (-71.98061850000001 -13.5263551)
993167872,-13.5257301,-71.9815422,3,,POINT (-71.98154220000001 -13.5257301)
993167878,-13.5185261,-71.9662969,4,,POINT (-71.9662969 -13.5185261)
993167891,-13.5265878,-71.9760485,3,,POINT (-71.9760485 -13.5265878)
993167892,-13.5254577,-71.9822571,3,,POINT (-71.9822571 -13.5254577)
993167896,-13.5249973,-71.9800201,3,,POINT (-71.9800201 -13.5249973)
993167901,-13.5296296,-71.9720949,3,,POINT (-71.9720949 -13.5296296)
993167921,-13.5255339,-71.978679,4,,POINT (-71.978679 -13.5255339)
993167934,-13.5196771,-71.9663337,3,,POINT (-71.96633370000001 -13.5196771)
993167940,-13.5247182,-71.9856085,3,,POINT (-71.9856085 -13.5247182)
993194382,-13.5265025,-71.9659519,3,,POINT (-71.96595189999999 -13.5265025)
993194384,-13.5272229,-71.9660354,4,,POINT (-71.9660354 -13.5272229)
993194387,-13.5278677,-71.9661463,3,,POINT (-71.96614630000001 -13.5278677)
995445928,-13.5259931,-71.9641999,3,,POINT (-71.9641999 -13.5259931)
995445930,-13.5249648,-71.9645829,4,,POINT (-71.9645829 -13.5249648)
995445933,-13.5306604,-71.9703531,4,,POINT (-71.9703531 -13.5306604)
995445946,-13.5248639,-71.9645515,3,,POINT (-71.9645515 -13.5248639)
995445958,-13.524185,-71.9671087,4,,POINT (-71.9671087 -13.524185)
995445964,-13.5303172,-71.9694889,3,,POINT (-71.9694889 -13.5303172)
995446056,-13.5265791,-71.963267,3,,POINT (-71.963267 -13.5265791)
995446104,-13.5245089,-71.9655965,4,,POINT (-71.9655965 -13.5245089)
995446130,-13.5239437,-71.9688232,4,,POINT (-71.9688232 -13.5239437)
995446142,-13.5264884,-71.9641617,3,,POINT (-71.96416170000001 -13.5264884)
995446154,-13.5305519,-71.9698933,3,,POINT (-71.9698933 -13.5305519)
995446222,-13.5307348,-71.9709282,3,,POINT (-71.9709282 -13.5307348)
995446224,-13.5266652,-71.9646214,3,,POINT (-71.9646214 -13.5266652)
995446265,-13.528818,-71.9703777,3,stop,POINT (-71.9703777 -13.528818)
995446272,-13.5319023,-71.9697192,3,,POINT (-71.9697192 -13.5319023)
995446276,-13.526876,-71.9642153,3,,POINT (-71.96421530000001 -13.526876)
995446285,-13.5258782,-71.9647205,3,,POINT (-71.9647205 -13.5258782)
995446292,-13.5236537,-71.9709228,4,,POINT (-71.9709228 -13.5236537)
995446302,-13.5256852,-71.9628439,4,,POINT (-71.9628439 -13.5256852)
995446309,-13.5237965,-71.9698665,4,,POINT (-71.96986649999999 -13.5237965)
1003536462,-13.533455,-71.9642069,3,,POINT (-71.96420689999999 -13.533455)
1003536524,-13.5335236,-71.96353,3,,POINT (-71.96353000000001 -13.5335236)
1003599362,-13.5352183,-71.9604707,3,,POINT (-71.9604707 -13.5352183)
1003599369,-13.5265628,-71.9491997,3,,POINT (-71.94919969999999 -13.5265628)
