source;amenity;wazeinfo0800_km;wazeinfo1400_minutes;wazeinfo1400_km;wazeinfo0800_minutes
3251923139;bank;0.065;0.5166666666666667;0.065;0.43333333333333335
3251924285;bank;0.15100000000000002;0.4166666666666667;0.15100000000000002;0.4833333333333333
3251924288;bank;0.139;0.4;0.139;0.4666666666666667
3251924289;bank;0.0;0.0;0.0;0.0
3255947716;school;0.068;0.08333333333333334;0.068;0.1
3255947727;school;0.18000000000000002;0.75;0.18000000000000002;1.1500000000000004
3255947728;school;0.051;0.08333333333333334;0.051;0.08333333333333334
3255947729;school;0.056000000000000015;0.08333333333333334;0.056000000000000015;0.08333333333333334
3255947735;school;0.064;0.08333333333333334;0.064;0.08333333333333334
3255947740;school;0.417;1.0333333333333332;0.417;1.2166666666666668
3255947755;school;0.3700000000000001;0.8833333333333332;0.3700000000000001;1.0666666666666669
3255947872;school;0.3810000000000001;0.9499999999999998;0.3810000000000001;1.1333333333333333
3255995208;school;0.15;0.18333333333333332;0.15;0.21666666666666667
3255995225;school;0.006999999999999999;0.0;0.006999999999999999;0.0
3255998563;school;0.002;0.016666666666666666;0.002;0.0
3255998584;school;0.042;0.1;0.042;0.06666666666666668
3257414098;school;0.051;0.08333333333333334;0.051;0.08333333333333334
3257423860;school;0.07400000000000001;0.16666666666666666;0.07400000000000001;0.16666666666666666
3257430562;school;0.07600000000000001;0.16666666666666666;0.07600000000000001;0.16666666666666666
3257430563;school;0.19;0.45;0.19;0.3333333333333333
3257430564;school;0.07600000000000001;0.16666666666666666;0.07600000000000001;0.16666666666666666
3257430567;school;0.091;0.26666666666666666;0.091;0.26666666666666666
3269164677;school;0.995;2.3500000000000005;0.995;2.466666666666667
3269164680;school;1.083;2.6000000000000005;1.083;3.05
3269164697;school;0.8560000000000001;2.2833333333333337;0.8560000000000001;2.1666666666666665
3269164702;school;1.1520000000000001;2.8500000000000005;1.1520000000000001;3.3
3269164705;school;1.086;2.6000000000000005;1.086;3.05
3269164737;school;1.224;3.1166666666666667;1.224;3.466666666666667
3269164740;school;1.228;3.1166666666666667;1.228;3.466666666666667
3269164747;school;1.275;3.2;1.275;3.583333333333333
3269170181;bank;0.35200000000000004;0.7833333333333333;0.35200000000000004;0.7833333333333333
3269170182;bank;0.409;0.9333333333333332;0.409;0.95
3269170183;bank;0.18100000000000002;0.43333333333333335;0.18100000000000002;0.43333333333333335
3269170184;bank;0.006999999999999999;0.0;0.006999999999999999;0.0
3269170187;bank;0.515;1.1666666666666663;0.515;1.1833333333333331
3269170188;bank;0.45899999999999996;1.0833333333333333;0.45899999999999996;1.0833333333333333
3269170190;bank;0.5720000000000001;1.25;0.5720000000000001;1.2666666666666666
3269170192;bank;0.617;1.3333333333333337;0.617;1.3333333333333333
3269170211;bank;0.7120000000000001;1.5;0.7120000000000001;1.5166666666666666
3269170213;bank;0.7440000000000001;1.5333333333333334;0.7440000000000001;1.5833333333333333
3269170218;school;0.85;1.7;0.85;1.7666666666666666
3269170225;bank;0.002;0.0;0.002;0.0
3269201801;school;0.2;0.4666666666666667;0.2;0.45
3269201807;school;0.934;2.5666666666666664;0.934;2.6
3269201808;school;0.935;2.5666666666666664;0.935;2.6
3269201817;school;0.934;2.5666666666666664;0.934;2.6
3269201818;school;1.011;2.7333333333333334;1.011;2.8166666666666664
3269201823;school;1.0459999999999998;2.833333333333333;1.0459999999999998;2.9
3269201831;school;0.48200000000000004;1.3166666666666669;0.48200000000000004;0.95
3269238678;school;0.8560000000000001;2.2833333333333337;0.8560000000000001;2.1666666666666665
3269238681;school;0.934;2.5666666666666664;0.934;2.6
3269238717;school;0.259;0.6166666666666667;0.259;0.6166666666666665
3269252106;school;0.9890000000000001;2.3833333333333333;0.9890000000000001;2.5166666666666666
3269252125;school;0.8140000000000002;1.6833333333333331;0.8140000000000002;1.6999999999999995
3269252127;school;0.7960000000000002;1.6666666666666663;0.7960000000000002;1.6833333333333331
3269253666;school;0.17600000000000002;0.6;0.17600000000000002;0.6
3269253710;school;0.5770000000000002;1.0666666666666669;0.5770000000000002;1.3666666666666667
3269626520;school;0.0;0.0;0.0;0.0
3279447968;school;0.457;0.7833333333333334;0.457;0.8333333333333333
3279447969;school;0.5740000000000001;1.0666666666666669;0.5740000000000001;1.3666666666666667
3293620432;school;0.0;0.0;0.0;0.0
3364723005;school;0.101;0.21666666666666667;0.101;0.2
3364723011;school;0.043;0.1;0.043;0.1
3380585879;school;0.0;0.0;0.0;0.0
3380586237;school;0.204;0.7166666666666667;0.204;0.9666666666666666
3380586258;hospital;0.0;0.0;0.0;0.0
3385451817;bank;0.015;0.016666666666666666;0.015;0.016666666666666666
3385451858;school;0.15300000000000002;0.35;0.15300000000000002;0.45
3385457900;school;0.244;0.5833333333333335;0.244;0.6000000000000001
3385467803;school;0.22000000000000006;0.45;0.22000000000000006;0.45
3398532785;school;0.3680000000000001;0.9333333333333332;0.3680000000000001;1.1166666666666667
3400536156;school;0.16;0.8;0.16;1.0
3400536157;bank;0.046000000000000006;0.18333333333333332;0.046000000000000006;0.16666666666666669
3400536331;school;0.243;0.5666666666666667;0.243;0.6666666666666667
3400536332;school;0.233;0.5333333333333333;0.233;0.6333333333333334
3400626383;school;0.001;0.0;0.001;0.0
3400651523;school;0.0;0.0;0.0;0.0
3400651530;school;0.6830000000000002;1.4;0.6830000000000002;1.4166666666666667
3400651532;school;0.023;0.05;0.023;0.03333333333333333
3400651534;school;0.07400000000000001;0.26666666666666666;0.07400000000000001;0.2833333333333333
3400714936;school;0.057;0.13333333333333333;0.057;0.13333333333333333
3400714967;school;0.0;0.0;0.0;0.0
3400714968;school;0.0;0.0;0.0;0.0
3400734776;school;0.057999999999999996;0.13333333333333333;0.057999999999999996;0.13333333333333333
3400735510;school;0.0;0.0;0.0;0.0
3422681607;school;0.4410000000000001;1.3166666666666669;0.4410000000000001;1.4666666666666666
3422689777;bank;0.13699999999999998;0.3999999999999998;0.13699999999999998;0.45
3422716188;school;0.172;0.35;0.172;0.35
3422716192;school;0.35300000000000004;1.1;0.35300000000000004;1.0333333333333334
3489865744;school;0.055000000000000014;0.4333333333333333;0.055000000000000014;0.4333333333333333
3593540887;school;0.022;0.06666666666666668;0.022;0.06666666666666668
3632221182;school;0.003;0.0;0.003;0.0
3696199598;school;0.28200000000000003;0.7166666666666667;0.28200000000000003;1.1
3696201479;school;0.005;0.03333333333333333;0.005;0.0
3696201736;school;0.674;1.25;0.674;1.25
3696201789;school;1.004;1.95;1.004;1.75
3696202207;school;0.0;0.0;0.0;0.0
3696202211;police;0.008;0.0;0.008;0.0
3696202214;school;0.015;0.05;0.015;0.05
3696202215;police;0.14200000000000002;0.13333333333333333;0.14200000000000002;0.15000000000000002
3696202219;school;0.111;0.21666666666666667;0.111;0.21666666666666667
3696202222;police;0.24500000000000005;0.5499999999999999;0.24500000000000005;0.5833333333333333
3696202224;school;0.16699999999999998;0.4166666666666666;0.16699999999999998;0.2333333333333333
3696204019;police;0.14500000000000002;0.13333333333333333;0.14500000000000002;0.15000000000000002
3696204022;police;0.24200000000000005;0.3999999999999999;0.24200000000000005;0.4166666666666666
3696204026;police;0.057999999999999996;0.2666666666666667;0.057999999999999996;0.15000000000000002
3696204029;school;0.0;0.0;0.0;0.0
3696204032;school;0.0;0.0;0.0;0.0
3696204034;school;0.044000000000000004;0.11666666666666667;0.044000000000000004;0.06666666666666668
3696204038;school;0.258;0.7833333333333332;0.258;0.7999999999999999
3696204039;school;0.366;1.0;0.366;0.9333333333333332
3696204041;school;0.316;0.7666666666666666;0.316;0.7999999999999999
3696204043;school;0.41600000000000004;1.0333333333333332;0.41600000000000004;1.0333333333333332
3696204046;school;0.6729999999999999;1.0333333333333332;0.6729999999999999;1.15
3696204892;school;0.22700000000000006;0.4833333333333333;0.22700000000000006;0.55
3696204894;school;0.12;0.2333333333333333;0.12;0.2333333333333333
3696204895;school;0.0;0.0;0.0;0.0
3696204918;school;0.08;0.1;0.08;0.1
3705942004;school;0.08;0.21666666666666665;0.08;0.2
3705950127;school;0.11599999999999999;0.15;0.11599999999999999;0.16666666666666666
3705950145;school;0.0;0.0;0.0;0.0
3707246801;school;0.139;0.3833333333333333;0.139;0.3333333333333333
3707247024;school;0.0;0.0;0.0;0.0
3707247076;school;0.0;0.0;0.0;0.0
3707247083;school;0.004;0.0;0.004;0.0
3707247094;school;0.01;0.016666666666666666;0.01;0.016666666666666666
3707248901;school;0.29899999999999993;1.3333333333333337;0.29899999999999993;1.4333333333333331
3707253745;school;1.121;2.4166666666666665;1.121;1.9
3707253746;school;1.5490000000000002;3.7;1.5490000000000002;2.833333333333333
3707253747;school;1.2670000000000001;3.083333333333333;1.2670000000000001;2.6666666666666665
3707253749;school;0.045;0.05;0.045;0.05
3707256461;school;0.059;0.21666666666666667;0.059;0.26666666666666666
3707256473;school;0.015;0.0;0.015;0.03333333333333333
3707256477;school;0.009999999999999998;0.0;0.009999999999999998;0.016666666666666666
3707257935;school;0.078;0.16666666666666666;0.078;0.16666666666666666
3707261783;school;0.6910000000000001;1.8833333333333333;0.6910000000000001;1.75
3707261790;school;0.45399999999999996;0.95;0.45399999999999996;1.0
3707261809;school;0.925;2.4666666666666663;0.925;2.2833333333333337
3707261815;school;0.4450000000000001;0.8833333333333333;0.4450000000000001;0.8833333333333333
3707261816;school;0.424;0.85;0.424;0.85
3707262051;school;0.419;0.85;0.419;0.85
3707265569;police;0.0;0.0;0.0;0.0
3707267853;school;0.102;0.25;0.102;0.21666666666666667
3707267857;school;0.152;0.33333333333333337;0.152;0.3
3707267860;school;0.203;0.43333333333333335;0.203;0.4
3707267864;school;0.256;0.5333333333333333;0.256;0.5
3707267872;school;0.373;0.7499999999999999;0.373;0.7166666666666666
3707267873;school;0.306;0.6666666666666666;0.306;0.6333333333333333
3707267874;school;0.308;0.6666666666666666;0.308;0.6333333333333333
3707267875;school;0.312;0.6833333333333332;0.312;0.6499999999999999
3707269490;school;0.261;0.9666666666666666;0.261;1.0166666666666666
3707269602;school;0.424;0.9333333333333332;0.424;0.9
3707269610;school;0.486;1.0166666666666668;0.486;1.0
3707269636;school;0.19;0.5;0.19;0.6333333333333331
3707269641;school;0.23600000000000002;0.5833333333333333;0.23600000000000002;0.7166666666666665
3707271598;school;0.5630000000000001;1.9833333333333332;0.5630000000000001;1.95
3707271602;school;0.516;1.85;0.516;1.8166666666666669
3707271609;school;0.469;1.2666666666666666;0.469;1.2333333333333332
3707271903;school;0.4340000000000001;0.8666666666666667;0.4340000000000001;0.8666666666666667
3707272819;school;0.7370000000000001;1.9666666666666668;0.7370000000000001;1.85
3707278255;school;0.0;0.0;0.0;0.0
3707279851;school;0.001;0.0;0.001;0.0
3707279885;school;0.0;0.0;0.0;0.0
3707279886;school;0.8820000000000001;2.95;0.8820000000000001;3.1333333333333333
3707279893;school;0.8410000000000001;2.833333333333333;0.8410000000000001;3.0166666666666666
3707279897;school;0.802;2.7333333333333334;0.802;2.9166666666666665
3707279902;school;0.807;2.7333333333333334;0.807;2.9166666666666665
3707279907;school;0.083;0.26666666666666666;0.083;0.2333333333333333
3707279916;school;0.162;0.5333333333333333;0.162;0.5
3707280057;school;0.9279999999999999;2.583333333333333;0.9279999999999999;2.166666666666667
3707280133;school;0.035;0.05;0.035;0.05
3707280140;school;0.0;0.0;0.0;0.0
3707280150;school;0.9960000000000002;1.9833333333333336;0.9960000000000002;1.9833333333333332
3707280154;school;0.965;1.8333333333333337;0.965;1.8333333333333333
3707280168;school;0.505;0.95;0.505;0.95
3707280677;school;0.244;0.4833333333333333;0.244;0.4833333333333333
3707281298;school;0.055000000000000014;0.06666666666666668;0.055000000000000014;0.06666666666666668
3707281299;school;0.052000000000000005;0.06666666666666668;0.052000000000000005;0.06666666666666668
3707281300;school;0.005;0.0;0.005;0.0
3707281301;school;0.004;0.0;0.004;0.0
3707283403;school;0.21600000000000005;0.8666666666666666;0.21600000000000005;0.8166666666666667
3707287552;school;0.08800000000000001;0.43333333333333335;0.08800000000000001;0.43333333333333335
3707287553;school;0.131;0.6166666666666666;0.131;0.6166666666666666
3707288540;bank;0.003;0.0;0.003;0.0
3707294629;school;1.1350000000000002;3.0333333333333337;1.1350000000000002;2.6166666666666667
3708407569;school;0.10099999999999999;0.16666666666666669;0.10099999999999999;0.16666666666666669
3709406599;school;0.04200000000000001;0.05;0.04200000000000001;0.05
3709571414;school;0.002;0.0;0.002;0.0
3710845492;school;0.04;0.19999999999999996;0.04;0.19999999999999996
3710856735;school;0.0;0.0;0.0;0.0
3710856741;school;0.204;0.5166666666666667;0.204;0.5166666666666667
3710856753;school;0.162;0.5166666666666667;0.162;0.5166666666666667
3710876156;school;0.025;0.06666666666666668;0.025;0.05
3710880429;school;0.063;0.3333333333333333;0.063;0.31666666666666665
3710891170;school;0.0;0.0;0.0;0.0
3710914666;school;0.135;0.55;0.135;0.4833333333333333
3710914667;school;0.135;0.55;0.135;0.4833333333333333
3735085135;school;0.5670000000000001;2.0666666666666664;0.5670000000000001;1.6833333333333331
3735085145;school;0.7879999999999999;2.6333333333333333;0.7879999999999999;2.25
3737958750;school;0.096;0.13333333333333333;0.096;0.13333333333333333
3737958830;school;0.335;0.6333333333333333;0.335;0.6333333333333332
3737958834;school;0.318;0.6166666666666666;0.318;0.6166666666666666
3737958839;school;0.424;0.7666666666666666;0.424;0.7666666666666665
3737958857;school;0.5980000000000001;1.1166666666666667;0.5980000000000001;1.1
3738267273;school;0.23800000000000002;0.4833333333333333;0.23800000000000002;0.6
3738267275;school;0.311;0.7166666666666667;0.311;0.8333333333333333
3738278149;school;0.07400000000000001;0.6333333333333333;0.07400000000000001;0.18333333333333326
3738278155;school;0.07800000000000001;0.65;0.07800000000000001;0.19999999999999996
3738278157;courthouse;0.0;0.0;0.0;0.0
3738278158;bank;0.0;0.0;0.0;0.0
3738278160;school;0.0;0.0;0.0;0.0
3738278161;bank;0.0;0.0;0.0;0.0
3738278166;school;0.14300000000000002;0.3;0.14300000000000002;0.4
3738278170;school;0.141;0.3;0.141;0.4
3738278171;school;0.14700000000000002;0.31666666666666665;0.14700000000000002;0.4166666666666667
3738278172;school;0.15200000000000002;0.35;0.15200000000000002;0.45
3738278177;bank;0.15600000000000006;0.4166666666666666;0.15600000000000006;0.5
3738278178;school;0.16000000000000006;0.4;0.16000000000000006;0.5000000000000001
3738278184;school;0.004;0.0;0.004;0.0
3738278185;school;0.34299999999999997;0.9666666666666668;0.34299999999999997;1.0166666666666666
3738278200;school;0.08;0.18333333333333326;0.08;0.26666666666666666
3738278204;school;0.091;0.2333333333333333;0.091;0.31666666666666665
3738278205;school;0.17400000000000002;0.35;0.17400000000000002;0.36666666666666653
3738278212;school;0.461;0.9166666666666669;0.461;0.8833333333333333
3739414122;school;0.08900000000000001;0.16666666666666669;0.08900000000000001;0.16666666666666669
3739415832;school;0.026;0.03333333333333333;0.026;0.05
3739415834;bank;0.07;0.25;0.07;0.2333333333333333
3739415836;school;0.033;0.03333333333333333;0.033;0.03333333333333333
3739415839;hospital;0.001;0.0;0.001;0.0
3739415858;bank;0.0;0.0;0.0;0.0
3739432948;school;0.26899999999999996;0.4;0.26899999999999996;0.5166666666666665
3739432950;school;0.0;0.0;0.0;0.0
3739432957;school;0.276;0.4;0.276;0.5166666666666665
3739432963;school;0.0;0.0;0.0;0.0
3739432970;university;0.0;0.0;0.0;0.0
3749342594;school;0.084;0.21666666666666667;0.084;0.2
3749342599;school;0.005;0.0;0.005;0.0
3749342610;school;0.07200000000000001;0.08333333333333333;0.07200000000000001;0.08333333333333333
3749342613;school;0.025000000000000005;0.016666666666666666;0.025000000000000005;0.016666666666666666
3749342614;school;0.015;0.016666666666666666;0.015;0.016666666666666666
3749342616;school;0.025000000000000005;0.016666666666666666;0.025000000000000005;0.016666666666666666
3749342620;school;0.069;0.08333333333333333;0.069;0.08333333333333333
3749342621;school;0.023000000000000003;0.016666666666666666;0.023000000000000003;0.016666666666666666
3749345928;school;0.022;0.016666666666666666;0.022;0.016666666666666666
3749345936;school;0.016;0.016666666666666666;0.016;0.016666666666666666
3749345937;school;0.013;0.016666666666666666;0.013;0.016666666666666666
3749345944;school;0.013;0.016666666666666666;0.013;0.016666666666666666
3749345946;school;0.16100000000000006;0.3;0.16100000000000006;0.3
3749346325;school;0.0;0.0;0.0;0.0
3778595776;bank;0.0;0.0;0.0;0.0
3778599224;school;0.0;0.0;0.0;0.0
3782014170;school;0.127;0.2333333333333333;0.127;0.25
3782014171;school;0.021000000000000005;0.0;0.021000000000000005;0.016666666666666666
3782014172;school;0.016;0.0;0.016;0.016666666666666666
3782014175;bank;0.01;0.0;0.01;0.0
3782014176;school;0.016;0.0;0.016;0.016666666666666666
3782014177;school;0.201;0.26666666666666666;0.201;0.3
3782014178;school;0.012;0.0;0.012;0.016666666666666666
3782014180;school;0.01;0.0;0.01;0.016666666666666666
3782014181;school;0.01;0.0;0.01;0.016666666666666666
3782014183;school;0.043;0.1;0.043;0.16666666666666666
3801632978;school;0.226;0.6499999999999999;0.226;0.6499999999999999
3801632984;school;0.16699999999999998;0.8333333333333333;0.16699999999999998;0.5833333333333333
3815603266;school;1.1559999999999997;2.4;1.1559999999999997;2.433333333333333
3815603528;school;0.389;0.7166666666666667;0.389;0.7
3815603548;school;1.7999999999999998;3.6;1.7999999999999998;3.0666666666666664
3815618781;bank;0.015;0.0;0.015;0.0
3816547358;school;0.132;0.15000000000000002;0.10699999999999997;0.5
4048913076;school;0.023;0.03333333333333333;0.023;0.05
4048922403;school;0.058;0.21666666666666667;0.058;0.26666666666666666
4048922410;bank;0.08800000000000001;0.4333333333333333;0.08800000000000001;0.45
4110282240;school;0.08900000000000001;0.15;0.08900000000000001;0.15
4110282250;bank;0.179;0.55;0.179;0.5666666666666664
4110346381;school;0.016;0.03333333333333333;0.016;0.03333333333333333
4112883319;school;0.337;0.7166666666666667;0.337;0.7
4112883320;school;0.336;0.7166666666666667;0.336;0.7
4112883321;school;0.331;0.6666666666666666;0.331;0.6666666666666666
4112883325;school;0.251;0.5666666666666667;0.251;0.6666666666666667
4112883326;school;0.255;0.5666666666666667;0.255;0.6666666666666667
4112883327;school;0.257;0.5833333333333333;0.257;0.6833333333333335
4119436663;school;0.063;0.16666666666666669;0.063;0.11666666666666667
4119438049;school;0.235;0.38333333333333336;0.235;0.3666666666666667
4121403803;school;0.0;0.0;0.0;0.0
4121403804;school;0.003;0.016666666666666666;0.003;0.016666666666666666
4150232341;school;0.963;3.0666666666666664;0.963;2.7
4180155250;school;0.067;0.11666666666666667;0.067;0.11666666666666667
4184880403;school;0.0;0.0;0.0;0.0
4238422350;school;0.044;0.1;0.044;0.1
4238422352;school;0.026;0.0;0.026;0.0
4238422356;school;0.021;0.0;0.021;0.0
4293516425;school;0.0;0.0;0.0;0.0
4293677304;school;0.168;0.7666666666666667;0.168;0.7666666666666667
4293677528;school;0.005;0.0;0.005;0.0
4293765261;school;0.14400000000000002;0.43333333333333335;0.14400000000000002;0.4833333333333333
4293765262;school;0.246;0.6833333333333333;0.246;0.7833333333333332
4295418933;school;0.028000000000000004;0.03333333333333333;0.028000000000000004;0.03333333333333333
4295418934;school;0.006;0.0;0.006;0.0
4295419098;school;2.257;5.25;2.257;6.783333333333332
4326256441;police;0.0;0.0;0.0;0.0
4328595234;school;0.778;2.716666666666667;0.778;2.3833333333333337
4328595251;school;0.778;2.716666666666667;0.778;2.3833333333333337
4328704979;school;0.238;0.7166666666666667;0.238;0.7333333333333333
4328706294;school;0.081;0.3;0.081;0.2
4328706295;school;0.083;0.3;0.083;0.2
4328706296;school;0.083;0.3;0.083;0.2
4328706297;school;0.08800000000000001;0.3;0.08800000000000001;0.21666666666666667
4328706298;school;0.0;0.0;0.0;0.0
4328706301;school;0.009000000000000001;0.016666666666666666;0.009000000000000001;0.016666666666666666
4328706309;school;0.079;0.3;0.079;0.2
4328706310;school;0.079;0.3;0.079;0.2
4328706311;school;0.18000000000000002;0.5999999999999999;0.18000000000000002;0.5499999999999999
4328706313;school;0.3270000000000001;1.2666666666666666;0.3270000000000001;1.35
4333071283;school;0.271;0.5166666666666667;0.271;0.6333333333333333
4351640638;school;0.11699999999999999;0.6166666666666667;0.11699999999999999;0.5333333333333333
4351640640;school;0.14;0.4166666666666667;0.14;0.4
4351640646;school;0.0;0.0;0.0;0.0
4365465287;school;0.19800000000000006;0.55;0.19800000000000006;0.5166666666666667
4370460489;school;0.003;0.03333333333333333;0.003;0.0
4427027649;school;0.109;0.2;0.109;0.16666666666666669
4427034888;school;0.10800000000000001;0.2;0.10800000000000001;0.2333333333333333
4427037384;school;0.109;0.33333333333333337;0.109;0.16666666666666669
4427040824;school;0.109;0.2;0.109;0.16666666666666669
4427043362;school;0.056;0.13333333333333333;0.056;0.08333333333333333
4427048418;school;0.077;0.25;0.077;0.2333333333333333
4427076842;school;0.203;0.3;0.203;0.3333333333333333
4427103905;school;0.107;0.26666666666666666;0.107;0.26666666666666666
4427123103;school;0.044000000000000004;0.11666666666666667;0.044000000000000004;0.06666666666666668
4427132874;school;0.238;0.65;0.238;0.6833333333333333
4427146118;school;0.223;0.3666666666666665;0.223;0.35
4427146120;police;0.049;0.21666666666666667;0.049;0.13333333333333336
4427146125;police;0.057999999999999996;0.21666666666666667;0.057999999999999996;0.13333333333333336
4427146130;police;0.06000000000000001;0.21666666666666667;0.06000000000000001;0.13333333333333336
4427151967;school;0.222;0.3666666666666665;0.222;0.35
4427151972;school;0.0;0.0;0.0;0.0
4427151973;school;0.0;0.0;0.0;0.0
4427151974;school;0.168;0.5666666666666667;0.168;0.4166666666666667
4427151986;school;0.223;0.3666666666666665;0.223;0.35
4427154607;bank;0.002;0.0;0.002;0.0
4427159357;school;0.099;0.18333333333333332;0.099;0.18333333333333326
4427159367;school;0.4900000000000001;0.8166666666666667;0.4900000000000001;0.9166666666666669
4427162908;bank;0.29700000000000004;0.36666666666666653;0.29700000000000004;0.36666666666666653
4427197692;school;0.5820000000000001;1.0666666666666669;0.5820000000000001;1.3666666666666667
4427197706;school;0.253;0.4166666666666666;0.253;0.5333333333333333
4427197710;school;0.253;0.4166666666666666;0.253;0.5333333333333333
4427197718;school;0.5379999999999999;0.8166666666666665;0.5379999999999999;0.9333333333333332
4427197719;school;0.29800000000000004;0.4666666666666666;0.29800000000000004;0.5833333333333333
4427197726;school;0.29900000000000004;0.4666666666666666;0.29900000000000004;0.5833333333333333
4427197743;school;0.28400000000000003;0.5;0.28400000000000003;0.5166666666666666
4427197755;school;0.4800000000000001;0.7499999999999999;0.4800000000000001;0.8666666666666667
4427197757;school;0.4830000000000001;0.7499999999999999;0.4830000000000001;0.8666666666666667
4427197759;school;0.552;0.8333333333333333;0.552;0.9833333333333334
4427197760;school;0.6480000000000001;1.0833333333333337;0.6480000000000001;1.2166666666666666
4427197761;school;0.6480000000000001;1.2666666666666666;0.6480000000000001;1.2166666666666666
4427197765;school;0.508;0.9166666666666669;0.508;0.8666666666666667
4427197767;school;0.55;1.0666666666666669;0.55;0.9500000000000002
4427197773;school;0.6070000000000002;1.2666666666666664;0.6070000000000002;1.0833333333333337
4427726874;school;0.989;2.7333333333333334;0.989;2.7666666666666666
4427836038;school;0.40299999999999997;0.6000000000000001;0.40299999999999997;0.6000000000000001
4427836625;school;0.12;0.21666666666666667;0.12;0.21666666666666667
4427836627;school;0.046;0.08333333333333334;0.046;0.1
4427836628;university;0.029;0.11666666666666667;0.029;0.11666666666666667
4427836629;university;0.179;0.9;0.179;1.4166666666666667
4427836632;university;0.30500000000000005;1.2;0.30500000000000005;1.7166666666666668
4428203050;police;0.004;0.0;0.004;0.0
4428261815;police;0.07700000000000001;0.18333333333333326;0.07700000000000001;0.2833333333333333
4428261818;police;0.0;0.0;0.0;0.0
4428261825;police;0.16899999999999998;0.45;0.16899999999999998;0.6833333333333333
4428261882;school;0.0;0.0;0.0;0.0
4428261990;school;1.1569999999999998;2.4000000000000004;1.1569999999999998;2.6
4428262046;school;0.004;0.016666666666666666;0.004;0.016666666666666666
4428262048;school;0.126;0.2;0.126;0.21666666666666667
4428262049;school;0.0;0.0;0.0;0.0
4428262051;school;0.7640000000000001;1.6166666666666667;0.7640000000000001;1.5833333333333333
4428262053;school;0.003;0.0;0.003;0.0
4428262065;school;0.329;0.6499999999999999;0.329;0.5666666666666667
4428262067;school;0.32899999999999996;0.6333333333333333;0.32899999999999996;0.55
4428262068;school;0.422;0.7666666666666666;0.422;0.6833333333333333
4428262070;school;0.34700000000000003;0.4666666666666667;0.34700000000000003;0.5833333333333331
4428262075;school;0.031000000000000007;0.016666666666666666;0.031000000000000007;0.016666666666666666
4428262076;school;0.033;0.016666666666666666;0.033;0.016666666666666666
4428262077;school;0.033;0.016666666666666666;0.033;0.016666666666666666
4428262078;school;0.264;0.38333333333333336;0.264;0.4333333333333333
4428262079;school;0.22400000000000006;0.3333333333333333;0.22400000000000006;0.3833333333333333
4428262081;school;0.19200000000000006;0.2833333333333333;0.19200000000000006;0.3333333333333333
4429021321;school;0.015;0.05;0.015;0.016666666666666666
4429072068;school;0.07600000000000001;0.16666666666666666;0.07600000000000001;0.16666666666666666
4429072070;school;0.34400000000000003;0.8166666666666667;0.34400000000000003;0.7
4429072075;school;0.334;0.6833333333333333;0.334;0.7666666666666667
4429072077;school;0.0;0.0;0.0;0.0
4429072078;bank;0.009000000000000001;0.0;0.009000000000000001;0.0
4429072189;school;0.377;0.7166666666666667;0.377;0.8166666666666667
4429072190;school;0.442;0.8333333333333334;0.442;0.9333333333333332
4429072191;school;0.049;0.1;0.049;0.1
4429072192;school;0.049;0.1;0.049;0.1
4429072193;school;0.002;0.0;0.002;0.0
4429072194;school;0.002;0.0;0.002;0.0
4429072195;school;0.07400000000000001;0.13333333333333333;0.07400000000000001;0.13333333333333333
4429072196;school;0.07500000000000001;0.13333333333333333;0.07500000000000001;0.13333333333333333
4429072201;school;0.43799999999999994;0.8333333333333334;0.43799999999999994;0.9333333333333332
4429072202;school;0.516;0.9333333333333336;0.516;1.0333333333333334
4429072203;school;0.512;0.9333333333333336;0.512;1.0333333333333334
4429072204;bank;0.015;0.0;0.015;0.0
4429072216;school;0.156;0.38333333333333336;0.156;0.3
4429072220;school;0.162;0.25;0.162;0.3666666666666665
4429072268;school;0.171;0.8333333333333334;0.171;0.7666666666666667
4429072269;school;0.003;0.0;0.003;0.0
4429072271;school;0.154;0.21666666666666667;0.154;0.21666666666666667
4429072273;school;0.152;0.21666666666666667;0.152;0.21666666666666667
4429072276;school;0.0;0.0;0.0;0.0
4429072290;school;0.069;0.1;0.069;0.11666666666666667
4429072309;school;0.0;0.0;0.0;0.0
4429072310;school;0.0;0.0;0.0;0.0
4429072314;school;0.213;0.2833333333333333;0.213;0.2833333333333333
4429072333;school;0.609;0.9166666666666666;0.609;0.7166666666666667
4429072337;school;0.607;0.9166666666666666;0.607;0.7166666666666667
4429131408;police;0.439;0.6;0.435;0.6499999999999999
4429131410;police;0.575;0.7999999999999999;0.5710000000000001;0.8166666666666667
4429131412;police;0.8539999999999999;1.2;0.8499999999999999;1.2166666666666666
4429131442;police;0.499;0.6833333333333332;0.495;0.7166666666666667
4429131765;university;0.0;0.0;0.0;0.0
4429131766;university;0.129;0.43333333333333335;0.129;0.35
4429131768;university;0.0;0.0;0.0;0.0
4429967931;school;0.07300000000000001;0.25;0.07300000000000001;0.26666666666666666
4429967932;school;0.07300000000000001;0.25;0.07300000000000001;0.26666666666666666
4429967935;school;0.094;0.3;0.094;0.4666666666666667
4429967936;school;0.0;0.0;0.0;0.0
4429967950;school;0.15300000000000002;0.2833333333333333;0.15300000000000002;0.26666666666666666
4429994170;bank;0.0;0.0;0.0;0.0
4429994172;school;0.02;0.05;0.02;0.05
4429994174;bank;0.001;0.0;0.001;0.0
