osmid,street_count,highway,ref,geometry,police_osmid,police_dist
387416528,3,,,POINT (-77.0022115 -12.1275151),434800848,0.0020530823140081
560562642,4,,,POINT (-77.09920049999999 -12.0406531),319318618,0.02030122429936879
560562643,4,,,POINT (-77.09900399999999 -12.040634),319318618,0.02014483172979892
3737747935,4,traffic_signals,,POINT (-77.08371320000001 -11.962213),319335083,0.010103768882939162
3737747937,4,traffic_signals,,POINT (-77.0836941 -11.9623463),319335083,0.009982922863561495
3627352550,3,,,POINT (-76.9725002 -12.0675289),4818236224,0.0053412987194118786
442761704,3,traffic_signals,,POINT (-76.9993765 -12.1394529),436565620,0.0030017015591160055
3736732137,3,,,POINT (-77.0636873 -11.9897349),70650385,0.007876639673689198
263389679,4,,,POINT (-77.058302 -12.080689),319479991,0.008002627490165145
4406378995,3,,,POINT (-77.0258346 -12.036073),319490322,0.004160194944460433
914293237,3,,,POINT (-76.8580692 -12.2291742),8547110884,0.0014543578273555119
263389687,4,,,POINT (-77.0521074 -12.0831883),495775877,0.008860548571095316
263389688,4,,,POINT (-77.0505981 -12.0826054),495775877,0.008410551667591406
263389689,3,,,POINT (-77.0497112 -12.0822705),495775877,0.008290576316310796
3736732154,4,,,POINT (-77.06161350000001 -12.0083371),70650385,0.01095689453883657
263389691,4,traffic_signals,,POINT (-77.0487862 -12.0820081),495775877,0.008359780437836173
3736732156,4,,,POINT (-77.0615236 -12.0088528),70650385,0.01148010718859687
182419965,3,,,POINT (-76.6791102 -11.9230453),440110821,0.0058315403688133805
263389694,3,,,POINT (-77.0477825 -12.0819759),495775877,0.008776490008295923
263389695,3,,,POINT (-77.04761449999999 -12.0819909),495775877,0.008873057332760817
412189184,3,,,POINT (-77.0226057 -12.0764836),4382537624,0.0015422597608698103
263389697,3,,,POINT (-77.04697040000001 -12.0821193),495775877,0.009321614391230427
412189186,4,,,POINT (-77.0233942 -12.0749051),4382537624,0.00327092414616841
4234707459,4,,,POINT (-76.9367543 -12.2131886),319723919,0.0012057328138491037
1273758211,4,,,POINT (-76.9635629 -12.1328088),319630403,0.005949030400561765
3736732158,4,,,POINT (-77.0898873 -12.0116179),319639890,0.00987251188511721
4276978176,4,,,POINT (-77.0860749 -12.0874256),319645366,0.002740050007278395
3738206731,3,,,POINT (-76.8957588 -11.98595),4526521090,0.02342466510604222
627835408,3,,,POINT (-77.1228576 -12.0719839),319641192,0.030138065767974013
3738206739,3,,,POINT (-76.92393060000001 -11.9860505),4526521090,0.008258657372724416
3738206740,3,,,POINT (-76.8364728 -11.9869823),4408240090,0.005209432622654564
1273889301,3,,,POINT (-77.0038413 -12.20349),318963040,0.018273302710694397
4268392982,3,,,POINT (-77.12154150000001 -12.0732134),319641192,0.028951858268418146
6032949785,3,,,POINT (-77.0486313 -11.9772608),319029634,0.0033987295278095427
4357685789,4,,,POINT (-77.01325420000001 -11.9822273),115750509,0.002628204398709818
263389729,4,traffic_signals,,POINT (-77.0487808 -12.0818756),495775877,0.008240381172708007
1273594402,4,,,POINT (-76.93899020000001 -12.1340568),319630403,0.01905725837658358
8978825764,3,,,POINT (-76.9811521 -12.0477157),319647076,0.005436658712121247
263389733,4,,,POINT (-77.0521648 -12.0830692),495775877,0.008741768060861303
1399063080,4,,,POINT (-77.0564677 -12.0579566),4154554391,0.006179325116872221
462979629,3,,,POINT (-77.0815363 -12.0775011),435875351,0.009905863930385672
1399063094,4,,,POINT (-77.0545485 -12.062655),4154554391,0.0030350604112584444
1951269430,3,,,POINT (-77.0026824 -11.9962517),319587483,0.004761782104707547
611484217,3,,,POINT (-77.0837021 -12.0780594),435875351,0.011380432768792931
1399063099,4,,,POINT (-77.0569026 -12.0610791),4154554391,0.005318207686808933
821756480,4,,,POINT (-77.01209950000001 -12.0177061),319596622,0.009061898190883967
847512129,4,,,POINT (-77.0931458 -12.0296398),319639890,0.01201526510138719
847512130,4,,,POINT (-77.0929357 -12.0291617),319639890,0.011514746891319835
847512131,4,,,POINT (-77.0927416 -12.0286733),319639890,0.011019134957407176
847512132,4,,,POINT (-77.0932825 -12.0299914),319639890,0.01237318787807176
847512133,4,,,POINT (-77.0876943 -12.0292098),319639890,0.009068740954543847
1256325701,4,traffic_signals,,POINT (-77.0477518 -11.9151491),474404835,0.016175711062506384
1814004295,4,,,POINT (-77.0300853 -11.8779767),318900106,0.014680153751675284
821756488,4,,,POINT (-77.01114680000001 -12.0178157),4442893991,0.00865676990858479
611484233,3,,,POINT (-77.0823372 -12.0780942),435875351,0.010769139971389008
847512138,4,,,POINT (-77.08789899999999 -12.0296872),319639890,0.009582441241643501
847512139,4,,,POINT (-77.0881129 -12.0301706),319639890,0.010104951696717022
847512140,4,,,POINT (-77.0882574 -12.0305204),319639890,0.010480657311022495
847512135,4,,,POINT (-77.0891254 -12.0290432),319639890,0.009373766794674044
847512144,4,,,POINT (-77.08968590000001 -12.0303678),319639890,0.010812059334133855
1951269457,3,,,POINT (-77.003694 -11.996303),319587483,0.00393074677657909
4261053019,4,,,POINT (-77.08705569999999 -11.9964533),70650385,0.023239005455972697
1399063132,3,,,POINT (-77.0588482 -12.0607028),4154554391,0.007297774020208845
1399063134,4,,,POINT (-77.0573631 -12.0589885),4154554391,0.006384375844988166
1399063151,4,,,POINT (-77.05366189999999 -12.0587091),4154554391,0.003702145595460728
1844839026,4,,,POINT (-77.0023616 -12.1741533),4102773690,0.010806559267410807
4796023415,3,,,POINT (-76.9265022 -12.1783552),6986082087,0.009191663630159854
391021177,4,,,POINT (-77.0144837 -12.1413033),436581955,0.00903502443604998
391021178,4,,,POINT (-77.0151467 -12.140731),436581955,0.009121857393404502
391021179,4,,,POINT (-77.0160881 -12.1399016),318792235,0.009111489484121906
4202660476,4,,,POINT (-76.9664848 -12.1456191),442105179,0.0025392617662713737
331597632,4,traffic_signals,,POINT (-77.1050475 -12.071973),319641192,0.012456632747457038
4337566340,3,,,POINT (-77.03172000000001 -12.0954218),319575400,0.0006334964049935019
1843102342,3,,,POINT (-77.09962090000001 -12.0344995),319639890,0.01998357294265772
2761654924,3,,,POINT (-76.98494650000001 -12.1602089),437883950,0.009830193031060988
1843102351,3,,,POINT (-77.099273 -12.0356168),319639890,0.020549558408717562
5615223441,3,,,POINT (-76.8976218 -11.9754714),4526521090,0.02659922222641503
5615223444,3,,,POINT (-76.89843190000001 -11.976185),4526521090,0.02552078042105779
624493225,3,,,POINT (-77.11243810000001 -12.0726521),319641192,0.019856749724090985
4334474649,3,,,POINT (-77.03491219999999 -11.9011009),318900292,0.002667293213158131
1399063217,3,,,POINT (-77.0553488 -12.0633756),4154554391,0.0040321476374325475
1399063223,3,,,POINT (-77.0548446 -12.0635445),4154554391,0.0036503880451248254
8982463159,3,,,POINT (-76.99089480000001 -12.0155773),591420113,0.0049262878732215815
639107769,4,,,POINT (-77.0695173 -12.0776763),319479991,0.004148250855993828
1843102397,3,,,POINT (-77.0595287 -12.0491297),319172987,0.008230093822280807
316801727,4,traffic_signals,,POINT (-77.0716279 -12.0965559),319421589,0.0028909766636648726
316801728,4,traffic_signals,,POINT (-77.0718665 -12.0971215),319421589,0.003321839542560013
3042149058,4,,,POINT (-77.049986 -12.0233623),307350814,0.006196608812874783
1399063237,4,,,POINT (-77.0529906 -12.0630576),4154554391,0.0018450011517641297
817660614,3,,,POINT (-77.01017710000001 -11.9816008),831356203,0.004502760662274489
1273594567,3,,,POINT (-76.9199613 -12.1646756),700427587,0.0026771792921846988
1399063249,4,,,POINT (-77.05313990000001 -12.0635805),4154554391,0.0023265632787492128
1938227922,3,,,POINT (-76.9815476 -12.025095),591420113,0.01005288853312689
1342138346,3,,,POINT (-76.97726900000001 -11.965145),319591407,0.01624654841534762
1287422680,3,,,POINT (-77.02262469999999 -12.200434),318966590,0.0067412652889481525
262573997,3,,,POINT (-77.0182427 -12.1194434),4444870906,0.0038979355779697766
1273889504,4,,,POINT (-76.9417274 -12.1412241),319748958,0.011955606971327097
3738206957,4,,,POINT (-76.8752374 -12.0032564),307650990,0.016074511598880622
3630203630,4,,,POINT (-77.000917 -12.1057999),161399768,0.00199771886563567
627180271,4,,,POINT (-77.0877102 -12.0401887),319318618,0.01257885096529215
885687025,4,,,POINT (-77.0649007 -12.0326593),319637832,0.005502138915980173
262570744,4,,,POINT (-77.0368074 -12.1115747),319445359,0.009470393796273202
885687041,4,,,POINT (-77.06497899999999 -12.0332369),319637832,0.005645019361599885
7556301576,3,,,POINT (-76.8139493 -12.1184021),8539691591,0.0029170604278972202
6829179665,3,,,POINT (-76.92836819999999 -12.2056812),319736547,0.005556986287841373
262570769,4,,,POINT (-77.0357796 -12.1140021),319445359,0.007923872777673506
4927554323,3,,,POINT (-77.0251567 -12.0755623),4567986076,0.0036212493382854418
4224615189,4,,,POINT (-76.92531719999999 -12.2322424),319726292,0.003133542745590467
1273725720,4,traffic_signals,,POINT (-77.017957 -12.0616338),438046585,0.002138016946626884
370967339,4,traffic_signals,,POINT (-77.01858850000001 -12.1046911),803214715,0.004437563796723161
629048130,4,,,POINT (-77.130763 -12.0669917),319641192,0.0380450896618872
6162088771,3,,,POINT (-76.8901328 -12.2316),426608672,0.017659025335830365
1396409155,4,,,POINT (-77.06331849999999 -12.0628059),298460386,0.009590274671583434
1273889605,3,,,POINT (-76.9476866 -12.0343179),319336059,0.0220866870011383
844464967,4,,,POINT (-77.0782153 -12.0123171),319639890,0.010856400638491309
821756744,3,,,POINT (-77.0106284 -12.0178797),4442893991,0.008136138718710441
263390027,4,,,POINT (-77.0509588 -12.085315),495775877,0.011045047834993847
3996615508,3,,,POINT (-77.1158757 -12.0405774),319318618,0.035590614942361404
4283138901,3,,,POINT (-76.9600749 -12.1216668),319630403,0.009800901598397069
370967384,4,traffic_signals,,POINT (-77.01860069999999 -12.1044521),803214715,0.0046760174860662265
1573127001,4,,,POINT (-76.9648189 -12.1695731),319630723,0.0033552184777412898
5577540442,3,,,POINT (-77.0134082 -12.1005592),4510821067,0.003640716749491973
1573127003,4,traffic_signals,,POINT (-76.9718163 -12.1538612),437883950,0.005460509536759481
387416929,3,,,POINT (-77.0012191 -12.128353),434800848,0.002673246770401835
1573127009,3,,,POINT (-76.9627151 -12.1796264),437657902,0.01072045910146222
3740697448,4,,,POINT (-76.89441619999999 -12.2287976),426608672,0.014177840650568428
263390056,4,,,POINT (-77.0520619 -12.0813513),495775877,0.007023572822253587
263390064,3,,,POINT (-77.0507387 -12.0852956),495775877,0.011050450089942735
1573127026,4,,,POINT (-76.9623388 -12.1728396),437657902,0.0045562079496910424
1834091379,3,,,POINT (-76.9466762 -12.0926307),319106551,0.02191301902281909
1834091381,3,,,POINT (-76.9466475 -12.0927139),319106551,0.02200084592275471
1834091391,4,,,POINT (-76.9461761 -12.093958),319106551,0.02333051240814435
1426686852,3,,,POINT (-77.032191 -12.0923859),435551147,0.0026926468068124167
1426686853,3,,,POINT (-77.0331267 -12.0921918),435551147,0.002905632837504507
1573127046,4,,,POINT (-76.967602 -12.1724742),319630723,0.006003907779305611
1273824143,3,,,POINT (-76.9242023 -12.234109),319726292,0.004187896561984776
1573127058,3,,,POINT (-76.9704268 -12.1491812),442105179,0.004374322845561176
1396409237,4,traffic_signals,,POINT (-77.0757031 -12.0593211),298460386,0.003276570694499436
262570902,4,,,POINT (-77.03579430000001 -12.1158686),406037578,0.007212094638859959
1426686872,3,,,POINT (-77.0350916 -12.0881992),435551147,0.007290154543774185
1573127068,4,,,POINT (-76.96163850000001 -12.1702375),437657902,0.0024923240010926986
1396409246,3,,,POINT (-77.0692389 -12.0545654),319172987,0.0037830423602924984
1396409247,3,,,POINT (-77.0693581 -12.0545802),319172987,0.0038524967537037435
2182644641,3,,,POINT (-77.07586259999999 -11.869173),319483701,0.003565827274788854
1781236643,4,,,POINT (-76.972561 -12.1559597),437883950,0.0034744746527654844
263390121,4,,,POINT (-77.0506506 -12.0836422),495775877,0.009424605537838837
4356244396,3,,,POINT (-77.0068321 -12.0743407),842784264,0.0018600101365373284
3738207151,4,,,POINT (-76.9007532 -12.0139415),307650990,0.0167797668521406
3738207153,3,,,POINT (-76.90103499999999 -12.0140689),307650990,0.01703858217434957
1814004659,3,,,POINT (-77.0293087 -11.884157),318900106,0.01653422913706849
3758359479,3,,,POINT (-76.99272740000001 -12.187604),4358170947,0.006612207300139299
1317143479,4,,,POINT (-76.9964141 -11.9664533),4444225790,0.007413762187313698
3758359483,3,,,POINT (-76.9923204 -12.1860926),4358170947,0.00509817536967933
1273660349,4,,,POINT (-76.9238514 -12.1965806),319736547,0.005525483391279332
1573127105,4,,,POINT (-76.9616109 -12.1701258),437657902,0.002433893223508889
6016402370,3,,,POINT (-77.1285626 -11.9591104),4683999092,0.02735532681214912
1573127109,4,,,POINT (-76.959909 -12.1365425),319630403,0.005724178006299519
1404109773,3,,,POINT (-76.971391 -12.1924244),318965716,0.008570787094637508
825426894,3,,,POINT (-76.9674983 -12.0178499),591420113,0.018580410169641175
1317143509,3,,,POINT (-77.0044719 -11.9685652),4444225790,0.0009164484710013575
316802006,3,,,POINT (-77.06114340000001 -12.0682095),318793605,0.008120407574899995
