osmid,street_count,highway,ref,geometry,police_osmid,police_dist
1746796546,4,,,POINT (-76.97923710000001 -12.0449597),319647076,0.0026717259118271544
4284776453,4,,,POINT (-77.0198858 -12.2007022),318966590,0.006735758239121189
4200497160,3,,,POINT (-77.094624 -12.0622377),319641192,0.007625298331992515
5497389066,3,,,POINT (-76.8093762 -12.0237946),318788561,0.021430611865346085
1746796556,4,,,POINT (-76.97493590000001 -12.0452296),319647076,0.0016934862095901245
4335599630,3,,,POINT (-77.0275785 -12.119051),406037578,0.0016962011755726628
3738206223,4,,,POINT (-76.9170251 -11.9755075),4526521090,0.016684567181978673
1482227728,3,,,POINT (-76.9879186 -12.0666517),833673746,0.0073892466169816744
5986648082,3,,,POINT (-76.8963775 -12.2283038),426608672,0.012580915801620136
1273757715,4,,,POINT (-76.9124822 -12.2086264),5320530376,0.006024916308966305
1482227733,4,,,POINT (-76.9893649 -12.0620764),836873263,0.007807436338017657
1482227734,4,,,POINT (-76.9938308 -12.0622365),836873263,0.003537303248849259
1674117145,3,,,POINT (-76.9500695 -12.2020712),318961595,0.013674107951525672
821755929,4,,,POINT (-77.0062954 -12.0178307),4442893991,0.0038147954401288003
1674117147,3,,,POINT (-76.9505516 -12.2012952),318961595,0.012761078224396375
1482227739,4,,,POINT (-76.995155 -12.0638085),836873263,0.0018062321387397413
1674117149,3,,,POINT (-76.949607 -12.2028501),318961595,0.014578777170598875
1746796572,3,,,POINT (-76.9774705 -12.0464091),319647076,0.0018537277643145304
1746796575,4,,,POINT (-76.9793056 -12.0465856),319647076,0.0032724588366212313
3993075744,3,motorway_junction,,POINT (-76.9750526 -12.0547755),319647076,0.010101944876046485
1482227746,4,,,POINT (-76.993627 -12.0601419),836873263,0.005013000178188687
1482227752,4,,,POINT (-76.993681 -12.0606892),836873263,0.004579686244410029
1746796586,4,,,POINT (-76.9809176 -12.0465864),319647076,0.004703950710709508
1482227757,3,,,POINT (-76.99286909999999 -12.0640071),836873263,0.004092201707555202
1482227759,4,,,POINT (-76.9935728 -12.0595921),836873263,0.005469418985243358
1482227761,3,,,POINT (-76.98944849999999 -12.0640892),833673746,0.006867856243313689
1746796594,3,,,POINT (-76.98007 -12.0468321),319647076,0.004052279360159194
4724817987,3,,,POINT (-76.9767379 -12.1300228),544235966,0.015466203889084424
197656644,3,,,POINT (-77.0359239 -12.1267246),406037578,0.011208862592403635
197656646,4,,,POINT (-77.03590269999999 -12.1260125),406037578,0.010649259026996498
197656647,4,,,POINT (-77.035886 -12.1249702),406037578,0.009875887322738754
197656648,4,,,POINT (-77.03588310000001 -12.1243763),406037578,0.009463231944324269
847511626,3,,,POINT (-77.0949877 -12.0309177),319639890,0.014189894188598588
1273528397,3,,,POINT (-76.87292840000001 -12.0991282),319473763,0.01734077715272772
1273528398,4,,,POINT (-76.90954120000001 -12.1962499),5320530376,0.011885663055971251
847511631,3,,,POINT (-77.09600759999999 -12.0329692),319639890,0.016405306036420157
1273462861,4,,,POINT (-76.99100230000001 -12.2011099),318965716,0.014310082558929507
1938227287,3,,,POINT (-76.9868484 -12.0192056),591420113,0.0032412471715014346
6415319128,1,,,POINT (-76.8194919 -12.333688),3259019072,0.006037474840530338
427589721,4,,,POINT (-77.1125693 -11.996814),4683999092,0.026575995553318545
847511646,4,,,POINT (-77.08634360000001 -12.0309514),319639890,0.010563002141974332
391020638,4,,,POINT (-77.0131319 -12.1398036),436581955,0.007017145738612601
6415319136,3,,,POINT (-76.8188809 -12.3349038),3259019072,0.006015369249690141
391020639,4,,,POINT (-77.013805 -12.1392387),436581955,0.007135782016120249
4785274979,3,,,POINT (-76.870014 -12.1021417),319473763,0.014042228362123804
4785274985,3,,,POINT (-76.8715806 -12.0995186),319473763,0.016759726054636964
1746075767,4,,,POINT (-76.9453322 -12.0252412),319336059,0.013130660468578232
1951268989,4,,,POINT (-77.0108256 -11.9937099),4325295697,0.0028093825531653777
1273692286,3,,,POINT (-76.9729071 -12.1936219),318965716,0.007225405636090064
4356276356,3,,,POINT (-76.9777239 -12.0465183),319647076,0.002079027117198914
4785275019,3,,,POINT (-76.8733982 -12.1057199),319473763,0.011067832112464735
3335028877,4,,,POINT (-77.0538719 -12.0751143),495775877,0.0019500618049230112
3501097102,3,,,POINT (-77.0591577 -11.9924677),319030929,0.005865718568018497
4785275024,4,,,POINT (-76.87226769999999 -12.1049003),319473763,0.01155126983791736
1273626773,4,,,POINT (-76.96684070000001 -12.1391048),442105179,0.009059242965664129
2846425237,3,,,POINT (-77.1087844 -12.0601805),319641192,0.018566840784631156
3738206362,4,,,POINT (-76.9169218 -11.9766777),4526521090,0.015527513876986676
639107227,4,,,POINT (-77.0677008 -12.078234),319479991,0.0025790700619651745
1746075803,4,,,POINT (-76.9476275 -12.0255973),319336059,0.014886202756524386
1369043001,3,,,POINT (-77.01403380000001 -12.0506524),4410326050,0.0029184104235104513
133922977,4,,,POINT (-77.0323439 -12.1257412),406037578,0.008482654971587237
627835042,4,,,POINT (-77.1215736 -12.0716412),319641192,0.02883235166699032
627835043,4,,,POINT (-77.1223047 -12.0729262),319641192,0.029676251877977608
133922980,4,,,POINT (-77.03173769999999 -12.1259895),406037578,0.00848882305249929
4927553711,3,,,POINT (-77.0256431 -12.075558),4567986076,0.0031483307736053763
5583110321,3,,,POINT (-77.0607483 -12.0042417),70650385,0.007319339064382336
1273790642,4,,,POINT (-76.9269166 -12.2000189),319736547,0.0011737055009151658
1746075826,4,,,POINT (-76.94761219999999 -12.0257511),319336059,0.014988101150115018
4948000948,4,,,POINT (-76.9803177 -12.1705066),446436988,0.008297599482250772
1746075828,4,,,POINT (-76.9500963 -12.0261323),319336059,0.017028774169178813
842596534,4,,,POINT (-77.0534396 -11.9981801),319030929,0.002292434921023163
3738206393,4,,,POINT (-76.9168152 -11.9778837),4526521090,0.014338089586831464
4329570490,4,,,POINT (-77.15457139999999 -11.7849227),319712425,0.010071181507432013
1273462969,3,,,POINT (-77.0917975 -11.9556031),319484341,0.01962707433245454
842596538,3,,,POINT (-77.0525428 -11.9981741),319030929,0.0028716298619994797
3740696772,3,,,POINT (-76.8735173 -12.2100957),8547110884,0.023228634257964537
842596549,4,,,POINT (-77.0525456 -11.9977205),319030929,0.0025868444705859305
3740696777,3,,,POINT (-76.87491319999999 -12.2118586),8547110884,0.02289975480327357
4948000970,3,,,POINT (-76.9803313 -12.1709561),446436988,0.008567593443852595
3740696779,3,,,POINT (-76.8755044 -12.2123817),8547110884,0.022975011185201056
1273921739,4,,,POINT (-77.09739639999999 -12.0591705),319641192,0.011433683796570398
3738206411,4,,,POINT (-76.9165983 -11.9785528),4526521090,0.013699085354139781
263389391,4,traffic_signals,,POINT (-77.0527302 -12.0759211),495775877,0.00171806984780859
263389392,4,traffic_signals,,POINT (-77.0519232 -12.0749363),495775877,0.0006303137941381208
263389393,4,traffic_signals,,POINT (-77.0511095 -12.0739505),495775877,0.001048236979575825
263389394,4,traffic_signals,,POINT (-77.050257 -12.0729814),495775877,0.002272315460666885
821756112,4,,,POINT (-77.0047046 -12.0173985),4442893991,0.00234736475435856
3738206418,3,,,POINT (-76.9038796 -11.9787371),4526521090,0.0197241066413701
263389397,4,traffic_signals,,POINT (-77.04784770000001 -12.070033),319103082,0.0008579200850612139
263389398,4,traffic_signals,,POINT (-77.04705800000001 -12.0690667),319103082,0.0019299474936636425
263389399,4,,,POINT (-77.04623170000001 -12.0680735),319103082,0.0031758070390869473
263389400,4,,,POINT (-77.0454082 -12.0671015),319103082,0.004428499955529519
263389401,4,,,POINT (-77.0445972 -12.0661178),319103082,0.005693551172455076
3740696790,3,,,POINT (-76.8759036 -12.2108002),8547110884,0.024347536725719633
3737747670,4,,,POINT (-77.0697699 -11.9303557),319335462,0.009128113506686334
1273921750,4,,,POINT (-77.1206373 -11.9968694),4683999092,0.03014875392333407
3737747678,3,,,POINT (-77.0678618 -11.9379018),318949849,0.0066965298424313405
4948000991,4,,,POINT (-76.9791884 -12.1727139),446436988,0.008938453010177268
4948000992,3,,,POINT (-76.9789751 -12.1726442),446436988,0.008748585813316615
1814003938,4,,,POINT (-77.0296165 -11.8708335),318900106,0.014340137836392791
1746075873,4,,,POINT (-76.9500025 -12.0268801),319336059,0.01746919668512065
3737747679,3,,,POINT (-77.06783660000001 -11.9380281),318949849,0.00656785330426138
2173173989,3,,,POINT (-76.9634095 -12.0319036),563664314,0.018286064663541404
3737747686,3,,,POINT (-77.06644009999999 -11.9451661),318949849,0.0007738689229310581
1746075880,3,,,POINT (-76.95328910000001 -12.0270828),319336059,0.020090861963887593
3737747680,4,,,POINT (-77.0671746 -11.9404774),318949849,0.004031932367219296
4346249450,3,,,POINT (-77.0078773 -12.1190673),4799862523,0.004472215554961729
4574281964,3,,,POINT (-76.8758867 -12.0414665),307650990,0.02620644678915318
1273692402,4,,,POINT (-76.95428269999999 -12.1309404),319630403,0.0035606787260935107
2352414966,3,,,POINT (-77.1068037 -11.8247537),319481153,0.011370482982055756
3725525239,4,,,POINT (-77.0791124 -12.0600217),298460386,0.006584983128411213
1746075899,3,,,POINT (-76.9475005 -12.0280296),319336059,0.016662620583757195
3725525244,4,,,POINT (-77.0790453 -12.0603403),298460386,0.006520311134648914
3725525245,4,,,POINT (-77.0792452 -12.0603836),298460386,0.006721596301797682
3737747708,3,,,POINT (-77.0663054 -11.9458672),318949849,0.0014585097712929277
2352414976,4,,,POINT (-77.108906 -11.8243649),319481153,0.009503812535790305
1273954563,4,,,POINT (-76.9460337 -12.1644307),319739123,0.002232562803410101
1746075907,4,,,POINT (-76.9496419 -12.0283849),319336059,0.01830190362515043
2352414979,3,,,POINT (-77.11004010000001 -11.8242144),319481153,0.008524112985129204
3725525255,3,,,POINT (-77.1331611 -12.0671984),319641192,0.04042466746882255
2352414983,3,,,POINT (-77.1041044 -11.8211677),319481153,0.015194401626132963
391020814,3,,,POINT (-77.0177607 -12.1372146),436581955,0.009830427088614821
9168814354,3,,,POINT (-76.99907690000001 -12.1720956),4102773690,0.00748979510668068
133955862,3,,,POINT (-77.1323756 -12.0562244),319641192,0.041779052188608175
3758457112,3,,,POINT (-76.96103720000001 -12.1924599),318961595,0.00380382528528749
3758457113,4,,,POINT (-76.962273 -12.1903878),318961595,0.004618854716616836
3758457114,4,,,POINT (-76.9630999 -12.1889679),318961595,0.005704625502877902
6032982299,3,,,POINT (-77.0726837 -11.9272954),319335462,0.008966585034139274
1814003996,4,,,POINT (-77.0288585 -11.8724638),318900106,0.013247968414330626
3758457117,3,,,POINT (-76.9641159 -12.1874039),318961595,0.007244640805412763
133955870,3,,,POINT (-77.13602710000001 -12.0540241),319641192,0.045952836485736684
4284612890,3,,,POINT (-76.9184047 -12.0853975),319119324,0.008271003315236747
563839256,3,,,POINT (-77.03406579999999 -12.0519062),319170627,0.005919209773667782
1814004002,3,,,POINT (-77.0288182 -11.872605),318900106,0.01318571716036329
4343202095,3,,,POINT (-77.0530711 -12.1085051),4318884465,0.0017134158923026196
133955891,3,,,POINT (-77.13451739999999 -12.0517003),319641192,0.04540319592184323
821756215,3,,,POINT (-77.00348099999999 -12.0176435),4442893991,0.001129465825068103
4343202104,3,,,POINT (-77.05288299999999 -12.1086943),4318884465,0.001456035813431168
1273725240,4,,,POINT (-76.9242078 -12.1983861),319736547,0.004251834623687145
133955898,3,,,POINT (-77.1341182 -12.0519892),319641192,0.04492244691302412
3738206527,4,,,POINT (-76.9160401 -11.9799452),4526521090,0.012411137482922226
4341662016,3,,,POINT (-77.12363310000001 -12.0620638),319641192,0.03174107583466812
133955906,3,,,POINT (-77.1337717 -12.0513532),319641192,0.044859577808760126
1675395395,3,,,POINT (-76.9404534 -12.2356435),319726292,0.018274084268460042
1745486146,4,,,POINT (-76.9656009 -12.0492647),563664314,0.001327465495287951
4343202119,3,,,POINT (-77.047527 -12.1056778),4318884465,0.0063453927884710585
133955913,3,,,POINT (-77.1342803 -12.0512046),319641192,0.04538462633801191
4343202121,3,,,POINT (-77.0479067 -12.1040638),4318884465,0.007303894545378813
4348805454,3,,,POINT (-76.8524326 -12.2949185),7125383823,0.02711695042220229
133955919,3,,,POINT (-77.1345255 -12.0514915),319641192,0.045493547792182384
427589967,3,,,POINT (-77.1096728 -12.0030042),319639890,0.029853139619801673
427589968,4,,,POINT (-77.1094444 -12.0028884),319639890,0.029736131796191178
821756241,3,,,POINT (-77.0076734 -12.018684),4442893991,0.005197310581450959
3738206546,3,,,POINT (-76.9142739 -11.9810054),4526521090,0.01185691669954744
3267592535,3,,,POINT (-76.91844759999999 -12.0440065),318783827,0.01787922008861983
3738206553,3,,,POINT (-76.9147485 -11.9811795),4526521090,0.01153669026584317
3738206564,4,,,POINT (-76.9154707 -11.9814404),4526521090,0.011079828035668949
1796866431,3,,,POINT (-76.97688170000001 -12.1518438),4702824089,0.003627258503331423
3738206599,3,,,POINT (-76.9277415 -11.9843536),4526521090,0.012198303764864074
6047105415,3,,,POINT (-77.0604484 -11.9895711),70650385,0.00872716391468648
6047105417,3,,,POINT (-77.0616047 -11.9895927),70650385,0.008324510908352772
1745486222,3,,,POINT (-76.9635167 -12.0485221),563664314,0.001962063524480178
3738206607,3,,,POINT (-76.9244455 -11.9852671),4526521090,0.009185317800165694
1745486227,4,,,POINT (-76.966224 -12.051379),563664314,0.00202713440633348
3738206615,3,,,POINT (-76.9253945 -11.9854523),4526521090,0.0097122016685156
412189084,4,,,POINT (-77.01633150000001 -12.0740954),4382537624,0.00628345085521829
6129287592,3,,,POINT (-76.97341780000001 -12.0864539),319715061,0.008331454965691926
4336189865,3,,,POINT (-77.0340587 -11.8902576),318900292,0.011665054210927738
4336189866,3,,,POINT (-77.0339118 -11.889975),318900292,0.011924340157769562
842695087,3,,,POINT (-77.0611224 -11.9859231),655102891,0.005989501784272496
412189107,3,,,POINT (-77.02134 -12.0777576),4382537624,0.00025660124707890255
842695095,4,,,POINT (-77.0583393 -11.9854888),655102891,0.005075331457016739
842695098,4,,,POINT (-77.0579388 -11.9854139),655102891,0.005048332060325465
5589402044,3,,,POINT (-77.12695890000001 -11.8183003),436968739,0.011410031576958277
412189116,4,,,POINT (-77.0188533 -12.076144),4382537624,0.003061511595599078
5589402046,3,,,POINT (-77.1236365 -11.8239853),319481153,0.007069409665529677
631734720,4,traffic_signals,,POINT (-77.142746 -12.0631727),319641192,0.05035310929963777
1993703873,3,,,POINT (-76.89292690000001 -12.2740705),454376511,0.02163472773616356
842695108,4,,,POINT (-77.0579647 -11.9853075),655102891,0.004939182999477713
5589402054,3,,,POINT (-77.1034781 -11.839888),4553175289,0.012255181825246066
1814004171,4,,,POINT (-77.032172 -11.8762081),318900106,0.016457115160015627
