osmid,street_count,highway,ref,geometry,police_osmid,police_dist,police_nearestnode
1723586060,5,,,POINT (-76.958241 -12.1790271),437657902,0.00960569883921738,1753089102
4372813325,3,,,POINT (-77.0821342 -12.0073568),319639890,0.013480569619699269,1359117147
4372813326,3,,,POINT (-77.0820737 -12.0076096),319639890,0.013250796998726638,1359117147
471062031,3,traffic_signals,,POINT (-76.9645465 -12.0547414),563664314,0.004591770917912829,1746775119
1723586064,4,,,POINT (-76.9625963 -12.1793014),437657902,0.010374519812832664,1753089102
5711943183,3,,,POINT (-76.9679687 -12.0566362),563664314,0.0073032930098557375,1746775119
5711943185,3,,,POINT (-76.9679124 -12.0567848),563664314,0.0074103325547474706,1746775119
1723586059,4,,,POINT (-76.96120209999999 -12.178174),437657902,0.008910859163347428,1753089102
1723586061,3,,,POINT (-76.9579336 -12.1790554),437657902,0.009671353104736465,1753089102
1723586067,4,,,POINT (-76.9564362 -12.1806488),318961595,0.010126467014232764,1273675776
674944534,4,traffic_signals,,POINT (-77.05904049999999 -12.0718689),495775877,0.0073749849269485876,263389392
3313063447,4,,,POINT (-77.0831024 -11.9765742),319335083,0.00785190556488233,1305383006
1943098903,4,traffic_signals,,POINT (-77.05133480000001 -12.0721398),495775877,0.002313821988586077,263389392
1943098906,4,traffic_signals,,POINT (-77.0530194 -12.0740921),495775877,0.0009612479480972599,263389392
4328740379,3,,,POINT (-77.1200255 -12.054113),319641192,0.031334887961219346,317337823
1943098908,3,,,POINT (-77.0719332 -12.0970969),319421589,0.003371738914404943,263385306
495244831,4,,,POINT (-76.8247989 -12.3369511),3259019072,0.0003297818976216393,495244831
316757541,4,traffic_signals,,POINT (-76.9971238 -12.1347121),436565620,0.003503558608039487,1753954496
4433073704,3,,,POINT (-76.88356899999999 -12.0878471),375577638,0.007851926418115886,4354635953
4785198638,4,,,POINT (-76.8731018 -12.1149204),319473763,0.003546614959777582,4785198651
1572591152,4,,,POINT (-76.92460800000001 -12.2010415),319736547,0.0035940264885749424,1273624964
4605138481,3,,,POINT (-77.0697653 -11.8719379),319483701,0.00989694084028986,863427868
306533936,4,,,POINT (-77.1642519 -12.0732639),319641192,0.07153305042547231,317337823
5475161650,4,,,POINT (-76.9556793 -12.1338004),319630403,0.0033705687037631584,5468183282
1943098936,3,traffic_signals,,POINT (-77.0707891 -12.0957573),319421589,0.0019194145325904966,263385306
1273812537,3,,,POINT (-76.97032059999999 -12.0538145),563664314,0.006783644041404468,1746775119
4785198651,4,,,POINT (-76.87297770000001 -12.1161259),319473763,0.0031909988208851693,4785198651
1317787197,3,,,POINT (-77.0052925 -11.9592053),4444185291,0.006380468105860892,3700156125
495244863,3,,,POINT (-76.8252439 -12.3361182),3259019072,0.001214374970920232,495244831
1943098944,4,traffic_signals,,POINT (-77.0480998 -12.0682169),319103082,0.0026913630673887513,263388538
1273583169,3,,,POINT (-77.0796203 -12.0580571),319318618,0.007078095938183393,4419256233
4347713092,4,traffic_signals,,POINT (-77.1010404 -11.8435634),4553175289,0.012274935172123521,1617053872
1943098949,4,traffic_signals,,POINT (-77.05296610000001 -12.0741198),495775877,0.0009028886461556463,263389392
263116358,4,traffic_signals,,POINT (-77.0282885 -12.0826926),319331711,0.0012980419747289002,263122105
1273747017,3,,,POINT (-76.897234 -12.2513302),454376511,0.0019618808778548587,1828245692
316069449,3,,,POINT (-77.0007489 -12.1069518),161399768,0.0022921173040779297,3630203630
1780635209,4,,,POINT (-76.9871808 -12.1598757),4102773690,0.01069442891976152,1753892040
1780635217,3,,,POINT (-77.007813 -12.1495714),319716309,0.006301392513758883,1836892811
4347713105,3,,,POINT (-77.0243349 -12.1197435),436899388,0.0005282333287487282,114612758
4785198675,4,,,POINT (-76.8727051 -12.1191793),319473763,0.004182988346196318,4785198651
1943098964,4,,,POINT (-77.04891379999999 -12.0692092),319103082,0.0020561754238503397,263388538
3104396886,6,traffic_signals,,POINT (-77.0487797 -12.0774666),495775877,0.004560011770257028,263389392
301454935,4,,,POINT (-77.064459 -12.0846272),4501494014,0.006940128962061451,593898375
5464544860,4,,,POINT (-76.6963896 -11.9352024),319338179,0.0035767551930996344,4773336930
1941296732,3,,,POINT (-76.99171459999999 -12.0174241),591420113,0.00587650268798059,1775772767
