u,v,key,osmid,oneway,name,highway,length,geometry,maxspeed,lanes,ref,bridge,access,junction,tunnel,width
1022562927,1022562935,0,336932915,False,La Confraternidad,trunk_link,96.727,"LINESTRING (-77.07224960000001 -11.9327484, -77.0725084 -11.9327689, -77.0727504 -11.932833, -77.0730708 -11.9330306)",,2,,,,,,
4351595122,1229283788,0,"[438487689, 438942692]",True,Avenida El Sol,secondary,143.99200000000002,"LINESTRING (-76.9952397 -12.179044, -76.9958413 -12.1785586, -76.995909 -12.178504, -76.99615919999999 -12.1783021, -76.9961654 -12.1782971, -76.99626139999999 -12.1782197)","['60', '35']",2,,,,,,
1273500276,1273784800,0,111881937,False,,residential,46.816,"LINESTRING (-76.95727909999999 -12.1710192, -76.9576653 -12.1708328)",,,,,,,,
1273500276,1753032250,0,111936767,False,Avenida Heroes del Pacífico,tertiary,42.898,"LINESTRING (-76.95727909999999 -12.1710192, -76.9574775 -12.1713527)",,2,,,,,,
1273664117,4331499446,0,511340996,False,Avenida Vista Alegre,residential,34.917,"LINESTRING (-76.98226200000001 -12.2026985, -76.98202879999999 -12.2024825)",40,2,,,,,,
1022562935,1321360968,0,673038226,False,La Confraternidad,residential,54.566,"LINESTRING (-77.0730708 -11.9330306, -77.0734884 -11.9333024)",,2,,,,,,
1022562935,1381254344,0,330497781,True,Avenida Alfredo Mendiola,secondary,252.518,"LINESTRING (-77.0730708 -11.9330306, -77.07293679999999 -11.9332338, -77.0727976 -11.9334782, -77.0726914 -11.9337381, -77.0726476 -11.9338667, -77.0725612 -11.9341201, -77.0724895 -11.9344579, -77.0724603 -11.9347048, -77.0724148 -11.9351759)",,2,,,,,,
1022562935,1022562927,0,336932915,False,La Confraternidad,trunk_link,96.727,"LINESTRING (-77.0730708 -11.9330306, -77.0727504 -11.932833, -77.0725084 -11.9327689, -77.07224960000001 -11.9327484)",,2,,,,,,
31036025,818613439,0,331560046,False,Michael Fort,residential,13.289,"LINESTRING (-77.0521079 -12.0246849, -77.0520393 -12.0247838)",,,,,,,,
31036025,818613466,0,317317638,False,Michael Fort,residential,67.964,"LINESTRING (-77.0521079 -12.0246849, -77.0521401 -12.0246384, -77.05215750000001 -12.0246134, -77.0521775 -12.0245846, -77.0524326 -12.0242171, -77.0524589 -12.0241792)",,,,,,,,
31036025,827055141,0,317317639,True,Avenida Eduardo de Habich,primary,341.408,"LINESTRING (-77.0521079 -12.0246849, -77.05460859999999 -12.0263409, -77.05470870000001 -12.0264043)",50,3,,,,,,
31036029,846497393,0,444591777,True,Avenida José Granda,primary,57.509,"LINESTRING (-77.0599362 -12.0297883, -77.0600065 -12.029807, -77.0600891 -12.0298257, -77.0602583 -12.0298552, -77.06033739999999 -12.0298679, -77.0604551 -12.0298859)",50,3,,,,,,
8142623368,1710771732,0,317318157,False,,residential,114.891,"LINESTRING (-76.80500790000001 -12.011622, -76.8060583 -12.0117317)",,,,,,,,
1022562952,1022562905,0,285044643,False,Honradez,residential,54.633,"LINESTRING (-77.07817369999999 -11.9370677, -77.07854639999999 -11.937397)",,,,,,,,
1022562952,1022562981,0,285044643,False,Honradez,residential,124.07,"LINESTRING (-77.07817369999999 -11.9370677, -77.0779107 -11.9368613, -77.0776577 -11.9366865, -77.07724210000001 -11.936426)",,,,,,,,
1273467531,1273609054,0,111965021,False,Calle Las Magnolias,residential,40.71,"LINESTRING (-77.13034279999999 -11.8248082, -77.1305895 -11.824533)",,,,,,,,
1273467531,1756285293,0,111965021,False,Calle Las Magnolias,residential,42.522,"LINESTRING (-77.13034279999999 -11.8248082, -77.1301009 -11.8251085)",,,,,,,,
1273598604,1746796469,0,654075410,False,,primary_link,10.651,"LINESTRING (-76.98222730000001 -12.040579, -76.9822463 -12.0406058, -76.9822602 -12.0406675)",,,,,,,,
499585678,499585783,0,323714551,True,Avenida Héroes del Cenepa Oeste,secondary,20.48,"LINESTRING (-76.9867546 -11.9588047, -76.986896 -11.9586831)",50,,,,,,,
1305383571,1379749342,0,123853235,False,Calle 12,residential,50.784,"LINESTRING (-77.0760806 -11.9530954, -77.0756198 -11.9530222)",,,,,,,,
1305383571,6129369151,0,326455139,True,Avenida Los Próceres de Huandoy,secondary,203.893,"LINESTRING (-77.0760806 -11.9530954, -77.0763577 -11.9512819)",60,3,,,,,,
824087191,1302759117,0,321404232,True,Avenida El Sol,secondary,70.203,"LINESTRING (-77.0068775 -11.9846831, -77.0069366 -11.9846632, -77.00748780000001 -11.9844777)",45,2,,,,,,
9765229207,5049246840,0,280404127,True,Avenida Panamericana Norte,trunk,59.938,"LINESTRING (-77.0728936 -11.9250208, -77.07295000000001 -11.9244846)",60,3,PE-1N,,,,,
9765229207,9765229208,0,762313675,True,Calle 17,residential,10.102,"LINESTRING (-77.0728936 -11.9250208, -77.0729826 -11.9250467)",,2,,,,,,
9765229209,1382565316,0,100537005,True,Avenida Panamericana Norte,trunk,90.462,"LINESTRING (-77.0729753 -11.9251205, -77.0728946 -11.9259302)",80,3,PE-1N,,,,,
9765229209,9765229207,0,762313674,True,Calle 17,residential,14.209,"LINESTRING (-77.0729753 -11.9251205, -77.0728936 -11.9250208)",,2,,,,,,
9765229208,9765229209,0,100537005,True,Avenida Panamericana Norte,trunk,8.245,"LINESTRING (-77.0729826 -11.9250467, -77.0729753 -11.9251205)",80,3,PE-1N,,,,,
1273696920,1342139091,0,328620366,True,Avenida Central,secondary,191.19700000000003,"LINESTRING (-76.9842905 -11.9590158, -76.9843596 -11.9591128, -76.9844039 -11.9592322, -76.9844039 -11.9593503, -76.9844039 -11.9594579, -76.9843789 -11.9595289, -76.98435689999999 -11.9595917, -76.9842062 -11.9598804, -76.98410370000001 -11.9600766, -76.9840767 -11.9601283, -76.98402969999999 -11.9602372, -76.9840123 -11.9603356, -76.9840176 -11.960438, -76.9840324 -11.9605127, -76.98407400000001 -11.9606125)",40,,,,,,,
824087199,817689218,0,334697370,True,Avenida El Sol,secondary,86.813,"LINESTRING (-77.00002360000001 -11.986471, -77.0001745 -11.9863929, -77.00060550000001 -11.9861697, -77.0006581 -11.9861511, -77.0007418 -11.9861471)",45,2,,,,,,
1022562977,1022562905,0,285044643,False,Honradez,residential,58.949,"LINESTRING (-77.0788953 -11.9378026, -77.0788409 -11.9377409, -77.07854639999999 -11.937397)",,,,,,,,
1022562980,370028741,0,673038226,False,La Confraternidad,residential,58.715,"LINESTRING (-77.0741196 -11.933545, -77.074324 -11.9335614, -77.0743566 -11.933564, -77.074657 -11.9335935)",,2,,,,,,
1022562980,1321360968,0,673038226,False,La Confraternidad,residential,74.413,"LINESTRING (-77.0741196 -11.933545, -77.0739513 -11.9335127, -77.0737788 -11.9334583, -77.0734884 -11.9333024)",,2,,,,,,
1305383589,273427535,0,435373181,True,Avenida Marañon,tertiary,58.312,"LINESTRING (-77.08077419999999 -11.9697393, -77.0804057 -11.9699142, -77.08035460000001 -11.9699384, -77.08029190000001 -11.9699682)",40,3,,,,,,
2866680485,306532947,0,280209092,True,Avenida Coronel Néstor Gambetta,trunk,78.372,"LINESTRING (-77.1292219 -11.8526474, -77.12912540000001 -11.8524799, -77.1289846 -11.8522713, -77.12880869999999 -11.8520731)",50,2,PE-20,,,,,
1022562981,1022562952,0,285044643,False,Honradez,residential,124.07,"LINESTRING (-77.07724210000001 -11.936426, -77.0776577 -11.9366865, -77.0779107 -11.9368613, -77.07817369999999 -11.9370677)",,,,,,,,
1022562981,1273457013,0,336928903,False,Honradez,residential,72.377,"LINESTRING (-77.07724210000001 -11.936426, -77.07699940000001 -11.9363254, -77.07664389999999 -11.9361424)",,2,,,,,,
632132268,632134402,0,436322390,True,Avenida Agustín Gamarra,secondary,115.416,"LINESTRING (-77.15520359999999 -12.0654997, -77.1552602 -12.0655378, -77.1560865 -12.0660758)",45,2,,,,,,
4276359853,859740486,0,127157833,False,Avenida Alameda San Marcos,tertiary,124.595,"LINESTRING (-77.01184069999999 -12.195964, -77.0108591 -12.1965428)",,2,,,,,,
4276359853,1273982963,0,111916215,False,Calle Los Rosales,residential,119.329,"LINESTRING (-77.01184069999999 -12.195964, -77.0118693 -12.1960061, -77.0124714 -12.1968424)",,,,,,,,
471044785,471048161,0,39315930,True,Avenida Vía de Evitamiento,motorway,350.58,"LINESTRING (-76.9733876 -12.0580934, -76.973906 -12.0568827, -76.97465339999999 -12.0551938)",90,5,PE-1N,,,,,
471044785,471047252,0,39315994,True,,motorway_link,287.68000000000006,"LINESTRING (-76.9733876 -12.0580934, -76.9733974 -12.0578219, -76.9734203 -12.0577117, -76.9734235 -12.0575902, -76.9733899 -12.0574213, -76.97336199999999 -12.0573385, -76.9733126 -12.0572618, -76.9732501 -12.0572066, -76.97317529999999 -12.0571694, -76.9731027 -12.0571436, -76.9730223 -12.0571284, -76.97295219999999 -12.0571272, -76.97288349999999 -12.0571275, -76.97274609999999 -12.0571611, -76.9726517 -12.0572282, -76.9725401 -12.0573541, -76.9724887 -12.0575052, -76.9724997 -12.0576715, -76.9725581 -12.0578103, -76.9726704 -12.0579591, -76.9727738 -12.0581266)",40,2,,,,,,
499585714,3738203681,0,119877753,False,Jirón Mar Del Norte,residential,14.484,"LINESTRING (-76.9688159 -11.9332644, -76.9687062 -11.9333382)",,,,,,,,
499585714,3738203663,0,314360441,True,Avenida Pachacútec,primary,105.656,"LINESTRING (-76.9688159 -11.9332644, -76.96826780000001 -11.93248)",,2,,,,,,
3737948851,1273618252,0,435664254,True,Autopista Chillón - Trapiche,primary,156.505,"LINESTRING (-77.0540105 -11.9069764, -77.0533133 -11.9057453)",60,3,,,,,,
1844351683,31040287,0,4828405,True,Avenida Francisco Bolognesi,secondary,47.584999999999994,"LINESTRING (-77.0616157 -12.0045133, -77.0615292 -12.004392, -77.0614709 -12.0043444, -77.0614128 -12.0043271, -77.0613542 -12.0043182, -77.0612641 -12.0043119)",50,2,,,,,,
1844351683,31040304,0,1026558987,True,Avenida Alfredo Mendiola,primary,48.599,"LINESTRING (-77.0616157 -12.0045133, -77.0615837 -12.0043924, -77.0615871 -12.0043, -77.0616189 -12.0042055, -77.06166519999999 -12.004139, -77.06169079999999 -12.0041081)",45,3,,,,roundabout,,
1273598665,4327205536,0,167008298,False,M. Melgar,residential,51.011,"LINESTRING (-76.9982088 -12.1894484, -76.9981274 -12.1889966)",,,,,,,,
1273598665,1784003360,0,167008298,False,M. Melgar,residential,57.457,"LINESTRING (-76.9982088 -12.1894484, -76.99829440000001 -12.1899583)",,,,,,,,
1844351691,842907728,0,173665902,True,Avenida Alfredo Mendiola,primary,72.24799999999999,"LINESTRING (-77.0621785 -12.0046353, -77.0621371 -12.0049446, -77.0621068 -12.0052811)",40,2,,,,,,
1844351691,1844351683,0,1026558987,True,Avenida Alfredo Mendiola,primary,72.03,"LINESTRING (-77.0621785 -12.0046353, -77.0621518 -12.0046533, -77.0620677 -12.004697, -77.0619662 -12.0047173, -77.061863 -12.0047088, -77.0617665 -12.0046722, -77.0616857 -12.0046099, -77.0616157 -12.0045133)",45,3,,,,roundabout,,
1273467597,1834251588,0,143607734,False,Avenida Nueva Toledo,primary,104.182,"LINESTRING (-76.772053 -12.0911377, -76.7721337 -12.0920713)",50,2,LM-117,,,,,
1273467597,1571641079,0,143607734,False,Avenida Nueva Toledo,primary,120.15199999999999,"LINESTRING (-76.772053 -12.0911377, -76.772003 -12.0905726, -76.7719321 -12.0903479, -76.7718067 -12.0900982)",50,2,LM-117,,,,,
3272086223,3346524112,0,429687708,False,,secondary,289.795,"LINESTRING (-77.05732209999999 -11.8303685, -77.05732999999999 -11.830902, -77.05730320000001 -11.8311252, -77.0572284 -11.8312845, -77.0571185 -11.8314316, -77.0564761 -11.8318634, -77.0558417 -11.8322427)",,,,,,,,
4042232534,3738259999,0,370103638,True,Prolongación Javier Prado Este,tertiary,78.44,"LINESTRING (-76.9271565 -12.0313793, -76.9268527 -12.0320191)",40,2,,,,,,
4042232537,4042232538,0,757428145,True,Victor Raul Haya de la Torre,tertiary,8.011,"LINESTRING (-76.9266598 -12.0322384, -76.9266121 -12.0321835)",,2,,,,,,
4042232538,2976522094,0,892915200,True,Prolongación Javier Prado Este,primary,35.812,"LINESTRING (-76.9266121 -12.0321835, -76.9267479 -12.0318901)",50,3,,,,,,
1273795292,1273982525,0,111938582,False,Avenida General Córdova,residential,163.774,"LINESTRING (-76.9277769 -12.2030208, -76.9265053 -12.2022305)",,2,,,,,,
1273795292,4117007182,0,111938582,False,Avenida General Córdova,residential,21.405,"LINESTRING (-76.9277769 -12.2030208, -76.92794170000001 -12.2031262)",,2,,,,,,
1273795292,1273979552,0,419369314,False,Avenida Jorge Chávez,residential,13.589,"LINESTRING (-76.9277769 -12.2030208, -76.927718 -12.2031286)",30,2,,,,,,
3737948900,5589066960,0,584755154,True,Avenida Paucartambo,tertiary,55.156,"LINESTRING (-77.07381700000001 -11.913246, -77.0739997 -11.9137087)",60,2,,,,,,
838079204,4341356494,0,280228325,True,Avenida Mora,secondary,51.932,"LINESTRING (-77.13478310000001 -12.0481335, -77.134867 -12.0477544, -77.134883 -12.0476768)",45,2,,,,,,
3737948902,2887365189,0,314514136,True,Avenida Panamericana Norte,trunk,126.461,"LINESTRING (-77.07203509999999 -11.9338775, -77.0721406 -11.9327449)",75,3,PE-1N,,,,,
1844351722,4357989257,0,279857258,True,Avenida Tomás Valle,primary,252.676,"LINESTRING (-77.0634627 -12.0087417, -77.0639197 -12.0088042, -77.0641024 -12.00883, -77.0642811 -12.0088674, -77.0645658 -12.0089386, -77.06485189999999 -12.0090122, -77.0656827 -12.0092588, -77.06571719999999 -12.0092705)",50,2,,,,,,
499585771,1343139699,0,314361439,True,Avenida Fernando Wiese,primary,108.63300000000001,"LINESTRING (-76.98720950000001 -11.9507212, -76.9875265 -11.9511675, -76.987585 -11.9512856, -76.9876333 -11.951415, -76.9876652 -11.9515765)",50,,,,,,,
3737948908,1758916466,0,267865103,True,Óvalo Naranjal - Canta Callao,trunk,64.086,"LINESTRING (-77.08786189999999 -11.9732554, -77.08800770000001 -11.973276, -77.08814080000001 -11.9733377, -77.0882494 -11.973435, -77.08832390000001 -11.9735593)",60,3,PE-20,,,roundabout,,
3737948909,3737948908,0,267865103,True,Óvalo Naranjal - Canta Callao,trunk,12.007,"LINESTRING (-77.08775230000001 -11.9732682, -77.08786189999999 -11.9732554)",60,3,PE-20,,,roundabout,,
3737948910,3737948909,0,1026558986,True,Óvalo Naranjal - Canta Callao,trunk,69.596,"LINESTRING (-77.08737139999999 -11.9737185, -77.0873933 -11.9735951, -77.0874468 -11.9734815, -77.0875284 -11.973385, -77.08763260000001 -11.9733123, -77.08775230000001 -11.9732682)",60,3,PE-20,,,roundabout,,
1273893613,1572591079,0,111896395,False,Avenida La Mariscala,residential,155.656,"LINESTRING (-76.9232787 -12.1913729, -76.92206590000001 -12.1906284)",,2,,,,,,
1273893613,1273740316,0,111896395,False,Avenida La Mariscala,residential,153.984,"LINESTRING (-76.9232787 -12.1913729, -76.924477 -12.1921117)",,2,,,,,,
1273893613,1273857585,0,338216408,False,Jirón Cusco,residential,75.832,"LINESTRING (-76.9232787 -12.1913729, -76.9236349 -12.1907865)",,2,,,,,,
3737948912,4554169901,0,267821015,True,Avenida Naranjal,trunk,46.581,"LINESTRING (-77.087796 -11.97422, -77.0874297 -11.974437)",60,3,PE-20,,,,,
3737948913,3737948912,0,699932668,True,Óvalo Naranjal - Canta Callao,trunk,9.574,"LINESTRING (-77.087884 -11.9742218, -77.087796 -11.97422)",60,3,PE-20,,,roundabout,,
499585783,1342138548,0,317310792,True,Avenida Fernando Wiese,primary,24.442,"LINESTRING (-76.986896 -11.9586831, -76.9870267 -11.9588619)",50,2,,,,,,
499585783,4285188016,0,318361993,True,Avenida Héroes del Cenepa Oeste,secondary,10.568,"LINESTRING (-76.986896 -11.9586831, -76.9869832 -11.9586412)",50,,,,,,,
678989746,678989751,0,117188005,True,Jirón Corpancho,tertiary,104.464,"LINESTRING (-77.02006179999999 -12.150318, -77.0195162 -12.1500981, -77.01925369999999 -12.1499922, -77.0191734 -12.1499598)",,,,,,,,
1425314564,1835606556,0,436264182,False,Calle D,residential,47.613,"LINESTRING (-76.9300329 -12.2411045, -76.9303881 -12.2408538)",,2,,,,,,
1425314564,1710982848,0,521312680,True,Avenida Universitaria,secondary,97.759,"LINESTRING (-76.9300329 -12.2411045, -76.93055579999999 -12.2418199)",,2,,,,,,
412553989,419481893,0,437497438,False,Jirón Fray Luís de León,tertiary,19.766,"LINESTRING (-77.0022505 -12.097939, -77.0020706 -12.0979134)",,2,,,,,,
412553989,412557600,0,554868306,True,Avenida Aviación,primary,191.534,"LINESTRING (-77.0022505 -12.097939, -77.0022331 -12.098067, -77.0020427 -12.0994653, -77.0020294 -12.0995627, -77.002017 -12.0996463)",60,3,,,,,,
499585798,817694884,0,637987393,False,Avenida Del Parque,secondary,18.961,"LINESTRING (-77.0039852 -11.9780085, -77.00384320000001 -11.9781074)",40,,,,,,,
499585798,817652555,0,550166690,True,Avenida Fernando Wiese,primary,192.273,"LINESTRING (-77.0039852 -11.9780085, -77.0043854 -11.978567, -77.00453589999999 -11.9788479, -77.0047509 -11.9792873, -77.00485810000001 -11.9795063)",50,2,,,,,,
5057188612,1617053871,0,327337062,False,José Olaya,secondary,11.66,"LINESTRING (-77.1154073 -11.8418333, -77.1153496 -11.8418843, -77.1153278 -11.8419036)",50,2,,,,,,
3453096713,2833643630,0,438487689,True,Avenida El Sol,secondary,143.759,"LINESTRING (-76.99321860000001 -12.180701, -76.9942404 -12.1798801)",60,2,,,,,,
1273565964,1752839043,0,111901088,False,Avenida Inca Ollantay,tertiary,50.16,"LINESTRING (-76.9390216 -12.1429724, -76.93912690000001 -12.1425332)",,,,,,,,
1273565964,1273753376,0,111901088,False,Avenida Inca Ollantay,tertiary,49.614,"LINESTRING (-76.9390216 -12.1429724, -76.93891739999999 -12.1434068)",,,,,,,,
1425314576,1710982511,0,315743445,False,Avenida A,tertiary,55.31,"LINESTRING (-76.93512080000001 -12.235275, -76.9347101 -12.2355688)",40,2,,,,,,
5497587245,5497587230,0,391854609,False,Avenida Santa Rosa,secondary,48.288,"LINESTRING (-77.1651425 -11.8243015, -77.1654478 -11.8246166)",,2,,,,,,
5497587245,1756939374,0,391854609,False,Avenida Santa Rosa,secondary,56.61,"LINESTRING (-77.1651425 -11.8243015, -77.1649312 -11.8240835, -77.1647968 -11.8239216)",,2,,,,,,
1360728853,4112702965,0,"[121577499, 111938644, 133576891, 409351614]",True,Avenida Coronel Néstor Gambetta,trunk,596.728,"LINESTRING (-77.1268807 -12.0378426, -77.1268638 -12.0372204, -77.12693280000001 -12.0365488, -77.1269341 -12.0365275, -77.12705320000001 -12.0357273, -77.1270772 -12.0354445, -77.1270971 -12.0352548, -77.1271192 -12.0347442, -77.12726120000001 -12.03302, -77.1272984 -12.0328329, -77.127341 -12.0325023)","['60', '65', '50']",3,PE-20,yes,,,,
1305383704,1305701605,0,321401264,True,Avenida A,tertiary,105.078,"LINESTRING (-77.08024760000001 -11.9625155, -77.0810213 -11.962196, -77.08114209999999 -11.9621604)",45,2,,,,,,
1305383705,1305383021,0,326622027,True,Avenida Rómulo Betancourt,tertiary,51.172,"LINESTRING (-77.08032300000001 -11.9510134, -77.08023729999999 -11.9514659)",40,2,,,,,,
1305383710,1305383345,0,25111821,True,Avenida Central,secondary,12.157,"LINESTRING (-77.0791818 -11.9578051, -77.07908190000001 -11.9578541)",60,2,,,,,,
914297632,1273480750,0,742963760,True,Jirón Lima,residential,82.895,"LINESTRING (-76.8596544 -12.2310939, -76.85910939999999 -12.2316155)",,2,,,,,,
7567414048,3756733849,0,372142507,True,Óvalo José Gálvez,primary,1.891,"LINESTRING (-76.90987010000001 -12.229842, -76.9098655 -12.2298584)",,2,,,,roundabout,,
1273664291,2859142361,0,436276305,True,Avenida Insurgentes,secondary,490.039,"LINESTRING (-77.1057589 -12.054882, -77.1057685 -12.0548255, -77.1062065 -12.0504969)",50,2,,,,,,
914297636,2968123722,0,111907080,False,Avenida El Descanso,residential,35.882,"LINESTRING (-76.8577264 -12.2294587, -76.85747310000001 -12.2296657)",,2,,,,,,
914297636,914293237,0,111907080,False,Avenida El Descanso,residential,48.873,"LINESTRING (-76.8577264 -12.2294587, -76.8580692 -12.2291742)",,2,,,,,,
1273729825,1273716069,0,111885071,False,Avenida Manco Capac,residential,44.328,"LINESTRING (-76.95337170000001 -12.158067, -76.9530597 -12.1578103)",,,,,,,,
1273729825,1715696609,0,111885071,False,Avenida Manco Capac,residential,54.567,"LINESTRING (-76.95337170000001 -12.158067, -76.95375490000001 -12.158384)",,,,,,,,
1332056866,1332057681,0,118423750,False,El Trabajo,residential,50.645,"LINESTRING (-77.0452178 -11.9912103, -77.04537620000001 -11.990782)",,,,,,,,
1332056866,1332057428,0,118423755,False,Los NiÑos Martires,residential,44.777,"LINESTRING (-77.0452178 -11.9912103, -77.0448337 -11.9910654)",,2,,,,,,
1332056866,1332057133,0,118423755,False,Los NiÑos Martires,residential,74.536,"LINESTRING (-77.0452178 -11.9912103, -77.0458563 -11.9914537)",,2,,,,,,
4272231218,4357664671,0,327607004,True,Avenida Los Quechuas,secondary,15.908,"LINESTRING (-76.9798856 -12.074976, -76.97973930000001 -12.0749766)",50,2,,,,,,
5191668532,1746750843,0,144008772,False,,residential,95.582,"LINESTRING (-76.90496659999999 -12.04224, -76.90509779999999 -12.0421165, -76.9053304 -12.0416289, -76.9053395 -12.0415882, -76.90534719999999 -12.0414867)",,,,,,,,
5071967030,1767549959,0,280652044,False,Los Constructores,tertiary,53.228,"LINESTRING (-77.1452669 -11.8513384, -77.1449047 -11.8516601)",50,2,,,,,,
5071967030,1767549816,0,280652011,False,Los Constructores,tertiary,49.112,"LINESTRING (-77.1452669 -11.8513384, -77.14533590000001 -11.8512249, -77.1454976 -11.8509588)",50,2,,,,,,
1332056886,1332057287,0,118423744,False,17 de Noviembre,residential,46.622,"LINESTRING (-77.05052910000001 -11.992322, -77.0509279 -11.9924757)",,2,,,,,,
1273598783,4429289604,0,143607708,False,,primary,229.887,"LINESTRING (-76.7593428 -12.072079, -76.7586527 -12.0708042, -76.75844480000001 -12.0704229, -76.7583393 -12.0702599)",50,2,LM-117,,,,,
1273598783,1571641894,0,"[143607708, 445971622]",False,,primary,42.375,"LINESTRING (-76.7593428 -12.072079, -76.7594264 -12.0722894, -76.7594489 -12.0724432)",50,2,LM-117,,,,,
2987037505,1831682571,0,314364130,True,Avenida Aviación,primary,150.919,"LINESTRING (-77.0126242 -12.0623738, -77.0127969 -12.0610271)",50,2,,,,,,
2987037505,4358198465,0,438078163,False,Avenida Jaime Bausate y Meza,residential,26.733,"LINESTRING (-77.0126242 -12.0623738, -77.0128636 -12.0624285)",30,4,,,,,,
2987037508,416635664,0,35556415,False,Jirón Humboldt,residential,30.111,"LINESTRING (-77.0124338 -12.0637255, -77.012708 -12.0637633)",,,,,,,,
2987037508,2987037505,0,314364130,True,Avenida Aviación,primary,151.722,"LINESTRING (-77.0124338 -12.0637255, -77.0126242 -12.0623738)",50,2,,,,,,
1305383749,1305382996,0,25139321,True,Avenida Los Próceres de Huandoy,secondary,14.467,"LINESTRING (-77.0758708 -11.954398, -77.07588730000001 -11.9542689)",60,2,,,,,,
1305383749,1305382965,0,115576306,True,Avenida Holanda,tertiary,167.026,"LINESTRING (-77.0758708 -11.954398, -77.0743533 -11.9541693)",50,2,,,,,,
3748204279,1273849666,0,435345636,False,Virgen de Chapi,residential,65.662,"LINESTRING (-76.98091719999999 -12.2043676, -76.98127599999999 -12.2038925)",,2,,,,,,
5191668559,8153557472,0,957629709,False,Avenida Los Claveles,residential,44.754,"LINESTRING (-76.90340380000001 -12.0386339, -76.90347629999999 -12.0386542, -76.9037124 -12.0387486, -76.9037684 -12.0388059)",,,,,,,,
5191668559,5191668564,0,957629709,False,Avenida Los Claveles,residential,68.512,"LINESTRING (-76.90340380000001 -12.0386339, -76.903251 -12.0385912, -76.90291310000001 -12.0385492, -76.902783 -12.0385397)",,,,,,,,
1332056911,1332057467,0,779642872,False,Prolongación Tupac Amaru,residential,44.698,"LINESTRING (-77.05364779999999 -11.9954483, -77.05349409999999 -11.9958211)",,,,,,,,
1332056911,1332057163,0,779642872,False,Prolongación Tupac Amaru,residential,46.463,"LINESTRING (-77.05364779999999 -11.9954483, -77.05380839999999 -11.9950611)",,,,,,,,
1305383761,1305383160,0,117412904,True,Avenida Rómulo Betancourt,tertiary,12.223,"LINESTRING (-77.07960009999999 -11.9549623, -77.0796175 -11.9548537)",40,2,,,,,,
5191668564,5191668559,0,957629709,False,Avenida Los Claveles,residential,68.512,"LINESTRING (-76.902783 -12.0385397, -76.90291310000001 -12.0385492, -76.903251 -12.0385912, -76.90340380000001 -12.0386339)",,,,,,,,
5191668564,1775377228,0,957629709,False,Avenida Los Claveles,residential,122.89999999999999,"LINESTRING (-76.902783 -12.0385397, -76.9027234 -12.0385354, -76.9025343 -12.0385633, -76.9023254 -12.0385966, -76.90218590000001 -12.0386156, -76.9019955 -12.0386142, -76.90180650000001 -12.0385707, -76.90166670000001 -12.0385461)",,,,,,,,
1273566037,5041826370,0,520358087,True,Calle Guaqui,tertiary,125.935,"LINESTRING (-77.15972429999999 -11.7825699, -77.1594766 -11.7828087, -77.1589003 -11.7833649)",,2,,,,,,
3969389402,1844351683,0,173662731,True,Avenida Alfredo Mendiola,primary,49.73,"LINESTRING (-77.0616782 -12.0049546, -77.0616804 -12.004888, -77.0616588 -12.0046991, -77.0616157 -12.0045133)",40,2,,,,,,
5057090405,273403596,0,278964753,True,Avenida Central,secondary,104.33699999999999,"LINESTRING (-77.0739981 -11.9594931, -77.0738849 -11.9594739, -77.073471 -11.9594127, -77.0730516 -11.9593416)",60,2,,,,,,
1332056949,1332057307,0,333483048,False,Prolongación Tupac Amaru,residential,30.704,"LINESTRING (-77.0542238 -11.994039, -77.05411650000001 -11.9942944)",,2,,,,,,
3345060728,9488379138,0,327699482,False,Avenida San Lorenzo,residential,27.473,"LINESTRING (-77.0673553 -11.850756, -77.0671799 -11.8505783)",,,,,,,,
4288572627,5762617358,0,429687720,True,Avenida Camino Real,secondary,44.662,"LINESTRING (-77.0366369 -11.8548654, -77.03635010000001 -11.8551527)",,,,,,,,
3272086415,3272086429,0,111909712,False,Avenida Huarangal,secondary,57.512,"LINESTRING (-77.06434609999999 -11.8311684, -77.0644623 -11.831186, -77.0646674 -11.8312337, -77.0648624 -11.8312774)",,,,,,,,
4326822804,263630421,0,326296419,True,Avenida Alfredo Benavides,primary,19.811,"LINESTRING (-77.00781019999999 -12.1278069, -77.00799019999999 -12.1277791)",40,2,,,,,,
4326822804,4326822805,0,434743433,False,,primary_link,13.778,"LINESTRING (-77.00781019999999 -12.1278069, -77.0078286 -12.1279295)",,,,,,,,
4326822805,4326822804,0,434743433,False,,primary_link,13.778,"LINESTRING (-77.0078286 -12.1279295, -77.00781019999999 -12.1278069)",,,,,,,,
3272086422,3272086438,0,111909712,False,Avenida Huarangal,secondary,175.525,"LINESTRING (-77.0672386 -11.8312276, -77.0674346 -11.8312656, -77.06769250000001 -11.8313054, -77.0679647 -11.8313392, -77.0684347 -11.8313848, -77.0688372 -11.8314306)",,,,,,,,
347935641,347935972,0,583564050,False,Avenida Mariscal Ramón Castilla,tertiary,49.187,"LINESTRING (-77.0276374 -12.1708451, -77.0273198 -12.1711602)",40,2,,,,,,
3272086429,3272086415,0,111909712,False,Avenida Huarangal,secondary,57.512,"LINESTRING (-77.0648624 -11.8312774, -77.0646674 -11.8312337, -77.0644623 -11.831186, -77.06434609999999 -11.8311684)",,,,,,,,
