osmid,street_count,highway,ref,geometry,bank_osmid,bank_dist,bank_nearestnode
1746796546,4,,,POINT (-76.97923710000001 -12.0449597),6064995185,0.012619381385788912,4356448438
4284776453,4,,,POINT (-77.0198858 -12.2007022),512156980,0.0077469304213024035,4226751425
4200497160,3,,,POINT (-77.094624 -12.0622377),3962797297,0.002324577073365683,3812840428
5497389066,3,,,POINT (-76.8093762 -12.0237946),4378103036,0.016502547037658015,1745866411
1746796556,4,,,POINT (-76.97493590000001 -12.0452296),6064995185,0.009141649659115406,4356448438
4335599630,3,,,POINT (-77.0275785 -12.119051),406013453,0.0003888827389506128,114612820
3738206223,4,,,POINT (-76.9170251 -11.9755075),7866344385,0.02269066808800747,5022418626
1482227728,3,,,POINT (-76.9879186 -12.0666517),438440287,0.004887095846443247,1042083440
5986648082,3,,,POINT (-76.8963775 -12.2283038),5016817424,0.014115165329889344,3756733832
1273757715,4,,,POINT (-76.9124822 -12.2086264),4812594982,0.006230403473295243,3759224176
1482227733,4,,,POINT (-76.9893649 -12.0620764),438440287,0.005636721877318723,1042083440
1482227734,4,,,POINT (-76.9938308 -12.0622365),4862786622,0.009380170209542965,2795024433
1674117145,3,,,POINT (-76.9500695 -12.2020712),3748015510,0.010795122047477795,4149688948
821755929,4,,,POINT (-77.0062954 -12.0178307),438634266,0.004711196902753786,821789889
1674117147,3,,,POINT (-76.9505516 -12.2012952),5025093630,0.010557640185667318,1657677555
1482227739,4,,,POINT (-76.995155 -12.0638085),4862900922,0.007438560867538439,526021471
1674117149,3,,,POINT (-76.949607 -12.2028501),3748015510,0.009940664494891735,4149688948
1746796572,3,,,POINT (-76.9774705 -12.0464091),6064995185,0.011864017656755288,4356448438
1746796575,4,,,POINT (-76.9793056 -12.0465856),563421052,0.013366995010290022,2174958288
3993075744,3,motorway_junction,,POINT (-76.9750526 -12.0547755),563421052,0.00530789531928814,2174958288
1482227746,4,,,POINT (-76.993627 -12.0601419),438440287,0.010297661400150536,1042083440
1482227752,4,,,POINT (-76.993681 -12.0606892),438440287,0.010170170109294038,1042083440
1746796586,4,,,POINT (-76.9809176 -12.0465864),563421052,0.014544664912957634,2174958288
1482227757,3,,,POINT (-76.99286909999999 -12.0640071),4862786622,0.007608500828021256,2795024433
1482227759,4,,,POINT (-76.9935728 -12.0595921),438440287,0.010453380931162768,1042083440
1482227761,3,,,POINT (-76.98944849999999 -12.0640892),438440287,0.005475291663664961,1042083440
1746796594,3,,,POINT (-76.98007 -12.0468321),563421052,0.013747571857302424,2174958288
4724817987,3,,,POINT (-76.9767379 -12.1300228),6933311385,0.003884988105518683,421242171
197656644,3,,,POINT (-77.0359239 -12.1267246),435323741,0.0032394844789769193,133922977
197656646,4,,,POINT (-77.03590269999999 -12.1260125),435323741,0.003103811242677499,133922977
197656647,4,,,POINT (-77.035886 -12.1249702),435323741,0.003208170209574391,133922977
197656648,4,,,POINT (-77.03588310000001 -12.1243763),435323741,0.0034176585053103834,133922977
847511626,3,,,POINT (-77.0949877 -12.0309177),7335358985,0.00027874181602275544,847511626
1273528397,3,,,POINT (-76.87292840000001 -12.0991282),7027424773,0.012275248595441534,2517990075
1273528398,4,,,POINT (-76.90954120000001 -12.1962499),4812594982,0.013609634678788528,3759224176
847511631,3,,,POINT (-77.09600759999999 -12.0329692),7335358985,0.002459582700371625,847511626
1273462861,4,,,POINT (-76.99100230000001 -12.2011099),5800088411,0.0196167301895562,1273883219
1938227287,3,,,POINT (-76.9868484 -12.0192056),4916727221,0.004748264407130229,821623929
6415319128,1,,,POINT (-76.8194919 -12.333688),437318885,0.0736909624147589,513857026
427589721,4,,,POINT (-77.1125693 -11.996814),6077884588,0.0345764903772847,2477162001
847511646,4,,,POINT (-77.08634360000001 -12.0309514),2696510044,0.00041159699950140115,847511646
391020638,4,,,POINT (-77.0131319 -12.1398036),4412525789,0.004180159098647944,316757406
6415319136,3,,,POINT (-76.8188809 -12.3349038),437318885,0.07500748952014008,513857026
391020639,4,,,POINT (-77.013805 -12.1392387),4412525789,0.004390777863888271,316757406
4785274979,3,,,POINT (-76.870014 -12.1021417),7027424773,0.01646728062948006,2517990075
4785274985,3,,,POINT (-76.8715806 -12.0995186),7027424773,0.013518169646810446,2517990075
1746075767,4,,,POINT (-76.9453322 -12.0252412),4949862124,0.016116495351036552,1577492163
1951268989,4,,,POINT (-77.0108256 -11.9937099),6173704586,0.004755563769945382,1844389425
1273692286,3,,,POINT (-76.9729071 -12.1936219),5029258645,0.00944767275152735,5572388696
4356276356,3,,,POINT (-76.9777239 -12.0465183),6064995185,0.012132871510071787,4356448438
4785275019,3,,,POINT (-76.8733982 -12.1057199),7027424773,0.01735650011523175,2517990075
3335028877,4,,,POINT (-77.0538719 -12.0751143),4875091203,0.000504832893144788,263393294
3501097102,3,,,POINT (-77.0591577 -11.9924677),5862046598,0.0015750307298603376,3501097102
4785275024,4,,,POINT (-76.87226769999999 -12.1049003),7027424773,0.017220802218830916,2517990075
1273626773,4,,,POINT (-76.96684070000001 -12.1391048),5010414115,0.0075738290349070675,1795359953
2846425237,3,,,POINT (-77.1087844 -12.0601805),2725999757,0.011821119460102085,4332629094
3738206362,4,,,POINT (-76.9169218 -11.9766777),7866344385,0.0228887552481651,5022418626
639107227,4,,,POINT (-77.0677008 -12.078234),435683768,0.002581094915419504,638359123
1746075803,4,,,POINT (-76.9476275 -12.0255973),4949862124,0.01568426420142216,1577492163
1369043001,3,,,POINT (-77.01403380000001 -12.0506524),3234756224,0.010578339030764706,885797684
133922977,4,,,POINT (-77.0323439 -12.1257412),435323741,0.00047324721601792354,133922977
627835042,4,,,POINT (-77.1215736 -12.0716412),435840721,0.022898021542676342,331596105
627835043,4,,,POINT (-77.1223047 -12.0729262),435840721,0.023612873279029657,331596105
133922980,4,,,POINT (-77.03173769999999 -12.1259895),435323741,0.0010733184728108137,133922977
4927553711,3,,,POINT (-77.0256431 -12.075558),438007221,0.0019442755770765886,412189186
5583110321,3,,,POINT (-77.0607483 -12.0042417),4358104447,0.001868547952284061,842907728
1273790642,4,,,POINT (-76.9269166 -12.2000189),4399169379,0.004603909716751522,8430473486
1746075826,4,,,POINT (-76.94761219999999 -12.0257511),4949862124,0.01552998680263338,1577492163
4948000948,4,,,POINT (-76.9803177 -12.1705066),437685582,0.0073725232955522,1273788547
1746075828,4,,,POINT (-76.9500963 -12.0261323),4949862124,0.015447726725314925,1577492163
842596534,4,,,POINT (-77.0534396 -11.9981801),807828774,0.0015752603076843409,842596534
3738206393,4,,,POINT (-76.9168152 -11.9778837),7866344385,0.02315371351144744,5022418626
4329570490,4,,,POINT (-77.15457139999999 -11.7849227),4347967864,0.03693619040372218,4346787536
1273462969,3,,,POINT (-77.0917975 -11.9556031),5064371778,0.010024407224371215,1384280732
842596538,3,,,POINT (-77.0525428 -11.9981741),807828774,0.0023910471011356,842596534
3740696772,3,,,POINT (-76.8735173 -12.2100957),4812594989,0.03250469842238512,3759223921
842596549,4,,,POINT (-77.0525456 -11.9977205),807828774,0.0025791311989718808,842596534
3740696777,3,,,POINT (-76.87491319999999 -12.2118586),3759247695,0.03117810658523942,3759247684
4948000970,3,,,POINT (-76.9803313 -12.1709561),437685582,0.007666271254664206,1273788547
3740696779,3,,,POINT (-76.8755044 -12.2123817),3759247695,0.030608146798040508,3759247684
1273921739,4,,,POINT (-77.09739639999999 -12.0591705),3962797297,0.003983220065473891,3812840428
3738206411,4,,,POINT (-76.9165983 -11.9785528),7866344385,0.023481588665379773,5022418626
263389391,4,traffic_signals,,POINT (-77.0527302 -12.0759211),4875091203,0.0010830130562485202,263393294
263389392,4,traffic_signals,,POINT (-77.0519232 -12.0749363),436909967,0.0008988497169494894,263389392
263389393,4,traffic_signals,,POINT (-77.0511095 -12.0739505),436304782,0.00032389510774207816,263389393
263389394,4,traffic_signals,,POINT (-77.050257 -12.0729814),4341884769,0.00013304074564131192,263389394
821756112,4,,,POINT (-77.0047046 -12.0173985),438634266,0.0041139553804781905,821789889
3738206418,3,,,POINT (-76.9038796 -11.9787371),7866344385,0.03608213304851462,5022418626
263389397,4,traffic_signals,,POINT (-77.04784770000001 -12.070033),4334141384,0.0035995738928388437,1943098982
263389398,4,traffic_signals,,POINT (-77.04705800000001 -12.0690667),4334141384,0.0025724484309694977,1943098982
263389399,4,,,POINT (-77.04623170000001 -12.0680735),4334141384,0.0018370945974514692,1943098982
263389400,4,,,POINT (-77.0454082 -12.0671015),4334141384,0.0018671002677967603,1943098982
263389401,4,,,POINT (-77.0445972 -12.0661178),435506453,0.0011893611765758476,4325766718
3740696790,3,,,POINT (-76.8759036 -12.2108002),4812594989,0.03013500101029244,3759223921
3737747670,4,,,POINT (-77.0697699 -11.9303557),4365524831,0.0063797833505541465,3209155398
1273921750,4,,,POINT (-77.1206373 -11.9968694),5064371778,0.042324780041603165,1384280732
3737747678,3,,,POINT (-77.0678618 -11.9379018),4396373491,0.0006931450786070959,599281317
4948000991,4,,,POINT (-76.9791884 -12.1727139),437685582,0.008200900466971025,1273788547
4948000992,3,,,POINT (-76.9789751 -12.1726442),437685582,0.008022654474303668,1273788547
1814003938,4,,,POINT (-77.0296165 -11.8708335),4334671315,0.013475460812163336,6295186188
1746075873,4,,,POINT (-76.9500025 -12.0268801),4949862124,0.014696355551633237,1577492163
3737747679,3,,,POINT (-77.06783660000001 -11.9380281),4396373491,0.0005912596468567938,599281317
2173173989,3,,,POINT (-76.9634095 -12.0319036),6064995185,0.008717588795651949,4356448438
3737747686,3,,,POINT (-77.06644009999999 -11.9451661),4396386141,0.004511377412713413,273948195
1746075880,3,,,POINT (-76.95328910000001 -12.0270828),4949862124,0.015512241135636725,1577492163
3737747680,4,,,POINT (-77.0671746 -11.9404774),4396373491,0.0020994885329532376,599281317
4346249450,3,,,POINT (-77.0078773 -12.1190673),436789394,0.004636611120219704,377063837
4574281964,3,,,POINT (-76.8758867 -12.0414665),439816323,0.034421201730608836,2887143235
1273692402,4,,,POINT (-76.95428269999999 -12.1309404),5010414115,0.02049227137264582,1795359953
2352414966,3,,,POINT (-77.1068037 -11.8247537),4347967864,0.027561677044942896,4346787536
3725525239,4,,,POINT (-77.0791124 -12.0600217),5463536112,0.0019594192200770824,1355562707
1746075899,3,,,POINT (-76.9475005 -12.0280296),4949862124,0.013248898454211287,1577492163
3725525244,4,,,POINT (-77.0790453 -12.0603403),5463536112,0.002161098361942585,1355562707
3725525245,4,,,POINT (-77.0792452 -12.0603836),5463536112,0.002013951382232699,1355562707
3737747708,3,,,POINT (-77.0663054 -11.9458672),4396386141,0.0049801408433905155,273948195
2352414976,4,,,POINT (-77.108906 -11.8243649),4347967864,0.02547028166353023,4346787536
1273954563,4,,,POINT (-76.9460337 -12.1644307),7027404664,0.004966491759785015,472559936
1746075907,4,,,POINT (-76.9496419 -12.0283849),4949862124,0.01314975656428762,1577492163
2352414979,3,,,POINT (-77.11004010000001 -11.8242144),4347967864,0.024369135745846888,4346787536
3725525255,3,,,POINT (-77.1331611 -12.0671984),435840721,0.034882928981056494,331596105
2352414983,3,,,POINT (-77.1041044 -11.8211677),4347967864,0.029047530730509214,4346787536
391020814,3,,,POINT (-77.0177607 -12.1372146),436631995,0.0019547295689168447,391020814
9168814354,3,,,POINT (-76.99907690000001 -12.1720956),4574275494,0.006339088285394518,2833675286
133955862,3,,,POINT (-77.1323756 -12.0562244),2725999757,0.03565622226764774,4332629094
3758457112,3,,,POINT (-76.96103720000001 -12.1924599),514314001,0.0008360152062074004,1405080822
3758457113,4,,,POINT (-76.962273 -12.1903878),514314001,0.00257028831942611,1405080822
3758457114,4,,,POINT (-76.9630999 -12.1889679),514314001,0.0041619713123671465,1405080822
6032982299,3,,,POINT (-77.0726837 -11.9272954),4365524831,0.006772835093960724,3209155398
1814003996,4,,,POINT (-77.0288585 -11.8724638),4334671315,0.012080219284848755,6295186188
3758457117,3,,,POINT (-76.9641159 -12.1874039),514314001,0.005988504588368521,1405080822
133955870,3,,,POINT (-77.13602710000001 -12.0540241),2725999757,0.03971642669450737,4332629094
4284612890,3,,,POINT (-76.9184047 -12.0853975),437656896,0.007699250304787959,1574303793
563839256,3,,,POINT (-77.03406579999999 -12.0519062),4336001434,0.00010384551024238455,563839256
1814004002,3,,,POINT (-77.0288182 -11.872605),435682276,0.011979932474390612,1814196532
4343202095,3,,,POINT (-77.0530711 -12.1085051),262728387,0.004497242213845721,262727968
133955891,3,,,POINT (-77.13451739999999 -12.0517003),2725999757,0.0389153112187109,4332629094
821756215,3,,,POINT (-77.00348099999999 -12.0176435),438634266,0.004610350641605361,821789889
4343202104,3,,,POINT (-77.05288299999999 -12.1086943),262728387,0.004676285966447439,262727968
1273725240,4,,,POINT (-76.9242078 -12.1983861),4399169379,0.007316177343389761,8430473486
133955898,3,,,POINT (-77.1341182 -12.0519892),2725999757,0.03844627234206075,4332629094
3738206527,4,,,POINT (-76.9160401 -11.9799452),7866344385,0.024319053247404854,5022418626
4341662016,3,,,POINT (-77.12363310000001 -12.0620638),2725999757,0.026153918427074783,4332629094
133955906,3,,,POINT (-77.1337717 -12.0513532),2725999757,0.03831896336084077,4332629094
1675395395,3,,,POINT (-76.9404534 -12.2356435),4103814916,0.018500024848901512,4224117270
1745486146,4,,,POINT (-76.9656009 -12.0492647),437882403,0.002585107525484307,4356601163
4343202119,3,,,POINT (-77.047527 -12.1056778),1429500477,0.005224799177005311,262728314
133955913,3,,,POINT (-77.1342803 -12.0512046),2725999757,0.03884824560838857,4332629094
4343202121,3,,,POINT (-77.0479067 -12.1040638),1429500477,0.00426319393530966,262728314
4348805454,3,,,POINT (-76.8524326 -12.2949185),437318885,0.0228472320814327,513857026
133955919,3,,,POINT (-77.1345255 -12.0514915),2725999757,0.038988543523698384,4332629094
427589967,3,,,POINT (-77.1096728 -12.0030042),4363097847,0.030237102751423942,31044331
427589968,4,,,POINT (-77.1094444 -12.0028884),4363097847,0.030057310882384444,31044331
821756241,3,,,POINT (-77.0076734 -12.018684),438634266,0.0060070870540285684,821789889
3738206546,3,,,POINT (-76.9142739 -11.9810054),7866344385,0.026291924048468432,5022418626
3267592535,3,,,POINT (-76.91844759999999 -12.0440065),438020877,0.014290180983902475,1752585668
3738206553,3,,,POINT (-76.9147485 -11.9811795),7866344385,0.02587974163859079,5022418626
3738206564,4,,,POINT (-76.9154707 -11.9814404),7866344385,0.02525788141096334,5022418626
1796866431,3,,,POINT (-76.97688170000001 -12.1518438),4353258689,0.004932848031315915,3238752136
3738206599,3,,,POINT (-76.9277415 -11.9843536),7866344385,0.015647172585813482,5022418626
6047105415,3,,,POINT (-77.0604484 -11.9895711),1918035980,0.001632924946221558,3421715537
6047105417,3,,,POINT (-77.0616047 -11.9895927),1918035980,0.0005797287037867775,3421715537
1745486222,3,,,POINT (-76.9635167 -12.0485221),437882403,0.0040290942452701865,4356601163
3738206607,3,,,POINT (-76.9244455 -11.9852671),7866344385,0.018807219461686318,5022418626
1745486227,4,,,POINT (-76.966224 -12.051379),437882403,0.0006283475782096555,4356601163
3738206615,3,,,POINT (-76.9253945 -11.9854523),7866344385,0.018160821860265262,5022418626
412189084,4,,,POINT (-77.01633150000001 -12.0740954),4356375219,0.0004753472204581992,3235587567
6129287592,3,,,POINT (-76.97341780000001 -12.0864539),4367183326,0.0018562392329645886,1273784875
4336189865,3,,,POINT (-77.0340587 -11.8902576),1863374442,0.0046498662830226105,599281493
4336189866,3,,,POINT (-77.0339118 -11.889975),1863374442,0.004957534371037704,599281493
842695087,3,,,POINT (-77.0611224 -11.9859231),1863374461,0.0038169894733933673,1330495031
412189107,3,,,POINT (-77.02134 -12.0777576),438007221,0.003442643083464523,412189186
842695095,4,,,POINT (-77.0583393 -11.9854888),1863374461,0.0026556542884930987,1330495031
842695098,4,,,POINT (-77.0579388 -11.9854139),1863374461,0.0027099653134311052,1330495031
5589402044,3,,,POINT (-77.12695890000001 -11.8183003),4347967864,0.006642450458219054,4346787536
412189116,4,,,POINT (-77.0188533 -12.076144),437870155,0.002213738648035902,412189116
5589402046,3,,,POINT (-77.1236365 -11.8239853),4347967864,0.012935354090625559,4346787536
631734720,4,traffic_signals,,POINT (-77.142746 -12.0631727),435840721,0.04504303793532562,331596105
1993703873,3,,,POINT (-76.89292690000001 -12.2740705),437328294,0.016385785524868975,7058960862
842695108,4,,,POINT (-77.0579647 -11.9853075),1863374461,0.002815863208680371,1330495031
5589402054,3,,,POINT (-77.1034781 -11.839888),435323606,0.037389689968670786,2460656224
1814004171,4,,,POINT (-77.032172 -11.8762081),435682276,0.013513475169784224,1814196532
387416528,3,,,POINT (-77.0022115 -12.1275151),3749398712,0.0004972486299649131,387416528
560562642,4,,,POINT (-77.09920049999999 -12.0406531),7335358985,0.010755845889557058,847511626
560562643,4,,,POINT (-77.09900399999999 -12.040634),7335358985,0.010657847689843694,847511626
3737747935,4,traffic_signals,,POINT (-77.08371320000001 -11.962213),4368264304,0.007844625942648994,1305383735
3737747937,4,traffic_signals,,POINT (-77.0836941 -11.9623463),4368264304,0.007868792245321854,1305383735
3627352550,3,,,POINT (-76.9725002 -12.0675289),5175517226,0.010921187298547104,6290870789
442761704,3,traffic_signals,,POINT (-76.9993765 -12.1394529),4334059265,0.004865481169421385,3245299587
3736732137,3,,,POINT (-77.0636873 -11.9897349),4749883424,0.001414085828371801,1918022564
263389679,4,,,POINT (-77.058302 -12.080689),436270969,0.003370475849443053,1943098881
4406378995,3,,,POINT (-77.0258346 -12.036073),1863374496,0.009895941620686684,331610240
914293237,3,,,POINT (-76.8580692 -12.2291742),437328294,0.04052390525449418,7058960862
263389687,4,,,POINT (-77.0521074 -12.0831883),5178812722,0.004507811823937346,4578541020
263389688,4,,,POINT (-77.0505981 -12.0826054),5178812722,0.005715596145637021,4578541020
263389689,3,,,POINT (-77.0497112 -12.0822705),4604582993,0.005911628053255024,1639104067
3736732154,4,,,POINT (-77.06161350000001 -12.0083371),3604565389,0.001220536357516286,2469993750
263389691,4,traffic_signals,,POINT (-77.0487862 -12.0820081),4604582993,0.0050727535284041045,1639104067
3736732156,4,,,POINT (-77.0615236 -12.0088528),3604565389,0.0008940295856446035,2469993750
182419965,3,,,POINT (-76.6791102 -11.9230453),439924657,0.019007475687708282,1744837285
263389694,3,,,POINT (-77.0477825 -12.0819759),4604582993,0.004128082573055215,1639104067
263389695,3,,,POINT (-77.04761449999999 -12.0819909),4604582993,0.003965507777063282,1639104067
412189184,3,,,POINT (-77.0226057 -12.0764836),438007221,0.001647451710255395,412189186
263389697,3,,,POINT (-77.04697040000001 -12.0821193),4604582993,0.003319733242299391,1639104067
412189186,4,,,POINT (-77.0233942 -12.0749051),438007221,0.0004895967577268426,412189186
4234707459,4,,,POINT (-76.9367543 -12.2131886),436952360,0.0005751907492987618,1572825699
1273758211,4,,,POINT (-76.9635629 -12.1328088),6933311385,0.012848969568801492,421242171
3736732158,4,,,POINT (-77.0898873 -12.0116179),4363097847,0.00896038781415718,31044331
4276978176,4,,,POINT (-77.0860749 -12.0874256),7394061085,0.007049113124357831,316802800
3738206731,3,,,POINT (-76.8957588 -11.98595),4374915665,0.030208386604054543,2887158611
627835408,3,,,POINT (-77.1228576 -12.0719839),435840721,0.02417025730176418,331596105
3738206739,3,,,POINT (-76.92393060000001 -11.9860505),7866344385,0.01968648001878413,5022418626
3738206740,3,,,POINT (-76.8364728 -11.9869823),457362186,0.027537183441410797,4378173899
1273889301,3,,,POINT (-77.0038413 -12.20349),4749878327,0.010013892658697229,5590488541
4268392982,3,,,POINT (-77.12154150000001 -12.0732134),435840721,0.02285602302814331,331596105
6032949785,3,,,POINT (-77.0486313 -11.9772608),4972718423,0.001855282835577711,1330621705
4357685789,4,,,POINT (-77.01325420000001 -11.9822273),4354725823,0.004103087034177924,817651213
263389729,4,traffic_signals,,POINT (-77.0487808 -12.0818756),4604582993,0.005105641602189892,1639104067
1273594402,4,,,POINT (-76.93899020000001 -12.1340568),4352901055,0.029670218710680013,2166922184
8978825764,3,,,POINT (-76.9811521 -12.0477157),563421052,0.014020133825019605,2174958288
263389733,4,,,POINT (-77.0521648 -12.0830692),5178812722,0.00459989563468696,4578541020
1399063080,4,,,POINT (-77.0564677 -12.0579566),4332723152,0.003160248567751825,679644542
462979629,3,,,POINT (-77.0815363 -12.0775011),5812590154,0.0006885859133048072,462979629
1399063094,4,,,POINT (-77.0545485 -12.062655),8429977984,0.00550862781915681,819211116
1951269430,3,,,POINT (-77.0026824 -11.9962517),437492949,0.0065313812546538294,817727511
611484217,3,,,POINT (-77.0837021 -12.0780594),6237973989,0.0016767606030598386,611484233
1399063099,4,,,POINT (-77.0569026 -12.0610791),1863374533,0.004651524843535452,316811619
821756480,4,,,POINT (-77.01209950000001 -12.0177061),438634266,0.008343468364074047,821789889
847512129,4,,,POINT (-77.0931458 -12.0296398),7335358985,0.0019967263257668045,847511626
847512130,4,,,POINT (-77.0929357 -12.0291617),7335358985,0.002470276300341192,847511626
847512131,4,,,POINT (-77.0927416 -12.0286733),7335358985,0.0029572086788114413,847511626
847512132,4,,,POINT (-77.0932825 -12.0299914),7335358985,0.0016822348022830613,847511626
847512133,4,,,POINT (-77.0876943 -12.0292098),2696510044,0.0018039612689803165,847511646
1256325701,4,traffic_signals,,POINT (-77.0477518 -11.9151491),4334175094,0.00658887899190702,2832307511
1814004295,4,,,POINT (-77.0300853 -11.8779767),435682276,0.01111369359735242,1814196532
821756488,4,,,POINT (-77.01114680000001 -12.0178157),438634266,0.0076160293981495765,821789889
611484233,3,,,POINT (-77.0823372 -12.0780942),6237973989,0.0009454105192978381,611484233
847512138,4,,,POINT (-77.08789899999999 -12.0296872),2696510044,0.0016420561896517524,847511646
847512139,4,,,POINT (-77.0881129 -12.0301706),2696510044,0.001643870098270477,847511646
847512140,4,,,POINT (-77.0882574 -12.0305204),2696510044,0.0017376190059973649,847511646
847512135,4,,,POINT (-77.0891254 -12.0290432),2696510044,0.0030241342645435693,847511646
847512144,4,,,POINT (-77.08968590000001 -12.0303678),2696510044,0.003172198672848897,847511646
1951269457,3,,,POINT (-77.003694 -11.996303),437492949,0.005559273820189442,817727511
4261053019,4,,,POINT (-77.08705569999999 -11.9964533),6077884588,0.009092364617629923,2477162001
1399063132,3,,,POINT (-77.0588482 -12.0607028),1863374533,0.0031836324662260287,316811619
1399063134,4,,,POINT (-77.0573631 -12.0589885),1863374533,0.0030986062447504853,316811619
1399063151,4,,,POINT (-77.05366189999999 -12.0587091),4336231305,0.0037351142967754227,915282148
1844839026,4,,,POINT (-77.0023616 -12.1741533),437360733,0.009538394896681941,346473955
4796023415,3,,,POINT (-76.9265022 -12.1783552),2093813107,0.010651123727099716,2090197758
391021177,4,,,POINT (-77.0144837 -12.1413033),4412525789,0.0022209356451758167,316757406
391021178,4,,,POINT (-77.0151467 -12.140731),4412525789,0.0026278821529898376,316757406
391021179,4,,,POINT (-77.0160881 -12.1399016),4412525789,0.0035297120009999783,316757406
4202660476,4,,,POINT (-76.9664848 -12.1456191),5010414115,0.0014057099451854492,1795359953
331597632,4,traffic_signals,,POINT (-77.1050475 -12.071973),435840721,0.006381151168933784,331596105
4337566340,3,,,POINT (-77.03172000000001 -12.0954218),7104794785,0.0016003524924178838,138846858
1843102342,3,,,POINT (-77.09962090000001 -12.0344995),7335358985,0.006100035842517905,847511626
2761654924,3,,,POINT (-76.98494650000001 -12.1602089),4356168316,0.004414969092757395,4363685384
1843102351,3,,,POINT (-77.099273 -12.0356168),7335358985,0.006576857098942947,847511626
5615223441,3,,,POINT (-76.8976218 -11.9754714),4374915665,0.04050627341363357,2887158611
5615223444,3,,,POINT (-76.89843190000001 -11.976185),4374915665,0.0397655331216629,2887158611
624493225,3,,,POINT (-77.11243810000001 -12.0726521),435840721,0.013743846491190972,331596105
4334474649,3,,,POINT (-77.03491219999999 -11.9011009),435849649,0.004305247787710702,4336217882
1399063217,3,,,POINT (-77.0553488 -12.0633756),8429977984,0.0057311809742901275,819211116
1399063223,3,,,POINT (-77.0548446 -12.0635445),8429977984,0.005212720131560751,819211116
8982463159,3,,,POINT (-76.99089480000001 -12.0155773),4916727221,0.009686528055507144,821623929
639107769,4,,,POINT (-77.0695173 -12.0776763),435713315,0.004358990113836203,316809590
1843102397,3,,,POINT (-77.0595287 -12.0491297),436598548,0.0009067529138058742,690201892
316801727,4,traffic_signals,,POINT (-77.0716279 -12.0965559),1863374664,0.0009048740520111237,316801728
316801728,4,traffic_signals,,POINT (-77.0718665 -12.0971215),1863374664,0.0003109718476002028,316801728
3042149058,4,,,POINT (-77.049986 -12.0233623),4422152801,0.003195447895053048,818613439
1399063237,4,,,POINT (-77.0529906 -12.0630576),2026696788,0.00398428226158739,819211075
817660614,3,,,POINT (-77.01017710000001 -11.9816008),4354725823,0.0028723278869214014,817651213
1273594567,3,,,POINT (-76.9199613 -12.1646756),2093813107,0.025381246517065904,2090197758
1399063249,4,,,POINT (-77.05313990000001 -12.0635805),2026696788,0.003837434481528957,819211075
1938227922,3,,,POINT (-76.9815476 -12.025095),4916727221,0.004482432701107416,821623929
1342138346,3,,,POINT (-76.97726900000001 -11.965145),4593703593,0.016998924420386502,1343053657
1287422680,3,,,POINT (-77.02262469999999 -12.200434),512156980,0.007985011213038325,4226751425
262573997,3,,,POINT (-77.0182427 -12.1194434),6776006785,0.005802297183875091,262574007
1273889504,4,,,POINT (-76.9417274 -12.1412241),7027416494,0.022199134724801603,1715696609
3738206957,4,,,POINT (-76.8752374 -12.0032564),439816323,0.02716225531291482,2887143235
3630203630,4,,,POINT (-77.000917 -12.1057999),437490656,0.0008500964673958574,417251208
627180271,4,,,POINT (-77.0877102 -12.0401887),2696510044,0.009682133535539213,847511646
885687025,4,,,POINT (-77.0649007 -12.0326593),2737510301,0.0041115088276688395,846730679
262570744,4,,,POINT (-77.0368074 -12.1115747),435660835,0.0003712855154168944,262570744
885687041,4,,,POINT (-77.06497899999999 -12.0332369),2737510301,0.004163766829447957,846730679
7556301576,3,,,POINT (-76.8139493 -12.1184021),7027424773,0.07318227864243756,2517990075
6829179665,3,,,POINT (-76.92836819999999 -12.2056812),4399169379,0.0013092804474218688,8430473486
262570769,4,,,POINT (-77.0357796 -12.1140021),435185155,0.000966312289073252,3777385835
4927554323,3,,,POINT (-77.0251567 -12.0755623),438007221,0.0014658464412859926,412189186
4224615189,4,,,POINT (-76.92531719999999 -12.2322424),4103814916,0.0029864293227854512,4224117270
1273725720,4,traffic_signals,,POINT (-77.017957 -12.0616338),1863374546,0.0006109831830732932,1273725720
370967339,4,traffic_signals,,POINT (-77.01858850000001 -12.1046911),4366536183,0.0004798331064029822,370967339
629048130,4,,,POINT (-77.130763 -12.0669917),435840721,0.03255034365680719,331596105
6162088771,3,,,POINT (-76.8901328 -12.2316),5016817424,0.020091726399192808,3756733832
1396409155,4,,,POINT (-77.06331849999999 -12.0628059),4401168892,0.002933840324559447,1843209605
1273889605,3,,,POINT (-76.9476866 -12.0343179),4949862124,0.006984066111514622,1577492163
844464967,4,,,POINT (-77.0782153 -12.0123171),4363097847,0.0027648731507962177,31044331
821756744,3,,,POINT (-77.0106284 -12.0178797),438634266,0.007245645975613591,821789889
263390027,4,,,POINT (-77.0509588 -12.085315),5178812722,0.0034486738335212,4578541020
3996615508,3,,,POINT (-77.1158757 -12.0405774),7335358985,0.023280456990573482,847511626
4283138901,3,,,POINT (-76.9600749 -12.1216668),6933311385,0.015572205732654632,421242171
370967384,4,traffic_signals,,POINT (-77.01860069999999 -12.1044521),4366536183,0.0007091697187526503,370967339
1573127001,4,,,POINT (-76.9648189 -12.1695731),437875663,0.0033292080712312385,317338828
5577540442,3,,,POINT (-77.0134082 -12.1005592),1863374668,0.0023623992401803377,4353259378
