osmid,geometry,NN,NN_dist,bank_distance,bank_dist,courthouse_distance,courthouse_dist,hospital_distance,hospital_dist,marketplace_distance,marketplace_dist,police_distance,police_dist,school_distance,school_dist,university_distance,university_dist,distrito
5600926651,POINT (-71.9222392 -13.5473376),5600926318,0.005527862581508,,0.0071672939865703,,0.0138497909908357,,0.0093405256599716,,0.0124652403118208,,0.0118276105211615,,0.0089104613359849,,0.0168329898871513,SAN_SEBASTIAN
5600926660,POINT (-71.921473 -13.5475869),5600926318,0.0055192841863798,,0.0071672939865703,,0.0138497909908357,,0.0093405256599716,,0.0124652403118208,,0.0118276105211615,,0.0089104613359849,,0.0168329898871513,SAN_SEBASTIAN
5600926661,POINT (-71.9222021 -13.5470167),5600926318,0.0052184624114804,,0.0071672939865703,,0.0138497909908357,,0.0093405256599716,,0.0124652403118208,,0.0118276105211615,,0.0089104613359849,,0.0168329898871513,SAN_SEBASTIAN
5600926665,POINT (-71.9236478 -13.5458618),3269164677,0.0038378707560334,3125.581,0.003613691914086,2327.9190000000003,0.0175381838355619,3397.5550000000003,0.0097486313248828,4018.62,0.0105265166318991,4018.62,0.0100869835879253,3382.523,0.005543359025895,2747.6190000000006,0.020518194462612,SAN_SEBASTIAN
5600926671,POINT (-71.9232243 -13.5462921),3269164677,0.0043201302063729,3125.581,0.003613691914086,2327.9190000000003,0.0175381838355619,3397.5550000000003,0.0097486313248828,4018.62,0.0105265166318991,4018.62,0.0100869835879253,3382.523,0.005543359025895,2747.6190000000006,0.020518194462612,SAN_SEBASTIAN
5600926677,POINT (-71.9224104 -13.5459723),3269164677,0.0042347497269629,3125.581,0.003613691914086,2327.9190000000003,0.0175381838355619,3397.5550000000003,0.0097486313248828,4018.62,0.0105265166318991,4018.62,0.0100869835879253,3382.523,0.005543359025895,2747.6190000000006,0.020518194462612,SAN_SEBASTIAN
5600926680,POINT (-71.9217526 -13.546621),5600926318,0.0046817598913247,,0.0071672939865703,,0.0138497909908357,,0.0093405256599716,,0.0124652403118208,,0.0118276105211615,,0.0089104613359849,,0.0168329898871513,SAN_SEBASTIAN
5600926687,POINT (-71.9220736 -13.5448845),3269238678,0.0032863605416928,2771.2990000000004,0.0064781471803174,1973.637,0.0143342635963626,3043.2729999999992,0.0089851677874749,3664.3379999999993,0.0118359989767214,3664.3379999999993,0.0112138412977889,4042.6729999999993,0.0082821436898918,2393.3370000000004,0.017317956370535,SAN_SEBASTIAN
5600926688,POINT (-71.921641 -13.5449317),5600926318,0.0031017822763662,,0.0071672939865703,,0.0138497909908357,,0.0093405256599716,,0.0124652403118208,,0.0118276105211615,,0.0089104613359849,,0.0168329898871513,SAN_SEBASTIAN
5600926689,POINT (-71.9229332 -13.5443909),3269164677,0.0025740653934983,3125.581,0.003613691914086,2327.9190000000003,0.0175381838355619,3397.5550000000003,0.0097486313248828,4018.62,0.0105265166318991,4018.62,0.0100869835879253,3382.523,0.005543359025895,2747.6190000000006,0.020518194462612,SAN_SEBASTIAN
