iddpto,departamen,idprov,provincia,iddist,distrito,capital,codccpp,area,fuente,geometry,LimaCallao
07,CALLAO,0701,CALLAO,070105,LA PUNTA,LA PUNTA,0001,1,INEI,"POLYGON ((-77.15883611099997 -12.06645310499994, -77.15874023599991 -12.0665468549999, -77.15861911099995 -12.06646285499994, -77.15854498699986 -12.06657222999996, -77.1586562359999 -12.06665610499988, -77.15857611099995 -12.06673635499993, -77.15849611099998 -12.06668560499992, -77.15843361199995 -12.06664647999997, -77.15837698699988 -12.06661322999997, -77.15821486099998 -12.06687697999996, -77.15813286099996 -12.06701560499994, -77.15806261099993 -12.06713472999996, -77.15799798599988 -12.06724022999998, -77.15795686099995 -12.06730660499994, -77.1579297369999 -12.06738085499995, -77.15799223699997 -12.06742772999996, -77.1579297369999 -12.06749610499992, -77.15765823699985 -12.06784372999982, -77.15759761099997 -12.06791997999989, -77.15753323699988 -12.06800197999996, -77.15740423599988 -12.06816797999983, -77.15734161099994 -12.06824810499995, -77.15725198599989 -12.06832035499991, -77.15718361099994 -12.06823047999995, -77.15714648599987 -12.06817185499995, -77.15710548599992 -12.06811522999988, -77.15705473599991 -12.06804685499992, -77.15700386199995 -12.06793747999996, -77.15695698699989 -12.06787697999988, -77.15687698699998 -12.06782035499992, -77.15676948699996 -12.06781447999998, -77.15668361099995 -12.06781447999998, -77.15658011099998 -12.06784372999982, -77.15651186099996 -12.06786522999982, -77.15641986099996 -12.06791997999989, -77.15646486099996 -12.06809372999987, -77.15640823699988 -12.06818560499994, -77.1564922369999 -12.06823047899991, -77.15656836099998 -12.06824997999996, -77.15691798599988 -12.06896285499994, -77.15724811099994 -12.06965822999996, -77.15759173599992 -12.07038285499993, -77.15770123699986 -12.07061322999982, -77.15776561099995 -12.07074997999996, -77.15778511199994 -12.07080660499992, -77.15779886099995 -12.07086322999987, -77.15783986199995 -12.07102147999996, -77.15786136099996 -12.07110747999997, -77.15787886099997 -12.07119335499993, -77.15789061099997 -12.07126172999983, -77.1578984869999 -12.07132810499991, -77.1578984869999 -12.07147660499993, -77.15789648699985 -12.07155660499996, -77.15788873699989 -12.07166410499997, -77.15787698599991 -12.07174997999988, -77.15784761099997 -12.07193560499996, -77.15782048599993 -12.07202935499993, -77.15780661099996 -12.0720839789999, -77.15777736099994 -12.07214647999996, -77.15774023599988 -12.07219722999997, -77.15768748599987 -12.07225585499992, -77.15762886099998 -12.07229097999988, -77.15752911199991 -12.07234185499993, -77.15741798699997 -12.07237485499991, -77.15734161099994 -12.07240235499995, -77.15726761099995 -12.07242785499994, -77.15719336099994 -12.07244535499996, -77.15713286199997 -12.07244535499996, -77.15696686099994 -12.07238472999995, -77.15685948699991 -12.07236322999995, -77.15681836099998 -12.0724101049999, -77.15684373699997 -12.07246685499996, -77.15799611099999 -12.07292185499995, -77.15805273599989 -12.07295510499995, -77.15812111099996 -12.07300585499996, -77.15823823699998 -12.07312110499993, -77.15853323699997 -12.07355660499991, -77.15878911199997 -12.07392772999998, -77.15890236099995 -12.07409172999996, -77.15894136199995 -12.07415035499992, -77.1589922359999 -12.07420697999987, -77.15905661099998 -12.07425585499993, -77.15912698599993 -12.07429497999988, -77.15920898699989 -12.07432622999988, -77.16279498599994 -12.07527735499997, -77.16299798599988 -12.07532810499993, -77.16317386199995 -12.07536135399994, -77.16332223699999 -12.07536322999988, -77.16345311199996 -12.07533997999991, -77.16356636199993 -12.07530860499992, -77.16369136099996 -12.07525197999985, -77.1645214859999 -12.07472260399993, -77.16506636199995 -12.07436522999984, -77.16535936199995 -12.07445510499997, -77.16563673699989 -12.07452935499992, -77.16568361199995 -12.07448635499992, -77.16563286099995 -12.07442972999985, -77.16551561199998 -12.07439847999984, -77.16551936099995 -12.07433597999989, -77.16557048699991 -12.07422660499992, -77.16562886199995 -12.07416797999997, -77.16570311099997 -12.07411122999997, -77.16578323599992 -12.07405847999996, -77.16584573599994 -12.07403510499995, -77.16592386099995 -12.07400785499993, -77.16603911199996 -12.07399410499994, -77.16612498599989 -12.07400785499993, -77.16629311099996 -12.07403710499995, -77.1664784859999 -12.07405660499995, -77.16659573699991 -12.07408785499996, -77.16665623699998 -12.07410547999984, -77.16672061199995 -12.07412697999985, -77.16681248599991 -12.07415035499992, -77.16687111099998 -12.07415435499996, -77.16696486099994 -12.07418947999997, -77.16704886199994 -12.0742169799999, -77.16717386099998 -12.07423047999987, -77.16725786099994 -12.07423822899989, -77.16749998699999 -12.07424610499993, -77.16762498599991 -12.07425385399995, -77.16770698699997 -12.07427160399993, -77.16777148599994 -12.07427735499994, -77.16788873599995 -12.07428322899989, -77.16802148699986 -12.07428710499994, -77.16810736099995 -12.07429872999995, -77.16824998599992 -12.07432222999984, -77.16836136199998 -12.07434372999984, -77.16842973599995 -12.07435147999996, -77.16848448599995 -12.07436135499995, -77.16860936099994 -12.07436322999996, -77.16874798599991 -12.07439447999997, -77.16886323599994 -12.07441985399993, -77.16900973599991 -12.07446097899992, -77.16909173599993 -12.07449410499993, -77.16915036199998 -12.07453510499994, -77.1692167359999 -12.07455660499994, -77.16927536099996 -12.07457222999983, -77.16933198699991 -12.07459172999995, -77.16939061199997 -12.07460935499995, -77.16949223599994 -12.07463472999996, -77.16958186099998 -12.07464260499995, -77.16966986099999 -12.07463285499995, -77.16973436199999 -12.07457622999988, -77.16976948699988 -12.07451760499993, -77.16979886199994 -12.07444135499992, -77.16983786099996 -12.07434960499995, -77.16986136099996 -12.07425785499993, -77.16988473599991 -12.07415435499996, -77.16991598599992 -12.07404297999989, -77.16995111199998 -12.07397460499993, -77.17002148699999 -12.07393947999998, -77.17008798599994 -12.07390235499992, -77.17013673699989 -12.07387097999998, -77.17019923599992 -12.07382422999984, -77.17023436199997 -12.07376947999995, -77.17025386199998 -12.07368160499993, -77.17026361199999 -12.07358985499997, -77.17026173599993 -12.07344535399994, -77.17026948599994 -12.07337497899988, -77.17030473699992 -12.07327735499996, -77.17037886099996 -12.07323822999996, -77.1704589869999 -12.07321685499994, -77.17052536099999 -12.07319535499994, -77.17057811099994 -12.07316997999988, -77.17065423699989 -12.07311910499993, -77.17072461199996 -12.07306835499992, -77.1707422369999 -12.07300385499991, -77.17068361099996 -12.07292972999988, -77.17060548599994 -12.07287497999988, -77.17054098599993 -12.07281635499993, -77.17049023599992 -12.07275585499991, -77.17043548599992 -12.07267972999989, -77.17038086099996 -12.07261722999988, -77.17033986199993 -12.07256447999987, -77.17027148599993 -12.07248435499992, -77.17019923599992 -12.07240235499995, -77.17012886199996 -12.07234372999983, -77.17007811099995 -12.07230860499993, -77.17000198599993 -12.07224810499997, -77.16990623699991 -12.07218560499996, -77.1698242359999 -12.0721288549999, -77.16976173599994 -12.07207422999988, -77.16968948599992 -12.07202147999988, -77.16963086099997 -12.07197660499992, -77.16957811099996 -12.07193560499996, -77.16952723599991 -12.07189060499991, -77.16948236099995 -12.07185347999996, -77.16941011099993 -12.07178510499995, -77.16930273599991 -12.07168160499992, -77.16915823699992 -12.07159372999996, -77.16866598599989 -12.07117385499993, -77.16857611099994 -12.07050397999984, -77.16841986199995 -12.06932635499993, -77.1683944859999 -12.06919722899988, -77.16834961199999 -12.06906247999996, -77.16827936199996 -12.06890822999998, -77.1682089869999 -12.06878710499996, -77.1681229859999 -12.06867185499993, -77.16801373699991 -12.06855285499995, -77.1679179869999 -12.06847660499994, -77.16778923599992 -12.06839247999994, -77.1675839859999 -12.06827935399997, -77.1673027359999 -12.06812885499994, -77.16682798699998 -12.06762310499994, -77.16677736199995 -12.06764847999983, -77.16692186099993 -12.06784185399994, -77.16716798599992 -12.06811910499994, -77.16773623599988 -12.06847272899989, -77.16789261199995 -12.06856247999997, -77.16802148699986 -12.06869135499994, -77.16819148699989 -12.06892185399994, -77.16825786099997 -12.06908010499995, -77.16831048699999 -12.06925385499994, -77.16832411099995 -12.06939060499991, -77.16847848599991 -12.07049810499996, -77.16826948599993 -12.07052947999989, -77.16830073599994 -12.07078910499996, -77.16839061099995 -12.07086910499993, -77.16840236099995 -12.07092385499993, -77.16825386199997 -12.07094535499994, -77.16830661199998 -12.07142385399993, -77.16832223599994 -12.07151760499994, -77.16821098599991 -12.07153710499995, -77.16767573699985 -12.07132422999996, -77.1662207359999 -12.07073635499995, -77.16669536099994 -12.06896285399995, -77.16677148699989 -12.06867772999988, -77.16667573599989 -12.06865435499992, -77.16648036199996 -12.06938672999996, -77.16637498699998 -12.06978322999987, -77.16630861099998 -12.07003510499993, -77.1662714869999 -12.0701699789999, -77.16621873599991 -12.07029497999997, -77.16611523599994 -12.07029297999998, -77.16605661199998 -12.0702892299999, -77.16599823599995 -12.07027347999997, -77.16588473699989 -12.07024610399998, -77.16578123599993 -12.07024022899986, -77.16569923599991 -12.07022072999996, -77.16555073699999 -12.07019535499995, -77.16546686099997 -12.07018747999996, -77.1654062369999 -12.07016797999984, -77.16532036099994 -12.07013285399995, -77.16524798599988 -12.07010747999988, -77.16516011199997 -12.07007610499994, -77.16507811099996 -12.07005272999987, -77.16499611099994 -12.07003122999987, -77.16493748699997 -12.07000785499991, -77.16487498599992 -12.06999022999997, -77.16480861199994 -12.06996485399998, -77.16472461199999 -12.06993560499996, -77.16465036199997 -12.06990435499995, -77.16459573599991 -12.06987310499994, -77.16453123699989 -12.06984185499994, -77.16444136099994 -12.06979097999982, -77.16438673599993 -12.06976172999998, -77.16430661199996 -12.06972660499991, -77.16419723599989 -12.06967772999997, -77.16411723599992 -12.06964260499996, -77.1640332369999 -12.06960935499995, -77.16397461199995 -12.06958397999983, -77.16391423699991 -12.06954885499994, -77.16383786199998 -12.06950385499994, -77.16377536099998 -12.06947660499992, -77.16370698599991 -12.06945122999997, -77.16365236099995 -12.06943360499992, -77.16358398599994 -12.06941210499991, -77.16350198599991 -12.06938672999996, -77.1634062359999 -12.0693593549999, -77.16333011099994 -12.06934185499995, -77.16324023699985 -12.06932635499993, -77.16310548699988 -12.06929297999983, -77.16301361199993 -12.06925972999983, -77.16292186099997 -12.06922460499993, -77.1628534859999 -12.06920310499993, -77.16278911099994 -12.06917772999998, -77.16287111199995 -12.06899610499994, -77.16269336199997 -12.06891997999998, -77.1625859859999 -12.06910935499991, -77.16249798599989 -12.06907622999984, -77.16238473699997 -12.06901372999988, -77.16232223599991 -12.06898635499994, -77.1622577359999 -12.06896285499994, -77.16219536099999 -12.06894135499994, -77.16212886099999 -12.06892572999982, -77.16205661199996 -12.06890047899992, -77.16200586199994 -12.06888085499992, -77.16193161199993 -12.06884747999993, -77.16184961199997 -12.06881447999996, -77.16175198699989 -12.06877347999983, -77.16166798599988 -12.06873635499994, -77.16158011199997 -12.06869135499994, -77.16152923699997 -12.06866410499993, -77.16146673599991 -12.06861910499993, -77.16140248599993 -12.06857810499992, -77.16133986099999 -12.06855860499991, -77.16159373599993 -12.06784960399995, -77.16144923699989 -12.06779297999998, -77.16135348599988 -12.06804097999998, -77.16142186099995 -12.06807235499997, -77.16124411099997 -12.06850785499995, -77.16114648599989 -12.06846097999988, -77.16109186099999 -12.06842385499993, -77.16103323599992 -12.06840035499994, -77.16096686099996 -12.06837885499993, -77.16084761099995 -12.06834185499991, -77.16075586199997 -12.06830472999997, -77.16068548599992 -12.06826760499996, -77.16064061199995 -12.0682343549999, -77.16056248599989 -12.06820122999989, -77.16048636199997 -12.06816210499994, -77.16041398699997 -12.06811910499994, -77.16034961199995 -12.06808785499993, -77.16029298599989 -12.06805472999997, -77.16021673599988 -12.06801935499988, -77.16015823699991 -12.06799410499991, -77.16006836199995 -12.06795897999996, -77.15998436099994 -12.06792385499995, -77.15991998599992 -12.06788485499993, -77.15985336099993 -12.06783597999987, -77.15977923599991 -12.06777147999998, -77.15971886099999 -12.06772260499991, -77.15962111199997 -12.06762697999983, -77.1595527369999 -12.06755660499994, -77.1594902359999 -12.06751172999998, -77.15944723599989 -12.06747460499992, -77.15938673699998 -12.06742385499996, -77.15932223699997 -12.06735347999995, -77.15924411199995 -12.06727347999987, -77.15912498599988 -12.06716410499996, -77.15905073599987 -12.06708010499995, -77.15866211099996 -12.06680472999983, -77.15873236199997 -12.06664447999998, -77.15881836199998 -12.06651947999995, -77.15883611099997 -12.06645310499994))",True
07,CALLAO,0701,CALLAO,070104,LA PERLA,LA PERLA,0001,1,INEI,"POLYGON ((-77.10443948599999 -12.07019535499995, -77.10485736099986 -12.07199022999987, -77.1050448609999 -12.07191010499992, -77.10598823599997 -12.07424997999988, -77.10756448699993 -12.07361910499992, -77.10917573599994 -12.07637697999985, -77.1093438609999 -12.07632422999984, -77.10997661099992 -12.07745510499996, -77.11046686099991 -12.07724410499992, -77.11090236199988 -12.07840622999987, -77.11147461099989 -12.07940622999985, -77.11153323699995 -12.07949222999986, -77.11190036199997 -12.07934185499994, -77.11229486199989 -12.07910760499993, -77.1126641109999 -12.07892572999998, -77.11293161099991 -12.07878510499995, -77.11325386099992 -12.07862497999997, -77.11354686099992 -12.07852135499991, -77.11370698699994 -12.07844922999988, -77.11399798599996 -12.07831247999997, -77.11419536099993 -12.07823247999988, -77.11445698599994 -12.07810160499997, -77.11479886199999 -12.07796485499995, -77.11522073599997 -12.07777735499997, -77.11564448699994 -12.07759960499993, -77.11602923599997 -12.07738285499994, -77.11645136099992 -12.07721085499992, -77.11676948599995 -12.07707035499993, -77.11722836099989 -12.07690035499996, -77.11739848599996 -12.07683985499995, -77.11770698699996 -12.07666997999985, -77.11804486099993 -12.07649222999987, -77.11841211199999 -12.07633785399997, -77.11870311099989 -12.07620697999988, -77.11891798599999 -12.07612110499997, -77.11929886099995 -12.07595310499994, -77.11958986199988 -12.07582235499996, -77.1201523609999 -12.07559572999997, -77.12035348699999 -12.07549410499996, -77.1207128609999 -12.07533785499993, -77.12092186199999 -12.07524997999997, -77.12117973699998 -12.07512685499995, -77.12156248599996 -12.07498635499996, -77.12203711099994 -12.07480860399994, -77.12222473699995 -12.07475585499992, -77.12240823599996 -12.07465435499995, -77.12251173599998 -12.07462110499995, -77.12277936099991 -12.07451760499993, -77.12296673599997 -12.07445697999998, -77.12328123599997 -12.07437697999984, -77.12352923699996 -12.07425385499994, -77.12391411199991 -12.07412310499996, -77.12419136099993 -12.07402535499995, -77.12452923699993 -12.07386522999997, -77.12476761099992 -12.07380072999996, -77.12504486099994 -12.07365822999998, -77.12540036099995 -12.07350385499996, -77.12562698699998 -12.07341597999988, -77.12592573599994 -12.07330272999997, -77.12626948699995 -12.07314260499993, -77.12657811199989 -12.07303510499992, -77.12702348599998 -12.07284760499994, -77.12771873599996 -12.07252935399993, -77.12812698599998 -12.07234185499993, -77.12847261099995 -12.07218160499991, -77.12879298599995 -12.07204497999987, -77.12950973699998 -12.07174997999988, -77.12985736199988 -12.07158010499995, -77.13028911099997 -12.07138672999997, -77.13055273599997 -12.07129885499995, -77.13080073599997 -12.07120510499993, -77.13110548599997 -12.07105472999984, -77.13128711199988 -12.07100785499995, -77.13168948599997 -12.07084960499992, -77.13197661099997 -12.07074222999984, -77.13226361099993 -12.07061522999987, -77.13259386099998 -12.07049222999984, -77.13281048599998 -12.06916210499992, -77.13290723599988 -12.06820810499994, -77.13293948699999 -12.06790235499994, -77.11987698599995 -12.06549022999997, -77.11835548599998 -12.0651836049999, -77.11298836099991 -12.06416710499997, -77.10862886099989 -12.06336897999995, -77.10688648599995 -12.06322722999994, -77.1056191109999 -12.06312110499994, -77.10536723599995 -12.06316797999995, -77.10482611099991 -12.06330860499992, -77.10457111199997 -12.06335060499993, -77.10430861099991 -12.06467972999997, -77.10410936199997 -12.06579885499991, -77.10395511099989 -12.06682035499995, -77.10395898599995 -12.06756835499993, -77.10413861099988 -12.0687851049999, -77.10443948599999 -12.07019535499995))",True
07,CALLAO,0701,CALLAO,070102,BELLAVISTA,BELLAVISTA,0001,1,INEI,"POLYGON ((-77.10086048699998 -12.0630724799999, -77.10316623599982 -12.06330922999996, -77.10411911099999 -12.06337697999987, -77.10436523599998 -12.06337497999982, -77.10457111199997 -12.06335060499993, -77.10482611099991 -12.06330860499992, -77.10536723599995 -12.06316797999995, -77.1056191109999 -12.06312110499994, -77.10688648599995 -12.06322722999994, -77.10862886099989 -12.06336897999995, -77.11298836099991 -12.06416710499997, -77.11835548599998 -12.0651836049999, -77.11987698599995 -12.06549022999997, -77.13293948699999 -12.06790235499994, -77.13423636199991 -12.05969335499992, -77.12780073599998 -12.05902935499995, -77.11949223599999 -12.0579356049999, -77.11313673599994 -12.05662697999998, -77.10584173599995 -12.05504885499994, -77.09793548599993 -12.05356247999993, -77.08760073599996 -12.05186572999992, -77.08757611099998 -12.05197460499988, -77.08772261099983 -12.05314447999996, -77.08785548599997 -12.05431635499991, -77.08805273599995 -12.05596497999983, -77.08821873599993 -12.05740997999993, -77.08826761099988 -12.05781835499994, -77.08837111099984 -12.0587343549999, -77.08825586199998 -12.05950785499994, -77.08820311099998 -12.0598691049999, -77.08816798599997 -12.0601426049999, -77.08811723599996 -12.06051172999997, -77.08803323699993 -12.06071685399996, -77.08788286099997 -12.06091597999995, -77.08776761199994 -12.06099997899997, -77.08761323599992 -12.06106635499992, -77.0872793609999 -12.06142385399994, -77.08725736099996 -12.06151135499988, -77.08817186199997 -12.06167385499992, -77.09704098599997 -12.06246685499991, -77.0979063609999 -12.06269135499991, -77.10086048699998 -12.0630724799999))",True
07,CALLAO,0701,CALLAO,070103,CARMEN DE LA LEGUA REYNOSO,CARMEN DE LA LEGUA REYNOSO,0001,1,INEI,"POLYGON ((-77.08316998599997 -12.0392461049999, -77.08263286199997 -12.04503710499989, -77.08172261099998 -12.04495685399991, -77.08154686099988 -12.04701760499989, -77.09832036099988 -12.04851947999998, -77.09913086199998 -12.03998447999993, -77.0972968609999 -12.03926947999997, -77.09445886099996 -12.03867772999996, -77.09346698599995 -12.0384366049999, -77.09283998599994 -12.03828997999994, -77.09184448699989 -12.03814235499982, -77.09084398699997 -12.03792047999991, -77.08970561099994 -12.03768710499997, -77.08882898699989 -12.03752447999995, -77.08809036099996 -12.0373394799999, -77.08749236099999 -12.03728797999992, -77.08674323699995 -12.03714985499994, -77.08556248599996 -12.03688822999987, -77.0849119859999 -12.03678210499987, -77.08419111099994 -12.03667535499994, -77.08361998599992 -12.03648997999994, -77.08294048599993 -12.03641785399986, -77.08259361199998 -12.03920510499989, -77.08316998599997 -12.0392461049999))",True
