osmid,street_count,highway,ref,geometry,school_osmid,school_dist
3725402607,4,,,POINT (-76.9408658 -12.2257345),468443297,0.0012639937203179272
3725402608,4,,,POINT (-76.94124909999999 -12.2259557),468443297,0.000928417602703716
1273930225,3,,,POINT (-77.1324331 -12.0236095),5560356561,0.03556082269154594
1273471475,3,,,POINT (-77.0048121 -12.0641331),5597258022,0.0015934085289083717
1367679477,3,,,POINT (-76.9991661 -12.0300331),5597016784,0.0007969831930473068
1273569782,3,,,POINT (-76.8896933 -12.0330186),635366883,0.0013117069308154156
1367679479,4,,,POINT (-76.999709 -12.0301413),5597016784,0.0012731333944245716
1757094392,3,,,POINT (-77.1612836 -11.8289557),5567431241,0.007992808911134297
1367679482,4,traffic_signals,,POINT (-76.99986440000001 -12.0301673),5597016784,0.0014206503440433317
1835606530,4,,,POINT (-76.92537419999999 -12.2024146),371049066,0.0017013227621878223
846668291,4,,,POINT (-77.08838129999999 -12.0272794),5565257227,0.0002012237063511001
411673092,3,,,POINT (-76.9479643 -12.0893878),160698139,0.004478015488740584
1842094596,4,,,POINT (-77.1074278 -12.0570944),5560325045,0.007936307056181301
846668295,4,,,POINT (-77.08704609999999 -12.027388),5565257228,0.00035638418875629045
1835606539,4,traffic_signals,,POINT (-76.948261 -12.2134044),5256294151,0.0010182364803896576
1273504268,4,,,POINT (-76.9633135 -12.0502671),5597207326,0.0002550285670290259
411673100,4,,,POINT (-76.9379364 -12.0838676),5597152663,0.008663454286252805
1367679503,3,,,POINT (-77.00046949999999 -12.0303787),5597016782,0.0018890590091348118
1757094415,3,,,POINT (-77.15971380000001 -11.8305589),7393015987,0.009799236971313637
411673107,4,,,POINT (-76.9353886 -12.0823844),690369363,0.006956424161378664
1757094420,4,,,POINT (-77.1599863 -11.8316826),7393015987,0.01089715195819486
1835606556,4,,,POINT (-76.9303881 -12.2408538),442868364,0.00015530930429300173
1367679515,3,,,POINT (-77.0007961 -12.0305181),5597016776,0.0019067734527210298
5560017439,3,,,POINT (-76.9651089 -11.9366437),825981433,0.0018695785454896888
1367679527,3,,,POINT (-77.00287369999999 -12.0306538),122375855,0.002547807999040892
629056041,3,,,POINT (-77.13297710000001 -12.0677643),436257932,0.025390418060028105
1367679530,3,,,POINT (-77.00124889999999 -12.0306865),5597016776,0.001839932444411165
496771630,3,,,POINT (-76.8139549 -12.1183998),5258345869,0.0026096878165789007
4362183215,3,,,POINT (-76.9787591 -12.1101715),4170785927,0.0007307423964661284
262578739,3,,,POINT (-77.0425049 -12.1189202),435187667,0.0016698244744030337
1941643828,3,,,POINT (-77.0095195 -12.0250075),437349723,0.0007816778428617072
1367679539,4,,,POINT (-77.0032427 -12.0308105),122375855,0.0024038097194526587
1367679542,3,,,POINT (-77.00166299999999 -12.0308412),5597016776,0.0018875311970923323
496771639,4,,,POINT (-76.8051924 -12.1064479),5258345867,0.0028680484044034554
5718483510,3,,,POINT (-76.93920850000001 -12.1162975),447322930,0.0020179094024880633
496771641,4,,,POINT (-76.8013916 -12.1040739),5258331822,0.0044510706307579525
5489500731,3,,,POINT (-77.05769600000001 -12.0348892),5577255686,0.0014989754367597677
4753236540,3,,,POINT (-76.8902369 -12.2280644),511380724,0.0007554811721368136
496771644,3,,,POINT (-76.7965635 -12.101732),5258331822,0.007807952424288653
1757094462,3,,,POINT (-77.16064 -11.8328303),5567431241,0.01168826869343443
496771648,4,,,POINT (-76.79013740000001 -12.0996852),5258331822,0.01420346686023808
2848760384,3,,,POINT (-77.1157584 -12.0431775),426065710,0.023195605854356795
496771650,4,,,POINT (-76.78465540000001 -12.0979124),5258330613,0.00873573173580972
1273537089,4,,,POINT (-76.9786466 -12.2030018),5256493617,0.0006468053261984808
496771661,3,,,POINT (-76.77244659999999 -12.0933443),5258326925,0.0014425248871327615
2146312781,3,,,POINT (-77.0141563 -12.1837669),401689538,0.0037271592433158742
2460656207,4,traffic_signals,,POINT (-77.0748427 -11.8646904),4501330824,0.0008508607700451167
1757094479,3,,,POINT (-77.1598872 -11.8330109),5567431241,0.012191829282348219
2460656209,3,,,POINT (-77.0772784 -11.8663825),5597258107,0.0006114304539382181
4753236566,3,,,POINT (-76.886827 -12.2268536),5256670439,0.0038428436606241733
2146312793,3,,,POINT (-77.0144755 -12.1833458),401689538,0.0036728487378623457
1757094491,4,,,POINT (-77.1595581 -11.8330899),7393015987,0.01233358853091646
3953009246,3,,,POINT (-76.9773158 -12.1180106),409854619,0.0010435591046911764
2460656224,4,,,POINT (-77.0753177 -11.8650302),4501330824,0.0008042073924099029
496771681,3,,,POINT (-76.7605081 -12.0750094),509927960,0.009374978702988057
1757094502,3,,,POINT (-77.15918569999999 -11.8331792),7393015987,0.012461787239396385
1757094508,4,,,POINT (-77.1588095 -11.8332695),7393015987,0.01260187852067902
4343112300,3,,,POINT (-77.14263390000001 -12.0581336),436257932,0.03830902403051945
1273471599,4,,,POINT (-77.1552324 -11.7584321),5567205697,0.009896772294541807
3725402737,4,,,POINT (-76.9447464 -12.2285823),435674439,0.0011100451267407356
289317491,3,,,POINT (-76.9799362 -12.1505263),5597275166,0.001336196935337131
1273504371,4,,,POINT (-77.0759516 -12.0571709),5577284956,0.002282211506410608
4054000245,4,,,POINT (-77.1101974 -11.9786638),5560374892,0.004711455385555924
4054000246,4,,,POINT (-77.1091991 -11.9792054),5560374892,0.004217136303230414
1273471604,3,,,POINT (-76.9470139 -12.1390753),5597079318,0.00022401629404512113
289317496,3,traffic_signals,,POINT (-76.9937108 -12.1392049),5597287361,0.0015824160799233781
4054000249,4,traffic_signals,,POINT (-77.1187793 -11.9998518),5560392761,0.008882640195905808
440214139,4,,,POINT (-76.9274927 -12.0839967),5597063593,0.0006531265191336886
4054000252,4,,,POINT (-77.01010100000001 -12.0772987),5597285620,0.002194285981818972
4792001152,3,,,POINT (-76.84324359999999 -12.0037931),5596839688,0.0016261490245384265
440214145,4,,,POINT (-76.925966 -12.0850593),437673237,0.0017946557059660498
262578818,3,,,POINT (-77.0416548 -12.1178923),435187667,0.0005728516757176743
4430045829,4,,,POINT (-77.0569239 -11.9889568),5339685424,0.000630273337523161
4430045831,4,,,POINT (-77.0570386 -11.9889104),5339685424,0.0005085644206945738
6450979465,4,,,POINT (-76.83402220000001 -12.3139224),5593360622,0.0009052223704719151
138846858,4,traffic_signals,,POINT (-77.03151560000001 -12.0969173),5594916161,0.0019331579888940788
138846859,4,traffic_signals,,POINT (-77.031385 -12.0979068),5594916161,0.0015676906327476922
138846862,4,traffic_signals,,POINT (-77.03125369999999 -12.098692),5594916169,0.0008520740343473496
4430045834,4,,,POINT (-77.05703269999999 -11.9890459),5339685424,0.0005549544215534247
4430045833,4,,,POINT (-77.0569335 -11.9889787),5339685424,0.0006261721248942406
4271907472,4,,,POINT (-76.9593589 -12.0285691),517476255,0.0023531525266421685
846668432,4,,,POINT (-77.08643240000001 -12.0229014),5565251252,0.002199155703907885
1331929741,3,,,POINT (-77.0405094 -11.982642),5576285469,0.0005671233551855653
2460656270,4,,,POINT (-77.0766953 -11.8657479),5597258119,0.00036572258612036136
3725402773,3,,,POINT (-76.9374797 -12.2377903),5593383843,0.0007208002497166542
1331929748,3,,,POINT (-77.0403685 -11.9840654),5576285469,0.0010954985212231069
1367679639,4,,,POINT (-77.0066815 -12.0325837),5596923809,0.0010526408124391009
5502182039,3,,,POINT (-76.966312 -12.1776597),5597266637,0.0003866453155020466
7383327386,3,,,POINT (-77.0511199 -12.0373666),5577259136,0.0009680257227944748
4271907484,3,,,POINT (-76.96040309999999 -12.0361995),5597022255,0.0011649027770463615
549102236,4,traffic_signals,,POINT (-77.07710590000001 -11.947563),438893629,0.0007020439344157086
415834781,3,,,POINT (-77.117384 -12.0425249),426065710,0.02453413800274825
1367679647,3,,,POINT (-77.0056609 -12.0324889),122375856,0.0019518138333640216
7383327387,3,,,POINT (-77.0507858 -12.0373931),456599146,0.0007968058667364673
7383327389,4,,,POINT (-77.0499252 -12.0374669),5577259137,0.0002128225786892984
4809794212,3,,,POINT (-76.91927990000001 -12.2408246),5593385561,0.0021409878958135527
6450979493,3,,,POINT (-76.82475239999999 -12.3276191),435360094,0.0011389844797071635
4809794213,3,,,POINT (-76.9193315 -12.2407627),5593385561,0.002158120371987842
415834793,3,,,POINT (-77.1163091 -12.0456941),5560325045,0.022219831864574092
1331929770,4,,,POINT (-77.0379811 -11.9776831),5576285471,0.00011837313884777506
2460656299,4,,,POINT (-77.0769143 -11.8659803),5597258119,0.000311307324032404
1367679665,4,,,POINT (-76.9987258 -12.0328175),4462137189,0.0008791346882016923
6450979507,4,,,POINT (-76.81910550000001 -12.3359324),5593359052,0.006309334355535948
1796874932,3,,,POINT (-76.9773593 -12.1468629),5597270677,0.00046065978770604246
1235100343,3,,,POINT (-77.08596679999999 -12.0410998),5567112662,0.004989188664496275
1367679672,3,,,POINT (-77.0071059 -12.0332891),5596923809,0.0012306429214058543
1746019001,3,,,POINT (-76.91837630000001 -11.9921661),5596737388,0.0008812635076997658
1757094586,3,,,POINT (-77.1562775 -11.8338772),7393015987,0.013792228874258126
1158423227,3,,,POINT (-76.95361200000001 -12.0652917),416499884,0.0027047639884274486
1757094589,4,,,POINT (-77.156136 -11.8339111),7393015987,0.013870106895763294
1158423229,4,traffic_signals,,POINT (-76.9530913 -12.0649233),416499884,0.00255438219316054
5809906370,3,,,POINT (-76.96167029999999 -12.0611945),5597218135,0.0030743292374115464
3672842946,4,,,POINT (-77.05195740000001 -12.0150751),5577150876,0.0014845515450775506
5809906372,4,,,POINT (-76.961285 -12.0620123),5597218135,0.0021827560216447525
5809906373,3,,,POINT (-76.9614699 -12.0616197),5597218135,0.0026096635683569716
437625541,3,,,POINT (-77.1270688 -12.0470601),5560325045,0.028614525875511138
3672842947,4,,,POINT (-77.0522091 -12.0151124),5577150876,0.001357615943484152
3953009357,3,,,POINT (-76.97759619999999 -12.1156098),391989671,0.0012815597068793502
3953009358,3,,,POINT (-76.9779451 -12.112981),391989671,0.0021219886295671783
6450979535,3,,,POINT (-76.81352750000001 -12.3472798),5593357481,0.006555226928186989
1304306381,3,,,POINT (-77.01186079999999 -11.9828467),1966842278,0.00031167215146100447
289317585,4,,,POINT (-77.0057587 -12.1222092),3379539156,0.0009308731653664346
6450979538,3,,,POINT (-76.812141 -12.3486817),5593357481,0.0045906736520860015
6450979539,3,,,POINT (-76.81185480000001 -12.3489794),5593357481,0.004180771532866278
6450979540,3,,,POINT (-76.8115667 -12.349285),5593357481,0.0037651774672628783
6450979541,3,,,POINT (-76.81123289999999 -12.3496176),5593357481,0.003297923152523166
6450979542,3,,,POINT (-76.8105291 -12.3503188),5593357481,0.0023180432869072277
6450979543,4,,,POINT (-76.8096649 -12.3512314),5593357481,0.00112944044552939
3953009368,3,,,POINT (-76.9776337 -12.1125543),4170785927,0.0022746156532454684
1273864920,3,,,POINT (-76.9980941 -12.0295766),5597016784,0.0009141263916949741
3762102995,4,,,POINT (-76.9561416 -12.2007684),5597236801,0.0015608587700369557
3762102994,4,,,POINT (-76.95618760000001 -12.2006934),5597236801,0.0014849254863472357
1367679708,4,,,POINT (-76.9984784 -12.0335245),460117537,0.0009666954684632203
608445140,4,traffic_signals,,POINT (-77.1049981 -12.0718659),109013001,0.002262081395955334
411935448,4,,,POINT (-77.0155792 -12.0860789),449461551,0.002594021699018696
3953009371,3,,,POINT (-76.9773787 -12.1100772),4170785927,0.0018751612463931138
3739296475,3,,,POINT (-76.8916878 -12.0365176),635366883,0.005081538631757402
2064130779,3,,,POINT (-76.7577955 -12.0699367),509927960,0.015031376816991163
1367679710,4,,,POINT (-77.0005232 -12.0335656),5597016776,0.0011529237008566322
1331929827,3,,,POINT (-77.0405118 -11.9836022),5576285469,0.0006225307863852474
6450979556,4,,,POINT (-76.8030187 -12.3567027),5593357478,0.0011672399796122277
3953009381,3,,,POINT (-76.9787761 -12.1056562),5597269206,0.0019744509768545864
1757094629,4,,,POINT (-77.16100470000001 -11.834222),5567431241,0.01281867921628006
1757094631,3,,,POINT (-77.15484259999999 -11.8342215),7393015987,0.014630383910888336
3268059880,4,,,POINT (-76.85291049999999 -12.0069346),5596839691,0.005755200231099151
3953009385,3,motorway_junction,5A,POINT (-76.97865729999999 -12.1065713),5597269206,0.002710188939905185
1757094638,3,,,POINT (-77.154681 -11.8342603),7393015987,0.014731074796496471
4145455861,4,,,POINT (-77.10248730000001 -11.9574745),413205864,0.0018723839306967645
1757094646,3,,,POINT (-77.15430189999999 -11.8343512),7393015987,0.014971760336046575
1757094649,4,,,POINT (-77.1602383 -11.8344041),5567431241,0.013284650441765815
4145455867,4,,,POINT (-77.1026767 -11.9576811),413205864,0.002110770487363071
1844880124,4,,,POINT (-77.06734609999999 -11.9292572),5574540090,0.0004410254527828009
1273832186,4,,,POINT (-76.8823486 -12.0223277),5596851966,0.0013323762606680415
1760797438,3,,,POINT (-77.1591411 -11.8554401),5567431241,0.03378836730592132
1273570044,4,,,POINT (-76.9612316 -12.0393926),471291123,0.0005518600097848457
607232763,3,,,POINT (-77.0948774 -12.0833863),5563071611,0.00220605340144162
1757094657,3,,,POINT (-77.1537271 -11.8344892),7393015987,0.015348542999254013
3739296513,3,,,POINT (-76.8938168 -12.0396742),5596890775,0.00468363404633492
3739296515,3,,,POINT (-76.8938618 -12.0397333),5596890775,0.00465336309887708
1641423620,3,,,POINT (-77.00379340000001 -12.085597),402534717,0.002097399749122758
846668552,4,,,POINT (-77.08737960000001 -12.0248893),5565257238,0.0016924349116067593
5393490697,3,,,POINT (-76.99518500000001 -12.0299175),442464066,0.0019450381412198289
846668554,4,,,POINT (-77.0870293 -12.0241746),71089948,0.0019155044596626742
1757094667,3,,,POINT (-77.1595399 -11.8345721),5567431241,0.013736717246852053
846668556,4,,,POINT (-77.0860342 -12.0221427),5565251252,0.0014538208968117312
5489599247,3,,,POINT (-77.07765759999999 -12.0501384),5577282724,0.0010069358867359054
5393490704,3,,,POINT (-76.9918821 -12.0331923),5597020834,0.0017667184976706515
1757094673,3,,,POINT (-77.1591801 -11.8346596),7393015987,0.013933189788414135
846668560,4,,,POINT (-77.0857731 -12.0215816),5565251252,0.001055367319941108
1367679761,3,,,POINT (-76.9998083 -12.0340761),5597016766,0.0005990154338572803
1757094676,3,,,POINT (-77.1530642 -11.8346482),7393015987,0.015799256319519145
1779770134,4,,,POINT (-76.9374823 -12.1573303),5597174872,0.0032870764183432185
846668569,3,,,POINT (-77.0860832 -12.0250885),71089948,0.0006008154722501109
1757094682,3,,,POINT (-77.1588069 -11.8347504),7393015987,0.014068376727966002
846668573,4,,,POINT (-77.0859571 -12.0246701),71089948,0.0008741462726346101
1757094687,4,,,POINT (-77.1583955 -11.8348505),7393015987,0.014227937231024262
31040287,3,,,POINT (-77.0612641 -12.0043119),440258387,0.0015851108961690923
1331929891,4,,,POINT (-77.0406291 -11.9707841),5574775258,0.0014297074980487046
1757094693,4,,,POINT (-77.15800419999999 -11.8349457),7393015987,0.01438961460568004
4555842342,3,,,POINT (-76.90097969999999 -12.0142382),5596861297,0.003155549975838415
3340739366,4,,,POINT (-77.0514043 -12.0181959),5577168758,0.0019333304787332501
3340739367,4,,,POINT (-77.0512873 -12.0181492),5577168758,0.002007376897845652
1367679784,4,,,POINT (-77.00030820000001 -12.0342762),5597016766,0.0006429143411122758
31040298,4,,,POINT (-77.0622424 -12.0041588),440258387,0.0008821287087205941
1779770149,3,,,POINT (-76.9376056 -12.1588519),5597174872,0.0021302593668449275
1757094700,4,,,POINT (-77.1576354 -11.8350354),7393015987,0.014550531055942402
31040301,3,,,POINT (-77.06803480000001 -12.0053126),5577062648,0.0004960161287626991
3340739368,4,,,POINT (-77.0514225 -12.0181026),5577168758,0.002020680551199906
3340739369,4,,,POINT (-77.0513095 -12.0180631),5577168758,0.0020847292246227414
31040304,4,,,POINT (-77.06169079999999 -12.0041081),440258387,0.0011307014349455754
1779770160,4,,,POINT (-76.9368918 -12.1581829),5597174872,0.003097243879652107
1757094710,4,,,POINT (-77.1572606 -11.8351267),7393015987,0.014722427792315362
3019219769,3,,,POINT (-77.0632312 -12.1001616),440664983,0.002474360245663011
1779770169,3,,,POINT (-76.9375572 -12.1586371),5597174872,0.0022920314679387467
5946942268,3,,,POINT (-76.8841116 -12.2608072),659458362,0.004205780898673961
1757094717,4,,,POINT (-77.15688710000001 -11.8352175),7393015987,0.01490151483339578
5946942271,3,,,POINT (-76.8840208 -12.2608757),659458362,0.004303649564493982
472195904,4,traffic_signals,,POINT (-77.0335936 -12.0651758),5593372472,0.0004953201489892743
472195903,4,traffic_signals,,POINT (-77.0332141 -12.0651206),5593372472,0.000762169377500352
3672744772,3,,,POINT (-77.09083889999999 -12.0231485),5565243217,0.0009794099958618818
1757094727,4,,,POINT (-77.1501105 -11.8353227),7393015987,0.01795770334897996
5946942280,3,,,POINT (-76.8840684 -12.2606971),876404096,0.0041438888454832816
5946942281,3,,,POINT (-76.89261999999999 -12.2532373),454376521,0.004713146053392176
1757094730,4,,,POINT (-77.1561366 -11.8354001),7393015987,0.015284408937866917
846668625,4,,,POINT (-77.0858659 -12.0228238),5565251252,0.0017344637499833115
1273504594,4,,,POINT (-76.9425406 -12.0307276),5597037578,0.0017385086741176206
629023571,3,,,POINT (-77.1253244 -12.0610137),5560325045,0.021296639431608762
1757094738,4,,,POINT (-77.1557569 -11.8354925),7393015987,0.015489213766035835
430023507,3,,,POINT (-76.9429245 -12.0997204),439067115,0.003242744927524347
1367679830,3,motorway_junction,,POINT (-77.0094871 -12.0345754),5597320683,0.0022495728483396997
1331929943,3,,,POINT (-77.039666 -11.979936),835571028,0.0012869565672150526
1757094745,3,,,POINT (-77.14871979999999 -11.8356076),7393015987,0.019030863586552368
316810074,4,,,POINT (-77.0672217 -12.0831671),2059768599,0.0014709453015029517
316810075,4,,,POINT (-77.0671559 -12.083018),2059768599,0.0013274555246812411
846668637,4,,,POINT (-77.08615020000001 -12.0213954),5565251252,0.0014364164612063971
1367679838,4,,,POINT (-77.00328759999999 -12.0347239),5597016785,0.001162231861548323
503718752,4,,,POINT (-76.9423632 -12.0607538),5597179343,0.0003693748773273792
4351664989,3,,,POINT (-76.9960016 -12.111582),149329236,0.0031626966631547455
1367679843,3,,,POINT (-77.01000639999999 -12.0347913),5597320683,0.002250794104311502
1757094755,4,,,POINT (-77.1550285 -11.8356697),7393015987,0.015901560325009983
3398706022,4,,,POINT (-76.997688 -11.9565474),376741865,0.002937123587183097
2182554474,4,,,POINT (-77.0172642 -12.0666157),437649814,0.00211199121537999
1757094762,4,,,POINT (-77.16374279999999 -11.8357439),5567431241,0.013591052309884133
1331929964,4,,,POINT (-77.03912010000001 -11.981776),5576285469,0.0021793438943830136
1345350865,4,,,POINT (-76.9889526 -11.9325801),829499347,0.0016239234735604335
1367679869,4,,,POINT (-76.9978804 -12.0351688),5597016783,0.0007655892501880286
4640777085,3,,,POINT (-76.9552434 -12.0293167),5597043886,0.0011634841339658675
1367679871,3,,,POINT (-77.0025093 -12.0351961),5597016785,0.00031751404693936225
1367679872,3,,,POINT (-77.0091929 -12.0344571),5597320683,0.0023136329376068797
827040642,3,,,POINT (-77.0469379 -12.030589),444774854,0.0014906671312101827
1330684808,4,,,POINT (-77.047016 -11.9737855),5574777481,0.000725593364086005
4357989257,3,,,POINT (-77.06571719999999 -12.0092705),5577121637,0.0014188233188111
1273734026,3,,,POINT (-76.917011 -12.0772919),5596889349,0.000737700271113095
1367679884,3,,,POINT (-77.0029323 -12.0353736),5597016785,0.0007729246535114261
4357989262,3,,,POINT (-77.06725539999999 -12.0097907),441714971,0.0016797166914758461
1331929998,4,,,POINT (-77.039513 -11.9804618),835571028,0.0014052307109744134
2026775446,4,traffic_signals,,POINT (-77.0692042 -12.0884758),5588641456,0.0003047819220364705
1755030423,4,,,POINT (-76.9374038 -11.969461),513976142,0.005205138824691427
2026775448,4,,,POINT (-77.0682324 -12.0888074),129898308,0.0006631688278966503
2026775450,4,,,POINT (-77.0672574 -12.0891646),5588684367,0.0004918477914976439
1331930010,3,,,POINT (-77.0396246 -11.982389),5576285469,0.00141985797177459
499590047,3,,,POINT (-76.9791149 -12.0470306),5597188979,0.0010034636216637754
1783964576,3,,,POINT (-77.0002686 -12.1833821),5597223690,0.0013677529784236076
1296147360,3,,,POINT (-77.06874500000001 -11.959754),5574740129,0.0019888480811780947
1367679903,3,,,POINT (-77.0032842 -12.0355158),5597016785,0.0011519538228616252
1273668514,3,,,POINT (-76.8648539 -12.1104749),5596868256,0.0024057012324895212
31040415,3,,,POINT (-77.0576867 -12.0037879),5577040165,0.0006368953760257356
1771479974,3,,,POINT (-76.8862745 -12.0290631),5596890851,0.0007586362105772552
7167910824,3,,,POINT (-76.8226646 -12.136061),503803540,0.0005810388604528649
499590056,4,,,POINT (-76.9716315 -12.0438359),560844910,0.0010836378581960762
1771479979,3,,,POINT (-76.89244600000001 -12.0304134),454704611,0.0025170836864825646
791159724,4,,,POINT (-77.03413759999999 -12.0637385),5593372473,0.0006215437072310552
1367679917,3,,,POINT (-77.00359280000001 -12.0356402),5596921162,0.0012982206669089182
1330684849,3,,,POINT (-77.04471890000001 -11.9731341),5574775256,0.0004589689749956866
1273832370,4,,,POINT (-76.9415494 -11.9776946),5596725932,0.0011358603435270083
499590066,5,,,POINT (-76.9701254 -12.0434092),5597181507,0.0007912841777791269
827040690,4,,,POINT (-77.0478157 -12.0304395),444774854,0.0021182074674435765
1345350876,3,,,POINT (-76.98887860000001 -11.9347103),829499347,0.0007230641671265704
1331930038,4,,,POINT (-77.0382596 -11.9766762),5576285471,0.0010259010576084443
1760797623,3,,,POINT (-77.158297 -11.856774),5567431241,0.035265362425187165
5494612923,3,,,POINT (-76.68315320000001 -11.9293047),4556107089,0.0025538796565173433
5873968060,3,,,POINT (-77.0250992 -12.0961796),39675679,0.004185837646170589
4368442303,3,,,POINT (-76.90844439999999 -12.0861043),5596884683,0.0008714802636817976
1367679935,3,,,POINT (-77.0065568 -12.035921),5596921161,0.0011652232961990511
1783964608,3,,,POINT (-76.9976597 -12.183799),5597270958,0.0006457874340671234
1367679941,3,,,POINT (-77.0045216 -12.036008),5596921162,0.0013261159904028904
1273897927,4,,,POINT (-76.97805769999999 -12.1858587),5597241078,0.0010151776642453039
791159752,4,,,POINT (-77.0212497 -12.0620684),438808677,0.001085843346206464
4368442314,3,,,POINT (-76.9009416 -12.0860724),5596882259,0.0017729713195710334
846668748,4,,,POINT (-77.0874223 -12.0285195),5565257226,0.000746806065850868
1367679948,3,,,POINT (-77.0048527 -12.0361494),5596921162,0.0015156883749628952
1409885134,3,,,POINT (-77.08677779999999 -12.0624745),5563075441,0.0008646092354390872
1842389967,4,,,POINT (-77.09580750000001 -12.0531939),5563075448,0.010494967823679029
1842389966,4,,,POINT (-77.09570669999999 -12.0531744),5563075448,0.010457495664351254
1367679952,4,,,POINT (-77.0068673 -12.0361885),5596921161,0.001410075363233846
1273504718,3,,,POINT (-76.9800625 -12.205799),5256493617,0.00367445327905953
1330684880,3,,,POINT (-77.0409944 -11.9704593),5574775258,0.0011705451123240796
1367679957,3,,,POINT (-77.00516709999999 -12.0362819),5596921162,0.0017444677583698307
791159773,4,,,POINT (-77.02785729999999 -12.0629317),5593372471,0.0007639463659186847
607232989,3,,,POINT (-77.0915677 -12.0849098),5563069765,0.0006267808628233818
1783964641,4,,,POINT (-76.99840210000001 -12.1867625),5597221594,0.001033150521467734
1409885155,4,,,POINT (-77.0865323 -12.0614556),5563075441,0.0018297067661220668
5494612963,3,,,POINT (-76.6913632 -11.936482),5596684771,0.0019887468139501104
827040742,3,,,POINT (-77.05084119999999 -12.0280281),444775772,0.0006905831258728736
5999469543,3,,,POINT (-76.96047179999999 -12.1226353),5597143964,0.004619952640448611
791159784,3,,,POINT (-77.0220618 -12.062183),438808677,0.0015131893544792917
3382420456,3,,,POINT (-76.9756192 -12.0673416),5147841721,0.0012034624796844991
5999469546,3,,,POINT (-76.9603189 -12.1223124),5597143964,0.004398063339707686
1367679979,3,,,POINT (-77.00547419999999 -12.0364113),5596921162,0.001999096498417307
415835115,4,,,POINT (-77.1200786 -12.042172),426065710,0.027031981726313395
5999469548,3,,,POINT (-76.9601571 -12.1219954),5597143964,0.004186838733468245
5999469550,3,,,POINT (-76.95995259999999 -12.1214923),5597143964,0.003947384840624434
1331930099,3,,,POINT (-77.0361362 -11.9776954),5576285471,0.0019631088660566915
791159796,4,,,POINT (-77.0205134 -12.0634309),438808677,0.0004831237548503556
415835124,3,,,POINT (-77.1184085 -12.045306),5560325045,0.023732392766430212
475735031,3,,,POINT (-77.0230437 -12.0948358),39682093,0.003930490717338018
1367679992,3,,,POINT (-77.0069254 -12.0365005),5596921161,0.0017251656963904651
415835129,3,,,POINT (-77.1173814 -12.045496),5560325045,0.022979949822618424
607233018,4,,,POINT (-77.0929143 -12.0857473),5563069765,0.0011527039689372574
1727538171,3,,,POINT (-76.93804830000001 -12.1972474),5597194327,0.004723586519788929
4640777210,3,,,POINT (-76.9635083 -12.0319797),517476264,0.0009976387836960355
4354712572,3,,,POINT (-76.92372949999999 -12.0850376),375593422,0.003622993939466258
4284776447,4,,,POINT (-77.0184606 -12.1992001),5256212333,0.0019364653805306177
607233015,4,,,POINT (-77.09236749999999 -12.0845417),5563069765,0.0011158828791545954
1757094912,3,,,POINT (-77.1609974 -11.8373523),5567431241,0.015775233531390844
1273570308,3,,,POINT (-76.8502939 -12.2823917),5593366721,0.006323919336139217
1367680008,3,,,POINT (-77.00657459999999 -12.0368777),5596921161,0.0021089065318327313
9312871433,3,,,POINT (-77.06445859999999 -12.0090613),5577121637,0.0006928542198772367
1757094922,4,,,POINT (-77.1548762 -11.8374458),7393015987,0.01762249764618657
607233032,4,,,POINT (-77.0931897 -12.0841664),5563069765,0.0019311194292385306
1273832462,3,,,POINT (-77.04860100000001 -12.0379057),5577259138,0.00041005269174033406
263627791,3,,,POINT (-77.0041514 -12.1283679),33750036,0.0015047476892186254
6418146320,3,,,POINT (-77.07165550000001 -11.8601402),576503407,0.0010275261929101242
1757094929,4,,,POINT (-77.16024760000001 -11.8375185),5567431241,0.016171175904363524
5999469583,3,,,POINT (-76.95948780000001 -12.120851),5597143964,0.0035342381597833396
791159827,4,,,POINT (-77.02687109999999 -12.0642659),5593372475,0.000875645373425127
6418146324,4,,,POINT (-77.0715149 -11.8605776),576503407,0.0014756393566443594
1330684948,4,,,POINT (-77.0420202 -11.9715378),5574775258,0.0005656025194426646
791159831,4,,,POINT (-77.0290712 -12.0645206),5593372471,0.0012897325808129724
4365362201,3,,,POINT (-76.98878070000001 -12.1108756),5597283784,0.0017777262247080285
1331930138,4,,,POINT (-77.0393785 -11.9809116),835571028,0.001653505082748813
4365362203,3,,,POINT (-76.9918035 -12.1112865),5597283785,0.0005227936591079441
1757094941,4,,,POINT (-77.1598786 -11.8376096),5567431241,0.016384443759247677
607233053,4,,,POINT (-77.09400890000001 -12.0837861),5563069765,0.0028019143741412926
1367680033,3,,,POINT (-77.0063169 -12.0371655),5596921161,0.002432565791506697
1331930148,4,,,POINT (-77.03899199999999 -11.982226),5576285469,0.0020578346921040123
842607553,3,,,POINT (-77.0516259 -11.9977322),559577295,0.0005065952574811542
1331930153,4,,,POINT (-77.04266680000001 -11.9722225),5574775250,0.001254557790618075
791159851,4,,,POINT (-77.0228657 -12.062287),412487101,0.0014381866982984342
1405101099,4,traffic_signals,,POINT (-76.91387229999999 -12.2406053),5593385567,0.0019458288722373417
1727538221,4,,,POINT (-76.9349653 -12.2003202),371059098,0.003862486602106886
1757094955,4,,,POINT (-77.1591413 -11.8377916),5567431241,0.016828176063075614
791159855,4,,,POINT (-77.0341011 -12.0638314),5593372473,0.000572158194913212
