osmid,geometry,NN,NN_dist,bank_distance,bank_dist,casino_distance,casino_dist,courthouse_distance,courthouse_dist,hospital_distance,hospital_dist,marketplace_distance,marketplace_dist,police_distance,police_dist,school_distance,school_dist,university_distance,university_dist,distrito
4396501513,POINT (-77.0071275 -12.1411896),507206324,0.0010593800640006966,,0.003078841148874964,,0.014461492313384491,,0.04157899410285836,,0.0028650787986340327,,0.005343439740064816,308.658,0.003876840470434807,,0.0015902361786517569,308.658,0.004055123852835479,SANTIAGO_DE_SURCO
4396501514,POINT (-77.0076557 -12.1420099),3611897149,0.0007995805150206775,,0.002574195076149461,,0.014201905963438418,,0.04242698944216165,,0.002443893978507977,,0.0038249547087094477,,0.00537800534236192,50.135,0.0013031595028948227,,0.005657806246540279,SANTIAGO_DE_SURCO
4396501515,POINT (-77.0070132 -12.1422478),678989888,0.0007729580066190827,,0.002146569973246717,,0.014655200464171196,,0.04269499579090525,,0.0020050548885493878,,0.003624568095719696,,0.004927480363476189,0.0,0.0008451802943660886,,0.005717518899096977,SANTIAGO_DE_SURCO
4396814598,POINT (-76.99198730000001 -12.1524771),2761518084,0.0022045994851709514,,0.005344413434604485,,0.017322114759363905,,0.03620997890041721,,0.007742368749579756,178.06799999999998,0.002178455891764163,,0.005143112053762183,,0.0026768767211054643,,0.02049805076438661,SANTIAGO_DE_SURCO
4396814620,POINT (-76.990769 -12.1493252),4363715779,0.003157361699266858,,0.0040349116964193965,,0.01652313817625914,,0.03554458239494945,,0.006174107737796143,0.0,0.001167431556943308,,0.0043136856931296095,0.0,0.0012886405081321654,,0.01919248552453122,SANTIAGO_DE_SURCO
4396814658,POINT (-76.99649890000001 -12.1469666),1753954534,0.004851966521938862,,0.006921684368700283,,0.017211944906080332,,0.04500782577888982,,0.010096804573965638,,0.006882229919486979,,0.0065678845977480225,,0.0014127610555232256,,0.011781316756926395,SANTIAGO_DE_SURCO
4396814898,POINT (-76.9957539 -12.1436579),1753954534,0.001506442464882342,,0.006921684368700283,,0.017211944906080332,,0.04500782577888982,,0.010096804573965638,,0.006882229919486979,,0.0065678845977480225,,0.0014127610555232256,,0.011781316756926395,SANTIAGO_DE_SURCO
4396814900,POINT (-76.9947475 -12.1443199),1753954534,0.002437067356476316,,0.006921684368700283,,0.017211944906080332,,0.04500782577888982,,0.010096804573965638,,0.006882229919486979,,0.0065678845977480225,,0.0014127610555232256,,0.011781316756926395,SANTIAGO_DE_SURCO
4396814912,POINT (-76.99894159999999 -12.1376547),1753954496,0.0006886061428698115,,0.0025695227767095303,,0.014648109365032668,,0.04094575274952501,,0.009971983190545005,,0.002899890297786985,0.0,0.0013485980349851967,121.55399999999999,0.0015709993316403955,,0.00776058133130576,SANTIAGO_DE_SURCO
4396814913,POINT (-76.9990595 -12.1383016),440186902,0.0006587545901163105,,0.004331152028041954,,0.01578208188041194,,0.04245122925458522,,0.008389461447487373,0.0,0.0024288524002861675,,0.002581938715381077,,0.0012996534692060252,,0.007599125612437851,SANTIAGO_DE_SURCO
4396814914,POINT (-76.9973012 -12.138593),440186902,0.001909904861511029,,0.004331152028041954,,0.01578208188041194,,0.04245122925458522,,0.008389461447487373,0.0,0.0024288524002861675,,0.002581938715381077,,0.0012996534692060252,,0.007599125612437851,SANTIAGO_DE_SURCO
4396814916,POINT (-76.99689360000001 -12.1395926),1273621056,0.0018132129494350792,,0.006083836034930139,,0.017166364197523324,,0.045700499816799585,,0.009228672685857692,,0.005561993031803593,,0.005620644886981267,0.0,0.0012018411084578366,,0.010484249611667894,SANTIAGO_DE_SURCO
4396814919,POINT (-76.9962718 -12.1398571),1273621056,0.001691462399819233,,0.006083836034930139,,0.017166364197523324,,0.045700499816799585,,0.009228672685857692,,0.005561993031803593,,0.005620644886981267,0.0,0.0012018411084578366,,0.010484249611667894,SANTIAGO_DE_SURCO
4396814933,POINT (-77.0020383 -12.1422968),4396814933,0.0,,0.001193062526649234,,0.016883626745759973,,0.04407663482419713,,0.004160659684588107,,0.0041673888477702535,,0.0005964535165190822,,0.001281652589426706,,0.006780460588359532,SANTIAGO_DE_SURCO
4396910625,POINT (-76.9833048 -12.1415139),386853304,0.0018308665953551922,,0.00396904124066327,,0.011233839333454138,,0.035815949211274366,,0.0077981616200213264,,0.006401594080992288,,0.010098021733382204,0.0,0.001686527666535718,,0.009017721856453971,SANTIAGO_DE_SURCO
4396910632,POINT (-76.9842905 -12.1413496),386853304,0.0011903588744557208,,0.00396904124066327,,0.011233839333454138,,0.035815949211274366,,0.0077981616200213264,,0.006401594080992288,,0.010098021733382204,0.0,0.001686527666535718,,0.009017721856453971,SANTIAGO_DE_SURCO
4396910634,POINT (-76.9837685 -12.1414354),386853304,0.0014798511175108222,,0.00396904124066327,,0.011233839333454138,,0.035815949211274366,,0.0077981616200213264,,0.006401594080992288,,0.010098021733382204,0.0,0.001686527666535718,,0.009017721856453971,SANTIAGO_DE_SURCO
4396910684,POINT (-76.9934672 -12.138466),289317496,0.0007780193892199624,,0.005104842916287489,,0.013579297875779224,,0.04426952044534562,,0.012832834438560764,,0.0059656756415332034,,0.006266568950852975,,0.001582416079923378,,0.013022408646370736,SANTIAGO_DE_SURCO
4396910712,POINT (-76.9931275 -12.1386091),289317496,0.0008337964559782628,,0.005104842916287489,,0.013579297875779224,,0.04426952044534562,,0.012832834438560764,,0.0059656756415332034,,0.006266568950852975,,0.001582416079923378,,0.013022408646370736,SANTIAGO_DE_SURCO
