osmid,highway,street_count,ref,geometry,NN,NN_dist
262726084,,4,,POINT (-77.0480609 -12.1085549),262726084,0.0
262726742,,4,,POINT (-77.03954280000001 -12.1072299),262726742,0.0
262726999,,4,,POINT (-77.03977089999999 -12.1073462),262725666,0.0002540617641399721
262727001,,4,,POINT (-77.0404042 -12.1061073),262727003,0.0007427694393257344
262727002,,3,,POINT (-77.040261 -12.1060642),262727003,0.0006659270605705914
262727003,,4,,POINT (-77.04015920000001 -12.1054061),262727003,0.0
262727004,,3,,POINT (-77.0397804 -12.1074989),262725666,0.00013063552349518382
262727026,,3,,POINT (-77.0426817 -12.1048307),960199540,0.000862407537070764
262727027,,3,,POINT (-77.0430928 -12.1047426),108215864,0.0011582474908236014
262727028,,3,,POINT (-77.0435447 -12.1046344),108215865,0.0010854346963318163
262727029,,3,,POINT (-77.0438474 -12.104573),108215865,0.001134502908770231
262727030,,3,,POINT (-77.04436870000001 -12.1044519),108215866,0.0010786473798256328
262727031,,3,,POINT (-77.0450627 -12.1043038),262727032,0.00037498866649336043
262727032,,3,,POINT (-77.0454316 -12.1042365),262727032,0.0
262727033,,3,,POINT (-77.0458742 -12.1041406),262727033,0.0
262727035,,3,,POINT (-77.0467896 -12.1030015),262727035,0.0
262727065,,4,,POINT (-77.0420038 -12.1057262),960199540,0.0007421563312400632
262727066,,3,,POINT (-77.0432567 -12.105456),960199540,0.0014904759005060658
262727164,,4,,POINT (-77.04349000000001 -12.106481),960199540,0.0022175638209545575
262727205,,4,,POINT (-77.04425790000001 -12.1063412),262727032,0.002409841027948304
262727207,,4,,POINT (-77.0458486 -12.1059937),262727210,0.0016476316487573296
262727208,,3,,POINT (-77.04635690000001 -12.105866),262727210,0.001124952981228633
262727210,,4,,POINT (-77.04746799999999 -12.10569),262727210,0.0
262727255,,4,,POINT (-77.04481250000001 -12.103244),262727255,0.0
262727256,,3,,POINT (-77.044572 -12.1022019),262727255,0.0010694917764997377
262727280,,3,,POINT (-77.04536160000001 -12.1020167),108215867,0.0010725652660789724
262727329,,3,,POINT (-77.0402675 -12.1031933),108215859,0.0012171893073821478
262727386,,4,,POINT (-77.0446621 -12.1080357),4266670681,0.0024513094133540906
262727426,,4,,POINT (-77.046223 -12.1077062),262727504,0.0018389173037476052
262727503,,3,,POINT (-77.04685139999999 -12.1066875),262727504,0.0007995701970542825
262727504,,4,,POINT (-77.04763490000001 -12.106528),262727504,0.0
262727527,,3,,POINT (-77.0470504 -12.1075205),262727504,0.0011518231201014684
262727581,,3,,POINT (-77.0464633 -12.1028345),262727035,0.00036655243826524194
262727866,,4,,POINT (-77.05961600000001 -12.1016963),262727981,0.00013394125578663428
262727869,,4,,POINT (-77.0589409 -12.1023546),4343012535,0.00014090298079913759
262727870,,4,,POINT (-77.0584401 -12.1029048),262727977,0.00013873399006790655
262727871,,4,,POINT (-77.0583043 -12.1030641),262727976,0.0001576429510040105
262727872,,3,,POINT (-77.0573004 -12.1041267),262727975,0.0003920425614624407
262727873,,4,,POINT (-77.05655590000001 -12.1049526),262727973,0.00012266511321791098
262727874,,3,,POINT (-77.05580500000001 -12.1057417),262727972,0.00044120618762325746
262727875,,4,,POINT (-77.0552022 -12.1064369),262727968,0.00014332341050611597
262727876,traffic_signals,3,,POINT (-77.05450279999999 -12.1071957),262727967,0.00014336711617277034
262727877,traffic_signals,3,,POINT (-77.0539426 -12.1077723),262727965,0.00012094097733645531
262727878,,3,,POINT (-77.0538694 -12.1078491),262727964,0.00012107786750228579
262727880,,3,,POINT (-77.0532465 -12.1084991),4343202095,0.0001755025925768483
262727964,traffic_signals,4,,POINT (-77.0537738 -12.1077748),262727964,0.0
